word,semantic_dissimilarity
I,
tre,0.6831668019294739
linguaggi,0.44422733783721924
C',0.47400256991386414
era,0.43583768606185913
una,0.43015462160110474
volta,0.40010929107666016
in,0.36373448371887207
Svizzera,0.4401041865348816
un,0.2745620608329773
vecchio,0.3517003655433655
conte,0.39281028509140015
che,0.29247379302978516
aveva,0.3632720708847046
un,0.33562517166137695
unico,0.4302562475204468
figlio,0.3870324492454529
ma,0.3561154007911682
così,0.4494897127151489
stupido,0.390819787979126
che,0.37768256664276123
non,0.3856971263885498
riusciva,0.3742947578430176
a,0.4329078793525696
imparare,0.44751572608947754
nulla,0.39624449610710144
Allora,0.4791661500930786
il,0.3237961530685425
padre,0.4059711694717407
disse,0.39924395084381104
Ascolta,0.46858906745910645
figlio,0.4628019332885742
mio,0.3703458607196808
per,0.3448978066444397
quanto,0.5055978298187256
io,0.42187821865081787
faccia,0.48624229431152344
non,0.3280884027481079
riesco,0.3856562376022339
a,0.3921555280685425
cacciarti,0.4304954707622528
niente,0.3979930877685547
in,0.46247637271881104
testa,0.38232681155204773
Devi,0.3901270031929016
andare,0.33709216117858887
via,0.33669620752334595
di,0.417900025844574
qui,0.39293238520622253
maestri,0.4186570644378662
insigni,0.43248534202575684
proveranno,0.3810974061489105
a,0.3330616354942322
fare,0.3267189860343933
ciò,0.3997078537940979
che,0.3508656620979309
io,0.40356552600860596
non,0.35686105489730835
ho,0.367059588432312
potuto,0.5159135460853577
Il,0.42415714263916016
giovane,0.5197423696517944
fu,0.40625429153442383
così,0.4660508632659912
mandato,0.41076040267944336
in,0.41058123111724854
un',0.42086082696914673
altra,0.4085230827331543
città,0.3937414884567261
e,0.3222459554672241
rimase,0.3501882553100586
presso,0.41512244939804077
un,0.3385481834411621
maestro,0.4033076763153076
per,0.37529075145721436
un,0.3244049549102783
intero,0.3786398768424988
anno,0.32782813906669617
Trascorso,0.49185988306999207
questo,0.34352028369903564
periodo,0.3170297145843506
tornò,0.3311983346939087
a,0.37932878732681274
casa,0.3997613191604614
e,0.31713271141052246
il,0.3110494613647461
padre,0.403359591960907
gli,0.38076359033584595
chiese,0.407056987285614
Ebbene,0.43834370374679565
che,0.34097903966903687
cosa,0.3734002709388733
hai,0.3681694269180298
imparato,0.47621259093284607
Il,0.3201712965965271
figlio,0.3743167519569397
rispose,0.34228456020355225
Babbo,0.42676401138305664
ho,0.3377760648727417
imparato,0.39339733123779297
quello,0.38527727127075195
che,0.3837798833847046
dicono,0.3921571373939514
i,0.37808746099472046
cani,0.45821964740753174
Dio,0.45359212160110474
guardi,0.46741247177124023
esclamò,0.48944973945617676
il,0.3506609797477722
padre,0.4113796353340149
è,0.4310532510280609
tutto,0.439008891582489
qui,0.4303357005119324
Devi,0.4723220467567444
andare,0.4646338224411011
in,0.44664567708969116
un',0.44615814089775085
altra,0.42927128076553345
città,0.40512147545814514
presso,0.43576788902282715
un,0.32705360651016235
altro,0.3290707468986511
maestro,0.4833856225013733
Il,0.360500693321228
giovane,0.4394248127937317
andò,0.42984068393707275
e,0.4022362232208252
anche,0.43443435430526733
questa,0.42610377073287964
volta,0.34019216895103455
vi,0.3909299373626709
si,0.3410733938217163
fermò,0.3749748766422272
un,0.3815668821334839
anno,0.34955620765686035
Quando,0.37558531761169434
ritornò,0.31443920731544495
il,0.2851681113243103
padre,0.3968415856361389
disse,0.3580240309238434
Ebbene,0.43202054500579834
che,0.3502943515777588
cosa,0.38114219903945923
hai,0.3492227792739868
imparato,0.4515124261379242
Il,0.27291202545166016
figlio,0.37898170948028564
rispose,0.3182341158390045
Babbo,0.41472578048706055
ho,0.3158397674560547
imparato,0.3585078716278076
quello,0.36537402868270874
che,0.35785406827926636
dicono,0.3877995014190674
gli,0.40069353580474854
uccelli,0.4640129506587982
Allora,0.4023895859718323
il,0.27880799770355225
padre,0.3622725009918213
andò,0.40357714891433716
in,0.475421667098999
collera,0.46493223309516907
e,0.3241092562675476
disse,0.3669233024120331
Sciagurato,0.47603368759155273
Hai,0.3821953535079956
perduto,0.4396459460258484
tutto,0.41927456855773926
quel,0.42363595962524414
tempo,0.41807347536087036
prezioso,0.44717204570770264
senza,0.411715030670166
imparare,0.4413147568702698
nulla,0.3901897370815277
e,0.28700345754623413
non,0.32816439867019653
ti,0.3151571750640869
vergogni,0.3675069212913513
di,0.316008985042572
comparirmi,0.43268024921417236
davanti,0.39925652742385864
Ti,0.3375381827354431
manderò,0.4197729229927063
da,0.4072672128677368
un,0.34472233057022095
terzo,0.4291813373565674
maestro,0.38985517621040344
ma,0.34379130601882935
se,0.33923500776290894
anche,0.4001097083091736
questa,0.3920060396194458
volta,0.34261947870254517
non,0.3233479857444763
impari,0.4454224705696106
nulla,0.35518115758895874
non,0.2756209969520569
voglio,0.3475593328475952
più,0.36806797981262207
essere,0.3672727346420288
tuo,0.3775501847267151
padre,0.49490007758140564
Così,0.445858895778656
il,0.34369444847106934
giovane,0.4556909203529358
fu,0.3525781035423279
portato,0.3883764147758484
da,0.39376580715179443
un,0.3266650438308716
terzo,0.41625261306762695
maestro,0.4187288284301758
presso,0.4084435701370239
il,0.3599897623062134
quale,0.35271161794662476
rimase,0.35223108530044556
un,0.3754069209098816
altro,0.35869014263153076
anno,0.3403157889842987
Quando,0.41061925888061523
finalmente,0.3959946632385254
ritornò,0.3666198253631592
a,0.40152692794799805
casa,0.348678857088089
il,0.2524731159210205
padre,0.3797397017478943
gli,0.37840211391448975
chiese,0.40212756395339966
Ebbene,0.4211443364620209
che,0.32245004177093506
cosa,0.3539605736732483
hai,0.3510449528694153
imparato,0.45508670806884766
Caro,0.44025373458862305
babbo,0.47398510575294495
rispose,0.4046534299850464
quest',0.43414923548698425
anno,0.4111039638519287
ho,0.3244081139564514
imparato,0.37662386894226074
quello,0.39542627334594727
che,0.4277907609939575
gracidano,0.530487596988678
le,0.37790215015411377
rane,0.4544491469860077
Allora,0.47749269008636475
il,0.331642746925354
padre,0.4103561043739319
andò,0.3914493918418884
su,0.4783403277397156
tutte,0.49744540452957153
le,0.4535202980041504
furie,0.4053374230861664
balzò,0.38701996207237244
in,0.35330480337142944
piedi,0.3187542259693146
chiamò,0.3360084891319275
la,0.32273030281066895
servitù,0.48768818378448486
e,0.31094712018966675
disse,0.4029938578605652
Quest',0.4906327724456787
essere,0.4580079913139343
non,0.3558236360549927
è,0.34963440895080566
più,0.4526463747024536
mio,0.41077208518981934
figlio,0.3801977038383484
io,0.3582375645637512
lo,0.29762035608291626
scaccio,0.4307401478290558
e,0.2753872275352478
vi,0.38331711292266846
ordino,0.3674843907356262
di,0.31304699182510376
condurlo,0.3247449994087219
nel,0.3662351369857788
bosco,0.4410744905471802
e,0.3060409426689148
di,0.29303592443466187
ucciderlo,0.4227850139141083
Essi,0.4153021574020386
lo,0.28259801864624023
presero,0.36478254199028015
e,0.28007394075393677
lo,0.2694811224937439
condussero,0.3149834871292114
fuori,0.3618296682834625
ma,0.3195852041244507
al,0.33265960216522217
momento,0.40308332443237305
di,0.28633224964141846
ucciderlo,0.3082575500011444
ne,0.38608890771865845
ebbero,0.2988918423652649
pietà,0.3876953125
e,0.2703667879104614
lo,0.26810967922210693
lasciarono,0.28703445196151733
andare,0.35229283571243286
Poi,0.35241633653640747
strapparono,0.3237224221229553
a,0.3762105703353882
un,0.34856557846069336
capriolo,0.47030752897262573
gli,0.3811306357383728
occhi,0.4099644422531128
e,0.394761860370636
la,0.33492136001586914
lingua,0.3591771125793457
e,0.2570245862007141
li,0.2717967629432678
portarono,0.30868762731552124
al,0.3025062084197998
vecchio,0.4082382321357727
come,0.4493212103843689
prova,0.4507454037666321
della,0.3688095211982727
sua,0.377730131149292
morte,0.3885602056980133
Il,0.299846887588501
giovane,0.40161675214767456
si,0.3068693280220032
mise,0.3819352984428406
in,0.37549716234207153
cammino,0.35520291328430176
e,0.25951534509658813
dopo,0.37751513719558716
qualche,0.37627094984054565
tempo,0.3452427387237549
giunse,0.32643818855285645
a,0.3337172269821167
un,0.2978137135505676
castello,0.36120760440826416
dove,0.32648664712905884
chiese,0.4027940034866333
asilo,0.4189490079879761
per,0.41667383909225464
la,0.3818577527999878
notte,0.39258816838264465
Sì,0.4946044385433197
disse,0.3847200870513916
il,0.2840390205383301
castellano,0.43090125918388367
Se,0.44520318508148193
vuoi,0.42798465490341187
pernottare,0.38953468203544617
laggiù,0.4649490416049957
nella,0.3632640838623047
seconda,0.38706183433532715
torre,0.38203027844429016
va',0.4488867223262787
pure,0.38062915205955505
ma,0.35918599367141724
ti,0.3785054087638855
avverto,0.4178459346294403
che,0.3615074157714844
rischi,0.4246337413787842
la,0.38132965564727783
vita,0.3770809769630432
è,0.32383131980895996
piena,0.3974149227142334
di,0.3737402558326721
cani,0.45087099075317383
feroci,0.42731115221977234
che,0.3213440179824829
abbaiano,0.4577920734882355
e,0.7177093625068665
latrano,0.42171144485473633
senza,0.3325309753417969
tregua,0.36325329542160034
e,0.36168769001960754
a,0.4016276001930237
ore,0.450046181678772
fisse,0.35968393087387085
bisogna,0.36060112714767456
consegnare,0.40240877866744995
loro,0.40085655450820923
un,0.3316172957420349
