TOKEN;BEGIN;ORT
1;89082;L’
2;96138;ombrellino
3;127449;asciutto
4;249165;c'
5;254016;era
6;264159;una
7;271656;volta
8;309582;in
9;315756;un
10;322371;paese
11;340452;molto
12;355064;asciutto
13;399546;un
14;407043;ombrellino
15;434706;azzurro
16;519498;Come
17;530964;era
18;536697;finito
19;557424;in
20;564480;quel
21;571977;paese
22;589617;asciutto
23;658413;Chissà
24;724563;forse
25;740439;uno
26;748818;scherzo
27;796446;uno
28;807030;sbaglio
29;874062;ma
30;879795;l’
31;881559;ombrellino
32;904932;era
33;915516;là
34;954765;e
35;960057;restava
36;986076;sempre
37;1006803;chiuso
38;1056195;perché
39;1069654;in
40;1074276;quel
41;1084860;paese
42;1103823;non
43;1108674;pioveva
44;1134252;quasi
45;1154097;mai
46;1191582;e
47;1192905;se
48;1204371;pioveva
49;1252881;pioveva
50;1272726;così
51;1294335;poco
52;1327559;che
53;1331379;la
54;1340199;gente
55;1355193;si
56;1362690;prendeva
57;1385181;la
58;1390914;pioggia
59;1407672;in
60;1416271;faccia
61;1445580;contenta
62;1479114;della
63;1487934;poca
64;1502046;frescura
65;1561140;e
66;1567755;di
67;1573488;aprire
68;1591128;l’
69;1593333;ombrello
70;1633023;nemmeno
71;1655073;le
72;1660806;veniva
73;1675800;l’
74;1677564;idea
75;1755621;Un
76;1764882;giorno
77;1779435;l’
78;1782081;ombrellino
79;1826181;era
80;1835001;lì
81;1864989;chiuso
82;1898064;accaldato
83;1931580;e
84;1935549;triste
85;1984500;quando
86;1997730;gli
87;2005227;si
88;2010519;posò
89;2027718;vicino
90;2055942;un
91;2063439;piccione
92;2084607;viaggiatore
93;2156490;Che
94;2166633;fai
95;2179422;ombrellino
96;2241162;Sono
97;2255715;triste
98;2304225;Perché
99;2318778;sei
100;2331567;triste
101;2392425;Perché
102;2405214;non
103;2409183;mi
104;2416239;piace
105;2434320;stare
106;2451519;qui
107;2485035;troppo
108;2500470;sole
109;2559564;e
110;2565738;l’
111;2567943;ombrellino
112;2588670;spiegò
113;2611161;al
114;2616894;piccione
115;2638062;viaggiatore
116;2670696;tutti
117;2685690;i
118;2689218;suoi
119;2701125;guai
120;2759337;Se
121;2767716;sei
122;2777859;infelice
123;2821077;perché
124;2834307;non
125;2845773;voli
126;2860925;via
127;2895165;disse
128;2912364;il
129;2918097;piccione
130;2986893;Ma
131;2993508;come
132;3028788;Io
133;3034031;non
134;3042459;so
135;3055689;volare
136;3119634;Forse
137;3138156;non
138;3146976;sai
139;3190635;ma
140;3200778;puoi
141;3258549;Non
142;3268251;capisco
143;3338370;Ascolta
144;3360420;ombrellino
145;3409812;disse
146;3429216;il
147;3434067;piccione
148;3492279;Sei
149;3502863;capace
150;3524472;di
151;3529764;aprirti
152;3548286;da
153;3553578;solo
154;3610908;Non
155;3621051;ci
156;3624138;ho
157;3626784;mai
158;3634281;provato
159;3694698;Provaci
160;3767463;l'
161;3771873;ombrellino
162;3793482;ci
163;3803184;provò
164;3869334;ma
165;3876390;era
166;3884328;davvero
167;3905055;difficile
168;3952683;perché
169;3965472;lui
170;3976497;era
171;3982362;abituato
172;4012659;ad
173;4018392;essere
174;4033610;aperto
175;4052790;dagli
176;4065579;altri
177;4130847;Però
178;4167450;prova
179;4189059;e
180;4190382;riprova
181;4234041;a
182;4238892;colpi
183;4254768;successivi
184;4301073;riuscì
185;4324446;ad
186;4331502;aprirsi
187;4360167;quasi
188;4379571;completamente
189;4443075;ma
190;4450060;a
191;4457187;fare
192;4473759;il
193;4478796;tric
194;4499082;finale
195;4525983;non
196;4533480;riusciva
197;4636233;Vedi
198;4665339;Non
199;4673277;so
200;4679010;aprirmi
201;4705029;tutto
202;4739868;disse
203;4756185;l’
204;4760154;ombrellino
205;4794111;triste
206;4856733;Ascolta
207;4901274;disse
208;4918473;il
209;4925088;piccione
210;4977567;aspetta
211;5007555;che
212;5012847;arrivi
213;5034897;un
214;5042835;colpo
215;5061357;di
216;5066208;vento
217;5113836;quando
218;5132358;arriva
219;5169843;mettiti
220;5194098;con
221;5201595;la
222;5210415;punta
223;5233347;nella
224;5246577;direzione
225;5274801;dove
226;5288913;lui
227;5300820;va
228;5319342;e
229;5324193;vedrai
230;5387256;E
231;5392107;il
232;5399163;piccione
233;5415921;se
234;5424300;ne
235;5428710;andò
236;5463108;sparendo
237;5506326;nel
238;5519115;cielo
239;5533668;azzurrissimo
240;5633775;l'
241;5637113;ombrellino
242;5658471;restò
243;5676552;solo
244;5743584;Per
245;5751081;molte
246;5766075;notti
247;5796063;si
248;5804442;allenò
249;5821641;ad
250;5826933;aprirsi
251;5854275;come
252;5867505;poteva
253;5915133;ma
254;;a
255;5930127;fare
256;5942034;tric
257;5979960;proprio
258;6004215;non
259;6011712;riusciva
260;6102558;Ma
261;6110055;una
262;6118434;mattina
263;6166503;appena
264;6185907;sorto
265;6206634;il
266;6213690;sole
267;6259554;sentì
268;6281604;arrivare
269;6307623;un
270;6313774;forte
271;6341271;vento
272;6362214;dall'
273;6375096;ovest
274;6461973;Allora
275;6474762;mise
276;6487110;la
277;6493725;punta
278;6511365;nella
279;6520626;direzione
280;6544881;dell'
281;6556788;est
282;6600888;e
283;6602211;subito
284;6627348;il
285;6635286;vento
286;6666597;lo
287;6674976;riempì
288;6697026;da
289;6703200;sotto
290;6738921;e
291;6762294;tric
292;6799779;lo
293;6806835;fece
294;6820506;aprire
295;6837705;tutto
296;6900768;e
297;6902532;quando
298;6916423;fu
299;6924141;ben
300;6932520;aperto
301;6974415;lo
302;6982794;prese
303;7019838;lo
304;7026012;sollevò
305;7070553;lo
306;7076286;portò
307;7091280;in
308;7099659;cielo
309;7127428;e
310;7134939;via
311;7151697;nell
312;7160076;azzurro
313;7234605;e
314;7243425;poi
315;7252245;cominciarono
316;7277382;ad
317;7283115;esserci
318;7306047;nuvole
319;7351470;e
320;7354116;l’
321;7356321;ombrellino
322;7377489;arrivò
323;7395570;sopra
324;7408800;un
325;7417179;paese
326;7436583;dove
327;7449372;pioveva
328;7468776;tanto
329;7501410;ma
330;7516845;tanto
331;7550802;che
332;7560063;scese
333;7626213;e
334;7627536;lì
335;7636356;lo
336;7640766;portarono
337;7664139;in
338;7671195;giro
339;7683543;tutto
340;7699860;il
341;7707798;giorno
342;7750575;ben
343;7759395;aperto
344;7804818;bagnato
345;7846272;e
346;7852446;contento
