TOKEN;BEGIN;ORT
1;89964;Una
2;101430;bambina
3;127008;senza
4;148176;nome
5;239463;c'
6;246078;era
7;257985;una
8;265041;bambina
9;326781;che
10;334719;aveva
11;347508;un
12;354564;nome
13;387198;come
14;400869;tutti
15;416745;i
16;418068;bambini
17;437031;del
18;444087;mondo
19;517734;era
20;526113;allegra
21;577269;e
22;582561;andava
23;597555;spesso
24;616077;a
25;626220;giocare
26;639009;in
27;646065;giardino
28;741321;Un
29;751905;giorno
30;786744;lanciò
31;807471;la
32;814968;palla
33;843192;al
34;853335;di
35;858186;là
36;867006;di
37;871416;una
38;881118;siepe
39;933156;e
40;939771;quando
41;951678;andò
42;965349;a
43;972405;cercarla
44;1003275;non
45;1008126;la
46;1015182;trovò
47;1087506;Cerca
48;1103382;qua
49;1113525;cerca
50;1130283;là
51;1151451;la
52;1158948;palla
53;1171296;non
54;1181439;c'
55;1188054;era
56;1238769;la
57;1246266;bambina
58;1262142;era
59;1268757;stupita
60;1307565;e
61;1313298;anche
62;1326087;un
63;1337112;po
64;1343286;spaventata
65;1436778;A
66;1441629;un
67;1449126;tratto
68;1464561;sentì
69;1483524;una
70;1492344;vocina
71;1529388;in
72;1539972;alto
73;1607886;È
74;1617588;tua
75;1630377;questa
76;1645371;bella
77;1659042;palla
78;1676241;piccolina
79;1754298;La
80;1759590;bambina
81;1778112;guardò
82;1792665;su
83;1839852;e
84;1850436;vide
85;1858815;un
86;1868076;omettino
87;1893213;magro
88;1935549;seduto
89;;a
90;1965537;cavallo
91;1988910;di
92;1993320;un
93;1997730;ramo
94;2058588;aveva
95;2077551;la
96;2082402;palla
97;2099160;tra
98;2107098;le
99;2111949;mani
100;2208087;Certo
101;2227932;che
102;2238516;è
103;2239839;mia
104;2267622;Dammela
105;2317455;disse
106;2333772;la
107;2339064;bambina
108;2416680;E
109;2422854;tu
110;2431233;cosa
111;2442258;mi
112;2447991;dai
113;2458575;in
114;2465631;cambio
115;2514141;disse
116;2530899;l’
117;2533104;ometto
118;2606751;Niente
119;2640708;La
120;2648205;palla
121;2660112;è
122;2663199;mia
123;2698479;ribatté
124;2720970;la
125;2728026;bambina
126;2746989;Ma
127;2789766;adesso
128;2815344;ce
129;2820636;l’
130;2822841;ho
131;2825046;io
132;2886345;Non
133;2892960;ho
134;2895165;niente
135;2916333;da
136;2923389;darti
137;2957787;disse
138;2970576;la
139;2974986;bambina
140;3055248;Si
141;3064950;che
142;3073770;ce
143;3079503;l’
144;3081267;hai
145;3113901;dammi
146;3128895;il
147;3133305;tuo
148;3140802;nome
149;3216654;Pensando
150;3237822;che
151;3241791;l’
152;3243996;ometto
153;3260313;scherzasse
154;3318525;la
155;3323376;bambina
156;3341016;gli
157;3346749;disse
158;3388203;va
159;3395700;bene
160;3409812;te
161;3412458;lo
162;3419955;do
163;3432744;butta
164;3446415;la
165;3451707;palla
166;3513888;Quello
167;3530646;sorrise
168;3580038;lasciò
169;3599442;cadere
170;3614877;la
171;3621933;palla
172;3666915;lei
173;3681909;la
174;3688965;prese
175;3707928;e
176;3711897;tornò
177;;a
178;3733947;casa
179;3799656;ma
180;3804507;si
181;3813768;sentiva
182;3835818;strana
183;3910347;E
184;3917403;più
185;3923136;strana
186;3946068;si
187;3953565;sentì
188;3998106;quando
189;4012218;si
190;4017951;accorse
191;4041324;che
192;4047057;la
193;4052790;salutavano
194;4103505;senza
195;4120263;più
196;4127760;dire
197;4140108;il
198;4150692;suo
199;4162158;nome
200;4230954;poi
201;4239774;pensandoci
202;4299309;si
203;4306365;accorse
204;4327092;che
205;4331061;nemmeno
206;4350906;lei
207;4365459;lo
208;4368105;ricordava
209;4457628;Mamma
210;4500846;Come
211;4513635;mi
212;4518927;chiamo
213;4537008;io
214;4578462;disse
215;4595661;allora
216;4613301;la
217;4618593;bambina
218;;a
219;4640643;sua
220;4652550;madre
221;4709880;Tu
222;4753980;Non
223;4761918;hai
224;4768092;nessun
225;4790142;nome
226;4830714;disse
227;4845708;la
228;4851882;mamma
229;4930821;La
230;4937877;bambina
231;4955958;andò
232;4976685;a
233;4978890;guardare
234;5007114;i
235;5015052;suoi
236;5026959;libri
237;5064003;i
238;5072823;suoi
239;5082966;quaderni
240;5142501;e
241;5149116;vide
242;5160582;che
243;5164110;non
244;5175576;c'
245;5179986;era
246;5187483;nessun
247;5208210;nome
248;5270832;Tu
249;5310081;scendi
250;5326398;a
251;5329485;fare
252;5341833;merenda
253;5393430;gridò
254;5410188;la
255;5416362;mamma
256;5429592;di
257;5435766;sotto
258;5503239;la
259;5509854;mamma
260;5538078;mi
261;5543370;ha
262;5545575;sempre
263;5565861;detto
264;5581296;di
265;5585265;non
266;5594967;chiamare
267;5609079;nessuno
268;5639508;con
269;5643477;un
270;5656266;Tu
271;5697720;È
272;5705658;perché
273;5721975;proprio
274;5740056;io
275;5751522;un
276;5755050;nome
277;5766075;non
278;5774895;ce
279;5782392;l’
280;5784597;ho
281;5821200;pensò
282;5838399;con
283;5848983;tristezza
284;5952177;Allora
285;5969817;piangendo
286;6009066;la
287;6015240;bambina
288;6034644;prese
289;6047874;la
290;6053166;palla
291;6100794;andò
292;6118434;al
293;6125490;giardino
294;6167826;arrivò
295;6188112;sotto
296;6205752;l’
297;6208398;albero
298;6258231;L’
299;6265287;omettino
300;6289542;era
301;6296157;ancora
302;6321294;lassù
303;6371568;con
304;6379065;la
305;6386121;mano
306;6402438;chiusa
307;6434190;e
308;6438159;sorrideva
309;6517098;Ridammi
310;6542235;il
311;6543558;mio
312;6550614;nome
313;6591627;gridò
314;6607062;la
315;6612795;bambina
316;6678945;Ti
317;6685119;darò
318;6694380;la
319;6700995;palla
320;6730542;se
321;6741567;vuoi
322;6821388;Tieniti
323;6838587;la
324;6844761;palla
325;6861519;piccolina
326;6914880;e
327;6922377;anche
328;6934725;il
329;6940017;tuo
330;6947073;nome
331;6993819;e
332;6999552;un’
333;7007049;altra
334;7018956;volta
335;7033068;non
336;7042770;darlo
337;7057764;a
338;7059969;nessuno
339;7090839;capito
340;7170219;Aprì
341;7185654;la
342;7193151;mano
343;7205940;e
344;7223580;all'
345;7235928;improvviso
346;7258860;la
347;7263711;bambina
348;7280028;ricordò
349;7302519;di
350;7308693;chiamarsi
351;7330302;Antonella
352;7370874;e
353;7374843;si
354;7384986;mise
355;7396011;a
356;7399098;saltare
357;7426881;per
358;7432614;la
359;7441434;gioia
360;7504497;Corse
361;7524342;a
362;7534926;casa
363;7558299;e
364;7564032;la
365;7569324;mamma
366;7584759;chiese
367;7615629;dove
368;7624008;sei
369;7636797;andata
370;7654878;Antonella
371;7721469;Avevo
372;7738227;perso
373;7752339;una
374;7758954;cosa
375;7766451;importante
376;7804818;mamma
377;7840098;disse
378;7857738;la
379;7863030;bambina
380;7921242;e
381;7926534;lo
382;7932267;disse
383;7946379;così
384;7963578;seria
385;7994007;che
386;8001063;la
387;8006355;mamma
388;8018703;le
389;8025318;diede
390;8037666;un
391;8042076;bacio
392;8072946;di
393;8076033;quelli
394;8094555;che
395;8103375;fanno
396;8108667;rumore
