TOKEN;BEGIN;ORT
1;91287;Il
2;101430;re
3;112455;parrucchiere
4;224910;c'
5;229761;era
6;238140;una
7;248283;volta
8;280917;un
9;285327;regno
10;303408;di
11;310905;foreste
12;372204;alberi
13;395136;belli
14;422919;che
15;428652;si
16;440118;stendevano
17;470547;dappertutto
18;529641;colorando
19;560511;la
20;566244;terra
21;584325;di
22;590265;verde
23;635922;profumando
24;665910;il
25;674730;cielo
26;702072;con
27;708687;le
28;718609;foglie
29;733824;spettinate
30;845397;In
31;852894;mezzo
32;;a
33;872739;quel
34;883323;regno
35;900522;forestale
36;950796;c'
37;956088;era
38;966672;un
39;970200;castello
40;1020033;e
41;1024443;nel
42;1033704;castello
43;1059282;vivevano
44;1085301;i
45;1089711;Re
46;1125873;che
47;1129842;sedevano
48;1157184;su
49;1168209;un
50;1171296;trono
51;1188054;di
52;1193787;pietra
53;1228626;messo
54;1251117;sulla
55;1263906;torre
56;1281987;più
57;1289043;alta
58;1340640;e
59;1346814;da
60;1352106;lassù
61;1395324;stavano
62;1416051;a
63;1421343;guardare
64;1444716;gli
65;1451331;alberi
66;1494990;e
67;1499841;non
68;1508661;davano
69;1522332;mai
70;1538649;ordini
71;1570842;se
72;1579662;non
73;1592451;questi
74;1659483;Alberi
75;1701819;muovete
76;1724751;i
77;1728720;rami
78;1809864;Alberi
79;1855728;respirate
80;1950543;Alberi
81;1992438;bevete
82;2016693;la
83;2023308;rugiada
84;2103570;E
85;2109744;gli
86;2113713;alberi
87;2144142;muovevano
88;2170602;i
89;2175453;rami
90;2203236;respiravano
91;2255715;e
92;2263212;bevevano
93;2286585;la
94;2292318;rugiada
95;2338623;perché
96;2351853;quelle
97;2365083;erano
98;2380077;cose
99;2409624;che
100;2415357;naturalmente
101;2452842;si
102;2462985;fanno
103;2556036;ma
104;2561398;un
105;2569266;giorno
106;2597049;divenne
107;2615571;Re
108;2621745;di
109;2627919;quel
110;2635857;castello
111;2661876;Ricciolino
112;2716119;un
113;2723175;Re
114;2732877;molto
115;2748312;elegante
116;2778741;e
117;2780064;raffinato
118;2831661;che
119;2834748;appena
120;2854593;si
121;2864736;sedette
122;2884140;sul
123;2897811;trono
124;2916333;in
125;2923830;cima
126;2936619;alla
127;2945880;torre
128;2964402;disse
129;3017322;Guarda
130;3031875;come
131;3041577;sono
132;3055248;spettinati
133;3087441;quegli
134;3100230;alberi
135;3136833;Che
136;3142751;ineleganza
137;3211362;Presto
138;3248406;chiamate
139;3273102;mille
140;3292065;boscaioli
141;3405843;Furono
142;3423483;chiamati
143;3445533;mille
144;3459204;boscaioli
145;3511242;e
146;3513447;il
147;3525795;Re
148;3534615;disse
149;3578715;Boscaioli
150;3630312;voi
151;3640014;di
152;3647511;solito
153;3669120;tagliate
154;3693375;gli
155;3697785;alberi
156;3713220;a
157;3715425;casaccio
158;3749823;tanto
159;3781134;per
160;3791277;fare
161;3803259;legna
162;3844417;d'
163;3847530;ora
164;3854340;in
165;3862278;poi
166;3888738;li
