BEGIN,entropy,type_of_words,word
91287.0,,function,Il
101430.0,11.897998809814451,content,re
112455.0,7.5717549324035645,content,parrucchiere
224910.0,3.603582859039306,function,C'
229761.0,1.776968240737915,content,era
238140.0,6.510942935943604,function,una
248283.0,8.698280334472656,content,volta
280917.0,5.859198570251465,function,un
285327.0,8.475984573364258,content,regno
303408.0,8.086042404174805,function,di
310905.0,8.768561363220215,content,foreste
372204.0,8.214695930480957,content,alberi
395136.0,6.79461145401001,content,belli
422919.0,3.106433629989624,function,che
428652.0,8.767241477966309,function,si
440118.0,5.070276737213135,content,stendevano
470547.0,6.536558628082275,function,dappertutto
529641.0,2.925498962402344,content,colorando
560511.0,6.474968910217285,function,la
566244.0,6.513408184051514,content,terra
584325.0,4.960679531097412,function,di
590265.0,6.73134708404541,content,verde
635922.0,6.025974273681641,content,profumando
665910.0,6.970634460449219,function,il
674730.0,7.496338844299316,content,cielo
702072.0,5.996617794036865,function,con
708687.0,6.533736228942871,function,le
718609.0,6.107972621917725,content,foglie
733824.0,3.0609982013702397,content,spettinate
845397.0,7.229439258575439,function,In
852894.0,6.59190034866333,content,mezzo
,4.217791557312012,function,a
872739.0,5.374673366546631,function,quel
883323.0,7.019637107849121,content,regno
900522.0,6.456579685211182,content,forestale
950796.0,3.1708154678344727,function,c'
956088.0,0.9110414385795592,content,era
966672.0,4.774096488952637,function,un
970200.0,6.967735290527344,content,castello
1020033.0,7.262905597686768,function,e
1024443.0,6.993485450744629,function,nel
1033704.0,5.766182899475098,content,castello
1059282.0,5.490467071533203,content,vivevano
1085301.0,7.647911548614502,function,i
1089711.0,7.586733341217041,content,Re
1125873.0,7.379576206207275,function,che
1129842.0,3.869424104690552,content,sedevano
1157184.0,5.156747817993164,function,su
1168209.0,5.720617294311523,function,un
1171296.0,7.273637771606445,content,trono
1188054.0,7.253116130828857,function,di
1193787.0,7.708584785461426,content,pietra
1228626.0,4.451674461364746,content,messo
1251117.0,4.379054069519043,function,sulla
1263906.0,5.078673839569092,content,torre
1281987.0,5.0137200355529785,function,più
1289043.0,3.7010631561279297,content,alta
1340640.0,7.274801254272461,function,e
1346814.0,6.936468601226807,function,da
1352106.0,5.028853416442871,function,lassù
1395324.0,6.643912315368652,content,stavano
1416051.0,9.269302368164062,function,a
1421343.0,8.518553733825684,content,guardare
1444716.0,5.598122596740723,function,gli
1451331.0,4.882791519165039,content,alberi
1494990.0,6.972867488861084,function,e
1499841.0,7.67705774307251,function,non
1508661.0,6.80933141708374,content,davano
1522332.0,7.36858606338501,function,mai
1538649.0,6.272144317626953,content,ordini
1570842.0,5.610464572906494,function,se
1579662.0,4.594560623168945,function,non
1592451.0,7.008793354034424,function,questi
1659483.0,8.232198715209961,content,Alberi
1701819.0,6.433946132659912,content,muovete
1724751.0,6.665417194366455,function,i
1728720.0,6.531145095825195,content,rami
1809864.0,4.52801513671875,content,Alberi
1855728.0,5.581233978271484,content,respirate
1950543.0,2.6491103172302246,content,Alberi
1992438.0,4.294437408447266,content,bevete
2016693.0,4.661201000213623,function,la
2023308.0,4.806150436401367,content,rugiada
2103570.0,2.8170461654663086,function,E
2109744.0,7.677492141723633,function,gli
2113713.0,5.423599720001221,content,alberi
2144142.0,4.354428768157959,content,muovevano
2170602.0,6.296563625335693,function,i
2175453.0,2.5896949768066406,content,rami
2203236.0,4.123450756072998,content,respiravano
2255715.0,4.33935546875,function,e
2263212.0,4.324908256530762,content,bevevano
2286585.0,4.6846208572387695,function,la
2292318.0,0.6798191070556641,content,rugiada
2338623.0,6.774181365966797,function,perché
2351853.0,7.308594703674316,function,quelle
2365083.0,6.819939613342285,function,erano
2380077.0,6.895308494567871,content,cose
2409624.0,6.247865676879883,function,che
2415357.0,7.498756408691406,function,naturalmente
2452842.0,6.673193454742432,function,si
2462985.0,7.853126525878906,content,fanno
2556036.0,6.989445209503174,function,Ma
2561398.0,7.11821174621582,function,un
2569266.0,6.771155834197998,content,giorno
2597049.0,6.641282081604004,content,divenne
2615571.0,7.830348968505859,content,Re
2621745.0,4.9857354164123535,function,di
2627919.0,8.947052955627441,function,quel
2635857.0,3.9279513359069824,content,castello
2661876.0,3.637803792953491,content,Ricciolino
2716119.0,5.036324977874756,function,un
2723175.0,7.674447059631348,content,Re
2732877.0,5.645709037780762,function,molto
2748312.0,7.721645355224609,content,elegante
2778741.0,2.777261018753052,function,e
2780064.0,5.677303314208984,content,raffinato
2831661.0,6.248948097229004,function,che
2834748.0,8.335996627807617,function,appena
2854593.0,8.022744178771973,function,si
2864736.0,5.619017601013184,content,sedette
2884140.0,6.460216999053955,function,sul
2897811.0,2.833827018737793,content,trono
2916333.0,6.404366493225098,function,in
2923830.0,7.068717002868652,content,cima
2936619.0,3.801511526107788,function,alla
2945880.0,2.9738962650299072,content,torre
2964402.0,5.04039478302002,content,disse
3017322.0,8.257822036743164,content,Guarda
3031875.0,5.441612243652344,function,come
3041577.0,7.875076293945312,function,sono
3055248.0,3.994728803634644,content,spettinati
3087441.0,5.281586170196533,function,quegli
3100230.0,2.0922179222106934,content,alberi
3136833.0,7.70993185043335,function,Che
3142751.0,6.741757869720459,content,ineleganza
3211362.0,6.908850193023682,function,Presto
3248406.0,8.875819206237793,content,chiamate
3273102.0,7.579952239990234,function,mille
3292065.0,4.209007263183594,content,boscaioli
3405843.0,6.42683744430542,function,Furono
3423483.0,8.505809783935547,content,chiamati
3445533.0,7.668456077575684,function,mille
3459204.0,1.8649277687072756,content,boscaioli
3511242.0,7.463194847106934,function,e
3513447.0,8.680098533630371,function,il
3525795.0,6.935837745666504,content,Re
3534615.0,5.356777667999268,content,disse
3578715.0,5.702600002288818,content,Boscaioli
3630312.0,9.621597290039062,function,voi
3640014.0,7.824369430541992,function,di
3647511.0,9.245253562927246,content,solito
3669120.0,5.881796360015869,content,tagliate
3693375.0,6.625995635986328,function,gli
3697785.0,0.6142386198043823,content,alberi
3713220.0,3.695275068283081,function,a
3715425.0,5.944249629974365,content,casaccio
3749823.0,7.241169929504394,function,tanto
3781134.0,7.000532150268555,function,per
3791277.0,9.161162376403809,content,fare
3803259.0,6.22303581237793,content,legna
3844417.0,5.0452561378479,function,d'
3847530.0,5.649351119995117,content,ora
3854340.0,8.123098373413086,function,in
3862278.0,6.409720420837402,function,poi
3888738.0,8.92473030090332,function,li
3896676.0,4.718066692352295,content,taglierete
3923136.0,6.844724178314209,function,per
3928428.0,5.445188999176025,content,eleganza
3991491.0,7.626030445098877,function,Come
4005603.0,8.653205871582031,function,come
4039119.0,8.027283668518066,content,dissero
4061169.0,6.2079949378967285,function,i
4065138.0,2.0698556900024414,content,boscaioli
4151133.0,6.414320945739746,function,Io
4159953.0,6.810701370239258,function,vi
4167009.0,4.732766628265381,content,farò
4176711.0,7.006738185882568,content,seguire
4201848.0,6.242591381072998,function,un
4211991.0,7.960838317871094,content,corso
4229631.0,6.190536022186279,function,per
4238010.0,3.4020791053771973,content,parrucchieri
4305042.0,7.23482084274292,function,poi
4319154.0,5.189435958862305,content,andrete
4338205.0,5.195516586303711,function,nella
4350244.0,7.098559379577637,content,foresta
4371633.0,4.992203712463379,function,ad
4384863.0,4.282400131225586,content,aggiustare
4413087.0,4.955860137939453,function,le
4419261.0,6.663496971130371,content,chiome
4432491.0,6.065956115722656,function,degli
4446162.0,2.62742280960083,content,alberi
4493790.0,6.515795230865479,function,Ne
4499523.0,6.880350112915039,content,farete
4515579.0,8.181604385375977,function,alcuni
4552002.0,9.381272315979004,function,con
4560822.0,7.623787879943848,function,i
4564350.0,7.151928901672363,content,capelli
4582431.0,5.07157039642334,content,corti
4634910.0,7.310738086700439,function,altri
4656078.0,6.5380167961120605,content,ricci
4706352.0,6.117351055145264,function,altri
4724874.0,6.214818477630615,content,lisci
4768092.0,4.998048305511475,function,altri
4790142.0,5.853641510009766,function,con
4797198.0,3.2065913677215576,function,la
4803813.0,6.144700050354004,content,frangetta
4846149.0,7.80913782119751,function,Sarà
4878152.0,7.869981288909912,function,una
4888485.0,8.296221733093262,content,foresta
4915011.0,7.573977470397949,function,ben
4931852.0,4.010348320007324,content,pettinata
4978890.0,8.488877296447754,function,un
4989474.0,7.432511329650879,content,capolavoro
5020344.0,2.14766263961792,function,d'
5021667.0,3.204134941101074,content,eleganza
5116482.0,5.872169494628906,content,Abituati
5143824.0,7.201220989227295,function,ad
5148234.0,3.802454233169556,content,obbedire
5190129.0,9.103715896606444,function,i
5194980.0,2.625542402267456,content,boscaioli
5221440.0,5.280673027038574,content,fecero
5237757.0,8.675052642822266,function,il
5239080.0,7.591632843017578,content,corso
5253633.0,5.109923362731934,function,da
5260248.0,3.1332931518554688,content,parrucchieri
5296410.0,4.515891551971436,function,e
5301261.0,8.094921112060547,function,poi
5311404.0,8.21890640258789,content,andarono
5334777.0,4.019730567932129,function,nella
5348448.0,2.9085519313812256,content,foresta
5400486.0,7.649616241455078,function,e
5406219.0,8.357027053833008,function,tutti
5418126.0,7.994021415710449,function,gli
5421213.0,2.775580406188965,content,alberi
5440617.0,8.077274322509766,function,furono
5456052.0,3.447251081466675,content,pettinati
5488686.0,4.148808479309082,function,nei
5495301.0,6.885555267333984,content,modi
5508972.0,6.489380359649658,function,più
5514264.0,6.553938865661621,content,strani
5564979.0,6.919122219085693,function,con
5578209.0,6.4473419189453125,content,trecce
5620104.0,7.065976142883301,content,code
5654943.0,7.242584705352783,content,ciuffi
5691987.0,4.37862491607666,content,frangette
5731333.0,9.022950172424316,function,e
5737410.0,9.917863845825195,function,così
5756814.0,4.727392196655273,function,via
5820247.0,7.473996162414551,content,Re
5835960.0,4.404670238494873,content,Ricciolino
5877648.0,4.534461498260498,function,dall'
5891319.0,7.4175028800964355,content,alto
5904108.0,6.980565071105957,function,della
5915574.0,4.45247220993042,content,torre
5942475.0,6.939357280731201,function,li
5947767.0,8.449532508850098,content,guardava
5969817.0,5.735588073730469,content,contento
6031998.0,5.080240726470947,function,La
6041259.0,7.721674919128418,content,cosa
6056253.0,8.233893394470215,content,finì
6069042.0,5.957338333129883,function,lì
6128577.0,5.231315612792969,function,No
6181497.0,7.053196430206299,function,perché
6192963.0,7.524261951446533,function,gli
6196932.0,5.357892036437988,content,uccelli
6214131.0,8.587592124938965,content,passando
6235299.0,5.986482620239258,function,sopra
6251616.0,5.179652690887451,function,quella
6262641.0,4.737990856170654,content,foresta
6286896.0,4.095641136169434,function,e
6289542.0,8.71777629852295,content,guardando
6317766.0,6.150862693786621,function,giù
6349518.0,7.887534141540527,function,prima
6363189.0,5.963589668273926,function,per
6369804.0,5.057191848754883,content,spavento
6405966.0,7.846129417419434,function,poi
6418755.0,7.448696136474609,function,per
6426252.0,6.705031871795654,content,divertimento
6468147.0,8.00830078125,function,si
6486228.0,4.7359538078308105,content,mettevano
6505632.0,6.718666076660156,function,a
6512688.0,7.105894088745117,content,starnazzare
6555465.0,5.790912628173828,content,schiamazzare
6597360.0,5.9331464767456055,content,ridere
6653367.0,6.901562690734863,function,e
6657336.0,8.059645652770996,function,a
6660864.0,9.19778823852539,content,forza
6679386.0,6.278507232666016,function,di
6684237.0,7.093355655670166,content,ridere
6709374.0,4.908956527709961,content,scappava
6733629.0,7.151878833770752,function,loro
6743331.0,6.116117000579834,function,la
6749946.0,6.106997013092041,content,pipì
6769791.0,7.045346736907959,function,e
6771996.0,7.893279552459717,function,la
6778170.0,6.837993621826172,content,cacca
6822459.0,7.613231658935547,function,E
6828280.0,7.553716659545898,function,siccome
6848730.0,7.45973539352417,content,venivano
6867803.0,9.36819076538086,content,uccelli
6893271.0,7.573624134063721,function,da
6899445.0,9.248824119567873,function,ogni
6908265.0,4.5684003829956055,content,parte
6925023.0,4.088764190673828,function,del
6934725.0,5.341525554656982,content,cielo
6955897.0,4.600192546844482,function,a
6959862.0,8.693811416625977,content,vedere
6974856.0,6.752805709838867,function,quella
6987645.0,3.51338005065918,content,curiosità
7019397.0,4.480927467346191,content,schiamazzi
7090839.0,7.6443305015563965,content,cacca
7115094.0,3.983403205871582,function,e
7117299.0,3.952374219894409,content,pipì
7153461.0,3.0506842136383057,content,cadevano
7173306.0,3.684641122817993,function,dall'
7183890.0,4.360559463500977,content,alto
7198002.0,5.05418062210083,function,così
7213878.0,5.918056011199951,content,abbondanti
7260624.0,8.17386531829834,function,che
7268121.0,7.844690322875977,content,Re
7275177.0,0.6962076425552368,content,Ricciolino
7306929.0,4.880105972290039,content,scappò
7336476.0,6.461021900177002,function,in
7343973.0,7.280759811401367,content,terre
7358526.0,5.933932304382324,content,lontane
7393365.0,7.996508598327637,function,per
7402185.0,9.066597938537598,function,non
7407918.0,5.804382801055908,content,rovinarsi
7437024.0,2.7324345111846924,function,l'
7438788.0,4.159036159515381,content,eleganza
7528311.0,7.603541374206543,function,I
7530957.0,2.787508249282837,content,boscaioli
7557858.0,4.042000770568848,content,smisero
7579908.0,7.187108993530273,function,di
7583436.0,5.068115711212158,content,acconciare
7612542.0,6.634056568145752,function,le
7619157.0,5.437557697296143,content,chiome
7633710.0,7.499671936035156,function,alle
7643412.0,8.623512268066406,content,piante
7686189.0,5.352209091186523,function,e
7689276.0,8.528097152709961,function,presto
7706475.0,7.835892677307129,function,la
7713090.0,6.985032558441162,content,foresta
7738227.0,7.614752292633057,content,tornò
7760277.0,5.724116802215576,function,come
7774830.0,6.750699043273926,content,prima
7819812.0,5.877152919769287,content,verde
7855533.0,6.486056327819824,content,libera
7892136.0,5.311412811279297,content,fresca
7923888.0,4.098984241485596,content,spettinata
7956963.0,5.393860816955566,function,dal
7966665.0,5.626145362854004,content,vento
