TOKEN;BEGIN;ORT
0;89082;Il
1;98784;principe
2;122598;Tonno
3;154495;e
4;158760;Abissina
5;256662;Il
6;261830;principe
7;285327;Tonno
8;324576;nuotava
9;352359;nel
10;363384;verde
11;380583;mare
12;422478;muovendo
13;452025;la
14;457317;coda
15;492156;di
16;500976;qua
17;512442;e
18;515970;di
19;524349;l?†
20;577710;e
21;580356;tutte
22;595350;le
23;601965;Triglie
24;619164;gli
25;624897;facevano
26;644742;l‚Äô
27;646947;occhietto
28;691929;ma
29;696339;lui
30;706041;non
31;710010;le
32;715302;guardava
33;734265;neppure
34;816732;all'
35;822024;improvviso
36;874503;nuotando
37;903609;gi??
38;925659;verso
39;941715;il
40;947268;fondo
41;967554;del
42;975492;mare
43;1017828;il
44;1024884;principe
45;1047375;Tonno
46;1065773;vide
47;1083537;una
48;1094562;pesciolina
49;1121022;magra
50;1140465;e
51;1143954;strana
52;1192464;che
53;1196433;gli
54;1203930;piacque
55;1221129;subito
56;1240533;moltissimo
57;1323882;La
58;1329615;segu?¨
59;1346373;un
60;1356957;poco
61;1393008;e
62;1398852;poi
63;1407231;le
64;1413846;parl??
65;1471617;Come
66;1489257;ti
67;1495431;chiami
68;1565550;Abissina
69;1626408;rispose
70;1651104;lei
71;1663893;guardandolo
72;1691676;con
73;1697850;gli
74;1705347;occhi
75;1716813;un
76;1724310;po
77;1730043;sporgenti
78;1810746;Perch?©
79;1825740;non
80;1834119;vieni
81;1846908;su
82;1853523;con
83;1861902;me
84;1903356;disse
85;1921878;il
86;1931139;principe
87;1954071;Tonno
88;2012724;Nuota
89;2031246;verso
90;2047563;l‚Äô
91;2049327;alto
92;2084166;dove
93;2093868;si
94;2104011;vede
95;2117554;il
96;2124738;cielo
97;2139732;azzurro
98;2194857;lass??
99;2209410;saremo
100;2228814;felici
101;2251746;come
102;2265417;pesci
103;2279970;nell'
104;2290554;acqua
105;2365083;Abissina
106;2413593;siccome
107;2433438;il
108;2442258;principe
109;2462103;Tonno
110;2473128;le
111;2480184;piaceva
112;2530017;nuot??
113;2547657;verso
114;2562210;l‚Äô
115;2564415;alto
116;2596167;abbandonando
117;2628360;le
118;2632770;acque
119;2646441;scure
120;2724498;ma
121;2730852;poich?©
122;2762424;aveva
123;2775654;gli
124;2780505;occhi
125;2793294;molto
126;2808729;grandi
127;2842686;la
128;2848860;luce
129;2863413;del
130;2872674;sole
131;2896488;che
132;2901339;illuminava
133;2933532;la
134;2938383;superficie
135;2983365;le
136;2988657;dava
137;2999682;dolore
138;3050838;tanto
139;3086118;che
140;3094938;dovette
141;3114783;scappare
142;3143007;gi??
143;3170790;nell'
144;3188430;ombra
145;3211803;a
146;3217095;cui
147;3230766;era
148;3236940;abituata
149;3322935;Il
150;3329991;principe
151;3349836;Tonno
152;3362607;era
153;3371004;triste
154;3427893;scendeva
155;3450384;nuotando
156;3489633;per
157;3496248;andare
158;3515625;a
159;3519621;cercarla
160;3574305;la
161;3586653;chiamava
162;3636486;ma
163;3641778;lei
164;3652362;rispondeva
165;3688524;ogni
166;3702636;volta
167;3756438;c'
168;3760848;è
169;3766140;troppa
170;3779811;luce
171;3801420;in
172;3811563;l?†
173;3825675;in
174;3831849;alto
175;3882564;caro
176;3896676;Tonno
177;3911670;Io
178;3958416;non
179;3968559;ci
180;3974292;posso
181;3989727;stare
182;4039560;proprio
183;4061169;non
184;4073076;posso
185;4145841;E
186;4147605;il
187;4156425;principe
188;4177152;Tonno
189;4190382;nuotava
190;4213314;su
191;4248153;ancora
192;4269321;pi??
193;4277700;triste
194;4358403;Un
195;4367223;giorno
196;4403826;dopo
197;4415292;tanto
198;4431168;pensare
199;4458779;ebbe
200;4471299;un‚Äô
201;4477473;idea
202;4546269;Aspett??
203;4569201;che
204;4574493;venisse
205;4595220;la
206;4600512;notte
207;4638879;scese
208;4658724;in
209;4669087;fondo
210;4682538;al
211;4687389;mare
212;4700178;e
213;4708557;chiam??
214;4739427;Abissina
215;4813515;Che
216;4819689;c'
217;4825422;è
218;4826745;bel
219;4839534;principe
220;4888926;lei
221;4900392;disse
222;4921560;sbucando
223;4946697;dal
224;4959927;fondo
225;5015052;Ora
226;5025195;puoi
227;5033574;salire
228;5071941;disse
229;5088258;lui
230;5128830;Vedrai
231;5166315;la
232;5170725;luce
233;5183514;della
234;5192775;notte
235;5206887;non
236;5215707;ti
237;5220999;far?†
238;5233788;male
239;5245695;agli
240;5256279;occhi
241;5310963;Ho
242;5317578;paura
243;5359473;lei
244;5372262;diceva
245;5430915;Non
246;5441499;ti
247;5446350;far?†
248;5459139;male
249;5505003;vedrai
250;5582619;Abissina
251;5610402;piano
252;5622309;piano
253;5661558;segu?¨
254;5679198;il
255;5686695;principe
256;5708304;Tonno
257;5723298;verso
258;5740056;l‚Äô
259;5741820;alto
260;5786361;mano
261;5798382;a
262;5802237;mano
263;5815908;che
264;5819877;saliva
265;5855598;vedeva
266;5875884;una
267;5885586;luce
268;5900580;bianca
269;5961438;per??
270;5973345;non
271;5989221;dolorosa
272;6018768;come
273;6028911;quella
274;6046110;del
275;6056253;sole
