TOKEN;BEGIN;ORT
1;92610;I
2;99666;tre
3;112014;affamati
4;211239;c'
5;216531;erano
6;233730;tre
7;246519;affamati
8;298116;uno
9;313110;col
10;322371;cappello
11;344421;rosso
12;379701;uno
13;395136;col
14;403074;cappello
15;427770;giallo
16;457894;e
17;461286;uno
18;484659;col
19;495243;cappello
20;518175;azzurro
21;599319;Videro
22;620487;una
23;632835;bella
24;647388;mela
25;656649;matura
26;688842;che
27;697221;pendeva
28;720153;dal
29;727650;ramo
30;744408;di
31;748377;un
32;752787;melo
33;801380;Che
34;810117;bella
35;822906;mela
36;855981;disse
37;874503;cappello
38;896112;Rosso
39;945945;Dividiamola
40;972846;in
41;978138;tre
42;986076;parti
43;998865;uguali
44;1012977;e
45;1014300;mangiamocela
46;1066779;disse
47;1087506;Cappello
48;1112643;Giallo
49;1158507;Giusto
50;1205253;disse
51;1224657;Cappello
52;1244061;Azzurro
53;1303596;Ma
54;1309329;come
55;1323000;faremo
56;1368423;disse
57;1383417;Cappello
58;1405467;Giallo
59;1422666;sedendo
60;1446039;sotto
61;1459269;il
62;1466766;ramo
63;1507779;Coltelli
64;1529829;non
65;1533357;ne
66;1541295;abbiamo
67;1598184;Gi√†
68;1632582;disse
69;1651545;Cappello
70;1672272;Rosso
71;1709316;sedendosi
72;1740627;accanto
73;1760485;a
74;1762677;lui
75;1835001;E
76;1836765;spezzarla
77;1861902;con
78;1865871;le
79;1871604;mani
80;1884393;non
81;1888803;possiamo
82;1937754;perch√©
83;1949661;le
84;1954512;parti
85;1976562;verrebbero
86;1997289;di
87;2001258;grandezza
88;2025954;diversa
89;2054619;e
90;2061234;allora
91;2077992;uno
92;2085930;mangerebbe
93;2112390;pi√π
94;2119005;degli
95;2131794;altri
96;2186478;Scusate
97;2216466;amici
98;2252187;disse
99;2267181;Cappello
100;2290113;Azzurro
101;2347443;Zitto
102;2370375;tu
103;2395953;dissero
104;2414475;gli
105;2419767;altri
106;2434761;due
107;2464749;Non
108;2469600;vedi
109;2483271;che
110;2486358;stiamo
111;2501352;ragionando
112;2560446;E
113;2563092;ripresero
114;2586341;a
115;2588229;discutere
116;2636298;grattandosi
117;2668491;la
118;2673783;testa
119;2694951;sotto
120;2708181;il
121;2713914;cappello
122;2788884;E
123;2792853;poi
124;2801232;dovremo
125;2816226;stare
126;2831220;attenti
127;2852829;a
128;2859444;fare
129;2869587;le
130;2875761;parti
131;2922948;disse
132;2940147;Cappello
133;2961315;Rosso
134;3003651;perch√©
135;3016440;potrebbe
136;3033198;capitare
137;3060540;che
138;3064950;a
139;3067596;uno
140;3080385;vada
141;3090087;la
142;3095379;parte
143;3108609;pi√π
144;3116988;buona
145;3146976;e
146;3150945;a
147;3156678;un
148;3161970;altro
149;3177846;la
150;3182697;pi√π
151;3189312;cattiva
152;3253698;Scusate
153;3311028;disse
154;3330873;Cappello
155;3352482;Azzurro
156;3404961;Sta
157;3419514;zitto
158;3457440;dissero
159;3476403;gli
160;3481695;altri
161;3496248;due
162;3529323;senza
163;3546522;nemmeno
164;3560634;alzare
165;3582243;gli
166;3588858;occhi
167;3635163;Non
168;3639573;vedi
169;3654567;che
170;3657654;stiamo
171;3627568;affrontando
172;3701313;la
173;3707928;questione
174;3761730;E
175;3764376;tornarono
176;3790664;a
177;3796128;discutere
178;3880359;Sai
179;3895353;cosa
180;3907701;rende
181;3923136;difficile
182;3948714;il
183;3953565;problema
184;4005603;disse
185;4024566;Cappello
186;4045293;Rosso
187;4093362;Il
188;4099756;fatto
189;4115853;di
190;4122128;dividere
191;4137903;la
192;4144077;mela
193;4153779;in
194;4161276;tre
195;4173183;parti
196;4226103;se
197;4234923;la
198;4239333;dividessimo
199;4269321;in
200;4274172;due
201;4287402;sarebbe
202;4308570;pi√π
203;4318713;facile
204;4384863;Sicuro
205;4435578;disse
206;4452777;il
207;4459392;Cappello
208;4485411;Giallo
209;4507452;abbassando
210;4535685;la
211;4542741;voce
212;4600953;Bisogna
213;4618152;che
214;4623885;uno
215;4634469;di
216;4641525;noi
217;4648140;tre
218;4660047;ci
219;4670141;rinunci
220;4736340;Scusate
221;4786614;disse
222;4801608;Cappello
223;4820130;Azzurro
224;4876578;Vuoi
225;4889808;star
226;4906566;zitto
227;4951107;dissero
228;4974480;i
229;4978008;due
230;4986387;seduti
231;5028282;senza
232;5046804;degnarlo
233;5071500;di
234;5074697;un
235;5078556;occhiata
236;5146029;Ecco
237;5185719;faremo
238;5207769;proprio
239;5235552;cos√¨
240;5270391;disse
241;5288472;Cappello
242;5312286;Giallo
243;5328695;a
244;5332131;voce
245;5343597;molto
246;5364765;bassa
247;5430033;Divideremo
248;5458570;la
249;5464431;mela
250;5476779;in
251;5483835;due
252;5493096;parti
253;5541165;e
254;5550893;poi
255;5557085;ne
256;5562774;mangeremo
257;5604228;una
258;5616576;io
259;5641272;e
260;5643036;una
261;5654943;tu
262;5692428;perch√©
263;5703894;noi
264;5714037;abbiamo
265;5729913;ragionato
266;5766516;e
267;5767839;quindi
268;5785479;ce
269;5789007;la
270;5793417;meritiamo
271;5858685;√à
272;5860890;la
273;5866623;soluzione
274;5893524;migliore
275;5940270;disse
276;5957910;Cappello
277;5976432;Rosso
278;6020532;Anche
279;6029352;perch√©
280;6042582;lui
281;6050520;non
282;6056253;ha
283;6061104;fatto
284;6075657;nulla
285;6137397;Allora
286;6148422;si
287;6155478;alzarono
288;6196050;e
289;6197373;guardarono
290;6226038;il
291;6230889;ramo
292;6268815;La
293;6275430;mela
294;6286455;non
295;6295275;c'
296;6298803;era
297;6308505;pi√π
298;6354810;dov'
299;6363630;è
300;6366717;la
301;6374655;mela
302;6404202;dissero
303;6424488;insieme
304;6493284;Era
305;6501222;quello
306;6512688;che
307;6518862;volevo
308;6533415;dirvi
309;6572664;disse
310;6590745;Cappello
311;6613236;Azzurro
312;6672330;Mentre
313;6685560;voi
314;6694380;eravate
315;6710697;seduti
316;6751710;io
317;6757002;ho
318;6758766;allungato
319;6778611;la
320;6783462;mano
321;6794928;e
322;6797574;l‚Äô
323;6800661;ho
324;6804189;presa
325;6853140;Volevo
326;6868575;chiedervi
327;6887538;di
328;6891507;mordere
329;6908265;voi
330;6922377;per
331;6930315;primi
332;6961626;ma
333;6966918;mi
334;6971328;avete
335;6984117;fatto
336;6996465;stare
337;7014987;zitto
338;7078491;Allora
339;7091721;ho
340;7094367;dato
341;7101864;un
342;7108038;morso
343;7153461;e
344;7155666;poi
345;7165368;volevo
346;7179480;darvi
347;7191889;la
348;7197120;vostra
349;7212114;parte
350;7248717;ma
351;7255773;mi
352;7260183;avete
353;7273413;detto
354;7287084;di
355;7292817;non
356;7299432;disturbare
357;7351029;Cos√¨
358;7362936;l‚Äô
359;7364700;ho
360;7368228;finita
361;7391601;io
362;7430409;E
363;7433055;consegn√≤
364;7454223;loro
365;7464807;il
366;7469217;torsolo
367;7495677;e
368;7497882;se
369;7506702;ne
370;7511553;and√≤
371;7537131;con
372;7544628;il
373;7550802;buon
374;7561827;sapore
375;7585641;di
376;7589610;mela
377;7600194;fresca
378;7617834;in
379;7624449;bocca
