TOKEN;BEGIN;ORT
1;89523;La
2;103194;fata
3;119070;gattina
4;223587;c'
5;228438;era
6;237258;una
7;247842;volta
8;286209;una
9;298557;bambina
10;329427;che
11;334719;si
12;345303;chiamava
13;364707;Lorenza
14;407043;e
15;413658;voleva
16;432621;viaggiare
17;496566;però
18;508914;aveva
19;526113;paura
20;558306;di
21;565803;non
22;574623;tornare
23;597114;a
24;604805;casa
25;682227;È
26;692370;facile
27;715302;partire
28;763812;diceva
29;816291;Ma
30;820701;se
31;829962;poi
32;837900;dimentico
33;863478;di
34;869211;tornare
35;930510;O
36;934479;se
37;945504;dimentico
38;972846;dov'
39;978579;è
40;985635;casa
41;1000629;mia
42;1060605;I
43;1063692;genitori
44;1084419;di
45;1089270;Lorenza
46;1124109;non
47;1132929;potevano
48;1153215;mai
49;1171296;fare
50;1183203;viaggi
51;1218924;più
52;1225098;lunghi
53;1242738;di
54;1248912;cento
55;1263465;passi
56;1311093;perché
57;1323882;appena
58;1339317;Lorenza
59;1365777;non
60;1371069;vedeva
61;1387827;più
62;1394883;la
63;1401498;casa
64;1437219;voleva
65;1456182;tornare
66;1477927;indietro
67;1528506;Era
68;1539972;una
69;1548351;vita
70;1559376;impossibile
71;1651986;Un
72;1661688;giorno
73;1688148;il
74;1696968;papà
75;1708434;e
76;1710639;la
77;1716813;mamma
78;1730043;di
79;1738863;Lorenza
80;1760031;dissero
81;1807218;Basta
82;1839411;abbiamo
83;1855728;deciso
84;1901592;Noi
85;1911735;andremo
86;1927178;a
87;1928938;fare
88;1942164;un
89;1947835;viaggio
90;1993761;se
91;2004345;tu
92;2012724;verrai
93;2045799;bene
94;2085048;se
95;2095191;no
96;2113051;resterai
97;2141496;qui
98;2152080;da
99;2157813;sola
100;2244690;Quella
101;2255715;notte
102;2269386;Lorenza
103;2288790;non
104;2298051;dormì
105;2350971;Voleva
106;2368611;partire
107;2414034;ma
108;2423736;aveva
109;2437848;paura
110;2462544;di
111;2469714;non
112;2477979;tornare
113;2529135;ma
114;2539308;anche
115;2549597;rimanere
116;2569707;sola
117;2587232;non
118;2591757;le
119;2598813;piaceva
120;2654820;Che
121;2666286;fare
122;2751032;Stava
123;2763747;lì
124;2771244;a
125;2776977;girarsi
126;2799468;nel
127;2808288;letto
128;2849742;quando
129;2862531;sentì
130;2880171;grattare
131;2902221;sul
132;2912364;cuscino
133;2967048;aprì
134;2982483;gli
135;2987775;occhi
136;3017763;e
137;3023055;vide
138;3042018;una
139;3054807;fata
140;3080826;dalla
141;3093174;forma
142;3110814;di
143;3116106;gatto
144;3185343;Passavo
145;3204306;sopra
146;3218418;i
147;3222387;tetti
148;3258108;disse
149;3273543;la
150;3280599;fata
151;3327345;Ti
152;3331755;ho
153;3336606;sentito
154;3363507;sospirare
155;3438036;Come
156;3452589;mai
157;3460968;non
158;3471552;dormi
159;3532851;Lorenza
160;3558675;a
161;3560634;bassa
162;3577833;voce
163;3605616;raccontò
164;3634281;il
165;3643542;suo
166;3650598;grave
167;3667797;problema
168;3744972;La
169;3752028;fata-gattina
170;3785985;disse
171;3828762;Se
172;3837141;mi
173;3843315;gratti
174;3861396;un
175;3867129;po
176;3874626;qui
177;3888738;e
178;3891384;un
179;3899763;po
180;3906819;qui
181;3922254;posso
182;3935484;aiutarti
183;4010895;Lorenza
184;4033827;la
185;4038678;grattò
186;4069548;pazientemente
187;4154220;poi
188;4161717;la
189;4168773;fata-gattina
190;4196556;si
191;4203612;alzò
192;4254327;e
193;4258737;sotto
194;4273290;di
195;4280346;lei
196;4303278;Lorenza
197;4325328;vide
198;4338558;un
199;4346496;gomitolo
200;4369428;strano
201;4424994;era
202;4433373;piccolissimo
203;4487616;e
204;4498641;fatto
205;4513635;di
206;4516858;un
207;4527747;filo
208;4540977;così
209;4556853;sottile
210;4606245;che
211;4613878;a
212;4617711;tenerlo
213;4642407;fra
214;4649022;le
215;4655637;dita
216;4679892;non
217;4686948;si
218;4694886;vedeva
219;4709880;nemmeno
220;4792788;cos'
221;4808664;è
222;4847913;disse
223;4864671;Lorenza
224;4887603;stupita
225;4961691;È
226;4967865;il
227;4978890;filo
228;4991679;del
229;4998294;Buon
230;5007555;Ritorno
231;5052096;rispose
232;5081202;la
233;5088699;fata-gattina
234;5180868;Basta
235;5197185;che
236;5209515;tu
237;5232465;quando
238;5248782;partirai
239;5302143;ne
240;5308758;leghi
241;5323311;un
242;5331690;capo
243;5349771;al
244;5356827;pomo
245;5373144;del
246;5379759;lettino
247;5436207;e
248;5442822;metti
249;5459139;il
250;5470605;gomitolo
251;5498388;nella
252;5509854;tua
253;5520879;tasca
254;5587470;ovunque
255;5610843;andrai
256;5651856;ci
257;5659794;sarà
258;5669055;sempre
259;5690893;il
260;5702571;filo
261;5728590;a
262;5735205;mostrarti
263;5770171;la
264;5772690;strada
265;5793858;di
266;5798709;casa
267;5870151;Ma
268;5875002;come
269;5887350;potrò
270;5903226;lasciare
271;5919102;in
272;5927040;giro
273;5938065;questo
274;5956146;filo
275;5998041;disse
276;6014799;Lorenza
277;6060222;Se
278;6067719;si
279;6078303;rompe
280;6116229;Se
281;6123726;ci
282;6133256;inciampa
283;6155037;qualcuno
284;6217659;Impossibile
285;6274989;disse
286;6290865;la
287;6298141;fata
288;6357456;Il
289;6368040;filo
290;6393177;è
291;6399351;fatto
292;6415668;di
293;6420078;Nostalgina
294;6491079;una
295;6500340;sostanza
296;6529005;invisibile
297;6565608;e
298;6567372;infrangibile
299;6659100;nessuno
300;6682032;ci
301;6689970;può
302;6696585;inciampare
303;6751269;niente
304;6775083;lo
305;6781698;può
306;6787431;spezzare
307;6876954;Lorenza
308;6898122;il
309;6905619;giorno
310;6919731;dopo
311;6949719;legò
312;6966477;il
313;6972651;capo
314;6990291;del
315;7001757;filo
316;7018074;al
317;7024248;pomo
318;7038360;del
319;7048062;letto
320;7090839;e
321;7095690;si
322;7104951;mise
323;7117740;il
324;7125678;gomitolo
325;7147287;in
326;7155225;tasca
327;7200207;E
328;7208325;partì
329;7220493;con
330;7225344;la
331;7232400;famiglia
332;7278264;e
333;7284879;alla
334;7296786;fine
335;7306929;tornò
336;7374402;E
337;7379253;fece
338;7391601;molti
339;7411446;altri
340;7427322;viaggi
341;7451577;e
342;7454664;sempre
343;7485093;ritrovò
344;7511112;la
345;7517286;strada
346;7538895;di
347;7545069;casa
348;7588287;perché
349;7601574;aveva
350;7613401;il
351;7621362;gomitolo
352;7653114;che
353;7660522;aveva
354;7673400;il
355;7683984;filo
356;7697655;di
357;7701624;Nostalgina
358;7761159;che
359;7766892;le
360;7771302;aveva
361;7785414;dato
362;7811433;la
363;7824222;fata-gattina
