TOKEN;BEGIN;ORT
0;89964;Una
1;101430;bambina
2;127008;senza
3;148176;nome
4;239463;c'
5;246078;era
6;257985;una
7;265041;bambina
8;326781;che
9;334719;aveva
10;347508;un
11;354564;nome
12;387198;come
13;400869;tutti
14;416745;i
15;418068;bambini
16;437031;del
17;444087;mondo
18;520821;era
19;531105;allegra
20;581238;e
21;582561;andava
22;597555;spesso
23;619164;a
24;626220;giocare
25;639009;in
26;646065;giardino
27;741321;Un
28;751905;giorno
29;786744;lanci??
30;807471;la
31;814968;palla
32;845838;al
33;853335;di
34;858186;l?†
35;867006;di
36;871416;una
37;881118;siepe
38;937125;e
39;939771;quando
40;955792;and??
41;965349;a
42;972405;cercarla
43;1003275;non
44;1008126;la
45;1015182;trov??
46;1087506;Cerca
47;1103382;qua
48;1113525;cerca
49;1130283;l?†
50;1151451;la
51;1158948;palla
52;1171296;non
53;1181439;c'
54;1188054;era
55;1238769;la
56;1246266;bambina
57;1262142;era
58;1268757;stupita
59;1307565;e
60;1313298;anche
61;1327851;un
62;1337112;po
63;1343286;spaventata
64;1439424;A
65;1441629;un
66;1449126;tratto
67;1464561;sent?¨
68;1483524;una
69;1492344;vocina
70;1532034;in
71;1539972;alto
72;1610973;?à
73;1617588;tua
74;1630377;questa
75;1645371;bella
76;1659042;palla
77;1676241;piccolina
78;1754298;La
79;1759590;bambina
80;1778112;guard??
81;1792665;su
82;1845585;e
83;1850436;vide
84;1861461;un
85;1868076;omettino
86;1893213;magro
87;1935549;seduto
88;1961581;a
89;1965537;cavallo
90;1988910;di
91;1993320;un
92;1997730;ramo
93;2062116;aveva
94;2077551;la
95;2082402;palla
96;2099160;tra
97;2107098;le
98;2111949;mani
99;2208087;Certo
100;2227932;che
101;2238516;?®
102;2239839;mia
103;2267622;Dammela
104;2317455;disse
105;2333772;la
106;2339064;bambina
107;2419326;E
108;2422854;tu
109;2431233;cosa
110;2442258;mi
111;2447991;dai
112;2458575;in
113;2465631;cambio
114;2514141;disse
115;2530899;l‚Äô
116;2533104;ometto
117;2606751;Niente
118;2640708;La
119;2648205;palla
120;2660112;?®
121;2663199;mia
122;2698479;ribatt?©
123;2720970;la
124;2728026;bambina
125;2789766;Ma
126;2795371;adesso
127;2815344;ce
128;2820636;l‚Äô
129;2822841;ho
130;2830779;io
131;2886345;Non
132;2892960;ho
133;2895165;niente
134;2916333;da
135;2923389;darti
136;2957787;disse
137;2970576;la
138;2974986;bambina
139;3055248;Si
140;3064950;che
141;3073770;ce
142;3079503;l‚Äô
143;3081267;hai
144;3113901;dammi
145;3128895;il
146;3133305;tuo
147;3140802;nome
148;3216654;Pensando
149;3237822;che
150;3241791;l‚Äô
151;3243996;ometto
152;3260313;scherzasse
153;3318525;la
154;3323376;bambina
155;3341016;gli
156;3346749;disse
157;3388203;va
158;3395700;bene
159;3409812;te
160;3412458;lo
161;3419955;do
162;3432744;butta
163;3446415;la
164;3451707;palla
165;3513888;Quello
166;3530646;sorrise
167;3580038;lasci??
168;3599442;cadere
169;3614877;la
170;3621933;palla
171;3666915;lei
172;3681909;la
173;3688965;prese
174;3707928;e
175;3711897;torn??
176;3730740;a
177;3733947;casa
178;3799656;ma
179;3804507;si
180;3813768;sentiva
181;3835818;strana
182;3913434;E
183;3917403;pi??
184;3923136;strana
185;3946068;si
186;3953565;sent?¨
187;3998106;quando
188;4012218;si
189;4017951;accorse
190;4041324;che
191;4047057;la
192;4052790;salutavano
193;4103505;senza
194;4120263;pi??
195;4121586;dire
197;4144959;il
198;4150692;suo
199;4162158;nome
200;4230954;poi
201;4239774;pensandoci
202;4299309;si
203;4306365;accorse
204;4327092;che
