sentence_id;token_position;token;lemma;pos;morphology;dependency_relation;head_token;entity_type
17;4;servo;servo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj;lasciò;O
17;5;lasciò;lasciare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;lasciò;O
17;6;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;piatto;O
17;7;piatto;piatto;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;lasciò;O
17;8;e;e;CCONJ;{};cc;ritirò;O
17;9;si;si;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};expl;ritirò;O
17;10;ritirò;ritirare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};conj;lasciò;O
17;11;spaventato;spaventare;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};xcomp;ritirò;O
18;1;entrò;entrare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;entrò;O
18;2;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;servo;O
18;3;secondo;secondo;ADJ;{'Gender': 'Masc', 'NumType': 'Ord', 'Number': 'Sing'};amod;servo;O
18;4;servo;servo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj;entrò;O
19;1;e;e;CCONJ;{};cc;due;O
19;2;due;due;NUM;{'NumType': 'Card'};ROOT;due;O
20;1;e;e;CCONJ;{};cc;scappò;O
20;2;scappò;scappare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;scappò;O
20;3;via;via;ADV;{};advmod;scappò;O
20;4;anche;anche;ADV;{};advmod;lui;O
20;5;lui;lui;PRON;{'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'};nsubj;scappò;O
21;0;entrò;entrare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;entrò;O
21;1;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;terzo;O
21;2;terzo;terzo;ADJ;{'Gender': 'Masc', 'NumType': 'Ord', 'Number': 'Sing'};obj;entrò;O
21;5;e;e;CCONJ;{};cc;tre;O
21;6;tre;tre;NUM;{'NumType': 'Card'};nummod;servi;O
21;9;i;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'};det;servi;O
21;10;servi;servo;NOUN;{'Gender': 'Masc', 'Number': 'Plur'};nsubj;consultarono;O
21;11;si;si;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};expl;consultarono;O
21;12;consultarono;consultare;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};conj;entrò;O
22;1;ormai;ormai;ADV;{};advmod;scoperti;O
22;2;siamo;essere;AUX;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux;scoperti;O
22;3;scoperti;scoprire;VERB;{'Gender': 'Masc', 'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;scoperti;O
22;5;se;se;SCONJ;{};mark;accusa;O
22;6;l';il;DET;{'Definite': 'Def', 'Number': 'Sing', 'PronType': 'Art'};det;astrologo;O
22;7;astrologo;astrologo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj;accusa;O
22;8;ci;ci;PRON;{'Clitic': 'Yes', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs'};iobj;accusa;O
22;9;accusa;accusare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};advcl;scoperti;O
22;10;al;a il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};case;re;O
22;11;re;re;NOUN;{'Gender': 'Masc'};obl;accusa;O
22;13;siamo;essere;AUX;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux:pass;spacciati;O
22;14;spacciati;spacciare;VERB;{'Gender': 'Masc', 'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Part'};conj;scoperti;O
23;0;cosi;cosi;VERB;{'Clitic': 'Yes', 'Gender': 'Masc', 'Mood': 'Imp', 'Number': 'Plur,Sing', 'Person': '2,3', 'PronType': 'Prs', 'Tense': 'Pres', 'VerbForm': 'Fin'};nsubj;decisero;O
23;1;decisero;decisero;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;decisero;O
23;2;d';di;ADP;{};mark;andare;O
23;3;andare;andare;VERB;{'VerbForm': 'Inf'};xcomp;decisero;O
23;4;dall';da il;ADP;{'Definite': 'Def', 'Number': 'Sing', 'PronType': 'Art'};case;astrologo;O
23;5;astrologo;astrologo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;andare;O
23;6;e;e;CCONJ;{};cc;confessargli;O
23;7;confessargli;confessarge li;VERB;{'Clitic': 'Yes', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'VerbForm': 'Inf'};conj;decisero;O
23;8;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;furto;O
23;9;furto;furto;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;confessargli;O
25;1;noi;noi;PRON;{'Number': 'Plur', 'Person': '1', 'PronType': 'Prs'};nsubj;gente;O
25;2;siamo;essere;AUX;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'};cop;gente;O
25;3;povera;povero;ADJ;{'Gender': 'Fem', 'Number': 'Sing'};amod;gente;O
25;4;gente;gente;NOUN;{'Gender': 'Fem', 'Number': 'Sing'};ROOT;gente;O
25;7;gli;lo;PRON;{'Clitic': 'Yes', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'};iobj;fecero;O
25;8;fecero;fare;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};parataxis;gente;O
25;11;e;e;CCONJ;{};cc;dite;O
25;12;se;se;SCONJ;{};mark;dite;O
25;13;dite;dire;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};conj;fecero;O
25;14;al;a il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};case;re;O
25;15;re;re;NOUN;{'Gender': 'Masc'};obl;dite;O
25;16;quello;quello;PRON;{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Dem'};obj;dite;O
25;17;che;che;PRON;{'PronType': 'Rel'};obj;scoperto;O
25;18;avete;avere;AUX;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux;scoperto;O
25;19;scoperto;scoprire;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};acl:relcl;quello;O
25;21;siamo;essere;AUX;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'};cop;perduti;O
25;22;perduti;perduto;ADJ;{'Gender': 'Masc', 'Number': 'Plur'};conj;fecero;O
25;25;lo;lo;PRON;{'Clitic': 'Yes', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'};obj;tradirò;O
25;26;non;non;ADV;{'PronType': 'Neg'};advmod;tradirò;O
25;27;vi;vi;PRON;{'Clitic': 'Yes', 'Number': 'Plur', 'Person': '2', 'PronType': 'Prs'};obj;tradirò;O
25;28;tradirò;tradirò;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin'};conj;fecero;O
25;30;però;però;ADV;{};advmod;fate;O
25;31;voi;voi;PRON;{'Number': 'Plur', 'Person': '2', 'PronType': 'Prs'};nsubj;fate;O
25;32;fate;fare;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};conj;fecero;O
25;33;quel;quello;PRON;{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Dem'};obj;fate;O
25;34;che;che;PRON;{'PronType': 'Rel'};obj;dico;O
25;35;vi;vi;PRON;{'Clitic': 'Yes', 'Number': 'Plur', 'Person': '2', 'PronType': 'Prs'};iobj;dico;O
25;36;dico;dire;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'};acl:relcl;quel;O
26;0;prendete;prendete;VERB;{'Mood': 'Imp', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};ROOT;prendete;O
26;1;l';il;DET;{'Definite': 'Def', 'Number': 'Sing', 'PronType': 'Art'};det;anello;O
26;2;anello;anello;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;prendete;O
26;3;e;e;CCONJ;{};cc;fatelo;O
26;4;fatelo;fatelo;VERB;{'Clitic': 'Yes', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'VerbForm': 'Ger'};conj;prendete;O
26;5;inghiottire;inghiottire;VERB;{'VerbForm': 'Inf'};xcomp;fatelo;O
26;6;a;a;ADP;{};case;tacchino;O
26;7;quel;quello;DET;{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Dem'};det;tacchino;O
26;8;tacchino;tacchino;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;inghiottire;O
26;9;che;che;PRON;{'PronType': 'Rel'};nsubj;è;O
26;10;c';ci;PRON;{'Clitic': 'Yes', 'PronType': 'Prs'};expl;è;O
26;11;è;essere;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};acl:relcl;tacchino;O
26;12;laggiù;laggiù;ADV;{};advmod;è;O
26;13;in;in;ADP;{};case;cortile;O
26;14;cortile;cortile;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;è;O
27;0;poi;poi;ADV;{};advmod;lasciate;O
27;1;lasciate;lasciare;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};advcl;presentò;O
27;2;fare;fare;VERB;{'VerbForm': 'Inf'};ccomp;lasciate;O
27;3;a;a;ADP;{};case;me;O
27;4;me;me;PRON;{'Number': 'Sing', 'Person': '1', 'PronType': 'Prs'};obl;fare;O
27;7;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;giorno;O
27;8;giorno;giorno;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;lasciate;O
27;9;dopo;dopo;ADP;{};case;gambara;O
27;10;gambara;Gambara;PROPN;{};obl;lasciate;O
27;11;si;si;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};expl;presentò;O
27;12;presentò;presentare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;presentò;O
27;13;al;a il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};case;re;O
27;14;re;re;NOUN;{'Gender': 'Masc'};obl;presentò;O
27;15;e;e;CCONJ;{};cc;disse;O
27;16;gli;lo;PRON;{'Clitic': 'Yes', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'};iobj;disse;O
27;17;disse;dire;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};conj;presentò;O
27;18;che;che;SCONJ;{};mark;riuscito;O
27;19;dopo;dopo;ADP;{};case;studi;O
27;20;lunghi;lungo;ADJ;{'Gender': 'Masc', 'Number': 'Plur'};amod;studi;O
27;21;studi;studio;NOUN;{'Gender': 'Masc', 'Number': 'Plur'};obl;riuscito;O
27;22;era;essere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'};aux;riuscito;O
27;23;riuscito;riuscire;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};ccomp;disse;O
27;24;a;a;ADP;{};mark;sapere;O
27;25;sapere;sapere;VERB;{'VerbForm': 'Inf'};xcomp;riuscito;O
27;26;dov';dove;ADV;{};advmod;era;O
27;27;era;essere;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'};ccomp;sapere;O
27;28;l';il;DET;{'Definite': 'Def', 'Number': 'Sing', 'PronType': 'Art'};det;anello;O
27;29;anello;anello;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj;era;O
28;1;e;e;CCONJ;{};cc;è;O
28;2;dov';dove;ADV;{};advmod;è;O
28;3;è;essere;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};ROOT;è;O
29;3;l';lo;PRON;{'Clitic': 'Yes', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'};obj;inghiottito;O
29;4;ha;avere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux;inghiottito;O
29;5;inghiottito;inghiottire;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;inghiottito;O
29;6;un;uno;DET;{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;tacchino;O
29;7;tacchino;tacchino;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;inghiottito;O
30;2;fu;essere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};aux:pass;sventrato;O
30;3;sventrato;sventrare;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;sventrato;O
30;4;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;tacchino;O
30;5;tacchino;tacchino;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj:pass;sventrato;O
30;6;e;e;CCONJ;{};cc;trovò;O
30;7;si;si;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};expl;trovò;O
30;8;trovò;trovare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};conj;sventrato;O
30;9;l';il;DET;{'Definite': 'Def', 'Number': 'Sing', 'PronType': 'Art'};det;anello;O
30;10;anello;anello;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;trovò;O
31;0;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;re;O
31;1;re;re;NOUN;{'Gender': 'Masc'};nsubj;colmò;O
31;2;colmò;colmò;VERB;{'Mood': 'Imp', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};ROOT;colmò;O
31;3;di;di;ADP;{};case;ricchezze;O
31;4;ricchezze;ricchezza;NOUN;{'Gender': 'Fem', 'Number': 'Plur'};obl;colmò;O
31;5;l';il;DET;{'Definite': 'Def', 'Number': 'Sing', 'PronType': 'Art'};det;astrologo;O
31;6;astrologo;astrologo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;colmò;O
31;7;e;e;CCONJ;{};cc;diede;O
31;8;diede;dare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};conj;colmò;O
31;9;un;uno;DET;{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;pranzo;O
31;10;pranzo;pranzo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;diede;O
31;11;in;in;ADP;{};case;onore;O
31;12;suo;suo;DET;{'Gender': 'Masc', 'Number': 'Sing', 'Poss': 'Yes', 'PronType': 'Prs'};det:poss;onore;O
31;13;onore;onore;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;diede;O
32;0;fra;fra;ADP;{};case;pietanze;O
32;1;le;il;DET;{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Plur', 'PronType': 'Art'};det;pietanze;O
32;2;tante;tanto;ADJ;{'Gender': 'Fem', 'Number': 'Plur'};det;pietanze;O
32;3;pietanze;pietanza;NOUN;{'Gender': 'Fem', 'Number': 'Plur'};nsubj:pass;portato;O
32;4;fu;essere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};aux:pass;portato;O
32;5;portato;portare;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;portato;O
32;6;in;in;ADP;{};case;tavola;O
32;7;tavola;tavola;NOUN;{'Gender': 'Fem', 'Number': 'Sing'};obl;portato;O
32;8;un;uno;DET;{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;piatto;O
32;9;piatto;piatto;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj:pass;portato;O
32;10;di;di;ADP;{};case;gamberi;O
32;11;gamberi;gambero;NOUN;{'Gender': 'Masc', 'Number': 'Plur'};nmod;piatto;O
33;0;bisogna;bisognare;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};ROOT;bisogna;O
33;1;sapere;sapere;VERB;{'VerbForm': 'Inf'};ccomp;bisogna;O
33;2;che;che;SCONJ;{};mark;volta;O
33;3;in;in;ADP;{};case;paese;O
33;4;quel;quello;DET;{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Dem'};det;paese;O
33;5;paese;paese;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;volta;O
33;6;era;essere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'};cop;volta;O
33;7;la;il;DET;{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'};det;volta;O
33;8;prima;primo;ADJ;{'Gender': 'Fem', 'NumType': 'Ord', 'Number': 'Sing'};amod;volta;O
33;9;volta;volta;NOUN;{'Gender': 'Fem', 'Number': 'Sing'};ccomp;sapere;O
33;10;che;che;SCONJ;{};mark;vedevano;O
33;11;se;si;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};expl:impers;vedevano;O
33;12;ne;ne;PRON;{'Clitic': 'Yes', 'PronType': 'Prs'};iobj;vedevano;O
33;13;vedevano;vedere;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'};advcl;volta;O
33;15;regalo;regalo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;vedevano;O
33;16;di;di;ADP;{};case;re;O
33;17;un;uno;DET;{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;re;O
33;18;re;re;NOUN;{'Gender': 'Masc'};nmod;regalo;O
33;19;d';di;ADP;{};case;paese;O
33;20;altro;altro;ADJ;{'Gender': 'Masc', 'Number': 'Sing'};amod;paese;O
33;21;paese;paese;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nmod;re;O
33;25;tu;tu;PRON;{'Number': 'Sing', 'Person': '2', 'PronType': 'Prs'};obj;bisogna;O
33;26;che;che;SCONJ;{};nsubj;astrologo;O
33;27;sei;sei;NUM;{'NumType': 'Card'};nummod;astrologo;O
33;28;astrologo;astrologo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};flat:foreign;tu;O
33;31;disse;dire;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};parataxis;sapermi;O
33;32;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;re;O
33;33;re;re;NOUN;{'Gender': 'Masc'};obj;disse;O
33;34;al;a il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};case;contadino;O
33;35;contadino;contadino;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obl;disse;O
33;38;dovresti;dovresti;AUX;{'Mood': 'Cnd', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux;sapermi;O
33;39;sapermi;sapere mi;VERB;{'Clitic': 'Yes', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'VerbForm': 'Inf'};aux;dire;O
33;40;dire;dire;VERB;{'VerbForm': 'Inf'};ccomp;bisogna;O
33;41;come;come;SCONJ;{};mark;chiamano;O
33;42;si;si;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};expl;chiamano;O
33;43;chiamano;chiamare;VERB;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};ccomp;dire;O
33;44;questi;questo;PRON;{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Dem'};nsubj;chiamano;O
33;45;che;che;PRON;{'PronType': 'Rel'};nsubj;piatto;O
33;46;sono;essere;AUX;{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};cop;piatto;O
33;47;qui;qui;ADV;{};advmod;piatto;O
33;48;nel;in il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};case;piatto;O
33;49;piatto;piatto;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};acl:relcl;questi;O
34;0;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;poveretto;O
34;1;poveretto;poveretto;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nsubj;viste;O
34;2;di;di;ADP;{};case;bestie;O
34;3;bestie;bestia;NOUN;{'Gender': 'Fem', 'Number': 'Plur'};nmod;poveretto;O
34;4;così;così;ADV;{};advmod;viste;O
34;5;non;non;ADV;{'PronType': 'Neg'};advmod;viste;O
34;6;ne;ne;PRON;{'Clitic': 'Yes', 'PronType': 'Prs'};iobj;viste;O
34;7;aveva;avere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'};aux;viste;O
34;8;mai;mai;ADV;{};advmod;viste;O
34;9;viste;vedere;VERB;{'Gender': 'Fem', 'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;viste;O
35;0;e;e;CCONJ;{};cc;disse;O
35;1;disse;dire;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;disse;O
35;2;tra;tra;ADP;{};case;sé;O
35;3;sé;sé;PRON;{'Clitic': 'Yes', 'Person': '3', 'PronType': 'Prs'};obl;disse;O
35;5;a;a;ADP;{};case;voce;O
35;6;mezza;mezzo;ADJ;{'Gender': 'Fem', 'Number': 'Sing'};amod;voce;O
35;7;voce;voce;NOUN;{'Gender': 'Fem', 'Number': 'Sing'};obl;disse;O
36;1;ah;ah;INTJ;{};discourse;gambara;O
36;3;gambara;Gambara;PROPN;{};nsubj;finito;O
36;5;gambara;Gambara;PROPN;{};appos;gambara;O
36;7;sei;essere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux;finito;O
36;8;finito;finire;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;finito;O
36;9;male;male;ADV;{};advmod;finito;O
37;1;bravo;bravo;ADJ;{'Gender': 'Masc', 'Number': 'Sing'};ROOT;bravo;O
38;1;disse;dire;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'};ROOT;disse;O
38;2;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;re;O
38;3;re;re;NOUN;{'Gender': 'Masc'};nsubj;disse;O
38;4;che;che;PRON;{'PronType': 'Rel'};nsubj;sapeva;O
38;5;non;non;ADV;{'PronType': 'Neg'};advmod;sapeva;O
38;6;sapeva;sapere;VERB;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Imp', 'VerbForm': 'Fin'};acl:relcl;re;O
38;7;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;nome;O
38;8;vero;vero;ADJ;{'Gender': 'Masc', 'Number': 'Sing'};amod;nome;O
38;9;nome;nome;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};obj;sapeva;O
38;10;del;di il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};case;contadino;O
38;11;contadino;contadino;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nmod;nome;O
39;1;hai;avere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'};aux;indovinato;O
39;2;indovinato;indovinare;VERB;{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'};ROOT;indovinato;O
40;0;quello;quello;PRON;{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Dem'};nsubj;nome;O
40;1;è;essere;AUX;{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'};cop;nome;O
40;2;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;nome;O
40;3;nome;nome;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};ROOT;nome;O
41;0;gamberi;gambero;NOUN;{'Gender': 'Masc', 'Number': 'Plur'};ROOT;gamberi;O
42;0;sei;essere;NUM;{'NumType': 'Card'};cop;astrologo;O
42;1;il;il;DET;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'};det;astrologo;O
42;2;più;più;ADV;{};advmod;grande;O
42;3;grande;grande;ADJ;{'Number': 'Sing'};amod;astrologo;O
42;4;astrologo;astrologo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};ROOT;astrologo;O
42;5;dei;di il;ADP;{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'};case;mondo;O
42;6;mondo;mondo;NOUN;{'Gender': 'Masc', 'Number': 'Sing'};nmod;astrologo;O
