ph1,ph2,ph3,probability
ff,a,s,0.007575757575757576
ff,a,tt,0.056818181818181816
ff,a,v,0.03409090909090909
ff,a,l,0.03787878787878788
ff,a,tts,0.022727272727272728
ff,a,ddZ,0.011363636363636364
ff,a,E,0.01893939393939394
ff,a,JJ,0.011363636363636364
ff,a,e,0.007575757575757576
ff,a,i,0.007575757575757576
o,r,d,0.04926108374384237
o,r,i,0.17980295566502463
o,r,t,0.10606527093596059
o,r,a,0.13916256157635468
o,r,e,0.14747536945812809
o,r,j,0.029864532019704435
o,r,tS,0.012161330049261085
o,r,dZ,0.016317733990147784
o,r,n,0.05372536945812808
o,r,p,0.01708743842364532
o,r,s,0.031096059113300493
o,r,m,0.07481527093596059
o,r,o,0.028171182266009853
o,r,O,0.005387931034482759
o,r,E,0.013546798029556651
o,r,k,0.009852216748768473
o,r,ɡ,0.022167487684729065
o,r,b,0.018318965517241378
o,r,u,0.003694581280788177
o,r,l,0.008620689655172414
o,r,ts,0.012777093596059113
o,r,z,0.0018472906403940886
o,r,tz,0.005695812807881773
o,r,v,0.008466748768472906
o,r,f,0.0033866995073891628
o,r,L,0.000769704433497537
o,r,ii,0.0001539408866995074
o,r,dz,0.0001539408866995074
o,r,w,0.0001539408866995074
r,d,a,0.27046548956661315
r,d,O,0.02086677367576244
r,d,o,0.13402889245585875
r,d,i,0.3146067415730337
r,d,e,0.11396468699839486
r,d,E,0.04333868378812199
r,d,u,0.03130016051364366
r,d,w,0.0008025682182985554
r,d,j,0.0666131621187801
r,d,ii,0.0008025682182985554
r,d,k,0.002407704654895666
r,d,f,0.0008025682182985554
i,l,e,0.22967542503863989
i,l,i,0.3656877897990726
i,l,E,0.027202472952086554
i,l,m,0.0321483771251932
i,l,s,0.0009273570324574962
i,l,j,0.06460587326120557
i,l,a,0.15765069551777433
i,l,u,0.02812982998454405
i,l,k,0.0006182380216383308
i,l,o,0.04667697063369397
i,l,O,0.014528593508500772
i,l,b,0.0030911901081916537
i,l,t,0.01143740340030912
i,l,d,0.0055641421947449764
i,l,w,0.0012364760432766616
i,l,n,0.0009273570324574962
i,l,v,0.0061823802163833074
i,l,ts,0.0034003091190108192
i,l,ɡ,0.0003091190108191654
a,ddZ,o,0.28703703703703703
a,ddZ,e,0.05092592592592592
a,ddZ,E,0.010802469135802469
a,ddZ,i,0.22839506172839505
a,ddZ,u,0.21141975308641975
a,ddZ,a,0.2052469135802469
a,ddZ,O,0.006172839506172839
o,rr,a,0.10786106032906764
o,rr,E,0.15173674588665448
o,rr,i,0.1846435100548446
o,rr,e,0.39488117001828155
o,rr,o,0.08775137111517367
o,rr,u,0.03656307129798903
o,rr,j,0.021937842778793418
o,rr,O,0.014625228519195612
rr,a,ttS,0.008849557522123894
rr,a,n,0.1261061946902655
rr,a,tts,0.04424778761061947
rr,a,m,0.06415929203539823
rr,a,r,0.11946902654867257
rr,a,ss,0.008849557522123894
rr,a,t,0.18584070796460178
rr,a,b,0.024336283185840708
rr,a,i,0.017699115044247787
rr,a,v,0.028761061946902654
rr,a,bb,0.03982300884955752
rr,a,ff,0.015486725663716814
rr,a,ŋ,0.017699115044247787
rr,a,J,0.033185840707964605
rr,a,p,0.01327433628318584
rr,a,s,0.024336283185840708
rr,a,ɡ,0.011061946902654867
rr,a,LL,0.022123893805309734
rr,a,ddZ,0.01327433628318584
rr,a,mm,0.004424778761061947
rr,a,nn,0.06637168141592921
rr,a,kk,0.0022123893805309734
rr,a,k,0.01327433628318584
rr,a,f,0.011061946902654867
rr,a,dZ,0.02654867256637168
rr,a,j,0.008849557522123894
rr,a,d,0.030973451327433628
rr,a,o,0.0022123893805309734
rr,a,pp,0.0022123893805309734
rr,a,l,0.0022123893805309734
rr,a,tS,0.004424778761061947
rr,a,JJ,0.004424778761061947
rr,a,z,0.0022123893805309734
a,ttS,a,0.4107981220657277
a,ttS,e,0.2746478873239437
a,ttS,i,0.12089201877934272
a,ttS,o,0.11384976525821597
a,ttS,O,0.01643192488262911
a,ttS,E,0.04929577464788732
a,ttS,u,0.014084507042253521
ttS,a,t,0.3878504672897196
ttS,a,i,0.02570093457943925
ttS,a,mm,0.002336448598130841
ttS,a,n,0.15654205607476634
ttS,a,r,0.2219626168224299
ttS,a,ss,0.018691588785046728
ttS,a,v,0.0794392523364486
ttS,a,m,0.0397196261682243
ttS,a,kk,0.009345794392523364
ttS,a,j,0.011682242990654205
ttS,a,l,0.011682242990654205
ttS,a,b,0.016355140186915886
ttS,a,dZ,0.002336448598130841
ttS,a,p,0.004672897196261682
ttS,a,S,0.002336448598130841
ttS,a,ttS,0.002336448598130841
ttS,a,f,0.002336448598130841
ttS,a,z,0.002336448598130841
ttS,a,k,0.002336448598130841
o,tt,o,0.33208489388264667
o,tt,i,0.1797752808988764
o,tt,a,0.21972534332084895
o,tt,e,0.1348314606741573
o,tt,j,0.026217228464419477
o,tt,O,0.011235955056179775
o,tt,ii,0.0012484394506866417
o,tt,E,0.031210986267166042
o,tt,u,0.026217228464419477
o,tt,r,0.03620474406991261
o,tt,w,0.0012484394506866417
o,tts,a,0.2712765957446808
o,tts,O,0.026595744680851064
o,tts,j,0.4095744680851064
o,tts,i,0.13297872340425532
o,tts,E,0.026595744680851064
o,tts,e,0.07446808510638298
o,tts,o,0.05319148936170213
o,tts,w,0.005319148936170213
tts,a,n,0.20622568093385213
tts,a,r,0.2607003891050584
tts,a,t,0.33852140077821014
tts,a,v,0.06614785992217899
tts,a,LL,0.005836575875486381
tts,a,tts,0.019455252918287938
tts,a,l,0.013618677042801557
tts,a,m,0.029182879377431907
tts,a,z,0.0019455252918287938
tts,a,ss,0.0019455252918287938
tts,a,b,0.011673151750972763
tts,a,i,0.007782101167315175
tts,a,nn,0.0038910505836575876
tts,a,j,0.009727626459143969
tts,a,tt,0.005836575875486381
tts,a,ŋ,0.005836575875486381
tts,a,f,0.0038910505836575876
tts,a,ttS,0.0019455252918287938
tts,a,k,0.0038910505836575876
tts,a,tS,0.0019455252918287938
bb,r,a,0.3014705882352941
bb,r,E,0.007352941176470588
bb,r,e,0.08088235294117647
bb,r,i,0.40441176470588236
bb,r,o,0.13970588235294118
bb,r,u,0.058823529411764705
bb,r,O,0.007352941176470588
ttS,e,r,0.16723549488054607
ttS,e,k,0.023890784982935155
ttS,e,d,0.07167235494880546
ttS,e,l,0.07508532423208192
ttS,e,n,0.16040955631399317
ttS,e,nn,0.05460750853242321
ttS,e,z,0.030716723549488054
ttS,e,s,0.013651877133105802
ttS,e,ss,0.10238907849829351
ttS,e,tt,0.21843003412969283
ttS,e,tts,0.03754266211604096
ttS,e,ll,0.034129692832764506
ttS,e,p,0.010238907849829351
r,n,e,0.33767290480065093
r,n,E,0.03580146460537022
r,n,a,0.3132628152969894
r,n,i,0.16273393002441008
r,n,o,0.0951993490642799
r,n,j,0.03173311635475997
r,n,O,0.013018714401952807
r,n,u,0.008950366151342554
r,n,ee,0.0016273393002441008
E,v,j,0.08771929824561403
E,v,a,0.16666666666666666
E,v,i,0.2982456140350877
E,v,o,0.2894736842105263
E,v,O,0.008771929824561403
E,v,e,0.13157894736842105
E,v,ii,0.008771929824561403
E,v,l,0.008771929824561403
v,j,a,0.47229551451187335
v,j,o,0.2955145118733509
v,j,E,0.12137203166226913
v,j,O,0.0158311345646438
v,j,e,0.09498680738786279
tts,j,o,0.856054836252856
tts,j,e,0.02361005331302361
tts,j,a,0.10776846915460776
tts,j,E,0.007996953541507998
tts,j,O,0.00456968773800457
j,o,n,0.7682085356503962
j,o,s,0.02376693074367493
j,o,r,0.044978277536417074
j,o,z,0.04983388704318937
j,o,tS,0.003066700741119346
j,o,l,0.03680040889343215
j,o,ddZ,0.0002555583950932788
j,o,m,0.012266802964477384
j,o,pp,0.0007666751852798365
j,o,v,0.006133401482238692
j,o,ɡ,0.006644518272425249
j,o,dZ,0.001277791975466394
j,o,t,0.0084334270380782
j,o,a,0.002811142346026067
j,o,k,0.00434449271658574
j,o,d,0.006388959877331971
j,o,E,0.0005111167901865576
j,o,f,0.002811142346026067
j,o,i,0.0005111167901865576
j,o,p,0.005622284692052134
j,o,J,0.001533350370559673
j,o,kk,0.002811142346026067
j,o,tt,0.005622284692052134
j,o,tts,0.0033222591362126247
j,o,b,0.0002555583950932788
j,o,e,0.0007666751852798365
j,o,u,0.0002555583950932788
r,i,v,0.06201852754753779
r,i,tS,0.050024378352023405
r,i,dZ,0.0166747927840078
r,i,l,0.017747440273037544
r,i,n,0.08054607508532423
r,i,s,0.10433934666016577
r,i,e,0.024865919063871283
r,i,m,0.06572403705509508
r,i,z,0.01053144807411019
r,i,t,0.0781082398829839
r,i,tt,0.011116528522671868
r,i,mm,0.00048756704046806434
r,i,r,0.028766455387615797
r,i,S,0.007313505607020965
r,i,k,0.11545587518283763
r,i,f,0.03890784982935153
r,i,pp,0.0006825938566552901
r,i,tts,0.01628473915163335
r,i,a,0.05090199902486592
r,i,ss,0.005655777669429546
r,i,ll,0.0074110190151145785
r,i,ɡ,0.015407118478790834
r,i,d,0.03422720624085812
r,i,b,0.02818137493905412
r,i,ŋ,0.012774256460263287
r,i,LL,0.004290589956118966
r,i,o,0.008191126279863481
r,i,p,0.05275475377864457
r,i,kk,0.0037055095075572892
r,i,ttS,0.003315455875182838
r,i,ddz,0.017162359824475865
r,i,JJ,0.0020477815699658703
r,i,J,0.009946367625548513
r,i,bb,0.00048756704046806434
r,i,O,0.001657727937591419
r,i,dd,0.0003900536323744515
r,i,nn,0.003607996099463676
r,i,u,0.0020477815699658703
r,i,ddZ,0.0019502681618722574
r,i,E,0.0025353486104339345
r,i,ff,0.0014627011214041932
r,i,w,9.751340809361287e-05
r,i,dz,9.751340809361287e-05
r,i,ts,9.751340809361287e-05
v,i,d,0.11207289293849658
v,i,s,0.1252847380410023
v,i,z,0.030979498861047835
v,i,ll,0.025056947608200455
v,i,t,0.13895216400911162
v,i,v,0.05968109339407745
v,i,LL,0.02733485193621868
v,i,n,0.07289293849658314
v,i,k,0.025968109339407745
v,i,dZ,0.01457858769931663
v,i,r,0.03917995444191344
v,i,l,0.04510250569476082
v,i,b,0.02050113895216401
v,i,m,0.01640091116173121
v,i,tS,0.029612756264236904
v,i,J,0.04191343963553531
v,i,f,0.0036446469248291574
v,i,JJ,0.010022779043280182
v,i,rr,0.0009111617312072893
v,i,a,0.0469248291571754
v,i,ss,0.008656036446469248
v,i,tt,0.017312072892938495
v,i,tts,0.019134396355353075
v,i,ɡ,0.0255125284738041
v,i,ddz,0.002277904328018223
v,i,ŋ,0.01776765375854214
v,i,O,0.0036446469248291574
v,i,e,0.004555808656036446
v,i,E,0.002277904328018223
v,i,o,0.001366742596810934
v,i,p,0.0031890660592255125
v,i,S,0.005466970387243736
v,i,kk,0.00045558086560364467
v,i,ddZ,0.00045558086560364467
v,i,u,0.0009111617312072893
i,d,i,0.19258589511754068
i,d,a,0.2364376130198915
i,d,e,0.26220614828209765
i,d,E,0.0628390596745027
i,d,j,0.06916817359855335
i,d,o,0.07459312839059674
i,d,u,0.04746835443037975
i,d,O,0.014014466546112115
i,d,r,0.03300180831826401
i,d,w,0.007233273056057866
i,d,ii,0.0004520795660036166
d,i,r,0.0666527806706936
d,i,k,0.0856071651739221
d,i,n,0.09206415330139554
d,i,m,0.058529473026452825
d,i,ɡ,0.006456988127473443
d,i,t,0.0785253072276609
d,i,S,0.02249531347635909
d,i,ss,0.03499270985211414
d,i,s,0.21328889814621954
d,i,v,0.08727348469068943
d,i,b,0.015413455530097896
d,i,d,0.013538846073734638
d,i,dZ,0.015205165590501979
d,i,l,0.03353468027494272
d,i,p,0.02103728389918767
d,i,tS,0.036659029368881484
d,i,z,0.01687148510726932
d,i,o,0.0029160591543428453
d,i,O,0.0006248698187877526
d,i,f,0.028327431785044783
d,i,tt,0.0039575088523224325
d,i,a,0.006456988127473443
d,i,tts,0.020620704019995835
d,i,e,0.0016663195167673402
d,i,ttS,0.0006248698187877526
d,i,ll,0.0024994792751510102
d,i,LL,0.0037492189127265154
d,i,JJ,0.0054155384294938555
d,i,E,0.0008331597583836701
d,i,ff,0.019579254322016248
d,i,mm,0.0010414496979795876
d,i,ŋ,0.0012497396375755051
d,i,kk,0.0012497396375755051
d,i,ddz,0.0010414496979795876
n,dz,a,0.3880597014925373
n,dz,E,0.04477611940298507
n,dz,i,0.1791044776119403
n,dz,o,0.2835820895522388
n,dz,e,0.06716417910447761
n,dz,O,0.014925373134328358
n,dz,j,0.022388059701492536
dz,a,n,0.29411764705882354
dz,a,r,0.08823529411764706
dz,a,t,0.06470588235294118
dz,a,ɡ,0.08235294117647059
dz,a,l,0.011764705882352941
dz,a,kk,0.041176470588235294
dz,a,v,0.06470588235294118
dz,a,b,0.011764705882352941
dz,a,k,0.01764705882352941
dz,a,d,0.0058823529411764705
dz,a,ff,0.029411764705882353
dz,a,f,0.0058823529411764705
dz,a,JJ,0.0058823529411764705
dz,a,j,0.023529411764705882
dz,a,i,0.011764705882352941
dz,a,m,0.1588235294117647
dz,a,nn,0.023529411764705882
dz,a,p,0.029411764705882353
dz,a,pp,0.0058823529411764705
dz,a,rr,0.011764705882352941
dz,a,ddz,0.011764705882352941
t,u,r,0.4455500276395799
t,u,a,0.05251520176893311
t,u,d,0.050304035378662244
t,u,e,0.003316749585406302
t,u,i,0.08512990602542841
t,u,s,0.01658374792703151
t,u,n,0.046987285793255944
t,u,l,0.014925373134328358
t,u,ttS,0.011608623548922056
t,u,p,0.03980099502487562
t,u,m,0.038695411829740185
t,u,tt,0.01658374792703151
t,u,ff,0.017689331122166942
t,u,z,0.016030956329463792
t,u,t,0.037589828634604756
t,u,tts,0.025981205085682697
t,u,nn,0.002763957987838585
t,u,ll,0.006633499170812604
t,u,E,0.01105583195135434
t,u,j,0.003316749585406302
t,u,JJ,0.001105583195135434
t,u,o,0.013266998341625208
t,u,k,0.002211166390270868
t,u,O,0.000552791597567717
t,u,ii,0.001105583195135434
t,u,dZ,0.000552791597567717
t,u,b,0.017689331122166942
t,u,ŋ,0.001105583195135434
t,u,kk,0.003316749585406302
t,u,f,0.008844665561083471
t,u,ddZ,0.000552791597567717
t,u,tS,0.000552791597567717
t,u,ɡ,0.001105583195135434
t,u,rr,0.004422332780541736
t,u,ts,0.000552791597567717
u,r,a,0.4387842465753425
u,r,e,0.1190068493150685
u,r,z,0.004280821917808219
u,r,i,0.10316780821917808
u,r,ɡ,0.02054794520547945
u,r,j,0.0449486301369863
u,r,t,0.02183219178082192
u,r,o,0.038527397260273974
u,r,dZ,0.029965753424657533
u,r,d,0.006421232876712328
u,r,s,0.008561643835616438
u,r,b,0.059075342465753425
u,r,k,0.011558219178082191
u,r,l,0.025684931506849314
u,r,O,0.00898972602739726
u,r,u,0.004708904109589041
u,r,ts,0.0012842465753424657
u,r,tz,0.0004280821917808219
u,r,n,0.015410958904109588
u,r,m,0.005136986301369863
u,r,tS,0.0029965753424657533
u,r,v,0.007705479452054794
u,r,p,0.010702054794520547
u,r,E,0.007705479452054794
u,r,f,0.0008561643835616438
u,r,g,0.0004280821917808219
u,r,ee,0.0004280821917808219
u,r,L,0.0008561643835616438
r,u,s,0.06343906510851419
r,u,t,0.045909849749582635
r,u,tt,0.12687813021702837
r,u,tts,0.05509181969949917
r,u,p,0.022537562604340568
r,u,pp,0.027545909849749584
r,u,m,0.0709515859766277
r,u,i,0.0709515859766277
r,u,z,0.01669449081803005
r,u,ttS,0.015859766277128547
r,u,ɡ,0.03005008347245409
r,u,b,0.05759599332220367
r,u,ŋ,0.00333889816360601
r,u,E,0.018363939899833055
r,u,ddZ,0.041736227045075125
r,u,ff,0.02337228714524207
r,u,r,0.0325542570951586
r,u,ss,0.02587646076794658
r,u,a,0.007512520868113523
r,u,k,0.011686143572621035
r,u,tS,0.05091819699499165
r,u,f,0.00667779632721202
r,u,dZ,0.00667779632721202
r,u,l,0.012520868113522538
r,u,ll,0.027545909849749584
r,u,n,0.02587646076794658
r,u,e,0.001669449081803005
r,u,j,0.001669449081803005
r,u,d,0.040901502504173626
r,u,ɡ:,0.001669449081803005
r,u,S,0.01335559265442404
r,u,LL,0.004173622704507512
r,u,JJ,0.005843071786310518
r,u,o,0.005008347245409015
r,u,kk,0.014190317195325543
r,u,v,0.008347245409015025
r,u,bb,0.00333889816360601
r,u,mm,0.0008347245409015025
r,u,ddz,0.0008347245409015025
u,s,t,0.586490939044481
u,s,i,0.2471169686985173
u,s,k,0.1515650741350906
u,s,v,0.004942339373970346
u,s,p,0.009884678747940691
t,j,a,0.5014409221902018
t,j,u,0.005763688760806916
t,j,e,0.05187319884726225
t,j,E,0.2478386167146974
t,j,O,0.01729106628242075
t,j,o,0.17579250720461095
l,i,t,0.15663757464400552
l,i,ss,0.009416628387689481
l,i,r,0.02090032154340836
l,i,s,0.09807073954983923
l,i,S,0.005282498851630684
l,i,v,0.021359669269637116
l,i,tts,0.025953146531924667
l,i,a,0.012632062471290766
l,i,o,0.0039044556729444188
l,i,m,0.05420303169499311
l,i,tS,0.035829122645842905
l,i,k,0.09623334864492421
l,i,n,0.12103812586127699
l,i,ddZ,0.0029857602204869087
l,i,ɡ:,0.00045934772622875517
l,i,tt,0.01240238860817639
l,i,z,0.03238401469912724
l,i,b,0.050298576022048694
l,i,d,0.019522278364722093
l,i,ɡ,0.016536518144235186
l,i,p,0.010564997703261369
l,i,e,0.0039044556729444188
l,i,f,0.0245751033532384
l,i,ddz,0.11851171336701884
l,i,kk,0.0013780431786862655
l,i,ll,0.0029857602204869087
l,i,ŋ,0.012861736334405145
l,i,ts,0.00045934772622875517
l,i,ff,0.0006890215893431327
l,i,dZ,0.010794671566375747
l,i,J,0.0020670647680293983
l,i,E,0.0011483693155718878
l,i,l,0.004593477262287551
l,i,pp,0.003445107946715664
l,i,JJ,0.003215434083601286
l,i,bb,0.00022967386311437759
l,i,ttS,0.0009186954524575103
l,i,nn,0.00045934772622875517
l,i,u,0.00045934772622875517
l,i,mm,0.0006890215893431327
u,tt,E,0.007978723404255319
u,tt,o,0.17819148936170212
u,tt,a,0.2845744680851064
u,tt,e,0.05319148936170213
u,tt,i,0.23670212765957446
u,tt,u,0.1675531914893617
u,tt,j,0.007978723404255319
u,tt,r,0.026595744680851064
u,tt,O,0.02127659574468085
u,tt,w,0.015957446808510637
u,tts,i,0.18152866242038215
u,tts,j,0.5159235668789809
u,tts,e,0.03503184713375796
u,tts,o,0.12101910828025478
u,tts,a,0.1337579617834395
u,tts,O,0.0031847133757961785
u,tts,u,0.0031847133757961785
u,tts,E,0.006369426751592357
bb,u,ff,0.35714285714285715
bb,u,j,0.21428571428571427
bb,u,r,0.07142857142857142
bb,u,ttS,0.07142857142857142
bb,u,i,0.14285714285714285
bb,u,ts,0.07142857142857142
bb,u,LL,0.07142857142857142
u,ff,a,0.4134078212290503
u,ff,O,0.027932960893854747
u,ff,i,0.29608938547486036
u,ff,o,0.12290502793296089
u,ff,e,0.055865921787709494
u,ff,j,0.03910614525139665
u,ff,r,0.03910614525139665
u,ff,l,0.00558659217877095
u,j,a,0.5384615384615384
u,j,e,0.038461538461538464
u,j,o,0.3076923076923077
u,j,t,0.11538461538461539
bb,w,O,1.0
tt,a,m,0.04406779661016949
tt,a,t,0.26864406779661015
tt,a,b,0.026271186440677965
tt,a,i,0.015254237288135594
tt,a,n,0.19915254237288135
tt,a,r,0.20508474576271185
tt,a,ss,0.01864406779661017
tt,a,v,0.07627118644067797
tt,a,tts,0.01694915254237288
tt,a,k,0.012711864406779662
tt,a,s,0.003389830508474576
tt,a,mm,0.001694915254237288
tt,a,kk,0.03983050847457627
tt,a,LL,0.019491525423728815
tt,a,l,0.00847457627118644
tt,a,ddZ,0.003389830508474576
tt,a,j,0.00847457627118644
tt,a,f,0.00423728813559322
tt,a,d,0.011864406779661017
tt,a,J,0.000847457627118644
tt,a,ttS,0.001694915254237288
tt,a,ɡ,0.002542372881355932
tt,a,tS,0.005084745762711864
tt,a,w,0.000847457627118644
tt,a,p,0.000847457627118644
tt,a,ŋ,0.003389830508474576
tt,a,bb,0.000847457627118644
b,d,i,0.4166666666666667
b,d,u,0.08333333333333333
b,d,o,0.5
d,u,l,0.10022779043280182
d,u,t,0.1252847380410023
d,u,a,0.03416856492027335
d,u,b,0.023917995444191344
d,u,n,0.030751708428246014
d,u,ŋ,0.0056947608200455585
d,u,z,0.00683371298405467
d,u,s,0.03416856492027335
d,u,tts,0.03530751708428246
d,u,e,0.03758542141230068
d,u,k,0.0888382687927107
d,u,i,0.01366742596810934
d,u,o,0.0056947608200455585
d,u,d,0.0011389521640091116
d,u,p,0.014806378132118452
d,u,tS,0.11389521640091116
d,u,r,0.14578587699316628
d,u,ttS,0.011389521640091117
d,u,ll,0.00683371298405467
d,u,E,0.009111617312072893
d,u,rr,0.03986332574031891
d,u,ss,0.017084282460136675
d,u,tt,0.05808656036446469
d,u,bb,0.01366742596810934
d,u,JJ,0.003416856492027335
d,u,m,0.007972665148063782
d,u,j,0.002277904328018223
d,u,dZ,0.012528473804100227
b,E,b,0.009287925696594427
b,E,d,0.009287925696594427
b,E,l,0.08668730650154799
b,E,r,0.25077399380804954
b,E,ŋ,0.006191950464396285
b,E,ll,0.20123839009287925
b,E,t,0.06811145510835913
b,E,s,0.01238390092879257
b,E,n,0.21052631578947367
b,E,k,0.015479876160990712
b,E,kk,0.015479876160990712
b,E,dd,0.0030959752321981426
b,E,ff,0.01238390092879257
b,E,LL,0.0030959752321981426
b,E,i,0.018575851393188854
b,E,nn,0.015479876160990712
b,E,p,0.0030959752321981426
b,E,pp,0.0030959752321981426
b,E,rr,0.018575851393188854
b,E,a,0.009287925696594427
b,E,tt,0.009287925696594427
b,E,o,0.006191950464396285
b,E,z,0.006191950464396285
b,E,e,0.0030959752321981426
b,E,ss,0.0030959752321981426
E,b,a,0.14705882352941177
E,b,e,0.14705882352941177
E,b,r,0.14705882352941177
E,b,i,0.20588235294117646
E,b,o,0.2647058823529412
E,b,n,0.029411764705882353
E,b,j,0.029411764705882353
E,b,u,0.029411764705882353
b,e,l,0.039473684210526314
b,e,rr,0.013157894736842105
b,e,t,0.023026315789473683
b,e,ddZ,0.003289473684210526
b,e,n,0.14364035087719298
b,e,r,0.3782894736842105
b,e,d,0.009868421052631578
b,e,s,0.041666666666666664
b,e,tt,0.06359649122807018
b,e,kk,0.043859649122807015
b,e,a,0.01644736842105263
b,e,b,0.003289473684210526
b,e,tS,0.007675438596491228
b,e,k,0.0021929824561403508
b,e,f,0.0010964912280701754
b,e,ff,0.01644736842105263
b,e,ɡ,0.006578947368421052
b,e,i,0.0043859649122807015
b,e,ll,0.09978070175438597
b,e,m,0.0021929824561403508
b,e,ŋ,0.005482456140350877
b,e,nn,0.0021929824561403508
b,e,o,0.0043859649122807015
b,e,O,0.0010964912280701754
b,e,pp,0.0021929824561403508
b,e,z,0.003289473684210526
b,e,S,0.0010964912280701754
b,e,ss,0.0010964912280701754
b,e,ts,0.0021929824561403508
b,e,v,0.04824561403508772
b,e,vv,0.003289473684210526
b,e,tts,0.003289473684210526
b,e,ttS,0.0010964912280701754
b,e,JJ,0.0010964912280701754
E,l,e,0.17846153846153845
E,l,k,0.003076923076923077
E,l,j,0.09230769230769231
E,l,m,0.043076923076923075
E,l,f,0.024615384615384615
E,l,o,0.08923076923076922
E,l,i,0.2276923076923077
E,l,a,0.15076923076923077
E,l,O,0.003076923076923077
E,l,ɡ,0.012307692307692308
E,l,b,0.012307692307692308
E,l,dZ,0.015384615384615385
E,l,p,0.006153846153846154
E,l,r,0.003076923076923077
E,l,s,0.043076923076923075
E,l,v,0.027692307692307693
E,l,dz,0.003076923076923077
E,l,d,0.015384615384615385
E,l,n,0.003076923076923077
E,l,t,0.043076923076923075
E,l,u,0.003076923076923077
e,rr,a,0.422360248447205
e,rr,e,0.11801242236024845
e,rr,O,0.033126293995859216
e,rr,i,0.09730848861283643
e,rr,o,0.2111801242236025
e,rr,E,0.049689440993788817
e,rr,u,0.039337474120082816
e,rr,j,0.028985507246376812
e,t,a,0.1987179487179487
e,t,e,0.31002331002331
e,t,i,0.13927738927738928
e,t,o,0.06818181818181818
e,t,O,0.015734265734265736
e,t,r,0.18997668997668998
e,t,l,0.0011655011655011655
e,t,u,0.024475524475524476
e,t,E,0.041375291375291376
e,t,j,0.002913752913752914
e,t,n,0.006993006993006993
e,t,w,0.0011655011655011655
b,j,E,0.08167770419426049
b,j,e,0.13024282560706402
b,j,O,0.05518763796909492
b,j,u,0.02207505518763797
b,j,a,0.5011037527593819
b,j,o,0.2097130242825607
E,tt,i,0.28607594936708863
E,tt,o,0.1949367088607595
E,tt,a,0.18227848101265823
E,tt,e,0.22784810126582278
E,tt,w,0.007594936708860759
E,tt,r,0.10126582278481013
j,e,tts,0.01675977653631285
j,e,r,0.2536312849162011
j,e,S,0.0022346368715083797
j,e,t,0.17206703910614526
j,e,v,0.02346368715083799
j,e,n,0.11284916201117319
j,e,l,0.00782122905027933
j,e,tt,0.11731843575418995
j,e,d,0.08044692737430167
j,e,ddZ,0.0067039106145251395
j,e,p,0.0111731843575419
j,e,z,0.0033519553072625698
j,e,s,0.01452513966480447
j,e,ll,0.01564245810055866
j,e,nn,0.0033519553072625698
j,e,dZ,0.0022346368715083797
j,e,tS,0.0022346368715083797
j,e,ɡ,0.1418994413407821
j,e,k,0.0011173184357541898
j,e,m,0.004469273743016759
j,e,ss,0.004469273743016759
j,e,rr,0.0011173184357541898
j,e,ttS,0.0011173184357541898
e,tts,j,0.35023041474654376
e,tts,a,0.4377880184331797
e,tts,e,0.12749615975422426
e,tts,o,0.03840245775729647
e,tts,O,0.007680491551459293
e,tts,i,0.02457757296466974
e,tts,E,0.0015360983102918587
e,tts,w,0.010752688172043012
e,tts,u,0.0015360983102918587
l,E,n,0.29448818897637796
l,E,r,0.05826771653543307
l,E,m,0.031496062992125984
l,E,k,0.014173228346456693
l,E,o,0.01732283464566929
l,E,pp,0.0015748031496062992
l,E,S,0.0015748031496062992
l,E,s,0.04094488188976378
l,E,ss,0.05196850393700787
l,E,j,0.007874015748031496
l,E,t,0.05669291338582677
l,E,tt,0.15905511811023623
l,E,dZ,0.01732283464566929
l,E,ŋ,0.01732283464566929
l,E,a,0.012598425196850394
l,E,e,0.004724409448818898
l,E,ll,0.012598425196850394
l,E,mm,0.011023622047244094
l,E,z,0.02204724409448819
l,E,v,0.029921259842519685
l,E,l,0.007874015748031496
l,E,p,0.009448818897637795
l,E,i,0.014173228346456693
l,E,dd,0.0015748031496062992
l,E,ɡ,0.006299212598425197
l,E,ddZ,0.03622047244094488
l,E,ɡ:,0.011023622047244094
l,E,w,0.0015748031496062992
l,E,b,0.011023622047244094
l,E,d,0.007874015748031496
l,E,J,0.0015748031496062992
l,E,nn,0.004724409448818898
l,E,rr,0.0015748031496062992
l,E,f,0.01889763779527559
l,E,ff,0.0031496062992125984
i,ss,i,0.2912912912912913
i,ss,a,0.17267267267267267
i,ss,o,0.0960960960960961
i,ss,e,0.2732732732732733
i,ss,j,0.09309309309309309
i,ss,w,0.015015015015015015
i,ss,u,0.01951951951951952
i,ss,O,0.02702702702702703
i,ss,E,0.012012012012012012
l,m,e,0.5833333333333334
l,m,o,0.08134920634920635
l,m,a,0.17857142857142858
l,m,E,0.00992063492063492
l,m,i,0.12698412698412698
l,m,j,0.005952380952380952
l,m,O,0.005952380952380952
l,m,u,0.005952380952380952
l,m,f,0.001984126984126984
m,a,E,0.0011235955056179776
m,a,l,0.09685393258426966
m,a,n,0.21820224719101122
m,a,r,0.17258426966292134
m,a,t,0.16831460674157303
m,a,v,0.01707865168539326
m,a,tts,0.02943820224719101
m,a,nn,0.006741573033707865
m,a,JJ,0.012808988764044944
m,a,o,0.0017977528089887641
m,a,ss,0.02359550561797753
