token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;ragno;(ROOT (f (sn (DET Il) (sa (ADJ piccolo)) (NOUN ragno)) (ibar (coord (VERB tesse) (CCONJ e) (VERB tace))) (PUNCT .)));;7,039560886;function
2;0;piccolo;piccolo;ADJ;amod;ragno;(ROOT (f (sn (DET Il) (sa (ADJ piccolo)) (NOUN ragno)) (ibar (coord (VERB tesse) (CCONJ e) (VERB tace))) (PUNCT .)));4.12 ± 3.18;5,291431625;content
3;0;ragno;ragno;NOUN;nsubj;tesse;(ROOT (f (sn (DET Il) (sa (ADJ piccolo)) (NOUN ragno)) (ibar (coord (VERB tesse) (CCONJ e) (VERB tace))) (PUNCT .)));4.48 ± 0.96;3,818289087;content
4;0;tesse;tessere;VERB;root;ROOT;(ROOT (f (sn (DET Il) (sa (ADJ piccolo)) (NOUN ragno)) (ibar (coord (VERB tesse) (CCONJ e) (VERB tace))) (PUNCT .)));;2,660745246;content
5;0;e;e;CCONJ;cc;tace;(ROOT (f (sn (DET Il) (sa (ADJ piccolo)) (NOUN ragno)) (ibar (coord (VERB tesse) (CCONJ e) (VERB tace))) (PUNCT .)));;2,741151583;function
6;0;tace;tacere;VERB;conj;tesse;(ROOT (f (sn (DET Il) (sa (ADJ piccolo)) (NOUN ragno)) (ibar (coord (VERB tesse) (CCONJ e) (VERB tace))) (PUNCT .)));;2,829412487;content
7;1;splende;splendere;VERB;root;ROOT;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));;3,270104476;content
8;1;il;il;DET;det;sole;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));;7,039560886;function
9;1;sole;sole;NOUN;obj;Splende;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));3.64 ± 2.22;4,889371768;content
10;1;e;e;CCONJ;cc;soffia;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));;2,741151583;function
11;1;soffia;soffiare;VERB;conj;Splende;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));4.40 ± 2.75;3,614169104;content
12;1;il;il;DET;det;vento;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));;7,039560886;function
13;1;vento;vento;NOUN;obj;soffia;(ROOT (fc (f (ibar (VERB Splende)) (compt (sn (DET il) (NOUN sole)))) (CCONJ e) (f (ibar (VERB soffia)) (compt (sn (DET il) (NOUN vento)))) (PUNCT .)));4.64 ± 1.96;4,536100847;content
14;2;soffia;soffiare;VERB;root;ROOT;(ROOT (fc (f (ibar (VERB Soffia)) (compin (savv (ADV già)) (spd (ADP di) (sn (sa (ADJ buon)) (NOUN mattino))))) (CCONJ e) (f (ibar (VERB porta)) (compt (sp (ADP con) (sn (PRON sé))) (sp (ADP sopra) (sn (DET i) (NOUN campi))) (sn (DET il) (sa (ADJ piccolo)) (NOUN ragno) (PUNCT .))))));4.40 ± 2.75;3,614169104;content
15;2;già;già;ADV;advmod;Soffia;(ROOT (fc (f (ibar (VERB Soffia)) (compin (savv (ADV già)) (spd (ADP di) (sn (sa (ADJ buon)) (NOUN mattino))))) (CCONJ e) (f (ibar (VERB porta)) (compt (sp (ADP con) (sn (PRON sé))) (sp (ADP sopra) (sn (DET i) (NOUN campi))) (sn (DET il) (sa (ADJ piccolo)) (NOUN ragno) (PUNCT .))))));;6,015979163;content
