word,semantic_dissimilarity
Il,
principe,0.2148444652557373
Tonno,0.7105252146720886
e,0.46224868297576904
Abissina,0.4303123354911804
Il,0.3504900336265564
principe,0.41471004486083984
Tonno,0.3323522210121155
nuotava,0.4369746148586273
nel,0.3584223985671997
verde,0.4926667809486389
mare,0.3699779212474823
muovendo,0.4426543116569519
la,0.40508097410202026
coda,0.42059260606765747
di,0.3963465094566345
qua,0.5136447548866272
e,0.3892422914505005
di,0.3689956068992615
là,0.3691605031490326
e,0.2703931927680969
tutte,0.3405563235282898
le,0.32502496242523193
Triglie,0.46140074729919434
gli,0.4206697344779968
facevano,0.3376324772834778
l',0.3832756280899048
occhietto,0.3893176019191742
ma,0.31418055295944214
lui,0.3498424291610718
non,0.3082130551338196
le,0.3246368169784546
guardava,0.32260337471961975
neppure,0.3906590938568115
All',0.40516746044158936
improvviso,0.3978983461856842
nuotando,0.4704965651035309
giù,0.41821348667144775
verso,0.3926534652709961
il,0.31909263134002686
fondo,0.39591795206069946
del,0.30165761709213257
mare,0.31543463468551636
il,0.28020310401916504
principe,0.4555048942565918
Tonno,0.44910338521003723
vide,0.3759080171585083
una,0.3376566767692566
pesciolina,0.4111117422580719
magra,0.40886908769607544
e,0.36677300930023193
strana,0.34893572330474854
che,0.36240750551223755
gli,0.42478764057159424
piacque,0.44278889894485474
subito,0.42825502157211304
moltissimo,0.36451536417007446
La,0.35844647884368896
seguì,0.38743722438812256
un,0.3856080174446106
poco,0.39225295186042786
e,0.3150070309638977
poi,0.360805869102478
le,0.366832435131073
parlò,0.37725138664245605
Come,0.5254117250442505
ti,0.44983577728271484
chiami,0.4608103930950165
Abissina,0.437383234500885
rispose,0.4701560139656067
lei,0.3542063236236572
guardandolo,0.39254263043403625
con,0.3763236999511719
gli,0.377621591091156
occhi,0.3569778800010681
un,0.38519537448883057
po',0.4354698061943054
sporgenti,0.4263385236263275
Perché,0.48887449502944946
non,0.45457732677459717
vieni,0.49795347452163696
su,0.5216957926750183
con,0.4886550307273865
me,0.41967278718948364
disse,0.4937765598297119
il,0.3326464295387268
principe,0.5164626836776733
Tonno,0.4377121925354004
Nuota,0.45484673976898193
verso,0.40444833040237427
l',0.3778133690357208
alto,0.38954952359199524
dove,0.40688759088516235
si,0.4029585123062134
vede,0.3985902667045593
il,0.30619925260543823
