token_id,target_word,prefix_length,phoneme,filtered_cohort_size,phoneme_surprisal,word_phoneme_length,length_group
1,apocalisse,1,a,2288,5.65291587598606,9,7+ phonemes
1,apocalisse,2,p,26,8.084269046797063,9,7+ phonemes
1,apocalisse,3,o,3,3.540977819904303,9,7+ phonemes
1,apocalisse,4,k,1,2.371710904059154,9,7+ phonemes
1,apocalisse,5,a,1,-0.0,9,7+ phonemes
1,apocalisse,6,l,1,-0.0,9,7+ phonemes
1,apocalisse,7,i,1,-0.0,9,7+ phonemes
1,apocalisse,8,ss,1,-0.0,9,7+ phonemes
1,apocalisse,9,e,1,-0.0,9,7+ phonemes
2,cara,1,k,3394,4.369259533963267,4,4-6 phonemes
2,cara,2,a,731,5.018850528851471,4,4-6 phonemes
2,cara,3,r,116,2.7898824321306472,4,4-6 phonemes
2,cara,4,a,1,5.303413820826352,4,4-6 phonemes
3,franci,1,f,951,8.101495396997995,6,4-6 phonemes
3,franci,2,r,118,3.5480389092441795,6,4-6 phonemes
3,franci,3,a,54,0.6334268063692883,6,4-6 phonemes
3,franci,4,n,6,6.281511454111086,6,4-6 phonemes
3,franci,5,tS,2,0.7596688137471505,6,4-6 phonemes
3,franci,6,i,1,2.603696135541851,6,4-6 phonemes
4,ti,1,t,1478,7.122469326217502,2,1-3 phonemes
4,ti,2,i,1,3.8217250855261193,2,1-3 phonemes
5,scrivo,1,s,4886,3.1579213663761867,6,4-6 phonemes
5,scrivo,2,k,975,3.248370048855733,6,4-6 phonemes
5,scrivo,3,r,83,1.3109913370384376,6,4-6 phonemes
5,scrivo,4,i,54,0.0231548564897115,6,4-6 phonemes
5,scrivo,5,v,34,0.1064101952221023,6,4-6 phonemes
5,scrivo,6,o,1,0.3472091860668629,6,4-6 phonemes
6,per,1,p,2884,2.9999621416714515,3,1-3 phonemes
6,per,2,e,455,0.2524543424642864,3,1-3 phonemes
6,per,3,r,1,0.2641526780311105,3,1-3 phonemes
7,sapere,1,s,3573,3.9179420829160754,6,4-6 phonemes
7,sapere,2,a,364,2.667346937738401,6,4-6 phonemes
7,sapere,3,p,36,1.164850155731472,6,4-6 phonemes
7,sapere,4,e,19,0.0066218636556743,6,4-6 phonemes
7,sapere,5,r,10,0.0025991171279761,6,4-6 phonemes
7,sapere,6,e,1,0.2994441727960956,6,4-6 phonemes
8,come,1,k,1522,1.022034043104241,4,4-6 phonemes
8,come,2,o,696,2.824601505414746,4,4-6 phonemes
8,come,3,m,147,0.0887698332086002,4,4-6 phonemes
8,come,4,e,1,0.0320059807170618,4,4-6 phonemes
