word,semantic_dissimilarity
I,
tacchini,0.6372489333152771
non,0.3695296049118042
ringraziano,0.3515814244747162
Negli,0.4343639612197876
Stati,0.5159889459609985
Uniti,0.4037969410419464
ogni,0.45421499013900757
quarto,0.5127325057983398
giovedì,0.47153282165527344
di,0.4089775085449219
novembre,0.37808382511138916
è,0.34423255920410156
festa,0.34292566776275635
grandissima,0.3961353302001953
perché,0.3566168546676636
si,0.32264256477355957
celebra,0.3289638161659241
il,0.29339879751205444
Thanksgiving,0.5030975341796875
Day,0.3309955596923828
vale,0.5136992335319519
a,0.4875410795211792
dire,0.39181405305862427
il,0.24029314517974854
giorno,0.32778865098953247
del,0.28277212381362915
Ringraziamento,0.42392590641975403
I,0.41082340478897095
Padri,0.45443153381347656
Pellegrini,0.4304126799106598
quelli,0.4062678813934326
che,0.32909196615219116
erano,0.3545970916748047
sbarcati,0.37458667159080505
dalla,0.41714513301849365
Mayflower,0.4175260066986084
dopo,0.37302249670028687
il,0.3276965022087097
primo,0.4462139904499054
abbondante,0.39736688137054443
raccolto,0.33564919233322144
fatto,0.41018348932266235
l',0.43048179149627686
anno,0.4595353603363037
appresso,0.4063791334629059
al,0.33022886514663696
loro,0.3497907519340515
arrivo,0.32410213351249695
decisero,0.4310676157474518
di,0.3680998682975769
ringraziare,0.46694648265838623
il,0.39054954051971436
Signore,0.45621567964553833
mettendo,0.38089531660079956
in,0.4693986177444458
tavola,0.4407067894935608
un,0.34318989515304565
grosso,0.40641629695892334
tacchino,0.3986400067806244
animale,0.39679664373397827
prima,0.4857051968574524
a,0.5116998553276062
loro,0.42326831817626953
sconosciuto,0.420024573802948
ma,0.42484158277511597
molto,0.3692270517349243
molto,0.33142465353012085
apprezzato,0.3450787663459778
dopo,0.3843717575073242
averlo,0.3313577175140381
visto,0.3590754270553589
mangiare,0.3424617648124695
agli,0.3596165180206299
indiani,0.37759196758270264
Da,0.47614985704421997
quel,0.4913442134857178
giorno,0.43568092584609985
la,0.3746454119682312
tradizione,0.41355782747268677
vuole,0.41204971075057983
che,0.3430890440940857
su,0.3848721981048584
ogni,0.4128180742263794
tavola,0.36278945207595825
imbandita,0.44918665289878845
nelle,0.3572368025779724
case,0.3581158518791199
degli,0.2957535982131958
americani,0.3935410976409912
troneggi,0.42687222361564636
un,0.2882513999938965
tacchino,0.40342846512794495
farcito,0.3995848298072815
grasso,0.41231584548950195
e,0.3819178342819214
dorato,0.38293957710266113
appena,0.34272533655166626
tirato,0.2803604006767273
fuori,0.3840063214302063
dal,0.3704748749732971
forno,0.3546404540538788
Ma,0.5270310640335083
non,0.5280340909957886
solo,0.4553302824497223
il,0.28145086765289307
grande,0.36833345890045166
piatto,0.3162025213241577
che,0.36902421712875366
lo,0.3547605276107788
contiene,0.42748087644577026
è,0.2760807275772095
arricchito,0.30429142713546753
da,0.30499130487442017
variopinti,0.43224239349365234
contorni,0.3192462921142578
bandierine,0.40353766083717346
golosità,0.32908859848976135
varie,0.37383586168289185
Al,0.450472891330719
suo,0.44665026664733887
apparire,0.4471535086631775
in,0.4223107099533081
sala,0.46482032537460327
da,0.5036081075668335
pranzo,0.42830008268356323
scoppia,0.43577075004577637
sempre,0.41272813081741333
l',0.3861682713031769
entusiastico,0.39506426453590393
applauso,0.3429940640926361
dei,0.3188017010688782
presenti,0.3377124071121216
Esso,0.4272159934043884
è,0.3184213638305664
insomma,0.4147059917449951
una,0.35012489557266235
specie,0.4808475971221924
d',0.3789440989494324
ospite,0.3767525553703308
d',0.35776853561401367
onore,0.36047953367233276
Milioni,0.4506828784942627
di,0.33310574293136597
tacchini,0.4185737669467926
dunque,0.40043380856513977
ogni,0.41565150022506714
quarto,0.5148489475250244
giorno,0.4763166308403015
di,0.3959713578224182
novembre,0.3811652958393097
ci,0.4100757837295532
lasciano,0.43470299243927
letteralmente,0.4643133580684662
e,0.4995519518852234
non,0.5114798545837402
metaforicamente,0.44195276498794556
le,0.44368499517440796
penne,0.4237890839576721
Apro,0.4890473186969757
una,0.3797016739845276
piccolissima,0.4181954264640808
parentesi,0.37140387296676636
Sempre,0.5269956588745117
in,0.4815264940261841
America,0.4468027949333191
al,0.4449678659439087
tempo,0.4732791781425476
della,0.3778831362724304
guerra,0.4249838590621948
tra,0.4603685140609741
gli,0.3697304129600525
Stati,0.4375283718109131
del,0.3841145634651184
Nord,0.4189567565917969
e,0.3994825482368469
quelli,0.38036566972732544
del,0.31125205755233765
Sud,0.34591516852378845
a,0.360042929649353
Gettysburg,0.44776052236557007
si,0.3330783247947693
combattè,0.44955673813819885
una,0.3180980086326599
sanguinosissima,0.42443159222602844
battaglia,0.33040785789489746
che,0.3168751001358032
lasciò,0.39719802141189575
migliaia,0.3905222415924072
di,0.32758378982543945
cadaveri,0.3939021825790405
sul,0.38631242513656616
campo,0.38455408811569214
A,0.38181400299072266
lungo,0.4449383616447449
rimasero,0.3220641613006592
insepolti,0.4362703561782837
e,0.3319716453552246
diventarono,0.32751139998435974
quindi,0.38804197311401367
preda,0.3990737199783325
dei,0.3774780035018921
corvi,0.4361220896244049
I,0.37524425983428955
quali,0.3444656729698181
non,0.33491265773773193
si,0.2648792266845703
dimenticarono,0.3595632016658783
mai,0.39305710792541504
più,0.42352449893951416
di,0.3592926859855652
quei,0.420677125453949
pasti,0.4627867341041565
abbondanti,0.4089563190937042
tanto,0.5102826356887817
è,0.5132309794425964
vero,0.4870567321777344
che,0.34799647331237793
anche,0.39649271965026855
i,0.29842931032180786
loro,0.36573362350463867
discendenti,0.3673117458820343
per,0.3895718455314636
decenni,0.4034717082977295
e,0.39888787269592285
decenni,0.29740577936172485
continuarono,0.35048288106918335
a,0.3533724546432495
presentarsi,0.3428131341934204
ogni,0.4000621438026428
