TOKEN;BEGIN;ORT
0;89964;Il
1;100989;contadino
2;134505;astrologo
3;236817;Un
4;245196;Re
5;270774;aveva
6;287532;perduto
7;321489;un
8;327663;anello
9;345744;prezioso
10;404397;Cerca
11;419391;qua
12;430416;cerca
13;447615;l√†
14;460845;non
15;469665;si
16;477603;trova
17;533610;Mise
18;544635;fuori
19;556542;un
20;564480;bando
21;597996;che
22;602847;se
23;612108;un
24;616959;astrologo
25;650475;gli
26;659295;sa
27;665910;dire
28;679140;dov
29;686637;e
30;700749;lo
31;709128;fa
32;715302;ricco
33;734706;per
34;743085;tutta
35;754110;la
36;760861;vita
37;822465;C'
38;827316;era
39;835156;un
40;838782;contadino
41;864801;senza
42;882000;un
43;889056;soldo
44;925218;che
45;930951;non
46;938448;sapeva
47;953442;n√©
48;959175;leggere
49;977697;n√©
50;984753;scrivere
51;1021797;e
52;1024804;si
53;1034092;chiamava
54;1050903;G√†mbara
55;1109366;Sar√†
56;1120140;tanto
57;1132488;difficile
58;1160712;far
59;1167327;l
60;1169973;astrologo
61;1207899;si
62;1218924;disse
63;1262583;Mi
64;1267434;ci
65;1271844;voglio
66;1283310;provare
67;1329615;E
68;1335789;and√≤
69;1347696;dal
70;1356957;Re
71;1389591;che
72;1395324;lo
73;1401057;prese
74;1414287;in
75;1421343;parola
76;1453536;e
77;1454859;lo
78;1461915;chiuse
79;1479555;a
80;1482642;studiare
81;1509543;in
82;1514711;una
83;1521009;stanza
84;1579662;Dove
85;1591128;c'
86;1594656;era
87;1607445;solo
88;1625967;un
89;1633905;letto
90;1671390;e
91;1672713;un
92;1681533;tavolo
93;1709757;con
94;1719018;un
95;1725192;gran
96;1737981;libraccio
97;1760031;d
98;1761795;astrologia
99;1824417;e
100;1832355;penna
101;1850877;carta
102;1880865;e
103;1882188;calamaio
104;1963332;G√†mbara
105;1982295;si
106;1990233;sedette
107;2007480;al
108;2014929;tavolo
109;2046240;e
110;2048445;cominci√≤
111;2074464;a
112;2077551;scartabellare
113;2116800;il
114;;libro
115;2137527;senza
116;2154726;capirci
117;2176776;niente
118;2204118;e
119;2208969;a
120;2216025;farci
121;2234988;dei
122;2244249;segni
123;2258361;con
124;2267181;la
125;2273355;penna
126;2341908;Siccome
127;2358909;non
128;2366847;sapeva
129;2384487;scrivere
130;2424618;venivano
131;2447550;fuori
132;2459016;dei
133;2469159;segni
134;2481948;ben
135;2489886;strani
136;2541924;e
137;2545452;i
138;2553831;servi
139;2572353;che
140;2575881;entravano
141;2603223;due
142;2611161;volte
143;2625273;al
144;2631888;giorno
145;2653832;a
146;2658348;portargli
147;2680398;da
148;2684808;mangiare
149;2721411;si
150;2730231;fecero
151;2746989;l
152;2749194;idea
153;2776699;che
154;2784033;fosse
155;2797704;un
156;2802114;astrologo
157;2826810;sapiente
158;2910904;Questi
159;2921625;servi
160;2939265;erano
161;2949408;stati
162;2966607;loro
163;2988216;a
164;2989980;rubare
165;3008502;l
166;3011148;anello
167;3042900;e
168;3047751;con
169;3054807;la
170;3059658;coscienza
171;3083031;sporca
172;3103317;che
173;3108609;avevano
174;3148740;le
175;3153591;occhiatacce
176;3188871;che
177;3194163;rivolgeva
178;3219741;loro
179;3231648;G√†mbara
180;3258990;ogni
181;3266046;volta
182;3279717;che
183;3282804;entravano
184;3329550;per
185;3337929;darsi
186;3352482;aria
187;3364830;d
188;3366594;uomo
189;3377178;d
190;3378942;autorità
191;3429216;parevano
192;3449061;loro
193;3473316;occhiate
194;3490956;di
195;3498012;sospetto
196;3561516;Cominciarono
197;3589299;ad
198;3594150;aver
199;3605175;paura
200;3621492;d
201;3623256;essere
202;3638250;scoperti
203;3669120;e
204;3670443;non
205;3673971;la
206;3681027;finivano
207;3700872;pi√π
208;3709692;con
209;3715425;le
210;3721158;riverenze
211;3799656;G√†mbara
212;3830750;che
213;3833613;astrologo
214;3856986;non
215;3863160;era
216;3874185;ma
217;3878154;contadino
218;3920931;e
219;3924018;perci√≤
220;3938130;malizioso
221;3992161;subito
222;4008703;aveva
223;4021479;pensato
224;4047057;che
225;4050585;i
226;4054995;servi
227;4083660;dovessero
228;4105269;saperne
229;4125555;qualcosa
230;4165686;E
231;4172742;pens√≤
232;4188618;di
233;4193469;farli
234;4206258;cascare
235;4226711;in
236;4231395;un
237;4233600;inganno
238;4298868;Un
239;4308570;giorno
240;4336353;all'
241;4346055;ora
242;4350081;in 
243;4354434;cui
