TOKEN;BEGIN;ORT
1;89964;UNA
2;105840;GOCCIA
3;193599;Una
4;203742;goccia
5;217413;d
6;218736;acqua
7;233289;sale
8;247842;i
9;251811;gradini
10;270774;della
11;281358;scala
12;322371;Disteso
13;347067;nel
14;354123;letto
15;366030;ascolto
16;389350;il
17;394254;suo
18;403956;cammino
19;464373;Tic
20;506559;tic
21;545958;si
22;554778;ode
23;564039;a
24;567161;intermittenza
25;659295;Poi
26;665910;la
27;672084;goccia
28;685314;si
29;694575;ferma
30;725886;e
31;731178;magari
32;750582;per
33;758520;tutta
34;771750;la
35;776160;rimanente
36;799974;notte
37;814527;non
38;820701;si
39;827757;fa
40;834372;pi√π
41;844074;viva
42;883472;Tuttavia
43;904050;sale
44;977256;Non
45;983103;siamo
46;994455;stati
47;1009449;noi
48;1022405;a
49;1023561;segnalarla
50;1072953;Bens√¨
51;1087506;una
52;1095885;servetta
53;1151010;Se
54;1156743;ne
55;1160712;accorse
56;1178352;una
57;1184967;sera
58;1197315;quando
59;1210986;tutti
60;1225098;erano
61;1237887;gi√†
62;;a
63;1245825;dormire
64;1304478;Dopo
65;1313739;un
66;1317267;po
67;1326528;scese
68;1342845;dal
69;1351224;letto
70;1364013;e
71;1370628;corse
72;1392320;a
73;1393560;svegliare
74;1415610;la
75;1420902;padrona
76;1481760;Signora
77;1522332;sussurr√≤
78;1573047;Cosa
79;1584072;succede
80;1632141;fece
81;1643166;la
82;1647576;padrona
83;1663452;riscuotendosi
84;1733130;c'
85;1737981;è
86;1739304;una
87;1745037;goccia
88;1763118;signora
89;1797075;vien
90;1805013;su
91;1813392;per
92;1819566;le
93;1825740;scale
94;1872927;Che
95;1876455;cosa
96;1917909;chiese
97;1930698;l
98;1932903;altra
99;1945251;sbalordita
100;2018016;Una
101;2028159;goccia
102;2043153;che
103;2047563;sale
104;2061675;i
105;2064762;gradini
106;2102247;ripet√©
107;2120328;la
108;2124297;servetta
109;2162223;e
110;2168838;quasi
111;2189124;si
112;2192652;metteva
113;;a
114;2214261;piangere
115;2263212;sei
116;2272032;matta
117;2303784;imprec√≤
118;2321424;la
119;2325834;signora
120;2373761;Torna
121;2386692;a
122;2388015;letto
123;2423295;Hai
124;2428587;bevuto
125;2462985;√®
126;2464308;un
127;2470041;pezzo
128;2483271;che
129;2487240;al
130;2491209;mattino
131;2507967;manca
132;2521197;il
133;2527371;vino
134;2534427;nella
135;2544570;bottiglia
136;2601018;Ma
137;2605869;la
138;2609838;ragazzetta
139;2647764;era
140;2655261;gi√†
141;2659671;rincantucciata
142;2693628;sotto
143;2704653;le
144;2710386;coperte
145;2779182;Chiss√†
146;2795499;che
147;2801232;cosa
148;2812698;le
149;2816667;sar√†
150;2827251;mai
151;2834307;saltato
152;2854593;in
153;2862090;mente
154;2877966;a
155;2880444;quella
156;2892519;stupida
157;2930445;pensava
158;2951172;la
159;2955582;padrona
160;3007179;Ed
161;3011589;ascoltando
162;3038049;involontariamente
163;3103317;anche
164;3115012;lei
165;3126690;ud√¨
166;3149622;il
167;3156678;curioso
168;3180051;rumore
169;3247083;Una
170;3258549;goccia
171;3280599;saliva
172;3302649;le
173;3307500;scale
174;3365712;Per
175;3371445;un
176;3375855;istante
177;3395259;la
178;3399669;signora
179;3416868;pens√≤
180;3431421;di
181;3435390;uscire
182;3450384;a
183;3453912;vedere
184;3494043;Ma
185;3500217;che
186;3505438;cosa
187;3517857;mai
188;3528441;avrebbe
189;3543876;potuto
190;3559752;trovare
191;3584448;alla
192;3592386;luce
193;3607821;delle
194;3615759;lampadine
195;3639132;oscurate
196;3694698;Come
197;3707046;rintracciare
198;3740121;una
199;3747618;goccia
200;3761730;in
201;3767022;piena
202;3778488;notte
203;3832290;Nei
204;3841551;giorni
205;3856104;successivi
206;3886784;la
207;3891384;voce
208;3906378;si
209;3916521;sparse
210;3934161;lentamente
211;3986640;e
212;3987963;adesso
213;4003839;tutti
214;4015746;lo
215;4019274;sanno
216;4040442;anche
217;4048380;se
218;4056759;preferiscono
219;4088511;non
220;4095126;parlarne
221;4153779;Ora
222;4165245;molte
223;4177892;orecchie
224;4206699;restano
225;4226544;tese
226;4242861;la
227;4248153;notte
228;4300632;Certe
229;4313862;notti
230;4329297;la
231;4333266;goccia
232;4349142;tace
233;4380453;Altre
234;4395888;volte
235;4410934;invece
236;4431168;per
237;4436901;lunghe
