TOKEN;BEGIN;ORT
0;89523;Apocalisse
1;170226;Cara
2;182574;Franci
3;211239;ti
4;221823;scrivo
5;237258;per
6;245196;sapere
7;258867;come
8;267687;stai
9;280917;tu
10;288414;e
11;290619;come
12;300321;stanno
13;316638;Eris
14;336042;e
15;337365;i
16;340452;vostri
17;358092;figli
18;369117;meravigliosi
19;434826;E
20;441882;poi
21;446733;volevo
22;460845;sapere
23;475398;se
24;485100;pure
25;494361;da
26;500535;voi
27;;in
28;512442;Australia
29;539784;√®
30;546399;arrivata
31;563157;l‚Äô
32;564480;Apocalisse
33;640332;Manu
34;653562;dice
35;665910;che
36;668997;non
37;676935;√®
38;682668;detto
39;703836;che
40;706923;sia
41;716625;arrivata
42;733824;pure
43;746172;laggi√π
44;785421;voi
45;792477;siete
46;806589;in
47;810117;un
48;815850;altro
49;829962;emisfero
50;860391;e
51;862596;che
52;866124;l‚Äô
53;869211;Australia
54;891702;√®
55;;un
56;899640;Paese
57;917721;abbastanza
58;945504;vergine
59;969318;e
60;970641;che
61;976374;la
62;983430;gente
63;994455;l√¨
64;1003275;non
65;1009890;pu√≤
66;1018710;aver
67;1025766;commesso
68;1049139;lo
69;1053108;stesso
70;1069425;numero
71;1083096;di
72;1087947;peccati
73;1108674;che
74;1114848;da
75;1119699;noi
76;1172178;Secondo
77;1218924;me
78;;non
79;1241856;ci
80;1248030;pu√≤
81;1253322;essere
82;1270521;un‚Äô
83;1273608;Apocalisse
84;;a
85;1301391;met√†
86;1348137;E
87;1360485;poi
88;1371510;alla
89;1378125;televisione
90;1401057;dicevano
91;1425753;che
92;1429722;era
93;;un
94;1438542;problema
95;1457505;globale
96;1486611;Ma
97;1491462;vatti
98;1502928;a
99;1506015;fidare
100;1528947;Comunque
101;1560258;spero
102;1579221;che
103;1584954;da
104;1592010;voi
105;1607886;non
106;1616706;sia
107;1623762;arrivata
108;1658160;e
109;1659483;abbia
110;1668303;ragione
111;1683738;Manu
112;1735335;Da
113;;un
114;1745037;paio
115;1755621;d‚Äô
116;1756944;anni
117;1767969;non
118;1775025;si
119;1780317;parlava
120;1795311;d‚Äô
121;1797516;altro
122;1810305;che
123;1815597;dell'
124;1823535;Apocalisse
125;1855287;che
126;1858374;sarebbe
127;1876014;arrivata
128;1894977;e
129;1897623;saremmo
130;1917468;morti
131;1933344;tutti
132;1974798;Soprattutto
133;1999494;gli
134;2004345;esperti
135;2025954;in
136;2031246;televisione
137;2076669;avevano
138;2095632;ognuno
139;;una
140;2116800;ricetta
141;2138850;su
142;2145465;come
143;2154285;sarebbe
144;2172366;successo
145;2208087;Ma
146;2223522;tutti
147;2243367;concordavano
148;2275119;su
149;2280852;‚Äòsta
150;2290113;storia
151;;dei
152;2312604;cavalli
153;2330244;colorati
154;2396394;l
155;2402568;Anticristo
156;2431233;sarebbe
157;2447109;arrivato
158;2463426;sopra
159;;un
160;2480625;cavallo
161;2496501;bianco
162;2515464;ad
163;2518992;annunciare
164;;la
165;2550523;fine
166;;della
167;2570148;Terra
168;2621745;Poi
169;2647323;sarebbe
170;2666727;arrivato
171;2679516;un
172;2686131;cavallo
173;2702448;rosso
174;2723616;che
175;2727144;avrebbe
176;2740815;fatto
177;2752281;scoppiare
178;;una
179;2784033;guerra
180;2799027;totale
181;2840481;Poi
182;2849742;un
183;2855916;cavallo
184;2873115;nero
185;2886786;che
186;2889432;avrebbe
187;2904426;portato
188;2923389;fame
189;2939265;e
190;2940588;carestia
191;2980719;anche
192;2991303;in
193;2997477;conseguenza
194;3028788;della
195;3038490;guerra
196;3082149;Di
197;3087441;questi
198;3100230;cavalli
199;3116547;non
200;3123603;c'
201;3125808;E
202;3128013;stata
203;3141684;traccia
204;3182697;E
205;3187989;non
206;3194163;ci
207;3200337;sono
208;3207834;stati
209;3221064;nemmeno
210;3237822;terremoti
211;3266487;e
212;3269574;piogge
213;3284127;di
214;3288096;meteoriti
217;3329109;Per√≤
218;3338370;l‚Äô
219;3340575;Apocalisse
220;3367035;c'
221;3369240;è
222;3371004;stata
223;3420837;√à
224;3426129;arrivata
225;3442887;cos√¨
226;3477285;senza
227;3494043;trombe
228;3508596;del
229;3516534;giudizio
230;3535056;ad
231;3538143;annunciarla
232;3574305;mi
233;3578274;sono
234;3588417;svegliato
235;3607821;una
236;3617523;mattina
237;3640455;e
238;3645747;ho
239;3649275;scoperto
240;3682350;che
241;3686760;mi
242;3692934;faceva
243;3709251;male
244;3719835;tutto
245;3767022;Ogni
246;3773637;movimento
247;3801420;anche
248;3810681;solo
249;3822588;piegare
250;3837582;un
251;3849048;dito
252;3869775;mi
253;3876831;faceva
254;3893589;male
255;3932838;Persino
256;3951801;sbattere
257;3972528;le
258;3978261;palpebre
259;4015305;Un
260;4022802;dolore
261;4036032;costante
262;4063374;che
263;4069107;non
264;4077927;ti
265;4081455;abbandona
266;4106151;mai
267;4152456;Camminare
268;4171419;√®
269;4174506;quasi
270;;impossibile
271;4218606;senza
272;4233600;urlare
273;4285197;√à
274;4288284;difficile
275;4312539;da
276;4318272;spiegare
277;4339440;ma
278;4342086;qualsiasi
279;4388832;processo
280;4410882;biologico
281;4439547;produce
282;4458510;dolore
283;4466007;Pure
284;4478796;la
285;4480119;crescita
286;4540977;della
287;4552443;barba
288;4570524;dei
289;4577139;capelli
290;4593456;e
291;4597425;delle
292;4609773;unghie
293;4651227;Digerire
294;4674159;poi
295;4681656;ti
296;4687389;lascia
297;4702824;praticamente
298;4731048;senza
299;4748467;fiato
300;4765887;cominci
301;4784850;a
302;4787496;piangere
303;4858938;√à
304;4863348;come
305;4873932;se
306;4886280;Dio
307;4909653;avesse
308;4924647;tolto
309;;a
310;4941405;tutti
311;4955517;gli
312;4959927;uomini
313;4978449;l‚Äô
314;4980213;anestetico
315;5013288;che
316;5019462;ti
317;5025636;permette
318;5047245;di
319;;vivere
320;5065326;senza
321;5081202;soffrire
322;5111190;e
323;5112513;di
324;5122656;divertirti
325;5159700;Sai
326;5198508;quella
327;5211297;storia
328;5233788;che
329;5239080;si
330;5247900;raccontava
331;5273919;delle
332;5284944;endorfine
333;5323311;che
334;5343156;vengono
335;5360796;prodotte
336;5382405;dal
337;5389461;nostro
338;5402691;cervello
339;5424741;per
340;5430033;stare
341;5444586;meglio
342;5489127;Ho
343;5494860;capito
344;5511177;che
345;5516028;la
346;5520879;carne
347;5553513;le
348;5563215;cellule
349;5587029;il
350;5594085;sangue
351;5608197;stesso
352;5634657;soffre
353;5663763;per
354;5675229;esistere
355;5725944;e
356;5733882;che
357;5744025;Dio
358;5773572;e
359;5776659;pensare
360;5795181;che
361;5798709;io
362;5807529;non
363;5816790;credevo
364;5860890;aveva
365;5871033;infuso
366;5893083;sostanze
367;5919543;anestetiche
368;5955705;che
369;5977755;ora
370;5987898;ci
371;5991426;ha
372;5994513;tolto
373;6052284;Ora
374;6062868;non
375;6074334;abbiamo
376;6094179;pi√π
377;6102558;niente
378;6119757;che
379;6125931;ci
380;6131664;protegge
381;6153714;e
382;6159006;ogni
383;6171354;secondo
384;6195609;√®
385;;una
386;6201783;sofferenza
387;6232653;continua
388;6292188;Detto
389;6310710;ci√≤
390;6326586;non
391;6330555;la
392;6337170;voglio
393;6353487;buttare
394;6369804;sul
395;6379506;drammatico
396;6404202;esagerato
397;6432867;forse
398;6447420;passer√†
399;6499899;Forse
400;6513129;il
401;6517539;padre
402;6526800;eterno
403;6545763;ci
404;6549291;ricoprir√†
405;6571341;di
406;6576192;questa
407;6588981;droga
408;6600888;naturale
409;6625143;che
410;6631758;rendeva
411;6649398;la
412;6655131;vita
413;6666597;degna
414;6674976;di
415;6684237;essere
416;;vissuta
417;6758766;Certo
418;6773760;le
419;6778170;nostre
420;6794046;droghe
421;6807717;non
422;6816978;funzionano
423;6871221;Alla
424;6885774;ASL
425;6900768;distribuiscono
426;6937812;gratis
427;6956775;ogni
428;6966918;tipo
429;6976620;di
430;6981912;droga
431;6993378;e
432;6998229;anestetico
433;7029540;Ma
434;7034391;non
435;7040565;servono
436;7059087;a
437;7063056;niente
438;7115094;Che
439;7120827;strano
440;7164486;nessuno
441;7179921;aveva
442;7192269;pensato
443;7214760;questa
444;7228872;punizione
445;7271649;Era
446;7279146;la
447;7284438;peggiore
448;7300314;di
449;7308252;tutte
450;7327656;Tutti
451;7367346;a
452;7374402;parlare
453;7422912;Ora
454;7432173;per√≤
455;7443198;pure
456;7454223;parlare
457;7474068;√®
458;7475391;impossibile
459;7526988;Le
460;7531398;corde
461;7545069;vocali
462;7560945;le
463;7566237;usiamo
464;7587405;oramai
465;7615629;solo
466;7630623;per
467;7637679;lamentarci
468;7719705;Ora
469;7725438;devo
470;7735140;smettere
471;7758513;di
472;7765128;scrivere
473;7796880;la
474;7802613;mano
475;7811874;mi
476;7820253;si
477;7823781;sta
478;7834806;paralizzando
479;7870527;e
480;7871850;gli
481;7877142;occhi
482;7887726;mi
483;7896105;si
484;7899633;appannano
485;7964019;Di
486;7970634;l√†
487;7977690;il
488;7984305;piccolo
489;8001945;Ettore
490;8017380;non
491;8024656;smette
492;8038989;di
493;8045163;piangere
494;8063244;da
495;;un
496;8074269;mese
497;8134686;Spero
498;8149680;tanto
499;8164674;che
500;8167320;l√¨
501;8175699;da
502;8180991;voi
503;8188047;non
504;8196426;sia
505;8205246;cos√¨
506;8254638;Se
507;8261253;a
508;8264340;voi
509;8270955;non
510;8277129;√®
511;8279334;successo
512;8310645;dovete
513;8323875;pensare
514;8342397;che
515;8349012;la
516;8354304;vita
517;8364006;che
518;;vivete
519;8388261;√®
520;8390025;meravigliosa
521;8459262;gustatene
522;8486163;ogni
523;8498511;scorcio
524;8521002;respirate
525;;a
526;8546580;pieni
527;8559810;polmoni
528;8582742;correte
529;8617140;baciatevi
530;8648010;Ti
531;8675793;voglio
532;8685936;tanto
533;8700930;bene
534;8735328;Ah
535;8753409;Non
536;8762670;ti
537;8765757;ho
538;8768403;detto
539;8782515;che
540;8786484;ogni
541;8795745;battito
542;8813385;del
543;8821323;cuore
544;8845137;√®
545;8847783;una
546;8857485;fitta
547;8872038;che
548;8876889;mi
549;8882181;strappa
550;;un
551;8909082;sottile
552;8928045;lamento
553;8954505;Tuo
554;8991990;Filippo
