TOKEN;BEGIN;ORT
175;3114342;non
176;3124926;ti
177;3128454;vergogni
178;3150504;di
179;3154032;comparirmi
180;3182697;davanti
181;3237822;Ti
182;3240027;manderò
183;3257226;da
184;3261636;un
185;3269133;terzo
186;3287214;maestro
187;3328668;ma
188;3335402;se
189;3343662;anche
190;3354687;questa
191;3370122;volta
192;3389085;non
193;3394818;impari
194;3412458;nulla
195;3438918;non
196;3446415;voglio
197;3459645;più
198;3471111;essere
199;3488310;tuo
200;3496248;padre
201;3559752;Così
202;;il
203;3582243;giovane
204;3599883;fu
205;3604734;portato
206;3624579;da
207;3630312;un
208;3636045;terzo
209;3653685;maestro
210;3697785;presso
211;3711456;il
212;3719394;quale
213;3738798;rimase
214;3757761;un
215;3763935;altro
216;3777606;anno
217;3833004;Quando
218;3845079;finalmente
219;3871980;ritornò
220;3892658;a
221;3902201;casa
222;3940776;il
223;3947832;padre
224;3958857;gli
225;3967236;chiese
226;3999429;Ebene
227;4037879;che
228;4041324;cosa
229;4054554;hai
230;;imparato
231;4117176;Caro
232;4129965;babbo
233;4157307;rispose
234;4200525;quest'
235;4210668;anno
236;4223016;ho
237;4226544;imparato
238;4254327;quello
239;4265793;che
240;4270644;gracidano
241;4298427;le
242;4305042;rane
243;4361049;Allora
244;4374720;il
245;4379130;padre
246;4391478;andò
247;4401180;su
248;4408677;tutte
249;4421907;le
250;4428963;furie
251;4458069;balzò
252;4476150;in
253;4483206;piedi
254;4502610;chiamò
255;4515840;la
256;4522014;servitù
257;4545387;e
258;4548033;disse
259;4591162;quest'
259;4602717;essere
260;4623444;non
261;4630059;è
262;4635792;più
263;4643730;mio
264;4653873;figlio
265;4686948;io
266;4691799;lo
267;4696209;scaccio
268;4720464;e
269;4721787;vi
270;4728843;ordino
271;4742514;di
272;4748247;condurlo
273;4768533;nel
274;4778235;bosco
275;4796316;e
276;4798521;di
277;4803372;ucciderlo
278;4877019;Essi
279;4887603;lo
280;4891572;presero
281;4909653;e
282;4910976;lo
283;4916709;condussero
284;4944933;fuori
285;4962573;ma
286;4966101;al
287;4971834;momento
288;4989915;di
289;4996530;ucciderlo
290;5019021;ne
291;5024754;ebero
292;5039307;pietà
293;5064444;e
294;5065767;lo
295;5070177;lasciarono
296;5095296;andare
297;5148675;Poi
298;5157495;strapparono
299;5187465;a
300;5189247;un
301;5194098;capriolo
302;5217471;gli
303;5223645;occhi
304;5235111;e
305;5236434;la
306;5240844;lingua
307;5268186;e
308;;li
309;5276124;portarono
310;5297733;al
311;5302584;vecchio
312;5323311;come
313;5334777;prova
314;5346243;della
315;5355504;sua
316;5365206;morte
317;5434884;Il
318;5441499;giovane
319;5455170;si
320;5462226;mise
321;5473251;in
322;5478543;camino
323;5512500;e
324;5514264;dopo
325;5525730;qualche
326;5540724;tempo
327;5557923;giunse
328;5569830;a
329;;un
330;5576886;castello
331;5601582;dove
332;5613048;chiese
333;5629806;asilo
334;5645682;per
335;5654502;la
336;5659794;notte
337;5715690;Sì
338;5749758;disse
339;5768280;il
340;5772690;castellano
341;5827448;Se
342;5833989;vuoi
343;5844132;pernottare
344;5873679;laggiù
345;5893083;nella
346;5902785;seconda
347;5923071;torre
348;5940270;va
349;5949531;pure
350;5984370;ma
351;5989662;ti
352;5995836;avverto
353;6017886;che
354;6024060;rischi
355;6039054;la
356;6044346;vita
357;6095061;è
358;6099471;piena
359;6110496;di
360;6116670;cani
361;6128136;feroci
362;6146658;che
363;6149304;abbaiano
364;6175764;e
365;6177087;latrano
366;6200019;senza
367;6217218;tregua
368;6255585;e
369;6261318;a
370;6270138;ore
371;6279399;fisse
372;6301890;bisogna
373;6321294;consegnare
374;6346431;loro
375;;un
376;6363630;essere
377;6379947;umano
378;6401556;che
379;6411258;essi
380;6429780;divorano
381;6458004;subito
382;6522831;Per
383;6532092;questo
384;6549732;nella
385;6564726;zona
386;6600888;ognuno
387;6618087;era
388;6625143;in
389;6632199;lutto
390;6665274;e
391;6666597;in
392;6674976;grande
393;6691293;tristezza
394;6747551;senza
395;6761853;sapere
396;6776406;tuttavia
397;6795810;che
398;6800661;cosa
399;6820506;fare
400;6868134;Il
401;6874308;giovane
402;6889302;disse
403;6916203;Lasciatemi
404;6940458;andare
405;6954570;da
406;6960303;quei
407;6969564;cani
408;6983235;feroci
409;7013223;e
410;7019397;datemi
411;7037478;qualcosa
412;7063497;da
413;7069230;gettare
414;7088193;loro
415;7097013;in
416;7104951;pasto
417;7138026;a
418;7140672;me
419;7145964;non
420;7153020;faranno
421;7168455;nulla
422;7229754;Poiché
423;7246071;questa
424;7269955;era
425;7276059;la
426;7280469;sua
427;7289730;volontà
428;7332066;gli
429;7340886;diedero
430;7357203;un
431;7362495;po
432;7366905;di
433;7374843;cibo
434;7384986;per
435;7393365;gli
436;7397775;animali
437;7428645;e
438;7429968;lo
439;7435701;condussero
440;7466571;giù
441;7472304;alla
442;7480242;torre
443;7554197;Quando
444;7564914;entrò
445;7579467;i
446;7582113;cani
447;7605486;gli
448;7611660;scodinzolarono
449;7646058;amichevolmente
450;7682431;intorno
451;7710003;senza
452;7724115;torcergli
453;7748370;un
454;7753221;capello
455;7790265;e
456;7791588;mangiarono
457;7830396;ciò
458;7838775;che
459;7842744;egli
460;7863471;mise
461;7875819;loro
462;7885080;davanti
463;7954758;Il
464;7958727;mattino
465;7975485;seguente
466;8002827;con
467;8009883;grande
468;8022672;stupore
469;8042076;di
470;8048250;tutti
471;8072505;uscì
472;8092350;sano
473;8101170;e
474;8102934;salvo
475;8122338;dalla
476;8132922;torre
477;8161146;e
478;8162910;disse
479;8178345;al
480;8183637;castellano
481;8237880;I
482;8240967;cani
483;8255520;mi
484;8260812;hanno
485;8266545;rivelato
486;8291682;nel
487;8300943;loro
488;8308440;linguaggio
489;8348571;perché
490;8360478;se
491;8368416;ne
492;8373267;stano
493;8390025;qua
494;8400556;ad
495;8405019;arrecar
496;8423982;danno
498;8436771;al
499;8444268;paese
500;8487666;sono
501;8500275;stregati
502;8560251;devono
503;8577009;custodire
504;8599059;un
505;8605233;gran
506;8617581;tesoro
507;8635662;nella
508;8646687;torre
509;8676675;e
510;8677998;non
511;8685936;si
512;8692992;cheterano
513;8719452;fino
514;8732241;a
515;8734446;quando
516;8748999;non
517;8756055;sarà
518;8766639;dissotterrato
519;8846460;I
520;8849106;loro
521;8856162;discorsi
522;8879976;mi
523;8884827;hanno
524;8888796;inoltre
525;8907759;rivelato
526;8926722;come
527;8942598;fare
528;8994195;A
529;8997282;queste
530;9011835;parole
531;9029475;tutti
532;9044910;si
533;9049320;rallegrarono
534;9084159;e
535;9086364;il
536;9091656;castellano
537;9119880;disse
538;9158449;Se
539;9165303;riesci
540;9180738;a
541;9182475;recuperare
542;9206316;il
543;9211167;tesoro
544;9243845;ti
545;9246888;darò
546;9256149;in
547;9259677;sposa
548;9280404;mia
549;9289224;figlia
550;9348759;Il
551;9355374;giovane
552;9371250;accettò
553;9386244;l
554;9388321;impresa
555;9422406;disseppellì
556;9445338;il
557;9454158;tesoro
558;9484146;e
559;9487682;i
560;9490320;cani
561;9505755;sparirono
562;9564328;Così
563;9576315;sposò
564;9593955;la
565;9598365;bella
566;9609390;fanciulla
567;9647316;e
568;9650403;vissero
569;9671130;insieme
570;9692298;felici
