sentence_ids,tokens,lemma,PoS,depparse,head,constituency
10,fosse,essere,AUX,cop,astrologo,"(ROOT (fs (SCONJ Siccome) (f (ibar (ADV non) (VERB sapeva)) (compt (sv2 (VERB scrivere)))) (PUNCT ,) (f (ibar (VERB venivano)) (compc (savv (ADV fuori)) (spd (ADP di) (sn (DET i) (NOUN segni) (sa (ADV ben) (ADJ strani)))))) (PUNCT ,) (fc (CCONJ e) (cp (sn (DET i) (NOUN servi) (f2 (PRON che) (f (ibar (VERB entravano)) (compin (sn (NUM due) (NOUN volte)) (sp (ADP a) (sn (DET il) (NOUN giorno))) (sv2 (ADP a) (VERB portargli) (compt (sv2 (ADP da) (VERB mangiare)))))))) (PUNCT ,) (f (ibar (PRON si) (VERB fecero)) (compt (sn (DET l') (NOUN idea) (fac (SCONJ che) (f (ir_infl (AUX fosse)) (compc (sn (DET un) (NOUN astrologo) (sa (ADJ sapiente))))))))))) (PUNCT .)))"
10,un,uno,DET,det,astrologo,"(ROOT (fs (SCONJ Siccome) (f (ibar (ADV non) (VERB sapeva)) (compt (sv2 (VERB scrivere)))) (PUNCT ,) (f (ibar (VERB venivano)) (compc (savv (ADV fuori)) (spd (ADP di) (sn (DET i) (NOUN segni) (sa (ADV ben) (ADJ strani)))))) (PUNCT ,) (fc (CCONJ e) (cp (sn (DET i) (NOUN servi) (f2 (PRON che) (f (ibar (VERB entravano)) (compin (sn (NUM due) (NOUN volte)) (sp (ADP a) (sn (DET il) (NOUN giorno))) (sv2 (ADP a) (VERB portargli) (compt (sv2 (ADP da) (VERB mangiare)))))))) (PUNCT ,) (f (ibar (PRON si) (VERB fecero)) (compt (sn (DET l') (NOUN idea) (fac (SCONJ che) (f (ir_infl (AUX fosse)) (compc (sn (DET un) (NOUN astrologo) (sa (ADJ sapiente))))))))))) (PUNCT .)))"
10,astrologo,astrologo,NOUN,acl,idea,"(ROOT (fs (SCONJ Siccome) (f (ibar (ADV non) (VERB sapeva)) (compt (sv2 (VERB scrivere)))) (PUNCT ,) (f (ibar (VERB venivano)) (compc (savv (ADV fuori)) (spd (ADP di) (sn (DET i) (NOUN segni) (sa (ADV ben) (ADJ strani)))))) (PUNCT ,) (fc (CCONJ e) (cp (sn (DET i) (NOUN servi) (f2 (PRON che) (f (ibar (VERB entravano)) (compin (sn (NUM due) (NOUN volte)) (sp (ADP a) (sn (DET il) (NOUN giorno))) (sv2 (ADP a) (VERB portargli) (compt (sv2 (ADP da) (VERB mangiare)))))))) (PUNCT ,) (f (ibar (PRON si) (VERB fecero)) (compt (sn (DET l') (NOUN idea) (fac (SCONJ che) (f (ir_infl (AUX fosse)) (compc (sn (DET un) (NOUN astrologo) (sa (ADJ sapiente))))))))))) (PUNCT .)))"
10,sapiente,sapiente,ADJ,amod,astrologo,"(ROOT (fs (SCONJ Siccome) (f (ibar (ADV non) (VERB sapeva)) (compt (sv2 (VERB scrivere)))) (PUNCT ,) (f (ibar (VERB venivano)) (compc (savv (ADV fuori)) (spd (ADP di) (sn (DET i) (NOUN segni) (sa (ADV ben) (ADJ strani)))))) (PUNCT ,) (fc (CCONJ e) (cp (sn (DET i) (NOUN servi) (f2 (PRON che) (f (ibar (VERB entravano)) (compin (sn (NUM due) (NOUN volte)) (sp (ADP a) (sn (DET il) (NOUN giorno))) (sv2 (ADP a) (VERB portargli) (compt (sv2 (ADP da) (VERB mangiare)))))))) (PUNCT ,) (f (ibar (PRON si) (VERB fecero)) (compt (sn (DET l') (NOUN idea) (fac (SCONJ che) (f (ir_infl (AUX fosse)) (compc (sn (DET un) (NOUN astrologo) (sa (ADJ sapiente))))))))))) (PUNCT .)))"
10,.,.,PUNCT,punct,venivano,"(ROOT (fs (SCONJ Siccome) (f (ibar (ADV non) (VERB sapeva)) (compt (sv2 (VERB scrivere)))) (PUNCT ,) (f (ibar (VERB venivano)) (compc (savv (ADV fuori)) (spd (ADP di) (sn (DET i) (NOUN segni) (sa (ADV ben) (ADJ strani)))))) (PUNCT ,) (fc (CCONJ e) (cp (sn (DET i) (NOUN servi) (f2 (PRON che) (f (ibar (VERB entravano)) (compin (sn (NUM due) (NOUN volte)) (sp (ADP a) (sn (DET il) (NOUN giorno))) (sv2 (ADP a) (VERB portargli) (compt (sv2 (ADP da) (VERB mangiare)))))))) (PUNCT ,) (f (ibar (PRON si) (VERB fecero)) (compt (sn (DET l') (NOUN idea) (fac (SCONJ che) (f (ir_infl (AUX fosse)) (compc (sn (DET un) (NOUN astrologo) (sa (ADJ sapiente))))))))))) (PUNCT .)))"
11,Questi,questo,DET,det,servi,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,servi,servo,NOUN,nsubj,loro,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,erano,essere,AUX,aux,loro,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,stati,essere,AUX,cop,loro,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,loro,loro,PRON,root,ROOT,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,a,a,ADP,mark,rubare,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,rubare,rubare,VERB,ccomp,loro,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,l',il,DET,det,anello,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,anello,anello,NOUN,obj,rubare,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,",",",",PUNCT,punct,parevano,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,e,e,CCONJ,cc,parevano,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,con,con,ADP,case,coscienza,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,la,il,DET,det,coscienza,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,coscienza,coscienza,NOUN,obl,parevano,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,sporca,sporco,ADJ,amod,coscienza,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,che,che,PRON,nsubj,avevano,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,avevano,avere,VERB,acl:relcl,coscienza,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,",",",",PUNCT,punct,parevano,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,le,il,DET,det,occhiatacce,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,occhiatacce,occhiataccia,NOUN,nsubj,parevano,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
11,che,che,PRON,nsubj,rivolgeva,"(ROOT (fc (f (sn (sa (DET Questi)) (NOUN servi)) (ibar (AUX erano) (AUX stati)) (compc (sn (PRON loro)) (sv2 (ADP a) (VERB rubare) (compt (sn (DET l') (NOUN anello)))))) (PUNCT ,) (CCONJ e) (cp (sp (ADP con) (sn (DET la) (NOUN coscienza) (sa (ADJ sporca)) (f2 (PRON che) (f (ibar (VERB avevano)))))) (PUNCT ,) (sn (DET le) (NOUN occhiatacce) (f2 (PRON che) (f (ibar (VERB rivolgeva)) (compt (sn (sa (DET loro)) (PROPN Gambara)) (sn (sq (DET ogni)) (NOUN volta) (f2 (PRON che) (f (ibar (VERB entravano))))))))) (fp (PUNCT ,) (sp (ADP per) (sv2 (VERB dar) (compin (PRON si) (sn (NOUN aria) (spd (ADP d') (sn (NOUN uomo) (spd (ADP d') (sn (NOUN autorità))))))))) (PUNCT ,)) (f (ibar (VERB parevano)) (compt (sn (sa (DET loro)) (NOUN occhiate) (spd (ADP di) (sn (NOUN sospetto))))))) (PUNCT .)))"
