sentence_ids,tokens,lemma,PoS,depparse,head,constituency
30,re,re,NOUN,nmod,regalo,"(ROOT (f (ibar (VERB Bisogna)) (compin (sv2 (VERB sapere) (compt (fac (SCONJ che) (cp (sp (ADP in) (sn (sa (DET quel)) (NOUN paese))) (f (ibar (AUX era)) (compc (sn (DET la) (ADJ prima) (NOUN volta) (fac (SCONJ che) (f (ibar (PRON se) (PRON ne) (VERB vedevano))))) (fp (PUNCT ,) (sn (NOUN regalo) (spd (ADP di) (sn (DET un) (NOUN re) (spd (ADP d') (sn (sa (ADJ altro)) (NOUN paese) (PUNCT .))))))))))))))))"
30,d',di,ADP,case,paese,"(ROOT (f (ibar (VERB Bisogna)) (compin (sv2 (VERB sapere) (compt (fac (SCONJ che) (cp (sp (ADP in) (sn (sa (DET quel)) (NOUN paese))) (f (ibar (AUX era)) (compc (sn (DET la) (ADJ prima) (NOUN volta) (fac (SCONJ che) (f (ibar (PRON se) (PRON ne) (VERB vedevano))))) (fp (PUNCT ,) (sn (NOUN regalo) (spd (ADP di) (sn (DET un) (NOUN re) (spd (ADP d') (sn (sa (ADJ altro)) (NOUN paese) (PUNCT .))))))))))))))))"
30,altro,altro,ADJ,amod,paese,"(ROOT (f (ibar (VERB Bisogna)) (compin (sv2 (VERB sapere) (compt (fac (SCONJ che) (cp (sp (ADP in) (sn (sa (DET quel)) (NOUN paese))) (f (ibar (AUX era)) (compc (sn (DET la) (ADJ prima) (NOUN volta) (fac (SCONJ che) (f (ibar (PRON se) (PRON ne) (VERB vedevano))))) (fp (PUNCT ,) (sn (NOUN regalo) (spd (ADP di) (sn (DET un) (NOUN re) (spd (ADP d') (sn (sa (ADJ altro)) (NOUN paese) (PUNCT .))))))))))))))))"
30,paese,paese,NOUN,nmod,re,"(ROOT (f (ibar (VERB Bisogna)) (compin (sv2 (VERB sapere) (compt (fac (SCONJ che) (cp (sp (ADP in) (sn (sa (DET quel)) (NOUN paese))) (f (ibar (AUX era)) (compc (sn (DET la) (ADJ prima) (NOUN volta) (fac (SCONJ che) (f (ibar (PRON se) (PRON ne) (VERB vedevano))))) (fp (PUNCT ,) (sn (NOUN regalo) (spd (ADP di) (sn (DET un) (NOUN re) (spd (ADP d') (sn (sa (ADJ altro)) (NOUN paese) (PUNCT .))))))))))))))))"
30,.,.,PUNCT,punct,Bisogna,"(ROOT (f (ibar (VERB Bisogna)) (compin (sv2 (VERB sapere) (compt (fac (SCONJ che) (cp (sp (ADP in) (sn (sa (DET quel)) (NOUN paese))) (f (ibar (AUX era)) (compc (sn (DET la) (ADJ prima) (NOUN volta) (fac (SCONJ che) (f (ibar (PRON se) (PRON ne) (VERB vedevano))))) (fp (PUNCT ,) (sn (NOUN regalo) (spd (ADP di) (sn (DET un) (NOUN re) (spd (ADP d') (sn (sa (ADJ altro)) (NOUN paese) (PUNCT .))))))))))))))))"
31,-,-,PUNCT,punct,sapermi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,Tu,tu,PRON,nsubj,sapermi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,che,che,DET,det,is,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,is,is,X,flat:foreign,Tu,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,i,il,DET,det,astrologo,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,astrologo,astrologo,NOUN,nmod,Tu,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,",",",",PUNCT,punct,disse,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,-,-,PUNCT,punct,disse,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,disse,dire,VERB,parataxis,sapermi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,il,il,DET,det,Re,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,Re,Re,PROPN,nsubj,disse,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,a,a,ADP,case,contadino,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,il,il,DET,det,contadino,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,contadino,contadino,NOUN,obl,disse,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,",",",",PUNCT,punct,disse,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,-,-,PUNCT,punct,disse,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,dovresti,dovere,AUX,aux,sapermi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,sapermi,sapere,VERB,root,ROOT,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,dire,dire,VERB,ccomp,sapermi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,come,come,SCONJ,mark,chiamano,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,si,si,PRON,expl,chiamano,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,chiamano,chiamare,VERB,ccomp,dire,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,questi,questo,PRON,nsubj,chiamano,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,che,che,PRON,nsubj,qui,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,sono,essere,AUX,cop,qui,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,qui,qui,ADV,acl:relcl,questi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,in,in,ADP,case,piatto,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,il,il,DET,det,piatto,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,piatto,piatto,NOUN,obl,qui,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
31,.,.,PUNCT,punct,sapermi,"(ROOT (cp (fp (PUNCT -) (sn (PRON Tu) (DET che) (X is) (DET i) (NOUN astrologo)) (PUNCT ,)) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re)) (sp (ADP a) (sn (DET il) (NOUN contadino))))) (PUNCT ,)) (PUNCT -) (f (ir_infl (AUX dovresti) (VERB sapermi) (VERB dire)) (compt (fint (SCONJ come) (f (ibar (PRON si) (VERB chiamano)) (compt (sn (PRON questi) (f2 (PRON che) (f (ibar (AUX sono)) (compc (savv (ADV qui)) (sp (ADP in) (sn (DET il) (NOUN piatto)))))))))))) (PUNCT .)))"
32,Il,il,DET,det,poveretto,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,poveretto,poveretto,NOUN,nsubj,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,di,di,ADP,case,bestie,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,bestie,bestia,NOUN,nmod,poveretto,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,così,così,ADV,advmod,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,non,non,ADV,advmod,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,ne,ne,PRON,iobj,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,aveva,avere,AUX,aux,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,mai,mai,ADV,advmod,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,viste,vedere,VERB,root,ROOT,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
32,.,.,PUNCT,punct,viste,(ROOT (cp (sn (DET Il) (NOUN poveretto) (spd (ADP di) (sn (NOUN bestie)))) (savv (ADV così)) (f (ibar (ADV non) (PRON ne) (AUX aveva) (ADV mai) (VERB viste) (PUNCT .)))))
33,E,e,CCONJ,cc,disse,"(ROOT (fc (CCONJ E) (f (ibar (VERB disse)) (compt (sp (ADP tra) (sn (PRON sé))) (PUNCT ,) (sp (ADP a) (sn (sa (ADJ mezza)) (NOUN voce))) (PUNCT :) (PUNCT -) (sn (INTJ Ah)) (PUNCT ,) (sn (PROPN Gambara)) (PUNCT ,) (sn (PROPN Gambara…) (X is) (X i)) (sa (VERB finito) (compin (savv (ADV male)))) (PUNCT !) (PUNCT -) (sn (ADJ Bravo)) (PUNCT !))) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re) (f2 (PRON che) (f (ibar (ADV non) (VERB sapeva)) (compt (sn (DET il) (sa (ADJ vero)) (NOUN nome) (spd (ADP di) (sn (DET il) (NOUN contadino) (PUNCT .)))))))))))))"
33,disse,dire,VERB,root,ROOT,"(ROOT (fc (CCONJ E) (f (ibar (VERB disse)) (compt (sp (ADP tra) (sn (PRON sé))) (PUNCT ,) (sp (ADP a) (sn (sa (ADJ mezza)) (NOUN voce))) (PUNCT :) (PUNCT -) (sn (INTJ Ah)) (PUNCT ,) (sn (PROPN Gambara)) (PUNCT ,) (sn (PROPN Gambara…) (X is) (X i)) (sa (VERB finito) (compin (savv (ADV male)))) (PUNCT !) (PUNCT -) (sn (ADJ Bravo)) (PUNCT !))) (fp (PUNCT -) (f (ibar (VERB disse)) (compt (sn (DET il) (PROPN Re) (f2 (PRON che) (f (ibar (ADV non) (VERB sapeva)) (compt (sn (DET il) (sa (ADJ vero)) (NOUN nome) (spd (ADP di) (sn (DET il) (NOUN contadino) (PUNCT .)))))))))))))"
