word,semantic_dissimilarity
Cinque,
minuti,0.7043976783752441
di,0.46711599826812744
pace,0.4172384440898895
Gli,0.40331971645355225
elefantini,0.4698305130004883
stanno,0.4223031997680664
facendo,0.38822078704833984
colazione,0.35973623394966125
Mamma,0.38418692350387573
Elefante,0.41143667697906494
prende,0.36844444274902344
un,0.35233062505722046
vassoio,0.36428195238113403
e,0.3182235360145569
ci,0.45021140575408936
dispone,0.4371204376220703
una,0.3022654056549072
teiera,0.4298313856124878
la,0.2574402689933777
sua,0.3894771933555603
tazza,0.3090968132019043
preferita,0.34356561303138733
un,0.22030693292617798
piatto,0.29082953929901123
di,0.3122367858886719
toast,0.39705532789230347
con,0.35014432668685913
la,0.288543164730072
marmellata,0.35642915964126587
e,0.2617192268371582
una,0.2042635679244995
tortina,0.3445452153682709
Poi,0.4397187829017639
si,0.3492274284362793
mette,0.36827152967453003
in,0.4354504346847534
tasca,0.4411656856536865
il,0.29222041368484497
giornale,0.3793073296546936
e,0.32760149240493774
procede,0.44938111305236816
di,0.4051080346107483
soppiatto,0.509709894657135
verso,0.41787397861480713
la,0.30788999795913696
porta,0.36516886949539185
Dove,0.4900217056274414
vai,0.4407200813293457
con,0.4063034653663635
quel,0.4204193949699402
vassoio,0.44305580854415894
mamma,0.4943769574165344
chiede,0.4123270511627197
Eleonora,0.41590702533721924
Vado,0.3720036447048187
in,0.3443518280982971
bagno,0.38571402430534363
risponde,0.3813799023628235
la,0.3323729634284973
mamma,0.3672756850719452
Perché,0.3949706256389618
domandano,0.3861052095890045
gli,0.3371327519416809
altri,0.41963350772857666
elefantini,0.46325892210006714
Perché,0.4003695249557495
voglio,0.435172975063324
cinque,0.4649389982223511
minuti,0.4757872223854065
di,0.45003777742385864
pace,0.45504891872406006
lontana,0.4922555685043335
da,0.44159984588623047
voi,0.3693941831588745
ecco,0.46117979288101196
perché,0.4350101053714752
Possiamo,0.4014805853366852
venire,0.38429927825927734
anche,0.4053977131843567
noi,0.43434783816337585
le,0.5066440105438232
chiede,0.49995023012161255
Eliseo,0.47281625866889954
No,0.3893423080444336
dice,0.378497838973999
la,0.35235512256622314
mamma,0.3765212893486023
non,0.333403617143631
potete,0.38080406188964844
Ma,0.40306973457336426
cosa,0.4563291668891907
faremo,0.4666554927825928
allora,0.4577959477901459
chiede,0.39606189727783203
Eleonora,0.3708961009979248
Giocherete,0.4165743887424469
al,0.3740047216415405
piano,0.42487168312072754
di,0.40189915895462036
sotto,0.38043898344039917
per,0.34394192695617676
conto,0.5442669987678528
vostro,0.36606866121292114
La,0.35772550106048584
mamma,0.40260064601898193
si,0.377305269241333
prepara,0.4415634870529175
un,0.33391082286834717
bagno,0.40417706966400146
caldo,0.4878181219100952
si,0.3455210328102112
mette,0.3595927953720093
la,0.32182008028030396
cuffietta,0.38714778423309326
ed,0.36091649532318115
entra,0.3353436589241028
nella,0.3141019344329834
vasca,0.3420909643173218
Poi,0.3362974226474762
sorseggia,0.3728395104408264
una,0.30050796270370483
tazza,0.36111634969711304
di,0.36954909563064575
the,0.40773969888687134
e,0.24289387464523315
si,0.24639642238616943
distende,0.3555847704410553
chiudendo,0.3490522503852844
gli,0.38095229864120483
occhi,0.4108593761920929
che,0.47909486293792725
paradiso,0.46945720911026
Posso,0.49225834012031555
suonarti,0.4924356937408447
qualcosa,0.42449167370796204
Le,0.47298985719680786
chiede,0.435092031955719
Eliseo,0.48130977153778076
Devi,0.39575111865997314
proprio,0.4073282778263092
Mi,0.3504573404788971
sono,0.43401646614074707
esercitato,0.44616514444351196
me,0.3915611505508423
lo,0.4318140149116516
hai,0.3672979474067688
detto,0.3477783799171448
tu,0.3719632029533386
Ti,0.3458166718482971
prego,0.40223628282546997
solo,0.3909943699836731
per,0.38546109199523926
un,0.3874400854110718
minuto,0.41970834136009216
Va,0.3941638469696045
bene,0.434249609708786
sospira,0.470876008272171
la,0.37829840183258057
mamma,0.40441450476646423
Ed,0.43796825408935547
Eliseo,0.4758625030517578
suona,0.3905949592590332
Stella,0.4484784007072449
Stellina,0.44334644079208374
per,0.36085498332977295
una,0.3822009563446045
volta,0.4248863458633423
e,0.49782073497772217
mezza,0.36980563402175903
Poi,0.34054601192474365
arriva,0.331890344619751
Eleonora,0.3416042923927307
Posso,0.4899231493473053
leggerti,0.4524000883102417
una,0.3113301396369934
pagina,0.37405967712402344
del,0.40275973081588745
mio,0.386669397354126
libro,0.45074474811553955
mamma,0.44757169485092163
No,0.40813973546028137
Eleonora,0.39961937069892883
su,0.3724907338619232
adesso,0.37636643648147583
andate,0.42069947719573975
tutti,0.440479576587677
al,0.369839072227478
piano,0.37307536602020264
di,0.37746965885162354
sotto,0.40795430541038513
Ma,0.37439751625061035
Eliseo,0.4030349850654602
lo,0.3691871166229248
hai,0.38044363260269165
lasciato,0.4094884395599365
suonare,0.33026278018951416
l',0.37588760256767273
ho,0.37949949502944946
sentito,0.30896779894828796
vuoi,0.4013349413871765
più,0.3799823522567749
bene,0.4184405207633972
a,0.35984301567077637
lui,0.3150426745414734
che,0.3965655565261841
a,0.33649730682373047
me,0.3355420231819153
non,0.3285105228424072
è,0.3126346468925476
giusto,0.4218590259552002
Non,0.45789775252342224
essere,0.3838036060333252
sciocca,0.4382593631744385
Eleonora,0.47615548968315125
dice,0.43827152252197266
la,0.3439285159111023
mamma,0.3866034746170044
Comunque,0.3821769654750824
d',0.40401172637939453
accordo,0.3310784101486206
leggi,0.411872923374176
pure,0.37123772501945496
ma,0.3948884606361389
solo,0.4006878733634949
una,0.3697856068611145
pagina,0.37232252955436707
E,0.39137518405914307
così,0.39986032247543335
Eleonora,0.40337324142456055
legge,0.38191360235214233
quattro,0.38533806800842285
pagine,0.34771108627319336
di,0.38736283779144287
Cappuccetto,0.4941118657588959
Rosso,0.38954752683639526
Ed,0.4209553003311157
arriva,0.4226824641227722
Edo,0.4100935757160187
carico,0.4504178762435913
di,0.39957690238952637
giocattoli,0.34937387704849243
Sono,0.4421001076698303
per,0.44746237993240356
te,0.4803890585899353
mamma,0.460479736328125
e,0.337865948677063
li,0.38322436809539795
getta,0.3877180218696594
nella,0.3860461115837097
vasca,0.4582100510597229
da,0.4865468740463257
bagno,0.37230774760246277
Grazie,0.4141889810562134
piccolo,0.45745304226875305
dice,0.40202611684799194
la,0.3461073637008667
mamma,0.37029194831848145
rassegnata,0.39113640785217285
Posso,0.45444560050964355
guardare,0.3779512047767639
la,0.31102269887924194
pagina,0.3747168183326721
dei,0.38079243898391724
fumetti,0.4046621322631836
Posso,0.34559696912765503
mangiare,0.3105449676513672
la,0.26954013109207153
torta,0.347817063331604
Posso,0.332378625869751
entrare,0.33717960119247437
nella,0.35415273904800415
vasca,0.3720185160636902
con,0.4118257164955139
te,0.4890289604663849
chiedono,0.5026572942733765
i,0.4226808547973633
tre,0.5047600269317627
elefantini,0.4673132002353668
La,0.32135432958602905
mamma,0.3794834017753601
sospira,0.4133087396621704
alla,0.37240809202194214
fine,0.3653988838195801
entrano,0.3198910355567932
tutti,0.35223251581192017
nella,0.3631604313850403
vasca,0.3455057740211487
Edo,0.4257984161376953
è,0.3402661681175232
talmente,0.4642673134803772
euforico,0.38703298568725586
che,0.3279632329940796
si,0.24832874536514282
lancia,0.3295244574546814
con,0.3875389099121094
il,0.3569198250770569
pigiama,0.41777870059013367
ancora,0.4044005870819092
addosso,0.3727661669254303
La,0.3235971927642822
mamma,0.42190372943878174
esce,0.3521411716938019
si,0.2818756699562073
asciuga,0.32021182775497437
si,0.24990159273147583
mette,0.3338487148284912
la,0.2648051977157593
vestaglia,0.3866230547428131
e,0.26642006635665894
va,0.31849169731140137
verso,0.38955193758010864
la,0.2992594838142395
porta,0.351515531539917
Dove,0.5090711116790771
vai,0.45792603492736816
mamma,0.5024354457855225
vado,0.38780832290649414
in,0.31126660108566284
cucina,0.3548947870731354
Perché,0.4285701811313629
domanda,0.365966260433197
Eliseo,0.43168601393699646
Perché,0.34346437454223633
voglio,0.42158234119415283
cinque,0.4711206555366516
minuti,0.45797622203826904
di,0.463104248046875
pace,0.4671732783317566
lontana,0.47939932346343994
da,0.43817204236984253
voi,0.36062079668045044
E,0.40772944688796997
scende,0.44240903854370117
al,0.4137473702430725
piano,0.40873950719833374
di,0.37723618745803833
sotto,0.36805424094200134
dove,0.3469494581222534
finalmente,0.4123026132583618
si,0.37713199853897095
gode,0.42407041788101196
3,0.3671831488609314
minuti,0.336168110370636
e,0.4819820523262024
45,0.4437066316604614
secondi,0.36785662174224854
di,0.3809886574745178
pace,0.37947574257850647
prima,0.4264637231826782
che,0.5077683925628662
gli,0.39309078454971313
elefantini,0.5152828097343445
la,0.7165684103965759
raggiungano,0.3765840530395508
