BEGIN,semantic_dissimilarity,type_of_words,word
89523,0.5,content,Bianco
115101,0.7185202240943909,function,e
118188,0.4604331851005554,content,nero
213444,0.4224875271320343,function,C'
220059,0.3295844793319702,content,era
234171,0.2431862354278564,function,una
241668,0.3811014294624328,content,gallina
265041,0.3346071541309356,content,bianca
313992,0.4039519429206848,content,contenta
346185,0.4687831401824951,function,di
352359,0.37270188331604,function,essere
370881,0.2949717044830322,content,bianca
421596,0.2570114135742187,function,che
428652,0.342792809009552,content,faceva
446733,0.3240381479263305,content,bellissime
482013,0.3490569591522217,content,uova
499653,0.3034172356128692,content,bianche
567126,0.3386096954345703,function,le
575064,0.3773505687713623,content,covava
597555,0.3538553118705749,content,contenta
648711,0.3368059396743774,content,comoda
702072,0.466384619474411,content,Immaginate
728532,0.4586442708969116,function,come
743967,0.3916244208812713,content,rimase
783657,0.4539321660995483,function,cosa
799092,0.3793806135654449,content,pensò
844074,0.3745498061180115,function,cosa
863478,0.3151825964450836,content,disse
897876,0.2779242992401123,function,cosa
915075,0.3711701333522796,content,coccò
969975,0.309352159500122,function,quando
987297,0.397682785987854,function,una
995337,0.4779978394508362,content,mattina
1017828,0.3473958969116211,content,guardò
1035909,0.3915686011314392,function,l'
1041201,0.437249481678009,content,uovo
1056636,0.4367689490318298,function,appena
1074717,0.4066387414932251,content,fatto
1109115,0.2872366309165954,function,e
1115730,0.3200560212135315,content,vide
1135134,0.3424089550971985,function,che
1143072,0.3135709762573242,function,era
1152333,0.3779021799564361,content,nero
1224216,0.5138733386993408,function,E
1229508,0.4109485149383545,function,questo
1263024,0.5377042293548584,function,coo
1302714,0.4040678739547729,function,cos'
1321677,0.3699299395084381,function,è
1344609,0.4555083513259887,content,strillava
1408113,0.3554270267486572,function,Ma
1425192,0.4534497261047363,function,coo
1462276,0.3677351474761963,function,come
1480437,0.3771399259567261,function,può
1489698,0.5040804147720337,function,essermi
1511307,0.4446900486946106,content,venuto
1535412,0.3506385684013366,function,un
1542177,0.4234246611595154,content,uovo
1556730,0.4755010604858398,function,così
1577016,0.3816079795360565,content,buio
1633464,0.3925874829292297,content,Piangeva
1679769,0.3311237692832947,function,si
1692117,0.3891496658325195,content,sconsolava
1756944,0.3056129217147827,function,e
1763118,0.3179393410682678,function,le
1769733,0.3848692774772644,content,altre
1784727,0.4296178519725799,content,galline
1825740,0.3746253848075866,function,le
1834119,0.4057039618492126,content,facevano
1860579,0.5278710126876831,function,coo
1876455,0.4897417426109314,content,coo
1897182,0.4051037430763244,function,di
1902474,0.3805114030838012,content,consolazione
1980972,0.3429639339447021,function,ma
1986264,0.3457258343696594,function,lei
2015370,0.3430713415145874,function,non
2025954,0.338923692703247,function,si
2033892,0.3417604863643646,content,consolava
2136204,0.4144628047943115,function,Quando
2151198,0.4157459735870361,function,poi
2164869,0.3110420107841491,function,si
2169720,0.4226763248443603,content,mise
2183832,0.4142142534255981,function,a
2186037,0.3971076011657715,content,covare
2240721,0.4093956351280212,function,non
2251305,0.5091461539268494,content,dico
2268504,0.3346386551856994,function,che
2279780,0.3607765436172485,function,quello
2295405,0.2804180979728699,function,non
2301138,0.3190574049949646,function,lo
2309958,0.3866654634475708,content,covasse
2358027,0.3780117630958557,function,ma
2362878,0.3187786936759949,function,lo
2371257,0.3674076199531555,content,teneva
2392425,0.3450437784194946,function,un
2403891,0.4155441224575043,function,po'
2414034,0.368815153837204,content,discosto
2468277,0.3626496791839599,function,come
2483271,0.412639856338501,function,per
2490768,0.4578986763954162,content,paura
2507526,0.3671209812164306,function,che
2511936,0.3752740919589996,content,sporcasse
2550303,0.3369530439376831,function,le
2556918,0.4038892388343811,content,altre
2572353,0.3923699557781219,content,uova
2642031,0.5152468085289001,function,Chissà
2666727,0.3631832003593445,function,cosa
2681280,0.4183503985404968,content,uscirà
2708622,0.3733647465705871,function,da
2715237,0.3937129378318786,function,quest'
