BEGIN,Zipf_freq,type_of_words,word
89523,4.744381459,content,bianco
115101,2.741151583,function,e
118188,4.823329902,content,nero
213444,6.166704172,function,c
220059,6.283626334,content,era
234171,6.801817508,function,una
241668,3.788069718,content,gallina
265041,4.577778759,content,bianca
313992,4.560510121,content,contenta
346185,7.232814475,function,di
352359,6.225206681,function,essere
370881,4.577778759,content,bianca
421596,7.250456545,function,che
428652,4.910958432,content,faceva
446733,3.798378253,content,bellissime
482013,4.40827555,content,uova
499653,3.853208746,content,bianche
567126,6.624997683,function,le
575064,2.003836587,content,covava
597555,4.560510121,content,contenta
648711,3.826406977,content,comoda
702072,3.696751264,content,immaginate
728532,6.562704781,function,come
743967,3.767840186,content,rimase
783657,6.632253028,function,cosa
799092,3.538253245,content,pensò
844074,6.632253028,function,cosa
863478,4.869305017,content,disse
897876,6.632253028,function,cosa
915075,2.433961279,content,coccò
969975,6.212844009,function,quando
987297,6.801817508,function,una
995337,4.951684874,content,mattina
1017828,3.365564423,content,guardò
1035909,6.640107629,function,l
1041201,4.054840607,content,uovo
1056636,5.596423265,function,appena
1074717,6.237129549,content,fatto
1109115,2.741151583,function,e
1115730,3.892491215,content,vide
1135134,7.250456545,function,che
1143072,6.283626334,function,era
1152333,4.823329902,content,nero
1224216,2.741151583,function,e
1229508,6.484206212,function,questo
1263024,2.337051266,function,coo
1302714,5.536189109,function,cos
1321677,7.249521761,function,è
1344609,2.469676831,content,strillava
1408113,6.662005813,function,ma
1425192,2.337051266,function,coo
1462276,6.562704781,function,come
1480437,5.884100369,function,può
1489698,4.263540707,function,essermi
1511307,5.263283434,content,venuto
1535412,7.065833912,function,un
1542177,4.054840607,content,uovo
1556730,6.287788074,function,così
1577016,4.55613033,content,buio
1633464,3.545031669,content,piangeva
1679769,6.553884221,function,si
1692117,1.000000000,content,sconsolava
1756944,2.741151583,function,e
1763118,6.624997683,function,le
1769733,5.238314932,content,altre
1784727,3.533345911,content,galline
1825740,6.624997683,function,le
1834119,4.240335091,content,facevano
1860579,2.337051266,function,coo
1876455,2.337051266,content,coo
1897182,7.232814475,function,di
1902474,3.497348258,content,consolazione
1980972,6.662005813,function,ma
1986264,6.235566848,function,lei
2015370,7.259198169,function,non
2025954,6.553884221,function,si
2033892,2.065984493,content,consolava
2136204,6.212844009,function,quando
2151198,5.853751865,function,poi
2164869,6.553884221,function,si
2169720,3.850364012,content,mise
2183832,7.004335738,function,a
2186037,2.469676831,content,covare
2240721,7.259198169,function,non
2251305,5.401535996,content,dico
2268504,7.250456545,function,che
2279780,6.160949149,function,quello
2295405,7.259198169,function,non
2301138,6.655915487,function,lo
2309958,1.668044485,content,covasse
2358027,6.662005813,function,ma
2362878,6.655915487,function,lo
2371257,4.057801044,content,teneva
2392425,7.065833912,function,un
2403891,4.399095757,function,po
2414034,1.367014489,content,discosto
2468277,6.562704781,function,come
2483271,6.912435835,function,per
2490768,5.417420026,content,paura
2507526,7.250456545,function,che
2511936,1.792983221,content,sporcasse
2550303,6.624997683,function,le
2556918,5.238314932,content,altre
2572353,4.40827555,content,uova
2642031,4.575276644,function,chissà
2666727,6.632253028,function,cosa
2681280,3.965075089,content,uscirà
2708622,6.577812618,function,da
2715237,5.148147288,function,quest
2730672,4.054840607,content,uovo
2762865,6.553884221,function,si
2774772,3.042181579,content,lamentava
2843568,4.575276644,function,chissà
2866941,7.250456545,function,che
2872674,2.381254928,content,uccellaccio
2927358,7.250456545,function,che
2936619,1.792983221,content,corvaccio
3017322,2.741151583,function,e
3021732,6.583110863,function,se
