BEGIN,semantic_dissimilarity,type_of_words,word
89964.0,0.5,function,Il
100989.0,0.6883478760719299,content,contadino
134505.0,0.4755452573299408,content,astrologo
236817.0,0.405264675617218,function,Un
245196.0,0.4151247143745422,content,Re
270774.0,0.4063781499862671,function,aveva
287532.0,0.4342532157897949,content,perduto
321489.0,0.288852334022522,function,un
327663.0,0.3127550482749939,content,anello
345744.0,0.3234138488769531,content,prezioso
404397.0,0.3996891379356384,content,Cerca
419391.0,0.4701188504695892,function,qua
430416.0,0.3685752153396606,content,cerca
447615.0,0.3912295997142792,function,là
460845.0,0.3547663688659668,function,non
469665.0,0.326140820980072,function,si
477603.0,0.2978237569332123,content,trova
516411.0,0.4605180323123932,content,Mise
544635.0,0.3746871948242187,function,fuori
556542.0,0.2934555411338806,function,un
564480.0,0.3983157873153686,content,bando
597996.0,0.3419780731201172,function,che
602847.0,0.414297878742218,function,se
612108.0,0.3439554572105407,function,un
616959.0,0.4851895570755005,content,astrologo
650475.0,0.3739483952522278,function,gli
659295.0,0.3580622673034668,content,sa
665910.0,0.380214512348175,content,dire
679140.0,0.4075356721878052,function,dov'
686637.0,0.334525853395462,content,è
700749.0,0.3261256217956543,function,lo
709128.0,0.3504493832588196,content,fa
715302.0,0.3737349510192871,content,ricco
734706.0,0.3638772368431091,function,per
743085.0,0.421536922454834,function,tutta
754110.0,0.3611662983894348,function,la
761166.0,0.3624524474143982,content,vita
822465.0,0.4034540057182312,function,C'
837316.0,0.4144163727760315,content,era
836577.0,0.333745002746582,function,un
838782.0,0.4889512658119201,content,contadino
864801.0,0.4060214757919311,function,senza
882441.0,0.3859504461288452,function,un
889056.0,0.3877462446689605,content,soldo
925218.0,0.2954471111297607,function,che
930951.0,0.3169917464256286,function,non
938448.0,0.37147057056427,content,sapeva
953442.0,0.4386596083641052,function,né
959175.0,0.3631446957588196,content,leggere
977697.0,0.3837257623672485,function,né
984753.0,0.3501566350460052,content,scrivere
1009008.0,0.3108513355255127,function,e
1010772.0,0.3190839886665344,function,si
1027530.0,0.3504502773284912,content,chiamava
1050903.0,0.4895252585411072,content,Gàmbara
1078686.0,0.483621746301651,function,Sarà
1120140.0,0.4564566612243652,function,tanto
1132488.0,0.3923175930976867,content,difficile
1160712.0,0.4129003882408142,content,far
1167327.0,0.4117228090763092,function,l'
1169973.0,0.4445683062076568,content,astrologo
1207899.0,0.4100406169891357,function,si
1218924.0,0.4108490347862243,content,disse
1262583.0,0.3579219579696655,function,Mi
1267434.0,0.4614084362983703,function,ci
1271844.0,0.4242223501205444,function,voglio
1283310.0,0.4290540218353271,content,provare
1329615.0,0.4302662014961242,function,E
1335789.0,0.4167389869689941,content,andò
1347696.0,0.4077298641204834,function,dal
1356957.0,0.4669486880302429,content,Re
1389591.0,0.374480664730072,function,che
1395324.0,0.3266116380691528,function,lo
1401057.0,0.3611139059066772,content,prese
1414287.0,0.476182222366333,function,in
1421343.0,0.3947153091430664,content,parola
1440306.0,0.274574339389801,function,e
1454859.0,0.3221936225891113,function,lo
1461915.0,0.3474293351173401,content,chiuse
1479555.0,0.3831626772880554,function,a
1482642.0,0.4217896461486816,content,studiare
1509543.0,0.3238828182220459,function,in
1515717.0,0.3423311710357666,function,una
1521009.0,0.3553897142410278,content,stanza
1579662.0,0.408372700214386,function,Dove
1591128.0,0.4012354910373688,function,c'
1594656.0,0.38261479139328,content,erano
1607445.0,0.3251316547393799,function,solo
1625967.0,0.2852288484573364,function,un
1633905.0,0.3712645769119262,content,letto
1660365.0,0.2626974582672119,function,e
1671390.0,0.2364841103553772,function,un
1681533.0,0.3230710625648498,content,tavolo
1709757.0,0.2568791508674621,function,con
1719018.0,0.2311360836029052,function,un
1725192.0,0.4137991070747375,content,gran
1737981.0,0.4463483095169067,content,libraccio
1760031.0,0.4016655683517456,function,d'
1761795.0,0.464824765920639,content,astrologia
1821771.0,0.268675148487091,function,e
1832355.0,0.4030952453613281,content,penna
1850877.0,0.3282420039176941,content,carta
1880865.0,0.2739477157592773,function,e
1882188.0,0.4310886263847351,content,calamaio
1963332.0,0.5839690566062927,content,Gàmbara
1982295.0,0.4171669483184814,function,si
1990233.0,0.547670304775238,content,sedette
2005668.0,0.3983563184738159,function,al
2014929.0,0.3763934373855591,content,tavolo
2046240.0,0.3067829012870788,function,e
2048445.0,0.4009723663330078,content,cominciò
2074464.0,0.3319355249404907,function,a
2077551.0,0.4454700350761413,content,scartabellare
2116800.0,0.2865396738052368,function,il
2126061.0,0.3827988505363464,content,libro
2137527.0,0.3828311562538147,function,senza
