BEGIN,entropy,type_of_words,word
89523.0,0.5,function,La
103194.0,10.128811836242676,content,fata
119070.0,8.261700630187988,content,gattina
223587.0,4.605044364929199,function,C'
228438.0,1.2392582893371582,content,era
237258.0,6.09917688369751,function,una
247842.0,8.905599594116211,content,volta
286209.0,5.999435424804688,function,una
298557.0,8.445493698120117,content,bambina
329427.0,6.542210102081299,function,che
334719.0,7.614585876464844,function,si
345303.0,7.581589698791504,content,chiamava
364707.0,6.6239399909973145,content,Lorenza
407043.0,7.080996990203857,function,e
413658.0,6.953742980957031,function,voleva
432621.0,6.722497940063477,content,viaggiare
496566.0,7.6497392654418945,function,però
508914.0,4.894701480865479,content,aveva
526113.0,6.657674789428711,content,paura
558306.0,3.081814765930176,function,di
565803.0,7.428774833679199,function,non
574623.0,4.474362373352051,content,tornare
597114.0,5.090654373168945,function,a
604805.0,2.59360408782959,content,casa
682227.0,7.75520133972168,function,È
692370.0,7.138500690460205,content,facile
715302.0,6.22683048248291,content,partire
763812.0,5.518529891967773,content,diceva
816291.0,8.048447608947754,function,Ma
820701.0,7.046728610992432,function,se
829962.0,7.062488555908203,function,poi
837900.0,5.39933967590332,content,dimentico
863478.0,6.52341365814209,function,di
869211.0,6.119948387145996,content,tornare
930510.0,4.75205659866333,function,O
934479.0,7.858554840087891,function,se
945504.0,3.8420464992523193,content,dimentico
972846.0,3.083527088165283,function,dov'
978579.0,1.6769392490386963,function,è
985635.0,7.357938766479492,content,casa
1000629.0,4.651797294616699,function,mia
1060605.0,4.934787273406982,function,I
1063692.0,7.512301445007324,content,genitori
1084419.0,6.388906002044678,function,di
1089270.0,2.2165539264678955,content,Lorenza
1124109.0,6.408762454986572,function,non
1132929.0,5.502570152282715,function,potevano
1153215.0,7.661132335662842,function,mai
1171296.0,7.425137996673584,content,fare
1183203.0,6.539636611938477,content,viaggi
1218924.0,6.5575456619262695,function,più
1225098.0,5.413959980010986,content,lunghi
1242738.0,4.234372615814209,function,di
1248912.0,6.433193206787109,function,cento
1263465.0,4.016653060913086,content,passi
1311093.0,5.9795098304748535,function,perché
1323882.0,7.108450412750244,function,appena
1339317.0,3.8272581100463863,content,Lorenza
1365777.0,6.3743977546691895,function,non
1371069.0,6.875814914703369,content,vedeva
1387827.0,5.186586380004883,function,più
1394883.0,4.762435436248779,function,la
1401498.0,4.81017017364502,content,casa
1437219.0,6.861576557159424,function,voleva
1456182.0,6.650550365447998,content,tornare
1477927.0,4.408621788024902,function,indietro
1528506.0,5.278890609741211,function,Era
1539972.0,7.540079116821289,function,una
1548351.0,5.614325046539307,content,vita
1559376.0,5.170494556427002,content,impossibile
1651986.0,5.700717926025391,function,Un
1661688.0,5.769713878631592,content,giorno
1688148.0,6.559333324432373,function,il
1696968.0,5.129005432128906,content,papà
1708434.0,6.407615661621094,function,e
1710639.0,4.5074663162231445,function,la
1716813.0,2.215810537338257,content,mamma
1730043.0,6.185893535614014,function,di
1738863.0,0.7987887263298035,content,Lorenza
1760031.0,6.173539638519287,content,dissero
1807218.0,5.903334617614746,content,Basta
1839411.0,7.964898586273193,function,abbiamo
1855728.0,4.842194080352783,content,deciso
1901592.0,6.597416877746582,function,Noi
1911735.0,3.2481014728546143,content,andremo
1927178.0,4.231152534484863,function,a
1928938.0,7.048558235168457,content,fare
1942164.0,5.960945129394531,function,un
1947835.0,5.117751598358154,content,viaggio
1993761.0,8.19095516204834,function,se
2004345.0,6.982849597930908,function,tu
2012724.0,5.78662633895874,content,verrai
2045799.0,7.422565460205078,function,bene
2085048.0,8.153051376342773,function,se
2095191.0,5.939508438110352,function,no
2113051.0,5.070007801055908,content,resterai
2141496.0,6.196840763092041,function,qui
2152080.0,5.4617109298706055,function,da
2157813.0,5.4958271980285645,content,sola
2244690.0,5.523784637451172,function,Quella
2255715.0,6.7550435066223145,content,notte
2269386.0,3.891815900802612,content,Lorenza
2288790.0,6.841125011444092,function,non
2298051.0,4.207133293151856,content,dormì
2350971.0,3.989851474761963,function,Voleva
2368611.0,5.80454683303833,content,partire
2414034.0,5.823149681091309,function,ma
2423736.0,6.651488780975342,content,aveva
2437848.0,3.265284538269043,content,paura
2462544.0,2.5381829738616943,function,di
2469714.0,5.190417766571045,function,non
2477979.0,4.376497268676758,content,tornare
2529135.0,5.161637306213379,function,Ma
2539308.0,7.020851135253906,function,anche
2549597.0,5.8097100257873535,content,rimanere
2569707.0,6.620644569396973,content,sola
2587232.0,5.241213798522949,function,non
2591757.0,5.087409019470215,function,le
2598813.0,4.841206073760986,content,piaceva
2654820.0,6.293684959411621,function,Che
2666286.0,6.396151542663574,content,fare
2751032.0,5.360415458679199,content,Stava
2763747.0,6.764439105987549,function,lì
2771244.0,5.375232696533203,function,a
2776977.0,4.771698951721191,content,girarsi
2799468.0,6.500463008880615,function,nel
2808288.0,5.234921932220459,content,letto
2849742.0,7.79189920425415,function,quando
2862531.0,4.374665260314941,content,sentì
2880171.0,5.650134563446045,content,grattare
2902221.0,5.5806660652160645,function,sul
2912364.0,3.4173953533172607,content,cuscino
2967048.0,7.097841262817383,content,aprì
2982483.0,3.681675434112549,function,gli
2987775.0,1.5787748098373413,content,occhi
3017763.0,6.207334518432617,function,e
3023055.0,7.354901313781738,content,vide
3042018.0,6.18053150177002,function,una
3054807.0,2.871279716491699,content,fata
3080826.0,4.9955902099609375,function,dalla
3093174.0,6.541496276855469,content,forma
3110814.0,4.842310905456543,function,di
3116106.0,6.229828834533691,content,gatto
3185343.0,4.962161540985107,content,Passavo
3204306.0,6.018670558929443,function,sopra
3218418.0,5.670449733734131,function,i
3222387.0,6.340222358703613,content,tetti
3258108.0,5.823108673095703,content,disse
3273543.0,3.9100985527038574,function,la
3280599.0,2.3560094833374023,content,fata
