BEGIN,entropy,type_of_words,word
94815.0,,function,Il
100107.0,11.897998809814451,content,paese
123039.0,6.6752519607543945,function,senza
143325.0,8.772624969482422,content,punta
226233.0,2.7025935649871826,content,Giovannino
246519.0,8.978678703308105,content,Perdigiorno
287973.0,8.179540634155273,function,era
294588.0,6.876646041870117,function,un
299439.0,9.040475845336914,content,grande
313992.0,7.337058067321777,content,viaggiatore
378819.0,5.873012542724609,content,Viaggia
396459.0,2.728201389312744,function,e
398223.0,5.175057411193848,content,viaggia
429975.0,8.8186616897583,function,una
439236.0,8.256007194519043,content,volta
452907.0,6.038743019104004,content,capitò
470670.0,6.24310302734375,function,in
473193.0,7.972225666046143,function,un
480690.0,7.727129936218262,content,paese
511560.0,7.906837463378906,content,dove
519498.0,6.895124435424805,function,gli
528318.0,6.217284202575684,content,spigoli
550368.0,6.714395523071289,function,delle
560511.0,7.938201427459717,content,case
579915.0,6.083599090576172,function,erano
593586.0,4.545156955718994,content,rotondi
631071.0,8.301337242126465,function,e
632394.0,7.435702323913574,function,i
637245.0,8.610514640808105,content,tetti
651357.0,6.192513942718506,content,non
661500.0,3.2173941135406494,content,finivano
681728.0,5.511454105377197,function,a
690067.0,9.783578872680664,content,punta
720245.0,2.625154733657837,function,ma
727209.0,5.6344075202941895,function,con
736029.0,7.549241542816162,function,una
744408.0,6.599162578582764,content,gobba
758961.0,4.287858963012695,content,dolcissima
867888.0,7.652238845825195,function,Lungo
882882.0,3.57653546333313,function,la
888615.0,3.526808023452759,content,strada
932318.0,4.102388381958008,content,correva
959175.0,5.077630043029785,function,una
966231.0,6.793511867523193,content,siepe
982989.0,6.880298137664795,function,di
990045.0,9.405856132507324,content,rose
1029735.0,5.565388202667236,function,e
1035468.0,6.981462001800537,function,a
1040760.0,2.761878728866577,content,Giovannino
1065015.0,7.150336265563965,content,venne
1078245.0,9.055257797241213,content,lì
1087506.0,8.339492797851562,function,per
1095003.0,8.280719757080078,content,lì
1111320.0,4.1843976974487305,function,l'
1114848.0,7.582514762878418,content,idea
1134693.0,2.1641578674316406,function,di
1136457.0,4.880699157714844,content,infilarsene
1175706.0,5.437297344207764,function,una
1189818.0,4.951124668121338,function,all'
1271751.0,3.469403028488159,content,occhiello
1286838.0,7.474432468414307,function,Mentre
1305801.0,4.2349700927734375,content,coglieva
1311093.0,4.757474899291992,function,la
1349901.0,8.712484359741211,content,rosa
1366218.0,7.038952827453613,content,faceva
1379448.0,7.193425178527832,function,molta
1417374.0,6.286338806152344,content,attenzione
1420461.0,5.1223578453063965,function,a
1431552.0,7.9093427658081055,content,non
1459269.0,5.912749767303467,content,pungersi
1465884.0,5.377676963806152,function,con
1472499.0,6.1671528816223145,function,le
1523655.0,5.829946517944336,content,spine
1529829.0,6.538166999816895,function,ma
1536444.0,8.215644836425781,function,si
