word,phoneme,phoneme_surprisal
giacomo,dZ,8.649281135713863
giacomo,a,3.6637656665583607
giacomo,k,6.964383565311542
giacomo,o,-0.0
giacomo,m,0.27503230571411785
giacomo,o,-0.0
di,d,4.786685983121663
di,i,1.7167127558856181
cristallo,k,4.024115250020297
cristallo,r,5.817841219190284
cristallo,i,2.220138744375399
cristallo,s,0.9876745077880761
cristallo,t,0.6313938470079423
cristallo,a,0.351304069366674
cristallo,ll,0.008948027582525615
cristallo,o,0.23901102846815056
una,u,8.739865416010604
una,n,0.9505746876850099
una,a,1.6426057057876107
volta,v,2.1547414581383113
volta,O,0.24172503915845167
volta,l,0.0011447456385400513
volta,t,0.0012976633306714593
volta,a,0.0004169283374481132
in,i,3.6509612909857516
in,n,2.0465570150249595
una,u,2.604753490759286
una,n,0.014040970450255881
una,a,1.6472998589191508
città,tS,4.614769221816064
città,i,1.5675487155955927
città,tt,0.33118603879427344
città,a,0.1984092804298333
lontana,l,6.963902732071923
lontana,o,3.9209054592123818
lontana,n,2.6214630739008173
lontana,t,0.04767116230274445
lontana,a,0.004107258639640664
lontana,n,-0.0
lontana,a,0.5983954025954455
venne,v,5.982937145239774
venne,E,3.4859034200938672
venne,nn,5.229948682573959
venne,e,0.24662969130150497
al,a,3.363752532016852
al,l,7.1690483719732745
mondo,m,4.372664790088082
mondo,o,1.8395168166985683
mondo,n,1.0206806612907897
mondo,d,0.14168145831734522
mondo,o,0.0023617756507345678
un,u,3.190653571041106
un,n,0.6584117138306204
bambino,b,5.0615423330055584
bambino,a,1.1322044883685771
bambino,m,0.42777651238063186
bambino,b,4.098204982168861e-05
bambino,i,0.007994472004507645
bambino,n,-0.0
bambino,o,0.003457083778051999
trasparente,t,6.152653701787826
trasparente,r,1.1792805328661622
trasparente,a,0.4907529573006623
trasparente,s,3.284937687455826
trasparente,p,2.104166601728766
trasparente,a,1.9097954524554475
trasparente,r,-0.0
trasparente,E,0.06148440825950351
trasparente,n,-0.0
trasparente,t,-0.0
trasparente,e,0.010310807507702281
attraverso,a,5.682430338673106
attraverso,tt,4.068257350723685
attraverso,r,1.072379409024171
attraverso,a,0.2348721734537235
attraverso,v,0.07554668054142166
attraverso,E,0.16854125994316185
attraverso,r,-0.0
attraverso,s,-0.0
attraverso,o,0.025383069620483548
le,l,1.3890350234791466
le,e,2.713628999048843
sue,s,2.369337808359124
sue,u,0.5924160234982936
sue,e,0.027893508734750685
membra,m,3.4271143372648187
membra,E,5.824869816215291
membra,m,0.7626901796234618
membra,b,0.010553697451588984
membra,r,-0.0
membra,a,0.000375398122440491
si,s,5.832310512136897
si,i,5.140061537124087
poteva,p,4.3040098527097435
poteva,o,1.878670134547853
poteva,t,0.8242788368761803
poteva,e,0.3997029716546518
poteva,v,0.6872912849985932
poteva,a,0.12264601927590228
vedere,v,2.234808485114169
vedere,e,0.08962433624893051
vedere,d,0.04957799872500309
vedere,e,0.0006001287755114897
vedere,r,0.00034231791322559
vedere,e,0.08354560661304446
come,k,3.2332675721644306
come,o,0.6209697581998138
come,m,1.7465224211643813
come,e,0.24891779707584313
attraverso,a,5.003925246731766
attraverso,tt,4.0136489935561475
attraverso,r,0.30927892310499916
attraverso,a,0.04054002121206775
attraverso,v,0.0680478641841246
attraverso,E,0.1318102830343241
attraverso,r,-0.0
attraverso,s,-0.0
attraverso,o,0.04132306159720563
l',l,4.533077435605703
aria,a,17.557658360069233
aria,r,7.148494215154264
aria,j,-0.0
aria,a,-0.0
è,E,10.172127143767886
l',l,3.41548188757331
acqua,a,8.484560702174978
acqua,kk,1.6336758350860219
acqua,w,0.011393043856457005
acqua,a,0.0650396726643202
era,E,7.039935702595053
era,r,0.44574068038344117
era,a,0.9394372347129131
di,d,4.090536404711527
di,i,3.218742767292323
carne,k,1.945382563919607
carne,a,4.497521454067185
carne,r,1.3539237251243863
carne,n,2.2614884034924296
carne,e,0.029278084612191432
è,E,11.800794592271442
d,d,7.929187197385827
ossa,O,13.22928681478911
ossa,ss,0.517278003249595
ossa,a,0.015393345441173868
è,E,9.343704600757427
pareva,p,3.9882065069987522
pareva,a,3.7175198952394157
pareva,r,0.5699572472001647
pareva,e,2.074952748156677
pareva,v,0.5452829759871093
pareva,a,0.03700398315455662
di,d,2.34752473896551
di,i,0.2574978495146593
vetro,v,3.7264671680157813
vetro,e,1.2220950397660264
vetro,t,10.063643283467805
vetro,r,0.026277564686593997
vetro,o,0.25633858848819513
è,E,10.707502256597776
se,s,3.4771237626239753
se,e,3.8997817394215444
cadeva,k,5.326829443227027
cadeva,a,3.695604152578538
cadeva,d,1.7891918435528813
cadeva,e,0.21142642231411782
cadeva,v,1.727753195011071
cadeva,a,0.7272634088088145
non,n,5.214141999713956
non,O,1.3117212007951278
non,n,0.0451618685398673
andava,a,3.6489843755800386
andava,n,4.2094360752765265
andava,d,0.056807356877026344
andava,a,0.024339004906299255
