token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;cardellino;(ROOT (f3 (sn (DET Il) (NOUN cardellino)) (PUNCT .)));;7,039560886;function
2;0;cardellino;cardellino;NOUN;root;ROOT;(ROOT (f3 (sn (DET Il) (NOUN cardellino)) (PUNCT .)));;2,003836587;content
3;1;era;essere;AUX;cop;mattina;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,283626334;function
4;1;una;uno;DET;det;mattina;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,801817508;function
5;1;bellissima;bello;ADJ;amod;mattina;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));3.80 ± 2.35;4,752203544;content
6;1;mattina;mattina;NOUN;root;ROOT;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));4.08 ± 1.91;4,951684874;content
7;1;di;di;ADP;case;fine;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;7,232814475;function
8;1;fine;fine;NOUN;nmod;mattina;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;5,383211843;content
9;1;luglio;luglio;NOUN;nmod;fine;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;4,025025886;content
10;1;e;e;CCONJ;cc;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;2,741151583;function
11;1;io;io;PRON;nsubj;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,536707533;function
12;1;nella;in;ADP;case;casa;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;5,876803742;function
13;1;casa;casa;NOUN;obl;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));3.40 ± 1.63;6,003702937;content
14;1;in;in;ADP;case;Toscana;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,797274494;function
15;1;toscana;Toscana;PROPN;nmod;casa;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;;content
16;1;me;me;PRON;expl;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,337855516;function
17;1;ne;ne;PRON;iobj;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,201935117;function
18;1;stavo;essere;AUX;aux;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;5,397384793;function
19;1;seduto;sedere;VERB;conj;mattina;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;4,624852996;content
20;1;sopra;sopra;ADP;case;sedia;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;5,153505635;function
21;1;una;uno;DET;det;sedia;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;6,801817508;function
22;1;sedia;sedia;NOUN;obl;seduto;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));2.96 ± 1.02;4,522451749;content
23;1;a;a;ADP;case;sdraio;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;7,004335738;function
24;1;sdraio;sdraio;NOUN;nmod;sedia;(ROOT (fc (f (ibar (AUX Era)) (compc (sn (DET una) (sa (ADJ bellissima)) (NOUN mattina) (spd (ADP di) (sn (NOUN fine) (NOUN luglio)))))) (CCONJ e) (cp (sn (PRON io)) (fp (PUNCT ,) (sp (ADP in) (sn (DET la) (NOUN casa) (sp (ADP in) (sn (PROPN Toscana))))) (PUNCT ,)) (f (ibar (PRON me) (PRON ne) (AUX stavo) (VERB seduto)) (compin (sp (ADP sopra) (sn (DET una) (NOUN sedia) (sp (ADP a) (sn (NOUN sdraio)))))))) (PUNCT .)));;2,954351224;content
