BEGIN,Zipf_freq,type_of_words,word
89082,7.039560886,function,il
98784,4.541849304,content,principe
122598,3.662214941,content,tonno
154495,2.741151583,function,e
158760,1.588863239,content,abissina
256662,7.039560886,function,il
261830,4.541849304,content,principe
285327,3.662214941,content,tonno
324576,2.668044485,content,nuotava
352359,6.069364593,function,nel
363384,4.586948127,content,verde
380583,4.729999329,content,mare
422478,3.875319708,content,muovendo
452025,7.055331658,function,la
457317,4.239170762,content,coda
492156,7.232814475,function,di
500976,5.522856403,function,qua
512442,2.741151583,function,e
515970,7.232814475,function,di
524349,,function,là
577710,2.741151583,function,e
580356,5.553895518,function,tutte
595350,6.624997683,function,le
601965,2.19092323,content,triglie
619164,6.227520191,function,gli
624897,4.240335091,content,facevano
644742,6.640107629,function,l
646947,1.792983221,content,occhietto
691929,6.662005813,function,ma
696339,6.077050011,function,lui
706041,7.259198169,function,non
710010,6.624997683,function,le
715302,3.933255512,content,guardava
734265,4.402844314,function,neppure
816732,5.81126753,function,all
822024,4.516644088,content,improvviso
874503,3.032908035,content,nuotando
903609,5.334578065,function,giù
925659,5.193046076,function,verso
941715,7.039560886,function,il
947268,4.936739438,content,fondo
967554,6.41186379,function,del
975492,4.729999329,content,mare
1017828,7.039560886,function,il
1024884,4.541849304,content,principe
1047375,3.662214941,content,tonno
1065773,3.892491215,content,vide
1083537,6.801817508,function,una
1094562,1.588863239,content,pesciolina
1121022,3.626289737,content,magra
1140465,2.741151583,function,e
1143954,4.629939958,content,strana
1192464,7.250456545,function,che
1196433,6.227520191,function,gli
1203930,3.102080839,content,piacque
1221129,5.515761062,function,subito
1240533,4.223138933,function,moltissimo
1323882,7.055331658,function,la
1329615,3.077413955,content,seguì
1346373,7.065833912,function,un
1356957,5.206743864,function,poco
1393008,2.741151583,function,e
1398852,5.853751865,function,poi
1407231,6.624997683,function,le
1413846,3.489776306,content,parlò
1471617,6.562704781,function,come
1489257,6.615643201,function,ti
1495431,4.947521307,content,chiami
1565550,1.588863239,content,abissina
1626408,3.603383777,content,rispose
1651104,6.235566848,function,lei
1663893,2.876664969,content,guardandolo
1691676,6.620271703,function,con
1697850,6.227520191,function,gli
1705347,5.297539031,content,occhi
1716813,7.065833912,function,un
1724310,4.399095757,function,po
1730043,2.588863239,content,sporgenti
1810746,5.965637226,function,perché
1825740,7.259198169,function,non
