BEGIN,surprisal,word
98784,12.17995834350586,principe
122598,17.554676055908203,Tonno
158760,36.60761260986328,Abissina
261830,2.2277731895446777,principe
285327,3.0827908515930176,Tonno
324576,18.401899337768555,nuotava
363384,7.911749362945557,verde
380583,9.028349876403809,mare
422478,13.346818923950195,muovendo
457317,8.229035377502441,coda
601965,23.7435302734375,Triglie
624897,4.946683883666992,facevano
646947,13.936426162719728,occhietto
715302,7.063420295715332,guardava
822024,2.900341510772705,improvviso
874503,16.800424575805664,nuotando
947268,7.516774654388428,fondo
975492,1.0679872035980225,mare
1024884,0.8320596218109131,principe
1047375,1.10429048538208,Tonno
1065773,3.7608368396759033,vide
1094562,17.474689483642578,pesciolina
1121022,18.48098945617676,magra
1143954,12.548229217529297,strana
1203930,12.329758644104004,piacque
1329615,18.941238403320312,seguì
1413846,21.594051361083984,parlò
1495431,9.184026718139648,chiami
1565550,13.406914710998535,Abissina
1626408,24.357372283935547,rispose
1663893,11.142005920410156,guardandolo
1705347,0.0045078387483954,occhi
1730043,13.512348175048828,sporgenti
1834119,7.083913326263428,vieni
1903356,6.912923812866211,disse
1931139,0.1289236843585968,principe
1954071,2.964932918548584,Tonno
2012724,24.23771858215332,Nuota
2049327,4.1046142578125,alto
2104011,5.279325485229492,vede
2124738,5.988288879394531,cielo
2139732,12.102628707885742,azzurro
2228814,7.841426372528076,felici
2265417,8.344961166381836,pesci
2290554,6.142852783203125,acqua
2365083,8.812063217163086,Abissina
2442258,3.109733819961548,principe
2462103,0.5314591526985168,Tonno
2480184,10.016006469726562,piaceva
2530017,17.578229904174805,nuotò
2564415,1.5270220041275024,alto
2596167,11.424591064453123,abbandonando
2632770,8.217789649963379,acque
2646441,17.025272369384766,scure
2762424,6.473827362060547,aveva
2780505,0.0767384618520736,occhi
2808729,5.189179420471191,grandi
2848860,7.176950931549072,luce
2872674,6.53964900970459,sole
2901339,5.985173225402832,illuminava
2938383,8.981352806091309,superficie
2988657,7.183872222900391,dava
2999682,15.763744354248049,dolore
3114783,8.094321250915527,scappare
3188430,4.102439880371094,ombra
3236940,14.512802124023438,abituata
3329991,0.2657649517059326,principe
3349836,0.3172815144062042,Tonno
3371004,12.115352630615234,triste
3427893,14.870231628417969,scendeva
3450384,12.4177827835083,nuotando
3496248,7.134737491607666,andare
3519621,9.231035232543944,cercarla
3586653,16.274791717529297,chiamava
3652362,12.591390609741213,rispondeva
3702636,4.42283296585083,volta
3760848,1.0321389436721802,è
3779811,3.085913896560669,luce
3831849,10.900097846984863,alto
3882564,9.391324043273926,caro
3896676,3.70990514755249,Tonno
3989727,7.810756683349609,stare
4073076,19.70961570739746,posso
4156425,0.3552399277687073,principe
4177152,0.4930083751678467,Tonno
4190382,8.744765281677246,nuotava
4277700,10.999065399169922,triste
4367223,3.226255416870117,giorno
4431168,14.862144470214844,pensare
4458779,9.374353408813477,ebbe
4477473,5.79206657409668,idea
4546269,17.196304321289062,Aspettò
4574493,10.97494125366211,venisse
4600512,9.11113166809082,notte
4638879,11.592284202575684,scese
4669087,4.667633533477783,fondo
4687389,0.8069509267807007,mare
4708557,17.692554473876953,chiamò
4739427,24.45893669128418,Abissina
4825422,6.156019687652588,è
4826745,12.278130531311035,bel
4839534,11.250496864318848,principe
4900392,7.3894429206848145,disse
4921560,15.707277297973633,sbucando
4959927,6.381045341491699,fondo
5033574,10.973692893981934,salire
5071941,11.133930206298828,disse
5128830,23.468048095703125,Vedrai
5170725,5.906157970428467,luce
5192775,3.3263285160064697,notte
5220999,5.786883354187012,farà
5256279,4.524276256561279,occhi
5310963,15.026449203491213,Ho
5317578,13.790952682495115,paura
5372262,11.129776000976562,diceva
5446350,5.273073196411133,farà
5505003,25.714866638183597,vedrai
5582619,14.90251922607422,Abissina
5661558,22.377241134643555,seguì
5686695,0.9843349456787108,principe
5708304,0.9530193209648132,Tonno
5741820,5.060630798339844,alto
5786361,18.058860778808597,mano
5802237,0.1599267572164535,mano
5819877,7.256773948669434,saliva
5855598,21.64995574951172,vedeva
5885586,4.561822414398193,luce
5900580,11.583484649658203,bianca
5989221,17.587678909301758,dolorosa
6056253,3.0834524631500244,sole
6104763,16.97195816040039,tenue
6171354,10.031206130981444,Luna
6277635,9.260319709777832,nuotarono
6303874,10.997448921203612,felici
6349077,1.2799419164657593,acqua
6367158,15.947769165039062,argentata
6431103,4.078210353851318,notte
6515775,1.81296181678772,mattino
6553701,3.283759117126465,sole
6571782,19.881641387939453,spuntò
6635286,4.422149181365967,Abissina
6662187,11.018576622009276,tornò
6707610,4.575870513916016,fondo
6741567,10.936376571655272,dicendo
6810363,6.370598316192627,notte
6826680,11.87723159790039,bel
6835941,3.3909130096435547,principe
6910029,7.385650634765625,notti
6936930,17.53700828552246,verranno
