BEGIN,entropy,type_of_words,word
89082,,function,Il
98784,11.897998809814451,content,principe
122598,7.911726951599121,content,Tonno
154495,8.937017440795898,function,e
158760,6.359039783477783,content,Abissina
256662,1.473492980003357,function,Il
261830,7.9607391357421875,content,principe
285327,4.413385391235352,content,Tonno
324576,4.646040916442871,content,nuotava
352359,6.2291998863220215,function,nel
363384,6.689393997192383,content,verde
380583,6.006656169891357,content,mare
422478,4.89469051361084,content,muovendo
452025,6.941961288452148,function,la
457317,5.71532154083252,content,coda
492156,6.206665992736816,function,di
500976,5.735699653625488,function,qua
512442,1.51700758934021,function,e
515970,4.233343124389648,function,di
524349,2.626574754714966,function,là
577710,8.2963285446167,function,e
580356,8.841450691223145,function,tutte
595350,2.964805841445923,function,le
601965,7.126080513000488,content,Triglie
619164,8.219311714172363,function,gli
624897,9.07322883605957,content,facevano
644742,4.634613037109375,function,l'
646947,5.400970935821533,content,occhietto
691929,7.224750995635986,function,ma
696339,7.450432300567627,function,lui
706041,6.125755786895752,function,non
710010,6.908659934997559,function,le
715302,7.3675432205200195,content,guardava
734265,5.48640251159668,function,neppure
816732,4.245994567871094,function,All'
822024,5.069063186645508,content,improvviso
874503,5.327458381652832,content,nuotando
903609,5.635713577270508,function,giù
925659,8.223360061645508,function,verso
941715,4.8572773933410645,function,il
947268,6.261713981628418,content,fondo
967554,3.5628228187561035,function,del
975492,2.8383448123931885,content,mare
1017828,8.10347843170166,function,il
1024884,4.233955383300781,content,principe
1047375,3.019561767578125,content,Tonno
1065773,7.37340784072876,content,vide
1083537,6.32297945022583,function,una
1094562,5.978564739227295,content,pesciolina
1121022,7.260483741760254,content,magra
1140465,6.760087013244629,function,e
1143954,6.5565595626831055,content,strana
1192464,7.370223522186279,function,che
1196433,7.805783271789551,function,gli
1203930,4.434925556182861,content,piacque
1221129,7.241025447845459,function,subito
1240533,4.904872894287109,function,moltissimo
1323882,7.659217357635498,function,La
1329615,7.733033180236816,content,seguì
1346373,6.2497382164001465,function,un
1356957,6.435044765472412,function,poco
1393008,5.9239182472229,function,e
1398852,7.703989505767822,function,poi
1407231,6.941147327423096,function,le
1413846,5.0213799476623535,content,parlò
1471617,7.204392433166504,function,Come
1489257,8.388001441955566,function,ti
1495431,5.629917621612549,content,chiami
1565550,2.487173795700073,content,Abissina
1626408,6.720233917236328,content,rispose
1651104,5.189393520355225,function,lei
1663893,5.086594581604004,content,guardandolo
1691676,6.219642639160156,function,con
1697850,6.603461265563965,function,gli
1705347,0.0521105602383613,content,occhi
1716813,8.112054824829102,function,un
1724310,1.6210507154464722,function,po'
1730043,5.123673915863037,content,sporgenti
1810746,7.666754722595215,function,Perché
1825740,6.049637794494629,function,non
1834119,7.185060024261475,content,vieni
1846908,5.119025707244873,function,su
1853523,6.295100212097168,function,con
1861902,3.914339542388916,function,me
1903356,6.273074150085449,content,disse
1921878,6.047279357910156,function,il
1931139,0.9345014095306396,content,principe
1954071,2.398137092590332,content,Tonno
2012724,5.186464309692383,content,Nuota
2031246,7.647110939025879,function,verso
2047563,2.8877415657043457,function,l'
2049327,4.94371223449707,content,alto
2084166,7.360374450683594,function,dove
2093868,7.870309829711914,function,si
2104011,7.466833114624023,content,vede
2117554,6.680065631866455,function,il
2124738,6.908522605895996,content,cielo
2139732,5.164739608764648,content,azzurro
2194857,4.749811172485352,function,lassù
2209410,7.717429161071777,function,saremo
2228814,7.922604560852051,content,felici
2251746,4.764546871185303,function,come
2265417,7.1409454345703125,content,pesci
2279970,2.860126256942749,function,nell'
2290554,5.051810264587402,content,acqua
2365083,2.333174705505371,content,Abissina
2413593,4.473894119262695,function,siccome
2433438,7.417611122131348,function,il
2442258,6.192474365234375,content,principe
2462103,1.6509603261947632,content,Tonno
2473128,5.728941917419434,function,le
2480184,6.696231842041016,content,piaceva
2530017,4.969805717468262,content,nuotò
2547657,6.834869384765625,function,verso
2562210,1.9778742790222168,function,l'
2564415,2.8142690658569336,content,alto
2596167,4.088320732116699,content,abbandonando
2628360,5.942275524139404,function,le
2632770,7.202781200408936,content,acque
2646441,5.4064483642578125,content,scure
2724498,5.947375297546387,function,ma
2730852,7.71668529510498,function,poiché
2762424,6.766479015350342,content,aveva
2775654,7.971179008483887,function,gli
2780505,0.711162269115448,content,occhi
2793294,7.587981224060059,function,molto
2808729,5.235072135925293,content,grandi
2842686,7.822302341461182,function,la
2848860,7.948402881622314,content,luce
2863413,7.582794189453125,function,del
2872674,5.840118408203125,content,sole
2896488,7.761464118957519,function,che
2901339,4.427295207977295,content,illuminava
2933532,5.217523097991943,function,la
2938383,5.735536575317383,content,superficie
2983365,7.121873378753662,function,le
2988657,8.109301567077637,content,dava
2999682,6.433172225952148,content,dolore
3050838,6.375742435455322,function,tanto
3086118,7.030642509460449,function,che
3094938,7.455592632293701,function,dovette
3114783,8.681140899658203,content,scappare
3143007,5.6927690505981445,function,giù
3170790,3.6357264518737793,function,nell'
3188430,4.223896026611328,content,ombra
3211803,4.324904918670654,function,a
3217095,9.050739288330078,function,cui
3230766,7.543120861053467,function,era
3236940,4.290802478790283,content,abituata
3322935,6.3445258140563965,function,Il
3329991,1.7511404752731323,content,principe
3349836,1.2282170057296753,content,Tonno
3362607,7.0379815101623535,function,era
3371004,6.242066860198975,content,triste
3427893,4.121783256530762,content,scendeva
3450384,3.9332141876220703,content,nuotando
3489633,5.848800659179688,function,per
3496248,7.095823287963867,content,andare
3515625,5.300737857818604,function,a
3519621,4.21817684173584,content,cercarla
3574305,6.880314350128174,function,la
3586653,8.497148513793945,content,chiamava
3636486,7.034332275390625,function,ma
3641778,6.632506370544434,function,lei
3652362,2.316790819168091,content,rispondeva
3688524,4.922113418579102,function,ogni
3702636,3.100093126296997,content,volta
3756438,6.161309719085693,function,C'
3760848,2.228411912918091,content,è
3766140,7.943051815032959,function,troppa
3779811,6.869760990142822,content,luce
3801420,4.406435012817383,function,in
3811563,6.010009765625,function,là
3825675,3.3119282722473145,function,in
3831849,4.6945672035217285,content,alto
3882564,7.573668003082275,content,caro
3896676,2.952202558517456,content,Tonno
3911670,4.772230625152588,function,Io
3958416,7.071484088897705,function,non
3968559,6.471912384033203,function,ci
3974292,7.263621807098389,function,posso
3989727,6.682400703430176,content,stare
4039560,7.490146636962891,function,proprio
4061169,6.029855728149414,function,non
4073076,7.325153350830078,content,posso
4145841,5.677603721618652,function,E
4147605,7.687326431274414,function,il
4156425,2.171455144882202,content,principe
4177152,1.7334027290344238,content,Tonno
4190382,4.353928565979004,content,nuotava
4213314,6.196079254150391,function,su
4248153,7.947458267211914,function,ancora
4269321,6.696499347686768,function,più
4277700,5.49470853805542,content,triste
4358403,6.663261890411377,function,Un
4367223,6.140872478485107,content,giorno
4403826,7.555462837219238,function,dopo
4415292,5.365741729736328,function,tanto
4431168,4.143390655517578,content,pensare
4458779,7.964180946350098,content,ebbe
4471299,7.30363130569458,function,un'
4477473,4.750253200531006,content,idea
4546269,4.803117275238037,content,Aspettò
4569201,6.491739273071289,function,che
4574493,7.21058988571167,content,venisse
4595220,8.018162727355957,function,la
4600512,6.648220062255859,content,notte
4638879,6.277193069458008,content,scese
4658724,5.350256443023682,function,in
4669087,6.184311389923096,content,fondo
4682538,3.384251356124878,function,al
4687389,3.4380030632019043,content,mare
4700178,3.403477430343628,function,e
4708557,5.824354648590088,content,chiamò
4739427,3.3371384143829346,content,Abissina
4813515,7.220108032226562,function,Che
4819689,3.81393051147461,function,c'
4825422,4.350180625915527,content,è
4826745,8.531153678894043,content,bel
4839534,6.242302894592285,content,principe
4888926,5.414763927459717,function,lei
4900392,6.939054489135742,content,disse
4921560,4.663263320922852,content,sbucando
4946697,7.125722885131836,function,dal
4959927,5.106412410736084,content,fondo
5015052,6.346898078918457,function,Ora
5025195,7.563250541687012,function,puoi
5033574,6.651152610778809,content,salire
5071941,8.460558891296387,content,disse
5088258,5.557586193084717,function,lui
5128830,5.915368556976318,content,Vedrai
