BEGIN,Zipf_freq,type_of_words,word
90405.0,7.039560886,function,il
99666.0,3.023432143,content,muratore
127890.0,6.267030034,function,della
141120.0,,content,valtellina
230202.0,7.065833912,function,un
239022.0,5.000550272,content,giovane
253575.0,6.267030034,function,della
264600.0,,content,valtellina
321930.0,7.259198169,content,non
334278.0,3.279059319,content,trovando
355005.0,5.810397445,content,lavoro
371763.0,6.797274494,function,in
377937.0,3.981208394,content,patria
410571.0,1.93128592,content,emigrò
433062.0,6.797274494,function,in
439236.0,1.588863239,content,germania
493479.0,2.741151583,function,e
501417.0,5.884320377,content,proprio
,7.004335738,function,a
523467.0,1.668044485,content,berlino
553014.0,3.799449264,content,trovò
580797.0,7.065833912,function,un
584766.0,5.771979272,content,posto
608139.0,6.797274494,function,in
619605.0,7.065833912,function,un
628866.0,3.706797074,content,cantiere
658854.0,6.562704781,function,come
674289.0,3.023432143,content,muratore
751023.0,1.668044485,content,mario
785421.0,6.287788074,content,così
801738.0,6.553884221,function,si
807030.0,4.429220298,content,chiamava
822465.0,7.039560886,function,il
832167.0,5.000550272,content,giovane
867888.0,6.201935117,function,ne
875164.0,5.104021496,function,fu
883323.0,6.102695876,content,molto
897876.0,4.744138531,content,contento
955206.0,4.362064381,content,lavorava
976815.0,4.053948526,content,sodo
1007685.0,3.436435898,content,mangiava
1028412.0,5.206743864,content,poco
1069866.0,2.741151583,function,e
1073835.0,5.90824416,function,quel
1088829.0,7.250456545,function,che
1092798.0,2.96907448,content,guadagnava
1138662.0,6.655915487,function,lo
1144395.0,3.633402999,content,metteva
1163799.0,6.577812618,function,da
1169091.0,5.847768581,content,parte
1187172.0,6.912435835,function,per
1192023.0,3.96726114,content,sposarsi
1289925.0,7.065833912,function,un
1300068.0,5.731502947,content,giorno
1315062.0,5.274174947,content,però
1327851.0,5.384159172,function,mentre
1367100.0,6.553884221,function,si
1377243.0,4.560417392,function,stavano
1395765.0,3.099408249,content,gettando
1417815.0,6.624997683,function,le
1425753.0,3.498419268,content,fondamenta
1461033.0,7.232814475,function,di
1466325.0,7.065833912,function,un
1471617.0,4.482403082,content,palazzo
1495872.0,5.649402438,content,nuovo
1531593.0,7.065833912,function,un
1540854.0,4.593184612,content,ponte
1555407.0,2.689233784,content,crollò
1629054.0,1.668044485,content,mario
1645371.0,3.592323771,content,cadde
1664334.0,5.876803742,function,nella
1676241.0,3.416232512,content,gettata
1696086.0,7.232814475,function,di
1702701.0,3.817263597,content,cemento
1718577.0,4.137375495,content,armato
1756503.0,4.22795111,content,morì
1788696.0,2.741151583,function,e
1793988.0,7.259198169,content,non
1803690.0,5.104021496,function,fu
1811628.0,5.26961562,content,possibile
1844703.0,4.214998217,content,recuperare
1878219.0,7.039560886,function,il
1884834.0,6.051850878,function,suo
1892331.0,5.214299168,content,corpo
1972152.0,1.668044485,content,mario
1984941.0,6.283626334,function,era
1994202.0,5.471979335,content,morto
2031246.0,6.662005813,function,ma
2036097.0,7.259198169,content,non
2044035.0,4.000146152,content,sentiva
2062557.0,4.714084175,function,alcun
2081079.0,4.850934451,content,dolore
2137527.0,6.283626334,function,era
2148993.0,4.844810788,content,chiuso
2171484.0,6.797274494,function,in
2177658.0,6.015055575,function,uno
2186037.0,6.108229139,function,dei
2195739.0,2.911082533,content,pilastri
2223963.0,6.267030034,function,della
2231019.0,6.003702937,content,casa
2241162.0,6.797274494,function,in
2251305.0,3.863021088,content,costruzione
2318778.0,2.741151583,function,e
2324511.0,6.517126939,function,ci
2332449.0,5.28271325,content,stava
2345679.0,7.065833912,function,un
2350971.0,4.399095757,content,po
2359350.0,4.195459548,content,stretto
2388456.0,6.662005813,function,ma
,7.004335738,function,a
2411829.0,5.847768581,content,parte
2434761.0,6.484206212,function,questo
2458575.0,4.499487644,content,pensava
2485917.0,2.741151583,function,e
2488563.0,4.000146152,content,sentiva
2518551.0,6.562704781,function,come
2533986.0,6.042129583,content,prima
2635416.0,6.212844009,function,quando
2649087.0,6.553884221,function,si
2658348.0,5.104021496,function,fu
2664522.0,4.029772321,content,abituato
2693628.0,6.135386161,function,alla
2701125.0,6.022524285,function,sua
2711268.0,5.164512853,content,nuova
2726703.0,5.027247346,content,situazione
2785797.0,2.894214608,function,poté
2799909.0,4.357797181,content,perfino
2819313.0,4.664483185,content,aprire
2840481.0,6.227520191,function,gli
2846655.0,5.297539031,content,occhi
2879289.0,2.741151583,function,e
2885463.0,5.011387421,content,guardare
2911923.0,7.055331658,function,la
2918097.0,6.003702937,content,casa
2950290.0,7.250456545,function,che
2955141.0,3.039112347,content,cresceva
2983365.0,4.86047254,content,intorno
,7.004335738,function,a
3006738.0,6.077050011,function,lui
3072888.0,6.283626334,function,era
3083472.0,5.884320377,content,proprio
3102435.0,6.562704781,content,come
3112578.0,6.583110863,function,se
3124485.0,5.645585191,function,fosse
3140361.0,6.077050011,function,lui
3153591.0,7.004335738,function,a
3159324.0,3.685773252,content,reggere
3181374.0,7.039560886,function,il
3191076.0,4.540297904,content,peso
3209157.0,6.41186379,function,del
3216654.0,5.649402438,content,nuovo
3235176.0,4.641249334,content,edificio
3298239.0,2.741151583,function,e
3304413.0,6.484206212,function,questo
3336606.0,1.792983221,content,compensava
