BEGIN,Zipf_freq,type_of_words,word
89964.0,6.801817508,function,una
105840.0,3.885089526,content,goccia
193599.0,6.801817508,function,una
203742.0,3.885089526,content,goccia
217413.0,5.87641417,function,d
218736.0,5.23681316,content,acqua
233289.0,4.319806932,content,sale
247842.0,6.584780852,function,i
251811.0,3.309848983,content,gradini
270774.0,6.267030034,function,della
281358.0,4.290431224,content,scala
322371.0,3.324462138,content,disteso
347067.0,6.069364593,function,nel
354123.0,5.41108364,content,letto
366030.0,4.362942039,content,ascolto
389350.0,7.039560886,function,il
394254.0,6.051850878,function,suo
403956.0,4.175000264,content,cammino
464373.0,3.623090499,content,tic
506559.0,3.623090499,content,tic
545958.0,6.553884221,function,si
554778.0,2.660745246,content,ode
564039.0,7.004335738,function,a
567161.0,2.552651066,content,intermittenza
659295.0,5.853751865,function,poi
665910.0,7.055331658,function,la
672084.0,3.885089526,content,goccia
685314.0,6.553884221,function,si
694575.0,4.763271971,content,ferma
725886.0,2.741151583,function,e
731178.0,5.253072584,function,magari
750582.0,6.912435835,function,per
758520.0,5.540385318,function,tutta
771750.0,7.055331658,function,la
776160.0,2.824391686,content,rimanente
799974.0,5.521062946,content,notte
814527.0,7.259198169,function,non
820701.0,6.553884221,function,si
827757.0,6.003549189,content,fa
834372.0,6.382555861,function,più
844074.0,4.728049419,content,viva
883472.0,4.371622431,function,tuttavia
904050.0,4.319806932,content,sale
977256.0,7.259198169,function,non
983103.0,6.031668998,function,siamo
994455.0,5.363540754,function,stati
1009449.0,5.985902456,function,noi
1022405.0,7.004335738,function,a
1023561.0,1.491953226,content,segnalarla
1072953.0,3.212112529,function,bensì
1087506.0,6.801817508,function,una
1095885.0,2.168646835,content,servetta
1151010.0,6.583110863,function,se
1156743.0,6.201935117,function,ne
1160712.0,2.93128592,content,accorse
1178352.0,6.801817508,function,una
1184967.0,5.361082228,content,sera
1197315.0,6.212844009,function,quando
1210986.0,6.110511188,function,tutti
1225098.0,5.476165392,function,erano
1237887.0,6.015979163,function,già
,7.004335738,function,a
1245825.0,5.01764575,content,dormire
1304478.0,5.792396528,function,dopo
1313739.0,7.065833912,function,un
1317267.0,4.399095757,function,po
1326528.0,3.207956569,content,scese
1342845.0,5.733978809,function,dal
1351224.0,5.41108364,content,letto
1364013.0,2.741151583,function,e
1370628.0,3.872616622,content,corse
1392320.0,7.004335738,function,a
1393560.0,3.720481903,content,svegliare
1415610.0,7.055331658,function,la
1420902.0,3.922108938,content,padrona
1481760.0,5.543221545,content,signora
1522332.0,2.458094958,content,sussurrò
1573047.0,6.632253028,function,cosa
1584072.0,5.445797449,content,succede
1632141.0,4.506053547,content,fece
1643166.0,7.055331658,function,la
1647576.0,3.922108938,content,padrona
1663452.0,1.000000000,content,riscuotendosi
1733130.0,6.166704172,function,c
1737981.0,7.249521761,content,è
1739304.0,6.801817508,function,una
1745037.0,3.885089526,content,goccia
1763118.0,5.543221545,content,signora
1797075.0,3.147571809,content,vien
1805013.0,6.000068652,function,su
1813392.0,6.912435835,function,per
1819566.0,6.624997683,function,le
1825740.0,4.372909655,content,scale
1872927.0,7.250456545,function,che
1876455.0,6.632253028,content,cosa
1917909.0,4.030401277,content,chiese
1930698.0,6.640107629,function,l
1932903.0,5.649409994,function,altra
1945251.0,2.759124954,content,sbalordita
2018016.0,6.801817508,function,una
2028159.0,3.885089526,content,goccia
2043153.0,7.250456545,function,che
2047563.0,4.319806932,content,sale
2061675.0,6.584780852,function,i
2064762.0,3.309848983,content,gradini
2102247.0,1.668044485,content,ripeté
2120328.0,7.055331658,function,la
2124297.0,2.168646835,content,servetta
2162223.0,2.741151583,function,e
2168838.0,5.341756394,function,quasi
2189124.0,6.553884221,function,si
2192652.0,3.633402999,content,metteva
,7.004335738,function,a
2214261.0,4.641018306,content,piangere
2263212.0,6.430432922,function,sei
2272032.0,4.081344249,content,matta
2303784.0,1.19092323,content,imprecò
2321424.0,7.055331658,function,la
2325834.0,5.543221545,content,signora
2373761.0,5.037322203,content,torna
2386692.0,7.004335738,function,a
2388015.0,5.41108364,content,letto
2423295.0,6.477590733,function,hai
2428587.0,4.527182782,content,bevuto
2462985.0,7.249521761,function,è
2464308.0,7.065833912,function,un
2470041.0,4.907135319,content,pezzo
2483271.0,7.250456545,function,che
2487240.0,6.335583043,function,al
2491209.0,4.473771833,content,mattino
2507967.0,4.832397341,content,manca
2521197.0,7.039560886,function,il
2527371.0,4.702739771,content,vino
2534427.0,5.876803742,function,nella
2544570.0,4.521742697,content,bottiglia
2601018.0,6.662005813,function,ma
2605869.0,7.055331658,function,la
2609838.0,2.480957841,content,ragazzetta
2647764.0,6.283626334,function,era
2655261.0,6.015979163,function,già
2659671.0,1.000000000,content,rincantucciata
2693628.0,5.502104716,function,sotto
2704653.0,6.624997683,function,le
2710386.0,3.915608618,content,coperte
2779182.0,4.575276644,function,chissà
2795499.0,7.250456545,function,che
2801232.0,6.632253028,function,cosa
2812698.0,6.624997683,function,le
2816667.0,5.778314248,function,sarà
2827251.0,6.144963021,function,mai
2834307.0,4.303695751,content,saltato
2854593.0,6.797274494,function,in
2862090.0,5.120725188,content,mente
2877966.0,7.004335738,function,a
2880444.0,5.939281839,function,quella
2892519.0,4.762806676,content,stupida
2930445.0,4.499487644,content,pensava
2951172.0,7.055331658,function,la
2955582.0,3.922108938,content,padrona
3007179.0,5.795365296,function,ed
3011589.0,4.336430401,content,ascoltando
3038049.0,2.829412487,function,involontariamente
3103317.0,6.115086172,function,anche
3115012.0,6.235566848,function,lei
3126690.0,2.270104476,content,udì
3149622.0,7.039560886,function,il
3156678.0,4.145165739,content,curioso
3180051.0,4.60856097,content,rumore
3247083.0,6.801817508,function,una
3258549.0,3.885089526,content,goccia
3280599.0,3.587122577,content,saliva
3302649.0,6.624997683,function,le
3307500.0,4.372909655,content,scale
3365712.0,6.912435835,function,per
3371445.0,7.065833912,function,un
3375855.0,4.276570518,content,istante
3395259.0,7.055331658,function,la
3399669.0,5.543221545,content,signora
3416868.0,3.538253245,content,pensò
3431421.0,7.232814475,function,di
3435390.0,5.293751258,content,uscire
3450384.0,7.004335738,function,a
3453912.0,5.73232148,content,vedere
3494043.0,6.662005813,function,ma
3500217.0,7.250456545,function,che
3505438.0,6.632253028,function,cosa
3517857.0,6.144963021,function,mai
3528441.0,5.414146516,function,avrebbe
3543876.0,5.212525946,function,potuto
3559752.0,5.368402013,content,trovare
3584448.0,6.135386161,function,alla
3592386.0,5.005037586,content,luce
3607821.0,5.949172583,function,delle
3615759.0,3.161734841,content,lampadine
3639132.0,2.120342156,content,oscurate
3694698.0,6.562704781,function,come
3707046.0,4.01407129,content,rintracciare
3740121.0,6.801817508,function,una
3747618.0,3.885089526,content,goccia
3761730.0,6.797274494,function,in
3767022.0,4.757655259,content,piena
3778488.0,5.521062946,content,notte
3832290.0,5.393534135,function,nei
3841551.0,5.382499987,content,giorni
3856104.0,3.318028028,content,successivi
3886784.0,7.055331658,function,la
3891384.0,4.979020863,content,voce
3906378.0,6.553884221,function,si
3916521.0,3.327643797,content,sparse
3934161.0,4.341986483,function,lentamente
3986640.0,2.741151583,function,e
3987963.0,5.836954264,function,adesso
4003839.0,6.110511188,function,tutti
4015746.0,6.655915487,function,lo
4019274.0,4.868758219,content,sanno
4040442.0,6.115086172,function,anche
4048380.0,6.583110863,function,se
4056759.0,3.417523135,content,preferiscono
4088511.0,7.259198169,function,non
4095126.0,4.706598418,content,parlarne
4153779.0,6.195882677,function,ora
4165245.0,5.018970559,function,molte
4177892.0,4.40483924,content,orecchie
4206699.0,4.077413955,content,restano
4226544.0,2.950591075,content,tese
4242861.0,7.055331658,function,la
4248153.0,5.521062946,content,notte
4300632.0,4.475015421,function,certe
4313862.0,4.229742017,content,notti
4329297.0,7.055331658,function,la
4333266.0,3.885089526,content,goccia
4349142.0,2.829412487,content,tace
4380453.0,5.238314932,function,altre
4395888.0,5.490648384,content,volte
4410934.0,5.298963672,function,invece
4431168.0,6.912435835,function,per
4436901.0,3.952475219,content,lunghe
4454982.0,5.317281957,content,ore
4467771.0,7.259198169,function,non
4477032.0,6.003549189,content,fa
4485411.0,7.250456545,function,che
4490262.0,3.340142343,content,spostarsi
4562586.0,3.20586358,content,battono
4585077.0,6.584780852,function,i
4589487.0,4.095097598,content,cuori
4608891.0,1.734991274,function,allorché
4628347.0,7.039560886,function,il
4635351.0,3.766688211,content,tenero
4654755.0,4.979268395,content,passo
4680774.0,5.723798583,content,sembra
4701501.0,4.48229208,content,toccare
4720905.0,7.055331658,function,la
4726197.0,3.583620183,content,soglia
4781322.0,5.428567488,function,meno
4791024.0,5.670671245,function,male
4804695.0,7.259198169,function,non
4812633.0,6.553884221,function,si
4819248.0,7.249521761,function,è
4823658.0,4.221118015,content,fermata
4881429.0,4.501828859,content,eccola
4899069.0,7.250456545,function,che
4903479.0,6.553884221,function,si
