word,phoneme,phoneme_surprisal
una,u,7.7655130166478585
una,n,0.7112420013989139
una,a,2.8901039564572875
viola,v,5.722400732873497
viola,j,4.498394206456238
viola,O,4.500243102746191
viola,l,-0.0
viola,a,0.010230852001223336
al,a,4.0028923808571975
al,l,3.171134131063312
polo,p,2.688776487507722
polo,O,2.660921704474627
polo,l,3.840383240638802
polo,o,1.883730111702337
nord,n,2.3279265411221597
nord,O,0.08595250121098805
nord,r,0.012026530752558242
nord,d,0.02695777280070574
una,u,9.640358229215177
una,n,0.3985373645111323
una,a,1.8633384936076385
mattina,m,4.3503345131201545
mattina,a,1.0123118266348292
mattina,tt,5.1861039387893655
mattina,i,0.5137970094495895
mattina,n,0.03989224119380535
mattina,a,0.24187733530242547
al,a,3.4375630033363955
al,l,2.9531251856014347
polo,p,3.465360237170489
polo,O,1.9674454610066587
polo,l,1.1287706783510545
polo,o,0.0883460775693636
nord,n,2.2985446732449093
nord,O,0.008980754200899312
nord,r,0.002285538951229573
nord,d,0.003573073778428269
l',l,6.115956223143545
orso,o,14.193098509413096
orso,r,1.3378734878848224
orso,s,7.028044599102553
orso,o,-0.0
bianco,b,4.030928552796142
bianco,j,1.2006096264147943
bianco,a,0.0030504796136025143
bianco,N,4.4980308930262813e-05
bianco,k,-0.0
bianco,o,0.12475301666889198
fiutò,f,6.72611922984819
fiutò,j,3.84238371110916
fiutò,u,4.352728999842539
fiutò,t,3.758283754795105
fiutò,O,14.254507034698372
nell,n,6.461746928879956
nell,e,1.7396657290918922
nell,ll,4.0727662445912864
aria,a,7.870130706658032
aria,r,1.8209593219402667
aria,j,4.1430552120470825
aria,a,0.006710307883111605
un,u,6.171314038397484
un,n,1.0985164410820583
odore,o,5.047207850501211
odore,d,4.742556511328875
odore,o,0.03815025743625341
odore,r,0.00014471028222350123
odore,e,0.017207219017918114
insolito,i,4.062461545410478
insolito,n,0.39752323169406045
insolito,s,3.2722599074998207
insolito,O,3.1282296893366914
insolito,l,0.05064179554555956
insolito,i,-0.0
insolito,t,-0.0
insolito,o,0.7981011008534035
è,E,7.027502796830224
lo,l,3.8232444887516093
lo,o,4.878009976609952
fece,f,5.59205690067203
fece,e,3.9931828056646053
fece,tS,1.1617369631673522
fece,e,0.3550125123368641
notare,n,6.300531976288085
notare,o,1.1628348107999937
notare,t,0.7980561697733909
notare,a,0.009452640183461121
notare,r,0.01068428556617528
notare,e,0.0026655474934885533
all,a,2.6762186997554465
all,ll,4.041330084383789
orsa,o,7.048912642660145
orsa,r,0.6630112911085477
orsa,s,1.1299625495797765
orsa,a,10.82046897626713
maggiore,m,4.889645428138082
maggiore,a,0.8927617366836496
maggiore,ddZ,6.331954532949599
maggiore,o,0.04688344682043018
maggiore,r,0.10248689896764815
maggiore,e,1.5996656149829747
la,l,4.293910554118023
la,a,0.910499095338843
minore,m,3.705475225707039
minore,i,2.71785967574779
minore,n,3.1134302225412314
minore,o,2.44478626488145
minore,r,0.03002816218164038
minore,e,0.5218336166637186
era,E,6.749688984421782
era,r,1.6154187100375914
era,a,0.8489797737181857
