BEGIN,semantic_dissimilarity,word
101430.0,0.7093410491943359,re
112455.0,0.4366324245929718,parrucchiere
229761.0,0.4179615378379822,era
248283.0,0.3401593565940857,volta
285327.0,0.3794576525688171,regno
310905.0,0.3943546414375305,foreste
372204.0,0.3860840797424316,alberi
395136.0,0.3995251655578613,belli
440118.0,0.4065047204494476,stendevano
529641.0,0.3646178245544433,colorando
566244.0,0.3785507082939148,terra
590265.0,0.3321810364723205,verde
635922.0,0.3917421102523803,profumando
674730.0,0.3771043419837951,cielo
718609.0,0.3880751729011535,foglie
733824.0,0.3847753405570984,spettinate
852894.0,0.5038282871246338,mezzo
883323.0,0.4046268463134765,regno
900522.0,0.4758379459381103,forestale
956088.0,0.3755185604095459,era
970200.0,0.3846122026443481,castello
1033704.0,0.3341172933578491,castello
1059282.0,0.3585894107818603,vivevano
1089711.0,0.380427747964859,Re
1129842.0,0.3645563423633575,sedevano
1171296.0,0.3585669994354248,trono
1193787.0,0.3871629238128662,pietra
1228626.0,0.3276249170303345,messo
1263906.0,0.3227449059486389,torre
1289043.0,0.3649142980575561,alta
1395324.0,0.3056360483169555,stavano
1421343.0,0.3702373504638672,guardare
1451331.0,0.3646331429481506,alberi
1508661.0,0.4101245403289795,davano
1538649.0,0.3667191863059997,ordini
1659483.0,0.4560817778110504,Alberi
1701819.0,0.3985924422740936,muovete
1728720.0,0.3700629770755768,rami
1809864.0,0.3722772896289825,Alberi
1855728.0,0.3536178171634674,respirate
1950543.0,0.3207546770572662,Alberi
1992438.0,0.3167707324028015,bevete
2023308.0,0.369797796010971,rugiada
2113713.0,0.3575062155723572,alberi
2144142.0,0.3457649052143097,muovevano
2175453.0,0.2993631660938263,rami
2203236.0,0.2810262441635132,respiravano
2263212.0,0.264691025018692,bevevano
2292318.0,0.330564796924591,rugiada
2380077.0,0.3509482145309448,cose
2462985.0,0.3969823718070984,fanno
2569266.0,0.4677363038063049,giorno
2597049.0,0.4837540984153747,divenne
2615571.0,0.543670117855072,Re
2635857.0,0.4640198945999145,castello
2661876.0,0.4749700129032135,Ricciolino
2723175.0,0.4265875816345215,Re
2748312.0,0.4135665893554687,elegante
2780064.0,0.3366436064243316,raffinato
2864736.0,0.4618121385574341,sedette
2897811.0,0.3683709502220154,trono
2923830.0,0.4265891313552856,cima
2945880.0,0.3353626728057861,torre
2964402.0,0.4075795710086822,disse
3017322.0,0.4442030191421509,Guarda
3055248.0,0.4486415088176727,spettinati
3100230.0,0.4265048205852508,alberi
3142751.0,0.4319393634796142,ineleganza
3248406.0,0.3812456727027893,chiamate
3292065.0,0.4175738096237182,boscaioli
3423483.0,0.3456538915634155,chiamati
3459204.0,0.3802779018878937,boscaioli
3525795.0,0.445495069026947,Re
3534615.0,0.3913959860801697,disse
3578715.0,0.4074455797672272,Boscaioli
3647511.0,0.3978728652000427,solito
3669120.0,0.3438632488250732,tagliate
3697785.0,0.3669666647911072,alberi
3715425.0,0.3854380548000335,casaccio
3791277.0,0.3608946800231933,fare
3803259.0,0.3761983513832092,legna
3847530.0,0.5219299793243408,ora
3896676.0,0.3621202409267425,taglierete
3928428.0,0.4197093248367309,eleganza
4039119.0,0.4804109036922455,dissero
4065138.0,0.4509249925613403,boscaioli
4167009.0,0.4108140468597412,farò
4176711.0,0.4603773355484009,seguire
4211991.0,0.4427408576011657,corso
4238010.0,0.41264808177948,parrucchieri
4319154.0,0.3652286827564239,andrete
4350244.0,0.4018621444702148,foresta
4384863.0,0.3715679049491882,aggiustare
4419261.0,0.4924604892730713,chiome
4446162.0,0.3589431345462799,alberi
4499523.0,0.3604671657085418,farete
4564350.0,0.3627076148986816,capelli
4582431.0,0.3483432233333587,corti
4656078.0,0.3384061753749847,ricci
4724874.0,0.3448545932769775,lisci
4803813.0,0.4287196099758148,frangetta
4888485.0,0.4173939824104309,foresta
4931852.0,0.3534739911556244,pettinata
4989474.0,0.4399211406707763,capolavoro
5021667.0,0.3879605531692505,eleganza
5116482.0,0.4476377964019775,Abituati
5148234.0,0.3851645886898041,obbedire
5194980.0,0.447316437959671,boscaioli
5221440.0,0.3565842509269714,fecero
5239080.0,0.3537572026252746,corso
5260248.0,0.4078415036201477,parrucchieri
5311404.0,0.3453616201877594,andarono
5348448.0,0.4196670055389404,foresta
5421213.0,0.3762134909629822,alberi
5456052.0,0.3144190907478332,pettinati
5495301.0,0.3668099641799927,modi
5514264.0,0.3156574964523315,strani
5578209.0,0.3555539846420288,trecce
5620104.0,0.3019438683986664,code
5654943.0,0.314974308013916,ciuffi
5691987.0,0.3184942007064819,frangette
5820247.0,0.5566996335983276,Re
5835960.0,0.5024040341377258,Ricciolino
5891319.0,0.5312988758087158,alto
5915574.0,0.4454072713851928,torre
5947767.0,0.3579410910606384,guardava
5969817.0,0.3485927283763885,contento
6041259.0,0.39003986120224,cosa
6056253.0,0.4742887020111084,finì
6196932.0,0.3612242937088012,uccelli
6214131.0,0.3838595151901245,passando
6262641.0,0.4528055191040039,foresta
6289542.0,0.3733919858932495,guardando
6369804.0,0.3784636557102203,spavento
6426252.0,0.2889042496681213,divertimento
6486228.0,0.3308268189430237,mettevano
6512688.0,0.3964768350124359,starnazzare
6555465.0,0.3288798332214355,schiamazzare
6597360.0,0.354651927947998,ridere
6660864.0,0.411186158657074,forza
6684237.0,0.2661196291446686,ridere
6709374.0,0.3631112575531006,scappava
6749946.0,0.4249331951141357,pipì
6778170.0,0.3346962034702301,cacca
6848730.0,0.4303324818611145,venivano
6867803.0,0.4152193069458008,uccelli
6908265.0,0.4669517278671264,parte
6934725.0,0.441586971282959,cielo
6959862.0,0.3309487700462341,vedere
6987645.0,0.3608914613723755,curiosità
7019397.0,0.3956462740898132,schiamazzi
7090839.0,0.4044023156166076,cacca
7117299.0,0.4219001233577728,pipì
7153461.0,0.3729909658432007,cadevano
7183890.0,0.4710610508918762,alto
7213878.0,0.396769255399704,abbondanti
7268121.0,0.5045309662818909,Re
7275177.0,0.5208783149719238,Ricciolino
7306929.0,0.3990267217159271,scappò
7343973.0,0.4258753657341003,terre
7358526.0,0.3473008871078491,lontane
7407918.0,0.4314684271812439,rovinarsi
7438788.0,0.3904876112937927,eleganza
7530957.0,0.4607653617858886,boscaioli
7557858.0,0.3789364993572235,smisero
7583436.0,0.5354015827178955,acconciare
7619157.0,0.3881380558013916,chiome
7643412.0,0.3197546005249023,piante
7713090.0,0.3469055294990539,foresta
