token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;racconto;raccontare;NOUN;root;ROOT;(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .))))));4.80 ± 1.53;4,122635297;content
2;0;per;per;ADP;case;bambini;(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .))))));;6,912435835;function
3;0;bambini;bambino;NOUN;nmod;Racconto;(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .))))));3.20 ± 1.12;5,274801932;content
4;0;cattivi;cattivo;ADJ;amod;bambini;(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .))))));3.48 ± 1.26;4,272810369;content
5;1;questa;questo;PRON;nsubj;storia;(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .)));;6,209842069;function
6;1;è;essere;AUX;cop;storia;(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .)));;7,249521761;function
7;1;la;il;DET;det;storia;(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .)));;7,055331658;function
8;1;storia;storia;NOUN;root;ROOT;(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .)));5.20 ± 1.41;5,43885969;content
9;1;di;di;ADP;case;famiglia;(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .)));;7,232814475;function
10;1;una;uno;DET;det;famiglia;(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .)));;6,801817508;function
