token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;le;il;DET;det;posate;(ROOT (f3 (sn (DET Le) (NOUN posate) (sa (ADJ sposate))) (PUNCT .)));;6,624997683;function
2;0;posate;posata;NOUN;root;ROOT;(ROOT (f3 (sn (DET Le) (NOUN posate) (sa (ADJ sposate))) (PUNCT .)));;3,343211574;content
3;0;sposate;sposato;ADJ;amod;posate;(ROOT (f3 (sn (DET Le) (NOUN posate) (sa (ADJ sposate))) (PUNCT .)));;3,542139575;content
4;1;c;ci;PRON;expl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,166704172;function
5;1;era;essere;VERB;root;ROOT;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,283626334;content
6;1;una;uno;DET;det;volta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,801817508;function
7;1;volta;volta;NOUN;obl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;5,820011577;content
8;1;una;uno;DET;det;forchetta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,801817508;function
9;1;forchetta;forchetta;NOUN;nsubj;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));3.64 ± 1.25;3,48649033;content
10;1;molto;molto;ADV;advmod;lucida;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,102695876;function
11;1;lucida;lucido;ADJ;amod;forchetta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;3,395043213;content
12;1;con;con;ADP;case;denti;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,620271703;function
13;1;i;il;DET;det;denti;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;6,584780852;function
14;1;denti;dente;NOUN;nmod;forchetta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;4,565946359;content
15;1;d;di;ADP;case;argento;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));;5,87641417;function
16;1;argento;argento;NOUN;nmod;denti;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN forchetta) (sa (ADV molto) (ADJ lucida)) (PUNCT ,) (sp (ADP con) (sn (DET i) (NOUN denti) (spd (ADP d') (sn (NOUN argento) (PUNCT .)))))))));7.20 ± 2.00;4,158471206;content
17;2;tutti;tutto;PRON;nsubj;ammiravano;(ROOT (fc (f (sq (PRON Tutti)) (ibar (PRON la) (VERB ammiravano))) (CCONJ e) (f (ibar (PRON la) (VERB volevano)) (compt (sp (ADP in) (sn (NOUN sposa) (PUNCT .)))))));;6,110511188;function
