word,semantic_dissimilarity
L',0.21934735774993896
Apollonia,0.5493150949478149
della,0.44001853466033936
marmellata,0.45296868681907654
A,0.40973806381225586
Sant',0.4159742295742035
Antonio,0.41961950063705444
sul,0.3926635980606079
Lago,0.4247780442237854
Maggiore,0.3843216598033905
viveva,0.3973442316055298
una,0.30213499069213867
donnina,0.3854828178882599
tanto,0.44473719596862793
brava,0.4520009160041809
a,0.43355870246887207
fare,0.39212584495544434
la,0.31909501552581787
marmellata,0.36495184898376465
così,0.45148396492004395
brava,0.3523241877555847
che,0.40119433403015137
i,0.40140318870544434
suoi,0.3687240481376648
servigi,0.3906710743904114
erano,0.3386147618293762
richiesti,0.37932896614074707
in,0.35843247175216675
Valcuvia,0.4919956922531128
in,0.3415953516960144
Valtravaglia,0.4818197190761566
in,0.27724015712738037
Val,0.3510064482688904
Dumentina,0.4782373011112213
e,0.30832409858703613
in,0.23528152704238892
Val,0.27811872959136963
Poverina,0.3986653685569763
La,0.46762514114379883
gente,0.44742053747177124
quand',0.48640796542167664
era,0.45109015703201294
la,0.40381038188934326
stagione,0.3668588101863861
arrivava,0.3334842920303345
da,0.42306989431381226
tutte,0.3640415072441101
le,0.2880405783653259
valli,0.33146029710769653
si,0.28208237886428833
sedeva,0.34294331073760986
sul,0.3810308575630188
muricciolo,0.49967893958091736
a,0.39662259817123413
guardare,0.3921504616737366
il,0.2874148488044739
panorama,0.36353468894958496
del,0.30805516242980957
lago,0.3428541123867035
coglieva,0.336292564868927
qualche,0.3630019426345825
lampone,0.37910282611846924
dai,0.3482643961906433
cespugli,0.3712705671787262
poi,0.43462467193603516
chiamava,0.4252118468284607
la,0.3423096537590027
donnina,0.47154995799064636
della,0.40255051851272583
marmellata,0.4145808815956116
Apollonia,0.4413979649543762
Che,0.46154558658599854
c',0.4134117662906647
è,0.3955872654914856
Me,0.41744399070739746
la,0.38256460428237915
fareste,0.4303618371486664
una,0.3094528913497925
marmellata,0.36334389448165894
di,0.4325178861618042
mirtilli,0.4095951318740845
Eccomi,0.407545804977417
Mi,0.3388999104499817
aiutereste,0.4493981897830963
a,0.3562626838684082
fare,0.3267025947570801
una,0.24872273206710815
buona,0.3361203670501709
marmellata,0.3348435163497925
di,0.3445282578468323
prugne,0.36487284302711487
Subito,0.4193492829799652
L',0.3691900074481964
Apollonia,0.4459070563316345
quella,0.4437260627746582
donnina,0.3944575786590576
aveva,0.387328565120697
proprio,0.4785374402999878
le,0.42885106801986694
mani,0.44106996059417725
d',0.3782495856285095
oro,0.4022811949253082
e,0.3807153105735779
faceva,0.4050462245941162
le,0.35725271701812744
migliori,0.41122734546661377
marmellate,0.4300234615802765
del,0.40049201250076294
Varesotto,0.5943401455879211
e,0.36730968952178955
del,0.315119206905365
Canton,0.4767480492591858
Ticino,0.38298389315605164
Una,0.47708362340927124
volta,0.5056939125061035
capitò,0.47189706563949585
da,0.45882922410964966
lei,0.40896177291870117
una,0.34086090326309204
donnetta,0.4182926416397095
di,0.33014899492263794
Arcumeggia,0.4535098075866699
così,0.4204567074775696
povera,0.39986246824264526
che,0.3870593309402466
per,0.4279937148094177
fare,0.39753955602645874
la,0.3536642789840698
marmellata,0.4035986661911011
non,0.327096164226532
aveva,0.3481684923171997
neanche,0.4138911962509155
un,0.32723361253738403
cartoccio,0.3797569274902344
di,0.29399609565734863
ghiande,0.42049354314804077
di,0.3437356948852539
pesca,0.3651942014694214
e,0.3359524607658386
allora,0.3706343173980713
strada,0.48181581497192383
facendo,0.3476293087005615
si,0.3539469838142395
era,0.39629489183425903
