token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;l;il;DET;det;Apollonia;(ROOT (f3 (sn (DET L') (PROPN Apollonia) (spd (ADP di) (sn (DET la) (NOUN marmellata) (PUNCT .))))));;6,640107629;function
2;0;apollonia;Apollonia;PROPN;root;ROOT;(ROOT (f3 (sn (DET L') (PROPN Apollonia) (spd (ADP di) (sn (DET la) (NOUN marmellata) (PUNCT .))))));;;content
3;0;della;di;ADP;case;marmellata;(ROOT (f3 (sn (DET L') (PROPN Apollonia) (spd (ADP di) (sn (DET la) (NOUN marmellata) (PUNCT .))))));;6,267030034;function
4;0;marmellata;marmellata;NOUN;nmod;Apollonia;(ROOT (f3 (sn (DET L') (PROPN Apollonia) (spd (ADP di) (sn (DET la) (NOUN marmellata) (PUNCT .))))));5.00 ± 1.00;3,676644657;content
5;1;a;a;ADP;case;Sant';(ROOT (cp (sp (ADP A) (sn (PROPN Sant') (PROPN Antonio))) (fp (PUNCT ,) (sp (ADP su) (sn (DET il) (PROPN Lago) (PROPN Maggiore))) (PUNCT ,)) (fc (f (ibar (VERB viveva)) (compin (sn (DET una) (NOUN donnina) (sa (ADV tanto) (ADJ brava))) (sv2 (ADP a) (VERB fare) (compt (sn (DET la) (NOUN marmellata)))))) (PUNCT ,) (fc (ADV così) (sa (ADJ brava) (fac (SCONJ che) (f (sn (DET i) (sa (DET suoi)) (NOUN servigi)) (ibar (AUX erano) (VERB richiesti)) (comppas (coord (sp (ADP in) (sn (PROPN Valcuvia))) (PUNCT ,) (sp (ADP in) (sn (PROPN Valtravaglia))) (PUNCT ,) (sp (ADP in) (sn (NOUN Val) (PROPN Dumentina))) (CCONJ e) (sp (ADP in) (sn (NOUN Val) (PROPN Poverina) (PUNCT .))))))))))));;7,004335738;function
6;1;sant;Sant;PROPN;obl;viveva;(ROOT (cp (sp (ADP A) (sn (PROPN Sant') (PROPN Antonio))) (fp (PUNCT ,) (sp (ADP su) (sn (DET il) (PROPN Lago) (PROPN Maggiore))) (PUNCT ,)) (fc (f (ibar (VERB viveva)) (compin (sn (DET una) (NOUN donnina) (sa (ADV tanto) (ADJ brava))) (sv2 (ADP a) (VERB fare) (compt (sn (DET la) (NOUN marmellata)))))) (PUNCT ,) (fc (ADV così) (sa (ADJ brava) (fac (SCONJ che) (f (sn (DET i) (sa (DET suoi)) (NOUN servigi)) (ibar (AUX erano) (VERB richiesti)) (comppas (coord (sp (ADP in) (sn (PROPN Valcuvia))) (PUNCT ,) (sp (ADP in) (sn (PROPN Valtravaglia))) (PUNCT ,) (sp (ADP in) (sn (NOUN Val) (PROPN Dumentina))) (CCONJ e) (sp (ADP in) (sn (NOUN Val) (PROPN Poverina) (PUNCT .))))))))))));;1,491953226;content
7;1;antonio;Antonio;PROPN;flat:name;Sant';(ROOT (cp (sp (ADP A) (sn (PROPN Sant') (PROPN Antonio))) (fp (PUNCT ,) (sp (ADP su) (sn (DET il) (PROPN Lago) (PROPN Maggiore))) (PUNCT ,)) (fc (f (ibar (VERB viveva)) (compin (sn (DET una) (NOUN donnina) (sa (ADV tanto) (ADJ brava))) (sv2 (ADP a) (VERB fare) (compt (sn (DET la) (NOUN marmellata)))))) (PUNCT ,) (fc (ADV così) (sa (ADJ brava) (fac (SCONJ che) (f (sn (DET i) (sa (DET suoi)) (NOUN servigi)) (ibar (AUX erano) (VERB richiesti)) (comppas (coord (sp (ADP in) (sn (PROPN Valcuvia))) (PUNCT ,) (sp (ADP in) (sn (PROPN Valtravaglia))) (PUNCT ,) (sp (ADP in) (sn (NOUN Val) (PROPN Dumentina))) (CCONJ e) (sp (ADP in) (sn (NOUN Val) (PROPN Poverina) (PUNCT .))))))))))));;1,734991274;content
8;1;sul;su;ADP;case;Lago;(ROOT (cp (sp (ADP A) (sn (PROPN Sant') (PROPN Antonio))) (fp (PUNCT ,) (sp (ADP su) (sn (DET il) (PROPN Lago) (PROPN Maggiore))) (PUNCT ,)) (fc (f (ibar (VERB viveva)) (compin (sn (DET una) (NOUN donnina) (sa (ADV tanto) (ADJ brava))) (sv2 (ADP a) (VERB fare) (compt (sn (DET la) (NOUN marmellata)))))) (PUNCT ,) (fc (ADV così) (sa (ADJ brava) (fac (SCONJ che) (f (sn (DET i) (sa (DET suoi)) (NOUN servigi)) (ibar (AUX erano) (VERB richiesti)) (comppas (coord (sp (ADP in) (sn (PROPN Valcuvia))) (PUNCT ,) (sp (ADP in) (sn (PROPN Valtravaglia))) (PUNCT ,) (sp (ADP in) (sn (NOUN Val) (PROPN Dumentina))) (CCONJ e) (sp (ADP in) (sn (NOUN Val) (PROPN Poverina) (PUNCT .))))))))))));;5,857922973;function
9;1;lago;Lago;PROPN;obl;viveva;(ROOT (cp (sp (ADP A) (sn (PROPN Sant') (PROPN Antonio))) (fp (PUNCT ,) (sp (ADP su) (sn (DET il) (PROPN Lago) (PROPN Maggiore))) (PUNCT ,)) (fc (f (ibar (VERB viveva)) (compin (sn (DET una) (NOUN donnina) (sa (ADV tanto) (ADJ brava))) (sv2 (ADP a) (VERB fare) (compt (sn (DET la) (NOUN marmellata)))))) (PUNCT ,) (fc (ADV così) (sa (ADJ brava) (fac (SCONJ che) (f (sn (DET i) (sa (DET suoi)) (NOUN servigi)) (ibar (AUX erano) (VERB richiesti)) (comppas (coord (sp (ADP in) (sn (PROPN Valcuvia))) (PUNCT ,) (sp (ADP in) (sn (PROPN Valtravaglia))) (PUNCT ,) (sp (ADP in) (sn (NOUN Val) (PROPN Dumentina))) (CCONJ e) (sp (ADP in) (sn (NOUN Val) (PROPN Poverina) (PUNCT .))))))))))));;4,367593163;content
10;1;maggiore;Maggiore;PROPN;flat:name;Lago;(ROOT (cp (sp (ADP A) (sn (PROPN Sant') (PROPN Antonio))) (fp (PUNCT ,) (sp (ADP su) (sn (DET il) (PROPN Lago) (PROPN Maggiore))) (PUNCT ,)) (fc (f (ibar (VERB viveva)) (compin (sn (DET una) (NOUN donnina) (sa (ADV tanto) (ADJ brava))) (sv2 (ADP a) (VERB fare) (compt (sn (DET la) (NOUN marmellata)))))) (PUNCT ,) (fc (ADV così) (sa (ADJ brava) (fac (SCONJ che) (f (sn (DET i) (sa (DET suoi)) (NOUN servigi)) (ibar (AUX erano) (VERB richiesti)) (comppas (coord (sp (ADP in) (sn (PROPN Valcuvia))) (PUNCT ,) (sp (ADP in) (sn (PROPN Valtravaglia))) (PUNCT ,) (sp (ADP in) (sn (NOUN Val) (PROPN Dumentina))) (CCONJ e) (sp (ADP in) (sn (NOUN Val) (PROPN Poverina) (PUNCT .))))))))))));;4,772759154;content
