TOKEN,BEGIN,ORT
0,88465,Il
1,104782,piccolo
2,130051,ragno
3,174283,tesse
4,210092,e
5,221779,tace
6,314257,Splende
7,348390,il
8,361047,sole
9,384199,e
10,388080,soffia
11,415025,il
12,422875,vento
13,472576,Soffia
14,497845,giÃ 
15,508076,di
16,515573,buon
17,528803,mattino
18,578945,e
19,584501,porta
20,608007,con
21,616253,sÃ©
22,636804,sopra
23,655899,i
24,659604,campi
25,692061,il
26,706614,piccolo
27,732810,ragno
28,808309,Con
29,813733,lâ€™
30,819202,argenteo
31,855143,filo
32,874371,sottile
33,924601,il
34,937169,piccolo
35,956794,ragno
36,989780,rimane
37,1015976,impigliato
38,1111188,fra
39,1075423,i
40,1082876,pali
41,1101574,di
42,1104573,un
43,1109380,recinto
44,1185761,E
45,1194845,comincia
46,1225980,subito
47,1267743,a
48,1279076,tessere
49,1301700,la
50,1307609,sua
51,1322030,tela
52,1403527,Arriva
53,1423989,il
54,1432456,cavallo
55,1482598,e
56,1486214,gli
57,1494020,dice
58,1523831,Hiii
59,1561978,Hiii
60,1619087,Vuoi
61,1627334,venire
62,1648370,a
63,1654412,cavalcare
64,1686031,Il
65,1742082,piccolo
66,1762589,ragno
67,1798751,tesse
68,1819919,e
69,1828210,tace
70,1912176,Arriva
71,1937004,la
72,1942473,mucca
73,1995790,e
74,1998524,gli
75,2007300,dice
76,2044256,Mu
77,2104452,Mu
78,2160944,Vuoi
79,2168706,mangiare
80,2194416,un
81,2203412,po'
82,2209234,di
83,2214482,fieno
84,2231857,e
85,2239839,di
86,2243367,avena
87,2305063,Il
88,2316529,piccolo
89,2333243,ragno
90,2379636,tesse
91,2415842,e
92,2427617,tace
93,2507261,Arriva
94,2529003,la
95,2530855,pecora
96,2578483,e
97,2580600,gli
98,2590831,dice
99,2626596,Beee
100,2666066,Beee
101,2704256,Andiamo
102,2729746,insieme
103,2752502,per
104,2763218,prati
105,2823811,Il
106,2835277,piccolo
107,2861825,ragno
108,2884978,tesse
109,2905132,e
110,2913555,tace
111,2995978,Arriva
112,3014808,la
113,3023540,capra
114,3069536,e
115,3071168,gli
116,3082237,dice
117,3117341,Meee
118,3155002,Mee
119,3206246,Facciamo
120,3230678,chi
121,3237734,salta
122,3256124,di
123,3262783,piÃ¹
124,3313718,Il
125,3324434,piccolo
126,3347146,ragno
127,3387630,tesse
128,3421499,e
129,3432568,tace
130,3508464,Arriva
131,3530337,il
132,3535806,maiale
133,3581758,e
134,3584448,gli
135,3594591,dice
136,3624182,Gronf
137,3662902,Gronf
138,3709472,perchÃ©
139,3726671,non
140,3735402,andiamo
142,3761289,rotolarci
143,3796128,nel
144,3804551,prato
145,3855663,Il
146,3863998,piccolo
147,3882961,ragno
148,3905276,tesse
149,3939541,e
150,3951448,tace
151,4023596,Arriva
152,4040883,il
153,4052922,cane
154,4102447,e
155,4105181,gli
156,4114574,dice
157,4144077,Bau
158,4170096,Bau
159,4225883,Vieni
160,4267204,che
161,4272320,andiamo
162,4288240,a
163,4292782,caccia
164,4309893,del
165,4319154,gatto
166,4374279,Il
167,4383628,piccolo
168,4404488,ragno
169,4424774,ragno
170,4465478,e
171,4475841,tace
172,4549709,Arriva
173,4568275,il
174,4574934,gatto
175,4609112,e
176,4612199,gli
177,4623753,dice
178,4659121,Mao
179,4697091,Mao
180,4744587,Se
181,4750981,andassimo
182,4776162,a
183,4777926,farci
184,4794243,un
185,4802755,pisolino
186,4865156,Il
187,4875564,piccolo
188,4895321,ragno
189,4920017,tesse
190,4940744,e
191,4949608,tace
192,5016772,Arriva
193,5035426,lâ€™
194,5038425,anatra
195,5075513,e
196,5078732,gli
197,5087817,dice
198,5113880,Qua
199,5131608,Qua
200,5176987,Vieni
201,5193525,con
202,5198993,me
203,5204770,a
204,5207901,nuotare
205,5266025,Il
206,5277756,piccolo
207,5300820,ragno
208,5338526,ha
209,5344523,smesso
210,5369087,di
211,5375922,tessere
212,5431929,La
213,5435546,ragnatela
214,5461476,Ã¨
215,5469062,pronta
216,5542003,Allora
217,5556776,arriva
218,5573093,il
219,5582575,gallo
220,5622353,e
221,5625837,gli
222,5633996,dice
223,5671833,Chicchirichi
224,5733794,PerchÃ©
225,5749670,non
226,5758137,andiamo
227,5777012,assieme
228,5818863,ad
229,5824728,acchiappare
230,5856127,le
231,5861816,mosche
232,5941064,Il
233,5953103,piccolo
234,5977402,ragno
235,5999981,tace
236,6025030,e
237,6065294,Zac
238,6104498,Ha
239,6109173,giÃ 
240,6119007,acchiappato
241,6148951,una
242,6157904,mosca
243,6230404,Allora
244,6252630,arriva
245,6275121,la
246,6282266,civetta
247,6325351,e
248,6333245,dice
249,6360852,Uhuu
250,6413816,Chi
251,6418799,ha
252,6423209,fatto
253,6453329,quella
254,6466427,bella
255,6478996,ragnatela
256,6560448,E
257,6564241,il
258,6575266,piccolo
259,6595993,ragno
260,6615309,tace
261,6668141,dorme
262,6684149,giÃ 
263,6696497,da
264,6699804,un
265,6710521,po'
266,6755459,Ã¨
267,6760751,stata
268,6779625,una
269,6793517,dura
270,6810495,giornata
271,6838719,di
272,6842732,lavoro
