TOKEN,BEGIN,ORT
0.0,87759.0,Il
1.0,103282.2,fatto
2.0,129918.6,Ã¨
3.0,216310.5,Il
4.0,226894.5,fatto
5.0,271435.5,Ã¨
6.0,278094.6,che
7.0,283033.8,la
8.0,290354.4,paperetta
9.0,340407.9,non
10.0,352447.2,si
11.0,360958.5,era
12.0,371013.3,ancora
13.0,396635.4,decisa
14.0,431915.4,a
15.0,438265.8,tuffarsi
16.0,468297.9,nello
17.0,480425.4,stagno
18.0,554910.3,CosÃ¬
19.0,575372.7000000001,lâ€™
20.0,579033.0,anatra
21.0,620354.7,sul
22.0,636407.1,bordo
23.0,659339.1,dello
24.0,669614.4,specchio
25.0,694442.7,dâ€™
26.0,695236.5,acqua
27.0,744496.2000000001,le
28.0,750934.7999999999,spiegÃ²
29.0,786523.5,con
30.0,798871.4999999999,pazienza
31.0,856907.1000000001,i
32.0,862640.1,vantaggi
33.0,888703.2000000001,del
34.0,896332.5,nuoto
35.0,979681.5,Ma
36.0,984664.7999999999,non
37.0,991456.2,le
38.0,996660.0000000001,riuscÃ¬
39.0,1013991.3,affatto
40.0,1040495.4,di
41.0,1047683.7,convincerla
42.0,1114362.9,e
43.0,1118684.7,vedendo
44.0,1148319.9,che
45.0,1155331.8,con
46.0,1161946.8,le
47.0,1171913.4,buone
48.0,1199608.2,non
49.0,1209618.9,otteneva
50.0,1231580.7,nulla
51.0,1280355.3,decise
52.0,1310211.0,senzlâ€™altro
53.0,1366703.1,di
54.0,1375346.7,spingerla
55.0,1409788.8,in
56.0,1416271.5,acqua
57.0,1468089.0,Senza
58.0,1485993.6,alcun
59.0,1503236.7,successo
60.0,1605284.1,A
61.0,1615427.1,quel
62.0,1628172.0,punto
63.0,1682018.1,lâ€™
64.0,1686736.8,anatra
65.0,1712535.3,indispettita
66.0,1782477.9,chiamÃ²
67.0,1802543.4,in
68.0,1808982.0,aiuto
69.0,1829664.9,il
70.0,1837691.1,gatto
71.0,1907325.0,Il
72.0,1913631.3,gatto
73.0,1928801.7,spinse
74.0,1952483.4,lâ€™
75.0,1954908.9,anatra
76.0,1996583.4,che
77.0,2002360.5,spingeva
78.0,2032348.5,la
79.0,2039316.3,paperetta
80.0,2089105.2,che
81.0,2095543.8,nemmeno
82.0,2119710.6,si
83.0,2127516.3,mosse
84.0,2209145.4,Chiamarono
85.0,2244028.5,allora
86.0,2268151.2,il
87.0,2278691.1,cane
88.0,2323276.2,che
89.0,2333419.2,spinse
90.0,2358556.2,il
91.0,2368081.8,gatto
92.0,2416018.5,che
93.0,2421751.5,spingeva
94.0,2459633.4,lâ€™
95.0,2462235.3,anatra
96.0,2512509.3,che
97.0,2517889.5,spingeva
98.0,2552993.1,la
99.0,2560754.7,paperetta
100.0,2613895.2,che
101.0,2618613.9,sembrava
102.0,2642957.1,incollata
103.0,2668050.0,a
104.0,2678634.0,terra
105.0,2757308.4,Infine
106.0,2808508.5,arrivÃ²
107.0,2828177.1,anche
108.0,2840877.9,il
109.0,2849080.5,tacchino
110.0,2907998.1,che
111.0,2912849.1,spinse
112.0,2936442.6,il
113.0,2945174.4,cane
114.0,2990641.5,che
115.0,2995845.3,spingeva
116.0,3030066.9,il
117.0,3040298.1,gatto
118.0,3092556.6,che
119.0,3099700.8,spingeva
120.0,3134980.8,lâ€™
121.0,3137141.7,anatra
122.0,3192575.4,che
123.0,3197029.5,spingeva
124.0,3232353.6,la
125.0,3239321.4,paperetta
126.0,3305780.1,che
127.0,3311645.4,non
128.0,3323684.7,si
129.0,3331137.6,spostava
130.0,3362669.1,di
131.0,3365800.2,un
132.0,3369769.2,millimetro
133.0,3455146.8,E
134.0,3466833.3,proprio
135.0,3498232.5,quando
136.0,3515034.6,sembrÃ²
137.0,3537084.6,che
138.0,3542288.4,la
139.0,3550138.2,sua
140.0,3561648.3,resistenza
141.0,3624138.0,potesse
142.0,3649627.8,venir
143.0,3667841.1,meno
144.0,3712029.3,il
