BEGIN,surprisal,word
99666.0,8.79633903503418,paese
128331.0,15.42232894897461,cani
247842.0,3.030210494995117,era
267246.0,3.813176870346069,volta
321489.0,4.675744533538818,strano
343539.0,8.714073181152344,piccolo
366471.0,9.177807807922363,paese
434826.0,8.641083717346191,composto
517293.0,14.80768585205078,casette
582561.0,1.3422592878341677,casetta
600201.0,2.5379223823547363,aveva
622251.0,12.248567581176758,giardinetto
665028.0,22.84772300720215,cancelletto
753228.0,4.8123555183410645,cancelletto
807912.0,6.466335296630859,cane
824356.0,16.778249740600586,abbaiava
891702.0,15.032122611999512,Facciamo
911547.0,3.306338310241699,esempio
979020.0,19.39144897460937,Fido
1004157.0,2.2759127616882324,cane
1043847.0,5.831702709197998,casetta
1069425.0,9.66181755065918,numero
1121904.0,11.930459022521973,proteggeva
1148364.0,14.252358436584473,gelosamente
1180998.0,9.579607009887695,abitanti
1252440.0,7.301146507263184,farlo
1270521.0,8.600384712219238,dovere
1300509.0,14.745121955871582,abbaiava
1328733.0,15.03763484954834,impegno
1370628.0,3.171082735061645,volta
1390914.0,9.679121971130373,vedeva
1405467.0,8.676717758178711,passare
1466766.0,3.088186502456665,abitanti
1523214.0,7.695368766784668,altre
1577898.0,9.244526863098145,casette
1629936.0,17.93074607849121,uomo
1650222.0,1.0939728021621704,donna
1678005.0,2.94836950302124,bambino
1766205.0,10.639105796813965,facevano
1792224.0,1.7576909065246582,altri
1838529.0,8.544011116027832,cani
1884834.0,8.531466484069824,avevano
1906884.0,7.353713989257812,gran
1921878.0,2.18969464302063,fare
1948338.0,6.822803020477295,abbaiare
1979649.0,7.039709568023682,giorno
2005227.0,2.169161558151245,notte
2059029.0,0.6392088532447815,era
2065203.0,3.969905138015747,sempre
2117682.0,6.507874488830566,strada
2193093.0,12.43796730041504,forza
2218671.0,15.745613098144531,sentir
2234106.0,13.208335876464844,abbaiare
2267622.0,1.3753747940063477,cani
2306540.0,2.965209722518921,abitanti
2341269.0,0.9547191262245178,paese
2384046.0,6.273914813995361,diventati
2429910.0,4.105937480926514,po'
2435643.0,12.726513862609863,sordi
2508849.0,13.35374355316162,parlavano
2529576.0,13.07627010345459,pochissimo
2608074.0,3.016168594360352,resto
2637180.0,4.478245735168457,non
2659671.0,3.1712262630462646,mai
2670696.0,3.081564426422119,avuto
2687454.0,9.02631378173828,grandi
2700684.0,7.979307174682617,cose
2724498.0,3.3808484077453613,dire
,8.511089324951172,ascoltare
2826810.0,12.22997760772705,Pian
2842245.0,5.632983684539795,piano
2873556.0,14.621305465698242,starsene
2900898.0,6.814017295837402,sempre
2924712.0,8.840507507324219,zitti
2944742.0,45.68072891235352,immusoniti
2997918.0,39.88454055786133,disimpararono
3035844.0,6.686341285705566,anche
3059217.0,8.045677185058594,parlare
3143007.0,1.0669875144958496,fine
3154914.0,22.35042953491211,capitò
3211803.0,6.721038818359375,padroni
3235617.0,3.516132354736328,casa
3277512.0,9.05404567718506,misero
3302649.0,6.174286842346191,abbaiare
3361302.0,4.4733734130859375,cani
3434067.0,10.561906814575195,forse
3451266.0,9.43860912322998,credevano
3481695.0,9.733983993530272,parlare
3541671.0,11.548623085021973,aprivano
3565926.0,9.534215927124023,bocca
3605616.0,9.98883056640625,udiva
3629430.0,8.037309646606445,specie
3657654.0,23.575519561767575,bau
3670002.0,15.429169654846191,bau
3709251.0,4.725927352905273,faceva
3728214.0,7.507387161254883,venire
3753351.0,8.122482299804688,pelle
3771432.0,13.268424987792969,oca
3841551.0,13.38453769683838,così
3857427.0,15.26858139038086,abbaiavano
3885210.0,2.6637871265411377,cani
3915639.0,10.628808975219728,abbaiavano
3950919.0,5.474148750305176,uomini
3981348.0,1.6914056539535522,donne
4019274.0,4.830787181854248,abbaiavano
4051467.0,2.3005802631378174,bambini
4088952.0,10.81833839416504,giocavano
4179357.0,16.732585906982422,villette
4229895.0,11.145909309387209,sembravano
4255650.0,6.785610675811768,diventate
4314303.0,18.453170776367188,canili
4383981.0,20.42970848083496,Però
4410000.0,17.41307258605957,graziose
4469535.0,8.529396057128906,avevano
4488939.0,20.583999633789062,tendine
4512312.0,15.872919082641602,pulite
4552884.0,7.147650718688965,vetri
4599630.0,9.58687973022461,perfino
4624767.0,23.590023040771484,gerani
4660488.0,12.583101272583008,piantine
4686948.0,17.325984954833984,grasse
4719141.0,10.299031257629396,balconi
4819248.0,0.9073379039764404,volta
4836006.0,11.118102073669434,capitò
4871286.0,4.633335590362549,parti
4892454.0,22.85176086425781,Giovannino
4915386.0,36.62681198120117,Perdigiorno
5026959.0,11.768701553344728,famosi
5046363.0,9.308380126953123,viaggi
5154849.0,1.351370096206665,cani
5190129.0,8.032272338867188,accolsero
5232465.0,12.60630226135254,concerto
5297071.0,2.726364850997925,fatto
5311404.0,7.135075092315674,diventare
5334777.0,17.1143798828125,nervoso
5367852.0,31.225515365600582,paracarro
5441058.0,24.54276657104492,Domandò
5466195.0,18.57280731201172,informazione
5516028.0,4.155519962310791,donna
5578209.0,4.256564617156982,rispose
5602905.0,36.85050964355469,abbaiando
5685372.0,10.863319396972656,Fece
5707863.0,10.271567344665527,complimento
5749758.0,6.750349521636963,bambino
5815026.0,10.598572731018066,ricevette
5853393.0,3.3067626953125,cambio
5883381.0,24.331693649291992,ululato
5974227.0,7.180065155029297,capito
6012153.0,10.527158737182615,concluse
6038172.0,5.563305377960205,Giovannino
6088446.0,11.896035194396973,epidemia
6178851.0,7.791994571685791,fece
6192081.0,13.49746799468994,ricevere
6222069.0,7.380053520202637,sindaco
6253380.0,8.25904655456543,disse
6304095.0,13.627761840820312,rimedio
6322617.0,10.1740083694458,sicuro
6351282.0,10.607511520385742,avrei
6408171.0,16.59869956970215,Primo
6446679.0,10.26161289215088,fate
6458524.0,14.7325439453125,abbattere
6495930.0,20.97368621826172,cancelletti
6563729.0,11.040854454040527,tanto
6581043.0,9.902839660644531,giardini
6601329.0,15.422361373901367,cresceranno
6626025.0,10.790185928344728,benissimo
6656454.0,7.13441276550293,anche
6685119.0,26.51482391357422,inferriate
6803748.0,12.340167999267578,mandate
6828003.0,2.3746063709259038,cani
6845643.0,8.494214057922363,caccia
6893271.0,13.047760009765623,divertiranno
6931197.0,3.512454032897949,più
6944868.0,10.34598159790039,diventeranno
6976620.0,3.523680686950684,più
6986763.0,8.408029556274414,gentili
7066989.0,8.671740531921387,Terzo
7118511.0,6.542943954467773,fate
7145523.0,4.668328762054443,bella
7159194.0,2.953589916229248,festa
7182567.0,8.046674728393555,ballo
7242102.0,5.689940929412842,primo
7254891.0,21.17135238647461,valzer
7283997.0,16.653697967529297,imparerete
7325451.0,5.480093955993652,parlare
7354557.0,11.008803367614746,nuovo
7438210.0,2.315640926361084,sindaco
7461720.0,7.342354774475098,rispose
7467453.0,14.2921781539917,Bau
7605045.0,3.8121650218963614,capito
7652232.0,2.6672284603118896,disse
7669431.0,5.485391616821289,Giovannino
7735581.0,12.78964138031006,peggior
7751457.0,11.49059009552002,malato
7797762.0,8.99661922454834,crede
7837452.0,6.667619705200195,sano
7903161.0,12.2462739944458,andò
7929621.0,10.14526653289795,fatti
8026641.0,8.281157493591309,notte
8070300.0,14.180169105529783,sentite
8094114.0,12.696006774902344,abbaiare
8132922.0,2.272003412246704,cani
8151003.0,10.872069358825684,insieme
8176581.0,12.50190544128418,lontananza
8248464.0,6.74762773513794,darsi
8304912.0,3.5135838985443115,cani
8323434.0,13.636953353881836,cani
8382969.0,2.493346929550171,anche
8393112.0,2.070985078811645,darsi
8436771.0,6.402987480163574,abitanti
8482194.0,14.742425918579102,strano
8520120.0,10.695915222167969,piccolo
8543052.0,1.8313212394714355,paese
