BEGIN,surprisal,type_of_words,word
89523.0,17.669538497924805,content,Apocalisse
170226.0,23.12183380126953,content,Cara
182574.0,18.50129508972168,content,Franci
211239.0,4.989727020263672,function,ti
221823.0,2.854543209075928,content,scrivo
237258.0,2.171577215194702,function,per
245196.0,7.162388801574707,content,sapere
258867.0,3.7171242237091056,function,come
267687.0,7.560290813446045,content,stai
280917.0,7.427221298217773,function,tu
288414.0,3.0102102756500244,function,e
290619.0,1.8700255155563357,function,come
300321.0,5.502031803131104,content,stanno
316638.0,28.07022857666016,content,Eris
336042.0,4.547410488128662,function,e
337365.0,4.393351078033447,function,i
340452.0,6.2893967628479,function,vostri
358092.0,3.6813161373138423,content,figli
369117.0,16.934226989746094,content,meravigliosi
434826.0,4.363198280334473,function,E
441882.0,5.225106239318848,function,poi
446733.0,9.402994155883787,function,volevo
460845.0,2.5656425952911377,content,sapere
475398.0,1.6153734922409058,function,se
485100.0,12.61281394958496,function,pure
494361.0,7.640873432159424,function,da
500535.0,5.230920791625977,function,voi
509355.0,7.522200584411621,function,in
512442.0,10.792142868041992,content,Australia
539784.0,5.399331569671631,function,è
546399.0,4.581091403961182,content,arrivata
563157.0,4.219604015350342,function,l'
564480.0,6.6047563552856445,content,Apocalisse
640332.0,15.39014720916748,content,Manu
653562.0,11.977130889892578,content,dice
665910.0,0.8895660042762756,function,che
668997.0,4.22783899307251,function,non
676935.0,2.4305965900421143,function,è
682668.0,9.015130996704102,content,detto
703836.0,1.0357307195663452,function,che
706923.0,4.313432693481445,function,sia
716625.0,5.427356243133545,content,arrivata
733824.0,11.21988582611084,function,pure
746172.0,15.581449508666992,function,laggiù
785421.0,12.941621780395508,function,voi
792477.0,4.936182022094727,function,siete
806589.0,4.059709072113037,function,in
810117.0,5.283481121063232,function,un
815850.0,3.803582429885864,content,altro
829962.0,17.573760986328125,content,emisfero
860391.0,3.990429401397705,function,e
862596.0,5.222894191741943,function,che
866124.0,5.241705894470215,function,l'
869211.0,8.491620063781738,content,Australia
891702.0,1.1601572036743164,function,è
896112.0,2.945955514907837,function,un
899640.0,6.168379783630371,content,Paese
917721.0,7.697080612182617,function,abbastanza
945504.0,14.442692756652832,content,vergine
969318.0,3.358266592025757,function,e
970641.0,4.072493553161621,function,che
976374.0,3.428148031234741,function,la
983430.0,4.813539028167725,content,gente
994455.0,15.203150749206545,function,lì
1003275.0,2.9944212436676025,function,non
1009890.0,11.957395553588867,function,può
1018710.0,7.848695278167725,function,aver
1025766.0,11.712166786193848,content,commesso
1049139.0,8.652533531188965,function,lo
1053108.0,1.611093044281006,content,stesso
1069425.0,10.360825538635254,content,numero
1083096.0,0.5582062602043152,function,di
1087947.0,2.2759151458740234,content,peccati
1108674.0,3.886771678924561,function,che
1114848.0,9.204312324523926,function,da
1119699.0,5.272395610809326,function,noi
1172178.0,8.121822357177734,function,Secondo
1218924.0,3.8599696159362793,function,me
1235241.0,3.801278114318848,function,non
1241856.0,4.571446418762207,function,ci
1248030.0,13.994664192199709,function,può
1253322.0,0.2987379133701324,function,essere
1270521.0,6.471678733825684,function,un'
1273608.0,3.644229650497437,content,Apocalisse
,5.74595308303833,function,a
1301391.0,16.7252197265625,content,metà
1348137.0,4.461355686187744,function,E
1360485.0,1.93597674369812,function,poi
1371510.0,8.737318992614746,function,alla
1378125.0,11.551493644714355,content,televisione
1401057.0,10.569869041442873,content,dicevano
1425753.0,0.54593425989151,function,che
1429722.0,4.7257585525512695,function,era
1437219.0,3.308673143386841,function,un
1438542.0,7.941128253936768,content,problema
1457505.0,12.344209671020508,content,globale
1486611.0,4.571317195892334,function,Ma
1491462.0,25.873027801513672,content,vatti
1502928.0,4.118655681610107,function,a
1506015.0,19.30912971496582,content,fidare
1528947.0,9.19358253479004,function,Comunque
1560258.0,8.842853546142578,content,spero
1579221.0,0.6460360884666443,function,che
1584954.0,6.358786106109619,function,da
1592010.0,1.9161831140518188,function,voi
1607886.0,4.324651718139648,function,non
1616706.0,2.1770999431610107,function,sia
1623762.0,2.88213849067688,content,arrivata
1658160.0,8.575216293334961,function,e
1659483.0,9.714619636535645,content,abbia
1668303.0,6.447105407714844,content,ragione
1683738.0,16.59478759765625,content,Manu
1735335.0,8.266761779785156,function,Da
1740627.0,4.948531150817871,function,un
1745037.0,4.06650447845459,content,paio
1755621.0,3.219791412353516,function,d'
1756944.0,0.3219418525695801,content,anni
1767969.0,4.289275646209717,function,non
1775025.0,4.235458850860596,function,si
1780317.0,8.609591484069824,content,parlava
1795311.0,8.597533226013184,function,d'
1797516.0,3.210072755813598,function,altro
1810305.0,3.8993537425994873,function,che
1815597.0,6.428986072540283,function,dell'
1823535.0,3.632359981536865,content,Apocalisse
1855287.0,5.173459053039551,function,che
1858374.0,7.256871223449707,function,sarebbe
1876014.0,9.227688789367676,content,arrivata
1894977.0,4.457014560699463,function,e
1897623.0,11.184369087219238,function,saremmo
1917468.0,8.409602165222168,content,morti
1933344.0,7.238937377929687,function,tutti
1974798.0,11.162641525268556,function,Soprattutto
1999494.0,7.923685073852539,function,gli
2004345.0,11.928709030151367,content,esperti
2025954.0,6.3317694664001465,function,in
2031246.0,11.831085205078123,content,televisione
2076669.0,7.275322437286377,content,avevano
2095632.0,16.983789443969727,function,ognuno
2111949.0,5.583762168884277,function,una
2116800.0,10.868729591369627,content,ricetta
2138850.0,7.270820617675781,function,su
2145465.0,2.3125624656677246,function,come
2154285.0,7.232940673828125,function,sarebbe
2172366.0,4.308329582214356,content,successo
2208087.0,4.561358451843262,function,Ma
2223522.0,8.69791030883789,function,tutti
2243367.0,15.685259819030762,content,concordavano
2275119.0,4.000115394592285,function,su
2280852.0,20.00468063354492,function,‘sta
2290113.0,14.213215827941896,content,storia
2304666.0,9.3568115234375,function,dei
2312604.0,13.382760047912598,content,cavalli
2330244.0,21.228395462036133,content,colorati
2396394.0,6.355849266052246,function,L'
2402568.0,12.43960189819336,content,Anticristo
2431233.0,7.355812072753906,function,sarebbe
2447109.0,4.778954982757568,content,arrivato
2463426.0,12.491048812866213,function,sopra
2477538.0,5.2685136795043945,function,un
2480625.0,8.305204391479492,content,cavallo
2496501.0,5.179150104522705,content,bianco
2515464.0,13.059091567993164,function,ad
2518992.0,11.006321907043455,content,annunciare
2545011.0,2.444885730743408,function,la
2550523.0,4.86464262008667,content,fine
2562651.0,1.393244743347168,function,della
2570148.0,10.956228256225586,content,Terra
2621745.0,6.312963008880615,function,Poi
2647323.0,8.333405494689941,function,sarebbe
2666727.0,1.7666449546813965,content,arrivato
2679516.0,3.147962808609009,function,un
2686131.0,4.2257161140441895,content,cavallo
2702448.0,2.903838634490967,content,rosso
2723616.0,3.3900177478790283,function,che
2727144.0,4.918572425842285,function,avrebbe
2740815.0,3.566436290740967,content,fatto
2752281.0,8.025671005249023,content,scoppiare
2777859.0,3.517819881439209,function,una
2784033.0,2.814448356628418,content,guerra
2799027.0,10.743034362792969,content,totale
2840481.0,4.874738693237305,function,Poi
2849742.0,4.915621757507324,function,un
2855916.0,0.6004117131233215,content,cavallo
2873115.0,2.1877729892730717,content,nero
2886786.0,1.278394341468811,function,che
2889432.0,1.465221285820007,function,avrebbe
2904426.0,6.346482276916504,content,portato
2923389.0,11.16086483001709,content,fame
2939265.0,1.6289623975753784,function,e
2940588.0,10.899906158447266,content,carestia
2980719.0,6.586296558380127,function,anche
2991303.0,3.3451759815216064,function,in
2997477.0,13.96902084350586,content,conseguenza
3028788.0,2.2957420349121094,function,della
3038490.0,3.3754210472106934,content,guerra
3082149.0,8.01348876953125,function,Di
3087441.0,5.699737548828125,function,questi
3100230.0,3.240400791168213,content,cavalli
3116547.0,6.198153018951416,function,non
3123603.0,2.6251935958862305,function,c'
