token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;la;il;DET;det;fata;(ROOT (f3 (sn (DET La) (NOUN fata) (sn (NOUN gattina) (PUNCT .)))));;7,055331658;function
2;0;fata;fata;NOUN;root;ROOT;(ROOT (f3 (sn (DET La) (NOUN fata) (sn (NOUN gattina) (PUNCT .)))));4.24 ± 2.30;3,684381281;content
3;0;gattina;gattina;NOUN;compound;fata;(ROOT (f3 (sn (DET La) (NOUN fata) (sn (NOUN gattina) (PUNCT .)))));;3,33393803;content
4;1;c;ci;PRON;expl;era;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));;6,166704172;function
5;1;era;essere;VERB;root;ROOT;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));;6,283626334;content
6;1;una;uno;DET;det;volta;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));;6,801817508;function
7;1;volta;volta;NOUN;obl;era;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));;5,820011577;content
8;1;una;uno;DET;det;bambina;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));;6,801817508;function
9;1;bambina;bambino;NOUN;nsubj;era;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));3.20 ± 1.12;4,98282431;content
10;1;che;che;PRON;nsubj;chiamava;(ROOT (fc (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sn (DET una) (NOUN bambina) (f2 (PRON che) (f (ibar (PRON si) (VERB chiamava)) (compc (sn (PROPN Lorenza)))))))) (PUNCT ,) (CCONJ e) (f (ibar (AUX voleva) (VERB viaggiare))) (dirsp (PUNCT :) (fc (ADV però) (f (ibar (VERB aveva)) (compc (sn (NOUN paura) (sv2 (ADP di) (ADV non) (VERB tornare) (compin (sp (ADP a) (sn (NOUN casa) (PUNCT .))))))))))));;7,250456545;function
