BEGIN,semantic_dissimilarity,type_of_words,word
90405.0,,function,Il
97902.0,0.7062342166900635,content,re
105399.0,0.4938458502292633,content,Mida
200655.0,0.3122248649597168,function,Il
210798.0,0.3552783727645874,content,re
217854.0,0.3395052552223205,content,Mida
258867.0,0.3355563282966614,function,era
272538.0,0.3171827793121338,function,un
279153.0,0.3519157767295837,content,grande
295470.0,0.4477750658988952,content,spendaccione
337365.0,0.4435330033302307,function,tutte
381465.0,0.4560790061950683,function,le
387198.0,0.3999847173690796,content,sere
403074.0,0.4096632003784179,content,dava
414981.0,0.3668306469917297,content,feste
440559.0,0.3212711215019226,function,e
445410.0,0.3607610762119293,content,balli
474957.0,0.4173051118850708,function,finché
487746.0,0.3463551998138428,function,si
495684.0,0.4093435406684875,content,trovò
510678.0,0.385437548160553,function,senza
525231.0,0.4029014706611633,function,un
531405.0,0.4058021605014801,content,centesimo
608139.0,0.4291711747646332,content,Andò
637245.0,0.3529133796691894,function,dal
645624.0,0.4687346816062927,content,mago
657531.0,0.4167346954345703,content,Apollo
698544.0,0.3838927745819092,function,gli
706923.0,0.3654126226902008,content,raccontò
730737.0,0.3723199367523193,function,i
735147.0,0.3606718778610229,function,suoi
743526.0,0.4123167991638183,content,guai
787626.0,0.3223089575767517,function,e
794682.0,0.4150793552398681,content,Apollo
815850.0,0.3465969562530517,function,gli
826434.0,0.3994613885879516,content,fece
842751.0,0.3926983475685119,function,questo
858627.0,0.3920195400714874,content,incantesimo
903168.0,0.4352231025695801,function,Tutto
961380.0,0.4513276219367981,function,quello
980784.0,0.4383654594421386,function,che
985194.0,0.435952365398407,function,le
990486.0,0.4211495518684387,function,tue
997542.0,0.4844188094139099,content,mani
1009449.0,0.4633225202560425,content,toccano
1042524.0,0.4316301941871643,function,deve
1053549.0,0.4424158930778503,content,diventare
1091695.0,0.3902216851711273,content,oro
1155861.0,0.3320738673210144,function,Il
1177470.0,0.40236496925354,content,re
1181880.0,0.4670667052268982,content,Mida
1194669.0,0.3845936059951782,content,fece
1205253.0,0.3973358273506164,function,un
1210986.0,0.4647131562232971,content,salto
1230831.0,0.4360061883926391,function,per
1237446.0,0.4192142486572265,function,la
1244061.0,0.4207744896411896,content,contentezza
1298304.0,0.3110765218734741,function,e
1302714.0,0.3664878606796264,content,tornò
1322559.0,0.3631412386894226,function,di
1327851.0,0.4023380279541015,content,corsa
1348578.0,0.3992002606391907,function,alla
