BEGIN,Zipf_freq,word
97902.0,5.011715611,re
105399.0,2.732393759,mida
210798.0,5.011715611,re
217854.0,2.732393759,mida
279153.0,5.615282093,grande
295470.0,2.552651066,spendaccione
387198.0,3.953226593,sere
403074.0,4.014397459,dava
414981.0,4.295581021,feste
445410.0,3.778072728,balli
495684.0,3.799449264,trovò
531405.0,3.940272991,centesimo
608139.0,4.231723291,andò
645624.0,4.160572071,mago
657531.0,1.19092323,apollo
706923.0,3.232315915,raccontò
743526.0,4.875454422,guai
794682.0,1.19092323,apollo
826434.0,4.506053547,fece
858627.0,4.025979332,incantesimo
997542.0,5.2980314,mani
1009449.0,3.471956597,toccano
1053549.0,5.018615519,diventare
1091695.0,4.770592524,oro
1177470.0,5.011715611,re
1181880.0,2.732393759,mida
1194669.0,4.506053547,fece
1210986.0,4.36860399,salto
1244061.0,2.168646835,contentezza
1302714.0,3.802115291,tornò
1327851.0,4.59626959,corsa
1368864.0,3.652571798,automobile
1439865.0,7.259198169,non
1450449.0,4.506053547,fece
1475145.0,5.87827826,tempo
1498959.0,4.48229208,toccare
1533798.0,3.37703161,maniglia
1565550.0,3.708778649,portiera
1626849.0,5.515761062,subito
1651986.0,5.418719983,macchina
1670949.0,3.563835233,diventò
1706670.0,4.770592524,oro
1741950.0,3.956591785,ruote
1760472.0,4.770592524,oro
1786050.0,3.683683619,vetri
1806777.0,4.770592524,oro
1833678.0,4.379007604,motore
1861461.0,4.770592524,oro
1928493.0,4.439876846,diventata
1952748.0,4.770592524,oro
1965096.0,6.115086172,anche
1981854.0,4.28556902,benzina
2029482.0,6.287788074,così
2046240.0,5.418719983,macchina
2064321.0,7.259198169,non
2074905.0,3.347775131,camminava
2100483.0,6.382555861,più
2125620.0,1.367014489,bisognò
2146788.0,5.356330794,far
2155167.0,5.41855288,venire
2179422.0,4.160339142,carro
2212497.0,2.98331492,buoi
2251305.0,2.533345911,trasportarla
2403009.0,6.003702937,casa
2437848.0,5.011715611,re
2444904.0,2.732393759,mida
2454165.0,4.594729841,andava
2485917.0,5.36483757,giro
2511495.0,4.170016131,stanze
2557800.0,4.48229208,toccare
2582937.0,6.382555861,più
2587788.0,5.845850231,cose
2612484.0,4.87822919,poteva
2635416.0,3.756771049,tavoli
2696274.0,3.115202516,armadi
2740815.0,3.774688598,sedie
2816226.0,3.296433415,diventava
2843568.0,4.770592524,oro
2909718.0,5.876302159,certo
2924712.0,5.322012335,punto
2938383.0,3.961038525,ebbe
2948085.0,4.136883934,sete
2992626.0,4.506053547,fece
3003651.0,5.028827175,portare
3027024.0,4.479731178,bicchiere
3047751.0,5.23681316,acqua
3096702.0,4.479731178,bicchiere
3114342.0,3.563835233,diventò
3140361.0,4.770592524,oro
3154473.0,5.23681316,acqua
3182256.0,5.167341994,pure
3240909.0,3.562914141,volle
3263400.0,5.055819784,bere
3302649.0,3.545991436,lasciarsi
3333078.0,2.668044485,imboccare
3380706.0,4.030086913,servo
3404079.0,5.300586131,col
3412017.0,3.650315718,cucchiaio
3513888.0,4.383072355,venne
3535938.0,6.195882677,ora
3555783.0,5.922979074,andare
3579156.0,4.356612606,tavola
3610026.0,3.395043213,toccava
3659638.0,3.48649033,forchetta
3685878.0,3.296433415,diventava
3713661.0,4.770592524,oro
3766140.0,4.033220364,invitati
3788190.0,2.367014489,battevano
3818178.0,5.2980314,mani
3838464.0,4.074016589,dicevano
3881682.0,1.19092323,maestà
3906819.0,2.853681062,toccatemi
3954447.0,3.550758712,bottoni
3983994.0,4.433588867,giacca
4004721.0,2.853681062,toccatemi
4050585.0,3.600856353,ombrello
4122468.0,5.011715611,re
4126878.0,2.732393759,mida
4144077.0,4.910958432,faceva
4160835.0,4.04765212,contenti
4234482.0,4.3610382,prese
4255650.0,4.385576302,pane
4278582.0,5.112999615,mangiare
4322241.0,6.115086172,anche
4357962.0,3.563835233,diventò
4380012.0,4.770592524,oro
4439547.0,1.734991274,cavarsi
4461597.0,4.026296682,appetito
4526424.0,4.713237025,farsi
