word,phoneme,phoneme_surprisal
il,i,6.369590031671549
il,l,3.238984361749086
contadino,k,5.706034706437268
contadino,o,2.138923058968038
contadino,n,1.4189375458900533
contadino,t,2.481949321399299
contadino,a,2.729083635750052
contadino,d,5.2303773874906785
contadino,i,-0.0
contadino,n,-0.0
contadino,o,0.5572334828000343
astrologo,a,5.345776660334679
astrologo,s,6.4511658468484505
astrologo,t,1.7629212767396762
astrologo,r,1.3827199920218296
astrologo,O,2.2471969468395168
astrologo,l,1.8597789189436083
astrologo,o,-0.0
astrologo,g,0.28353616241394064
astrologo,o,0.21795798728031646
un,u,7.092196036630419
un,n,3.0517534696201047
re,r,5.847241656675385
re,e,5.852113440533553
aveva,a,3.3093765082515545
aveva,v,7.671130847070667
aveva,e,3.1287858015947743
aveva,v,2.3532846963723646
aveva,a,0.18477039196844475
perduto,p,5.086658465650248
perduto,e,0.8712626315597035
perduto,r,0.07734363341659885
perduto,d,5.488681379857996
perduto,u,1.6492417722696309
perduto,t,0.045683709769485326
perduto,o,2.301371152039639
un,u,4.510609098808912
un,n,1.7053777375212706
anello,a,5.070436240961302
anello,n,7.798493048209056
anello,E,5.711959269079951
anello,ll,0.5236100728071219
anello,o,0.4282396959782997
prezioso,p,3.1197501059059247
prezioso,r,2.469638975607386
prezioso,e,0.747611984273578
prezioso,tts,0.13303720439267866
prezioso,j,0.00011589561667312095
prezioso,o,-0.0
prezioso,z,0.20465255437492771
prezioso,o,0.008928898947231877
cerca,tS,8.973625616420822
cerca,e,1.2062907829081033
cerca,r,2.798691764207886
cerca,k,2.5504520355788887
cerca,a,3.7895280827880753
qua,k,4.010305142677297
qua,w,5.262073545375218
qua,a,10.237817528969325
cerca,tS,10.897353942903033
cerca,e,1.3784031148280875
cerca,r,0.1564943056774876
cerca,k,0.04453085049294902
cerca,a,0.5187442091060587
la,l,3.3569819934164333
la,a,1.7938901447574438
non,n,5.652724598383702
non,O,2.1079615249372763
non,n,1.5773829499329761
si,s,6.878250287141453
si,i,4.663310039970254
trova,t,4.5961856995024215
trova,r,1.1518266987867825
trova,O,0.9073385058959031
trova,v,0.5160986266826852
trova,a,0.3914283787923205
mise,m,5.443722615017459
mise,i,3.9262044903225397
mise,z,1.5827466644098203
mise,e,0.20567068712575667
fuori,f,6.4412484566639785
fuori,w,3.92196849154483
fuori,O,-0.0
fuori,r,0.02158898841320164
fuori,i,0.040919944802139806
un,u,3.272313949973384
un,n,0.5063072411049362
bando,b,7.3423812271957924
bando,a,1.6336835435883421
bando,n,3.601656089624938
bando,d,0.5961044374705254
bando,o,0.4641512605238849
che,k,4.19288963330107
che,e,7.776970784074548
se,s,3.8912694248574056
se,e,3.451822912167279
un,u,6.734525164815949
un,n,1.5891489578129532
astrologo,a,4.165417170245316
astrologo,s,7.162280306089717
astrologo,t,5.079339241974419
astrologo,r,2.354911942468053
astrologo,O,2.2370991079320146
astrologo,l,3.614118602706682
astrologo,o,-0.0
astrologo,g,-0.0
astrologo,o,-0.0
gli,L,13.485326286926929
gli,i,0.1977344915043337
sa,s,2.9950457935270403
sa,a,5.362441494122697
dire,d,3.6544247461880084
dire,i,1.3388299461421447
dire,r,5.283707979984851
dire,e,8.985270334554047
dov,d,3.5235194549696893
dov,o,3.013926716572604
dov,v,1.7242371485484107
è,E,4.973353021814493
lo,l,9.570046350116971
lo,o,4.315893418439301
fa,f,5.7537512106688675
fa,a,2.3670439218350237
ricco,r,4.465228606896347
ricco,i,0.5658271488551063
ricco,kk,9.920266396062647
ricco,o,0.2533310525547405
per,p,3.5290027596658966
per,e,1.7912172724843962
per,r,0.3491206363430558
tutta,t,5.598957931167925
tutta,u,2.887197001255585
tutta,tt,0.3129996432547628
tutta,a,4.049848132239057
la,l,3.023336493830425
la,a,1.3582861401194544
vita,v,8.566835514903115
vita,i,0.2963689697940807
vita,t,0.3966892863559141
vita,a,0.004913444655701905
c',tS,19.931568569324174
era,E,6.861060081670071
era,r,3.331652275144713
era,a,0.9261834075364851
un,u,11.323108295779932
un,n,0.8158179466998625
contadino,k,3.4929940755676534
contadino,o,2.4013058118340926
contadino,n,1.3621675449852217
contadino,t,2.211622058199149
contadino,a,3.571994629759393
contadino,d,3.074997881627499
contadino,i,0.04015110223479963
contadino,n,-0.0
contadino,o,0.5259283060708306
senza,s,3.6752335503967624
senza,E,5.456996568476923
senza,n,1.1321890686311842
senza,ts,2.064865102351831
senza,a,0.0012498877411584602
un,u,6.23382768546543
un,n,0.7880395838613218
soldo,s,2.6328260106486834
soldo,O,3.1153288506563706
soldo,l,0.07767300434293455
soldo,d,0.06268198093715494
soldo,o,8.143953637061415
che,k,3.360599920791439
che,e,8.237315681354993
non,n,5.171797467309822
non,O,2.051096940523662
non,n,0.3287124468196844
sapeva,s,2.723514454923433
sapeva,a,2.9000787267972497
sapeva,p,1.9322000765006209
sapeva,e,0.05088052778473174
sapeva,v,0.03907525424664277
sapeva,a,0.024203891973412463
ne,n,5.924028199236685
ne,e,0.5906415947775404
leggere,l,4.28013432609337
leggere,e,2.3765984343878537
leggere,ddZ,1.7170498942491412
leggere,e,0.12317675279167677
leggere,r,0.074390963237723
leggere,e,0.0002869620219273564
ne,n,4.120837062727264
ne,e,5.5609991882385135
scrivere,s,4.092997140834531
scrivere,k,3.4110817046937085
scrivere,r,0.49777799532616235
scrivere,i,0.041631330749014164
scrivere,v,1.6123795259341063
scrivere,e,0.1294223325867293
scrivere,r,1.4598616571020797
scrivere,e,0.05408095723605802
è,E,6.542847431531588
si,s,4.166904245969402
si,i,3.2550854761038983
chiamava,k,3.733230321254483
chiamava,j,4.530743906537616
