BEGIN,Zipf_freq,type_of_words,word
93933.0,3.459267144,content,giacomo
118629.0,7.232814475,function,di
124803.0,3.849411611,content,cristallo
225351.0,6.801817508,function,una
237258.0,5.820011577,content,volta
272979.0,6.797274494,function,in
276507.0,6.801817508,function,una
287973.0,5.377045756,content,città
299880.0,4.349587211,content,lontana
354564.0,4.383072355,content,venne
366912.0,6.335583043,function,al
375291.0,5.533168209,content,mondo
388842.0,7.065833912,function,un
394254.0,5.364764818,content,bambino
413217.0,3.393683917,content,trasparente
498771.0,4.749271739,function,attraverso
522585.0,6.624997683,function,le
526995.0,5.298082303,function,sue
537124.0,2.787520326,content,membra
569772.0,6.553884221,function,si
579474.0,4.87822919,function,poteva
595350.0,5.73232148,content,vedere
626661.0,6.562704781,content,come
639450.0,4.749271739,function,attraverso
668556.0,6.640107629,function,l
671643.0,5.026360125,content,aria
688842.0,2.741151583,function,e
691488.0,6.640107629,function,l
698544.0,5.23681316,content,acqua
774837.0,6.283626334,function,era
782334.0,7.232814475,function,di
787185.0,4.713758544,content,carne
810999.0,2.741151583,function,e
814086.0,5.87641417,function,d
817614.0,4.423665293,content,ossa
850248.0,2.741151583,function,e
857745.0,3.623090499,content,pareva
872298.0,7.232814475,function,di
879772.0,4.228747981,content,vetro
921690.0,2.741151583,function,e
923013.0,6.583110863,function,se
932715.0,3.063079503,content,cadeva
946827.0,7.259198169,content,non
953883.0,4.594729841,content,andava
977211.0,6.797274494,function,in
983871.0,4.784486182,content,pezzi
1031499.0,6.662005813,function,ma
1036350.0,6.335583043,function,al
1042524.0,6.382555861,content,più
1053549.0,6.553884221,function,si
1063692.0,4.910958432,content,faceva
1080009.0,5.666529051,function,sulla
1096767.0,4.826054975,content,fronte
1135575.0,7.065833912,function,un
1143072.0,2.98331492,content,bernoccolo
1176588.0,3.393683917,content,trasparente
1280205.0,6.553884221,function,si
1287376.0,3.958450129,content,vedeva
1304919.0,7.039560886,function,il
1311093.0,6.051850878,function,suo
1323000.0,5.265885873,content,cuore
1341522.0,4.221320531,content,battere
1397881.0,6.553884221,function,si
1405467.0,3.313139108,content,vedevano
1425312.0,6.584780852,function,i
1432368.0,5.498344383,function,suoi
1442952.0,4.351991615,content,pensieri
1471617.0,1.668044485,content,guizzare
1511831.0,6.562704781,function,come
1524978.0,4.20837396,content,pesci
1542618.0,3.080224933,content,colorati
1582749.0,5.876803742,function,nella
1594656.0,5.914407635,function,loro
1606122.0,4.194814396,content,vasca
1704465.0,6.801817508,function,una
1715931.0,5.820011577,content,volta
1737099.0,6.912435835,function,per
1747242.0,4.5330497,content,sbaglio
1790019.0,7.039560886,function,il
1795311.0,5.364764818,content,bambino
1812951.0,4.869305017,content,disse
1828386.0,6.801817508,function,una
1835001.0,4.297114127,content,bugia
1887921.0,2.741151583,function,e
1889244.0,5.515761062,content,subito
1908207.0,7.055331658,function,la
1915263.0,5.595192339,content,gente
1944810.0,2.894214608,function,poté
1956717.0,5.73232148,content,vedere
1970388.0,6.562704781,function,come
1982295.0,6.801817508,function,una
1992438.0,4.670354567,content,palla
2006550.0,7.232814475,function,di
2015370.0,5.109241952,content,fuoco
2047563.0,5.239598045,function,dietro
2067849.0,7.055331658,function,la
2072700.0,6.022524285,function,sua
2084607.0,4.826054975,content,fronte
2145906.0,1.000000000,content,ridisse
2167515.0,7.055331658,function,la
2172807.0,5.292704661,content,verità
2218671.0,2.741151583,function,e
2219994.0,7.055331658,function,la
