BEGIN,semantic_dissimilarity,type_of_words,word
93933.0,,content,Giacomo
118629.0,0.7094782590866089,function,di
124803.0,0.4609633982181549,content,cristallo
225351.0,0.5118245482444763,function,Una
237258.0,0.3775034546852112,content,volta
272979.0,0.300810694694519,function,in
276507.0,0.2554444074630737,function,una
287973.0,0.3559242486953735,content,città
299880.0,0.2796555757522583,content,lontana
354564.0,0.3623077273368835,content,venne
366912.0,0.4880388975143432,function,al
375291.0,0.4097127914428711,content,mondo
388842.0,0.2578527927398681,function,un
394254.0,0.3495603799819946,content,bambino
413217.0,0.3419057428836822,content,trasparente
498771.0,0.4422656893730163,function,Attraverso
522585.0,0.3811531066894531,function,le
526995.0,0.3894162178039551,function,sue
537124.0,0.4064136743545532,content,membra
569772.0,0.339045763015747,function,si
579474.0,0.3504875302314758,function,poteva
595350.0,0.3680211901664734,content,vedere
626661.0,0.3959810733795166,content,come
639450.0,0.4050378203392029,function,attraverso
668556.0,0.3603391945362091,function,l'
671643.0,0.4008972644805908,content,aria
688842.0,0.3395284414291382,function,e
691488.0,0.3220560550689697,function,l'
698544.0,0.3184746503829956,content,acqua
774837.0,0.3325804471969604,function,Era
782334.0,0.3538700342178345,function,di
787185.0,0.357555627822876,content,carne
810999.0,0.3352223038673401,function,e
814086.0,0.3233523070812225,function,d'
817614.0,0.3552628755569458,content,ossa
850248.0,0.2926000356674194,function,e
857745.0,0.3843560218811035,content,pareva
872298.0,0.2634277939796448,function,di
879772.0,0.326171338558197,content,vetro
921690.0,0.2861828207969665,function,e
923013.0,0.4047335386276245,function,se
932715.0,0.4113654792308807,content,cadeva
946827.0,0.3478142619132995,content,non
953883.0,0.3250625133514404,content,andava
977211.0,0.4261538982391357,function,in
983871.0,0.3549214601516723,content,pezzi
1031499.0,0.3596454262733459,function,ma
1036350.0,0.4396880865097046,function,al
1042524.0,0.427480399608612,content,più
1053549.0,0.2916647791862488,function,si
1063692.0,0.4074521064758301,content,faceva
1080009.0,0.4504479765892029,function,sulla
1096767.0,0.4459868669509887,content,fronte
1135575.0,0.2982267141342163,function,un
1143072.0,0.5077970027923584,content,bernoccolo
1176588.0,0.3380644917488098,content,trasparente
1280205.0,0.3433023691177368,function,Si
