BEGIN,Zipf_freq,type_of_words,word
89964.0,7.039560886,function,il
100989.0,3.787520326,content,contadino
134505.0,2.502677091,content,astrologo
236817.0,7.065833912,function,un
245196.0,5.011715611,content,re
270774.0,5.632280537,function,aveva
287532.0,4.078821718,content,perduto
321489.0,7.065833912,function,un
327663.0,4.631517492,content,anello
345744.0,4.02438909,content,prezioso
404397.0,5.003535817,content,cerca
419391.0,5.522856403,function,qua
430416.0,5.003535817,content,cerca
447615.0,,function,là
460845.0,7.259198169,function,non
469665.0,6.553884221,function,si
477603.0,4.979657089,content,trova
533610.0,3.850364012,content,mise
544635.0,5.872607584,function,fuori
556542.0,7.065833912,function,un
564480.0,3.120342156,content,bando
597996.0,7.250456545,function,che
602847.0,6.583110863,function,se
612108.0,7.065833912,function,un
616959.0,2.502677091,content,astrologo
650475.0,6.227520191,function,gli
659295.0,5.664052398,content,sa
665910.0,5.98002779,content,dire
679140.0,5.564019217,function,dov
686637.0,7.249521761,content,è
700749.0,6.655915487,function,lo
709128.0,6.003549189,content,fa
715302.0,4.420860916,content,ricco
734706.0,6.912435835,function,per
743085.0,5.540385318,function,tutta
754110.0,7.055331658,function,la
760861.0,5.86172088,content,vita
822465.0,6.166704172,function,c
827316.0,6.283626334,content,era
835156.0,7.065833912,function,un
838782.0,3.787520326,content,contadino
864801.0,5.710022415,function,senza
882000.0,7.065833912,function,un
889056.0,3.957336077,content,soldo
925218.0,7.250456545,function,che
930951.0,7.259198169,function,non
938448.0,4.895245371,content,sapeva
953442.0,4.735239372,function,né
959175.0,4.718875188,content,leggere
977697.0,4.735239372,function,né
984753.0,4.723868606,content,scrivere
1021797.0,2.741151583,function,e
1024804.0,6.553884221,function,si
1034092.0,4.429220298,content,chiamava
1050903.0,2.447158031,content,gàmbara
1109366.0,5.778314248,function,sarà
1120140.0,5.656885745,function,tanto
1132488.0,5.232335655,content,difficile
1160712.0,5.356330794,content,far
1167327.0,6.640107629,function,l
1169973.0,2.502677091,content,astrologo
1207899.0,6.553884221,function,si
1218924.0,4.869305017,content,disse
1262583.0,6.769601972,function,mi
1267434.0,6.517126939,function,ci
1271844.0,6.095946945,function,voglio
1283310.0,4.970988391,content,provare
1329615.0,2.741151583,function,e
1335789.0,4.231723291,content,andò
1347696.0,5.733978809,function,dal
1356957.0,5.011715611,content,re
1389591.0,7.250456545,function,che
1395324.0,6.655915487,function,lo
1401057.0,4.3610382,content,prese
1414287.0,6.797274494,function,in
1421343.0,5.141239394,content,parola
1453536.0,2.741151583,function,e
1454859.0,6.655915487,function,lo
1461915.0,3.965804996,content,chiuse
1479555.0,7.004335738,function,a
1482642.0,4.379570526,content,studiare
1509543.0,6.797274494,function,in
1514711.0,6.801817508,function,una
1521009.0,5.236559101,content,stanza
1579662.0,6.018789847,function,dove
1591128.0,6.166704172,function,c
1594656.0,5.476165392,content,erano
1607445.0,6.359323473,function,solo
1625967.0,7.065833912,function,un
1633905.0,5.41108364,content,letto
1671390.0,2.741151583,function,e
1672713.0,7.065833912,function,un
1681533.0,4.727229102,content,tavolo
1709757.0,6.620271703,function,con
1719018.0,7.065833912,function,un
1725192.0,5.00500427,content,gran
1737981.0,1.19092323,content,libraccio
1760031.0,5.87641417,function,d
1761795.0,2.86761684,content,astrologia
1824417.0,2.741151583,function,e
1832355.0,4.219291114,content,penna
1850877.0,4.831504037,content,carta
1880865.0,2.741151583,function,e
1882188.0,2.421372151,content,calamaio
1963332.0,,content,gàmbara
1982295.0,6.553884221,function,si
1990233.0,2.81931216,content,sedette
2007480.0,6.335583043,function,al
2014929.0,4.727229102,content,tavolo
2046240.0,2.741151583,function,e
2048445.0,3.877112464,content,cominciò
2074464.0,7.004335738,function,a
2077551.0,1.734991274,content,scartabellare
2116800.0,7.039560886,function,il
,5.050151621,content,libro
2137527.0,5.710022415,function,senza
2154726.0,3.393683917,content,capirci
2176776.0,6.061505616,function,niente
2204118.0,2.741151583,function,e
2208969.0,7.004335738,function,a
2216025.0,4.836738348,content,farci
2234988.0,6.108229139,function,dei
2244249.0,4.48229208,content,segni
2258361.0,6.620271703,function,con
2267181.0,7.055331658,function,la
2273355.0,4.219291114,content,penna
2341908.0,4.05513756,function,siccome
2358909.0,7.259198169,function,non
