token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;l;il;DET;det;ombrellino;(ROOT (f3 (sn (DET L') (NOUN ombrellino) (sa (ADJ asciutto)) (PUNCT .))));;6,640107629;function
2;0;ombrellino;ombrellino;NOUN;root;ROOT;(ROOT (f3 (sn (DET L') (NOUN ombrellino) (sa (ADJ asciutto)) (PUNCT .))));;2,502677091;content
3;0;asciutto;asciutto;ADJ;amod;ombrellino;(ROOT (f3 (sn (DET L') (NOUN ombrellino) (sa (ADJ asciutto)) (PUNCT .))));5.08 ± 1.73;3,435200351;content
4;1;c;ci;PRON;expl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;6,166704172;function
5;1;era;essere;VERB;root;ROOT;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;6,283626334;content
6;1;una;uno;DET;det;volta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;6,801817508;function
7;1;volta;volta;NOUN;obl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;5,820011577;content
8;1;in;in;ADP;case;paese;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;6,797274494;function
9;1;un;uno;DET;det;paese;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;7,065833912;function
10;1;paese;paese;NOUN;obl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET un) (NOUN paese) (sa (ADV molto) (ADJ asciutto)))) (PUNCT ,)) (sn (DET un) (NOUN ombrellino) (sa (ADJ azzurro)))) (PUNCT .)));;5,055196927;content
