BEGIN;semantic_dissimilarity;type_of_words;word
89082;;function;Le
99225;0.726613402;function;due
112896;0.493061662;content;befane
224028;0.311663508;function;La
232848;0.341128677;content;Befana
273420;0.445648193;content;volava
296863;0.36193049;function;a
299880;0.466962099;content;cavallo
325458;0.316345155;function;della
336042;0.335336834;content;scopa
391167;0.422929466;content;Vola
411453;0.373764992;function;e
418509;0.399598777;content;vola
455994;0.442827344;function;a
459081;0.481016755;function;un
466137;0.488931417;content;certo
482895;0.384166181;content;punto
505827;0.391198874;content;vide
524790;0.289682925;function;una
535815;0.395446777;content;vecchina
575064;0.420123816;function;proprio
597996;0.457094789;content;uguale
619605;0.389337063;function;a
623574;0.327673197;function;lei
663264;0.300572217;function;a
666351;0.443791866;content;cavallo
694134;0.345991611;function;di
697662;0.298059106;function;una
704277;0.372299939;content;scopa
787546;0.521109104;function;Chi
792477;0.438312143;content;sei
839223;0.50917089;content;chiese
856422;0.295424938;function;la
862155;0.392433286;content;Befana
913311;0.319693744;function;e
915957;0.349674881;function;quella
929187;0.348012596;content;rispose
967995;0.363315374;function;Sono
982989;0.306743205;function;la
988722;0.364647418;content;Befana
1052667;0.376958758;function;Eh
1055313;0.363943934;function;no
1080009;0.277098119;function;La
1083537;0.30764842;content;Befana
1099413;0.299248099;function;sono
1114407;0.331601918;function;io
1149246;0.46739316;content;disse
1167768;0.340370357;function;la
1173060;0.359528214;content;Befana
1240533;0.396587133;function;Non
1247589;0.440741122;content;vedi
1263024;0.354896247;function;che
1266552;0.367193639;content;ho
1270080;0.353151858;function;la
1277136;0.401937068;content;scopa
1316826;0.340187311;function;il
1322118;0.379406929;content;naso
1337994;0.386186451;content;lungo
1359162;0.381327569;function;eccetera
1416051;0.449228346;function;Anche
1425753;0.368924677;function;io
1438542;0.372879386;function;ce
1444275;0.360332847;function;li
1449567;0.362576693;content;ho
1477350;0.54155767;content;disse
1496754;0.444230735;function;l'
1498518;0.445486695;function;altra
1549233;0.432513595;function;Non
1555848;0.439929247;content;vedi
1569078;0.37568599;function;che
1576134;0.373814166;content;volo
1617147;0.363233119;content;Volo
1632582;0.368598402;function;anche
1644087;0.326782316;function;io
1681533;0.404517114;content;disse
1698732;0.35134238;function;la
1703583;0.436600327;content;seconda
1773702;0.357924849;function;Non
1782081;0.407692194;content;vedi
1796193;0.338856459;function;che
1799280;0.359568834;content;ho
1802367;0.396049559;function;il
1812069;0.458572745;content;sacco
1829268;0.419270515;content;pieno
1842498;0.395904422;function;di
1849113;0.400883377;content;doni
1897182;0.402228236;function;Anche
1910156;0.30878377;function;io
1922319;0.356966019;function;ce
1929816;0.335872769;function;li
1935549;0.329633266;content;ho
1992879;0.345099509;function;La
2000376;0.407195121;content;Befana
2017575;0.424019516;function;era
2025072;0.40195787;content;confusa
2077110;0.376086652;function;perché
2089017;0.306762576;function;era
2096514;0.370274305;content;sicura
2119887;0.366526008;function;di
2125179;0.341796398;function;essere
2142378;0.337346733;function;lei
2153844;0.365125597;function;la
2159136;0.369281739;content;Befana
2205441;0.314920485;function;ma
2208704;0.366769671;function;anche
2222640;0.327229381;function;l'
2224404;0.36470145;function;altra
2238075;0.347827137;content;sembrava
2257920;0.35900867;function;che
2262771;0.399375439;function;lo
2270268;0.293840557;content;fosse
2326275;0.41464752;function;Forse
2343915;0.348221183;function;c'
2346561;0.308380067;content;erano
2358027;0.358950913;;due
2365965;0.417952269;content;Befane
2384046;0.368451715;function;nel
2394189;0.35902831;content;mondo
2424618;0.311398208;function;e
2425941;0.329859316;function;lei
2437407;0.296546459;function;non
2443581;0.358441651;function;lo
2448432;0.317210853;function;aveva
2462544;0.385032475;function;mai
2469600;0.355004668;content;saputo
2527371;0.351476729;function;Ma
2532663;0.369017363;function;se
2544129;0.345003009;function;era
2549862;0.344449848;function;così
2588670;0.313521206;function;non
2595726;0.333599031;function;ci
2600136;0.345750749;function;sarebbe
2619981;0.367292106;content;stata
2637621;0.394236982;function;troppa
2655261;0.37637493;content;confusione
2695392;0.368626177;function;per
2701601;0.358655214;function;i
2707299;0.456988156;content;doni
2719197;0.371740937;function;ai
2724498;0.382683307;content;bambini
2789766;0.448977351;content;Senti
2833866;0.523970723;content;disse
2850624;0.377279818;function;allora
2899134;0.445464253;content;Facciamo
2915451;0.353732407;function;una
2925594;0.391173899;content;gara
2970576;0.412194729;function;chi
2980719;0.440053225;content;vince
3002328;0.408889055;function;sarà
3015117;0.369386435;function;la
3021291;0.406739086;content;Befana
3069360;0.368047059;function;l'
3073329;0.401611924;function;altra
3088764;0.332568288;content;andrà
3104199;0.388841689;function;sulla
3119193;0.423190475;content;terra
3147417;0.376060367;function;a
3150063;0.333427012;content;fare
3163293;0.372766435;function;la
3169026;0.423082739;content;vecchina
3225033;0.48495245;function;D'
3228120;0.450424135;content;accordo
3271338;0.477192283;content;rispose
3288096;0.390715718;function;quella
3320289;0.400470495;function;Che
3331755;0.410026073;content;gara
3341898;0.380937994;content;facciamo
3402756;0.372270197;function;Un
3415545;0.488557637;content;volo
3431421;0.433044314;function;da
3437595;0.519766569;function;qui
3449943;0.435201526;function;alla
3460968;0.433680385;content;Luna
3490074;0.400156796;function;e
3493602;0.352245659;content;ritorno
3550050;0.409998119;content;Pronta
3606498;0.369066477;content;Vai
3658536;0.424170673;function;Le
3665592;0.496176541;;due
3671325;0.509232402;content;vecchine
3690288;0.374175876;content;partirono
3737034;0.392431229;content;attaccate
3771432;0.355809212;function;alle
3779370;0.382412553;function;loro
3791277;0.392758697;content;scope
3830526;0.325148046;function;con
3838905;0.306337833;function;i
3843756;0.397633791;content;bianchi
3865365;0.368363261;content;capelli
3901527;0.375193954;content;agitati
3924459;0.374775827;function;dal
3936807;0.391005367;content;vento
3994578;0.476320505;content;vola
4013982;0.399027765;function;e
4020156;0.40180549;content;vola
4054554;0.352429926;function;erano
4073076;0.371069938;content;velocissime
4161717;0.43940115;content;Arrivarono
4185972;0.435413361;function;insieme
4210227;0.381531656;function;alla
4219047;0.377594858;content;Luna
4256973;0.389168084;function;le
4266234;0.346810341;content;girarono
4285197;0.327518344;function;attorno
4339440;0.322643131;content;cominciarono
4376043;0.321478128;function;a
4380012;0.322250605;content;tornare
4408236;0.329843283;function;giù
4446603;0.355099976;function;sempre
4469094;0.365926743;content;vicinissime
4505256;0.483454376;function;l'
4507902;0.485263228;function;una
4522014;0.406579643;function;all'
4530393;0.371403903;function;altra
4574052;0.379679143;content;punta
4589928;0.401716828;function;di
4595661;0.414387167;content;naso
4615506;0.444270432;function;con
4624326;0.350960732;content;punta
4642407;0.321427941;function;di
4648581;0.322857082;content;naso
4686066;0.263079703;content;punta
4701942;0.268687189;function;di
4707234;0.33378309;content;manico
4736340;0.356786668;function;con
4751334;0.221354961;content;punta
4766769;0.210438907;function;di
4772061;0.380341381;content;manico
4849236;0.514519274;function;A
4854087;0.527255177;function;un
4856733;0.54605329;content;certo
4873050;0.430302441;content;punto
4913622;0.355407953;function;la
4922001;0.437320858;content;Befana
4962573;0.408877909;content;guardando
4986387;0.350352764;function;la
4991238;0.338208735;content;rivale
5025195;0.362475276;content;vide
5041953;0.27641201;function;una
5053860;0.301862836;content;cosa
5071059;0.311627448;content;strana
5139414;0.462347984;function;sotto
5155731;0.39484638;function;i
5159700;0.422769368;content;capelli
5181309;0.326174021;content;aveva
5195421;0.334887087;function;dei
5205564;0.368045956;content;bulloni
5256720;0.28262037;function;delle
5273478;0.318147153;content;giunture
5312286;0.193071246;function;delle
5327280;0.32943067;content;cerniere
5350653;0.300929487;function;di
5356386;0.368356705;content;metallo
5417244;0.510212183;function;Allora
5432238;0.447080344;content;capì
5483394;0.390327752;function;quella
5497506;0.334289551;function;era
5502357;0.340153456;function;una
5509413;0.413954735;content;Befana-robot
5576445;0.316361815;content;inventata
5609520;0.334843397;function;da
5615253;0.346327901;function;qualche
5630247;0.480446696;content;malandrino
5674347;0.376413822;function;per
5682726;0.397051752;function;qualche
5695515;0.343875647;content;scopo
5718447;0.397090167;content;dannoso
5800914;0.528727591;function;Allora
5814585;0.452038378;content;gridò
5856480;0.472423166;function;Il
5863536;0.442552745;content;traguardo
5882940;0.402781308;function;è
5885586;0.430491179;function;laggiù
5932773;0.313021004;function;la
5939388;0.369700968;content;punta
5952618;0.31615448;function;di
5958351;0.347150385;function;quella
5968494;0.367725492;content;montagna
5989221;0.399489611;content;rossastra
6020973;0.364892781;function;la
6026706;0.457924187;content;vedi
6088446;0.507007599;function;E
6092856;0.468539804;content;puntò
6113142;0.372391343;function;verso
6125931;0.296042502;function;il
6131664;0.35959065;content;Monte
6150627;0.406168133;content;Calamita
6192522;0.402217507;function;tutto
