token_id,target_word,prefix_length,phoneme,filtered_cohort_size,phoneme_surprisal,word_phoneme_length,length_group
1,il,1,i,1414,6.369590031671549,2,1-3 phonemes
1,il,2,l,1,3.238984361749086,2,1-3 phonemes
2,paese,1,p,4037,4.23201894162515,5,4-6 phonemes
2,paese,2,a,811,2.634519527903925,5,4-6 phonemes
2,paese,3,e,11,3.438521176416472,5,4-6 phonemes
2,paese,4,z,11,-0.0,5,4-6 phonemes
2,paese,5,e,1,0.3066386430931951,5,4-6 phonemes
3,day,1,d,1891,2.143460092818158,3,1-3 phonemes
3,day,2,e,523,1.3238626314779178,3,1-3 phonemes
3,day,3,i,1,18.285813439107823,3,1-3 phonemes
4,cani,1,k,3302,3.2887402106332138,4,4-6 phonemes
4,cani,2,a,1049,1.486579209309727,4,4-6 phonemes
4,cani,3,n,114,2.521865533389738,4,4-6 phonemes
4,cani,4,i,1,2.0239775374108584,4,4-6 phonemes
5,c',1,tS,1,13.21302256259476,1,1-3 phonemes
6,era,1,E,15,11.80401813372842,3,1-3 phonemes
6,era,2,r,6,1.958341380362887,3,1-3 phonemes
6,era,3,a,1,0.123580254464964,3,1-3 phonemes
7,una,1,u,299,2.9785064791022755,3,1-3 phonemes
7,una,2,n,73,0.0378264271850641,3,1-3 phonemes
7,una,3,a,1,1.655519394091374,3,1-3 phonemes
8,volta,1,v,838,3.782858337732936,5,4-6 phonemes
8,volta,2,O,22,2.121285654837975,5,4-6 phonemes
8,volta,3,l,4,0.0138885355932089,5,4-6 phonemes
8,volta,4,t,2,0.0160935048769638,5,4-6 phonemes
8,volta,5,a,1,8.442811547306854e-05,5,4-6 phonemes
9,uno,1,u,292,2.7442945794971965,3,1-3 phonemes
9,uno,2,n,74,0.0628310415795661,3,1-3 phonemes
9,uno,3,o,1,5.082612883784756,3,1-3 phonemes
10,strano,1,s,3582,2.262137230777005,6,4-6 phonemes
10,strano,2,t,712,1.273100121154081,6,4-6 phonemes
10,strano,3,r,270,1.8566718752086295,6,4-6 phonemes
10,strano,4,a,143,0.6188930102283207,6,4-6 phonemes
10,strano,5,n,12,0.7555275197667318,6,4-6 phonemes
10,strano,6,o,1,0.4133322822892137,6,4-6 phonemes
11,piccolo,1,p,2894,2.756680160733647,6,4-6 phonemes
11,piccolo,2,i,161,5.361415575667121,6,4-6 phonemes
11,piccolo,3,kk,24,0.5650403595143738,6,4-6 phonemes
11,piccolo,4,o,10,0.0390126163850237,6,4-6 phonemes
11,piccolo,5,l,7,0.0732346060367656,6,4-6 phonemes
11,piccolo,6,o,1,0.0805724996322776,6,4-6 phonemes
12,paese,1,p,2888,2.5089360491846837,5,4-6 phonemes
