BEGIN,entropy,type_of_words,word
89964,,function,Una
101430,12.051137924194336,content,bambina
127008,7.552921295166016,function,senza
148176,8.149120330810547,content,nome
239463,2.620425224304199,function,C'
246078,1.3887230157852173,content,era
257985,6.244023323059082,function,una
265041,7.331896305084228,content,bambina
326781,6.5463948249816895,function,che
334719,7.16765832901001,content,aveva
347508,7.741790771484375,function,un
354564,6.823612213134766,content,nome
387198,5.762910842895508,function,come
400869,8.834806442260742,function,tutti
416745,3.247275829315185,function,i
418068,5.152956008911133,content,bambini
437031,5.37980318069458,function,del
444087,4.48838472366333,content,mondo
520821,9.344279289245604,function,era
531105,4.929675102233887,content,allegra
581238,7.31748104095459,function,e
582561,8.156439781188965,content,andava
597555,5.600913047790527,function,spesso
619164,5.556694030761719,function,a
626220,6.0755815505981445,content,giocare
639009,4.342411041259766,function,in
646065,4.712015628814697,content,giardino
741321,6.373555660247803,function,Un
751905,5.053523540496826,content,giorno
786744,3.23353123664856,content,lanciò
807471,3.62026309967041,function,la
814968,6.865320205688477,content,palla
845838,5.516782760620117,function,al
853335,7.071257591247559,function,di
858186,2.2495505809783936,function,là
867006,2.709395170211792,function,di
871416,5.058674812316895,function,una
881118,6.09295129776001,content,siepe
937125,6.450174331665039,function,e
939771,8.426044464111328,function,quando
955792,6.493480682373047,content,andò
965349,5.041533470153809,function,a
972405,3.1352241039276123,content,cercarla
1003275,3.570096731185913,function,non
1008126,6.80116605758667,function,la
1015182,6.571176052093506,content,trovò
1087506,6.856766700744629,content,Cerca
1103382,4.615879535675049,function,qua
1113525,3.051173686981201,content,cerca
1130283,4.932653903961182,function,là
1151451,6.806791305541992,function,la
1158948,7.976506233215332,content,palla
1171296,7.468708992004394,function,non
1181439,3.6419193744659424,function,c'
1188054,2.9690515995025635,content,era
1238769,7.369290351867676,function,la
1246266,6.618996620178223,content,bambina
1262142,6.724055767059326,function,era
1268757,4.328446865081787,content,stupita
1307565,3.398277997970581,function,e
1313298,8.35115909576416,function,anche
1327851,7.591749668121338,function,un
1337112,1.7207077741622925,function,po'
1343286,3.7879021167755127,content,spaventata
1439424,7.193043231964111,function,A
1441629,7.652497291564941,function,un
