BEGIN,semantic_dissimilarity,type_of_words,word
89964.0,0,5,function,Una
101430.0,0.5803176760673523,content,bambina
127008.0,0.5761705636978149,function,senza
148176.0,0.4358044862747192,content,nome
239463.0,0.4125151634216308,function,C'
246078.0,0.3341220021247864,content,era
257985.0,0.2645449638366699,function,una
265041.0,0.3541971445083618,content,bambina
326781.0,0.2659286260604858,function,che
334719.0,0.3138328790664673,content,aveva
347508.0,0.317609429359436,function,un
354564.0,0.3478649854660034,content,nome
387198.0,0.4070097804069519,function,come
400869.0,0.4395328164100647,function,tutti
416745.0,0.3616257309913635,function,i
418068.0,0.3570597767829895,content,bambini
437031.0,0.447191059589386,function,del
444087.0,0.3650849461555481,content,mondo
517734.0,0.291910171508789,function,era
526113.0,0.3900887072086334,content,allegra
577269.0,0.3054012060165405,function,e
582561.0,0.3127328753471374,content,andava
597555.0,0.3637309670448303,function,spesso
616077.0,0.3672941327095032,function,a
626220.0,0.326217770576477,content,giocare
639009.0,0.3182833194732666,function,in
646065.0,0.3415108025074005,content,giardino
741321.0,0.4006903171539306,function,Un
751905.0,0.389099657535553,content,giorno
786744.0,0.4070859849452972,content,lanciò
807471.0,0.314105749130249,function,la
814968.0,0.3933165669441223,content,palla
843192.0,0.2931343913078308,function,al
853335.0,0.4944251775741577,function,di
858186.0,0.4164944291114807,function,là
867006.0,0.3334182500839233,function,di
871416.0,0.2695571184158325,function,una
881118.0,0.4497340619564056,content,siepe
933156.0,0.3649356961250305,function,e
939771.0,0.3347723484039306,function,quando
951678.0,0.383597731590271,content,andò
965349.0,0.388746440410614,function,a
972405.0,0.3473424017429352,content,cercarla
1003275.0,0.3744156956672668,function,non
1008126.0,0.3363773226737976,function,la
1015182.0,0.3544464111328125,content,trovò
1087506.0,0.3990935683250427,content,Cerca
1103382.0,0.4178991615772247,function,qua
1113525.0,0.3912962675094604,content,cerca
1130283.0,0.3526743054389953,function,là
1151451.0,0.2836976051330566,function,la
1158948.0,0.4051424860954284,content,palla
1171296.0,0.2901537418365478,function,non
1181439.0,0.3776136040687561,function,c'
1188054.0,0.3510325253009796,content,era
1238769.0,0.2959372997283935,function,la
1246266.0,0.4162110090255737,content,bambina
1262142.0,0.3326303958892822,function,era
1268757.0,0.3604597747325897,content,stupita
1307565.0,0.3350138664245605,function,e
1313298.0,0.4098782539367676,function,anche
1326087.0,0.3240475654602051,function,un
1337112.0,0.3829896152019501,function,po'
1343286.0,0.283416599035263,content,spaventata
1436778.0,0.3952599763870239,function,A
1441629.0,0.4008989334106445,function,un
1449126.0,0.4057421088218689,content,tratto
1464561.0,0.3904886245727539,content,sentì
1483524.0,0.2936064004898071,function,una
1492344.0,0.43085977435112,content,vocina
1529388.0,0.3524609208106994,function,in
1539972.0,0.4333136081695556,function,alto
1607886.0,0.510168194770813,function,È
1617588.0,0.476332426071167,function,tua
1630377.0,0.414205253124237,function,questa
1645371.0,0.3796616792678833,content,bella
1659042.0,0.4287855625152588,content,palla
1676241.0,0.4333385527133941,content,piccolina
