BEGIN,entropy,word
101430,12.051137924194336,bambina
148176,8.149120330810547,nome
246078,1.3887230157852173,era
265041,7.331896305084228,bambina
334719,7.16765832901001,aveva
354564,6.823612213134766,nome
418068,5.152956008911133,bambini
444087,4.48838472366333,mondo
531105,4.929675102233887,allegra
582561,8.156439781188965,andava
626220,6.0755815505981445,giocare
646065,4.712015628814697,giardino
751905,5.053523540496826,giorno
786744,3.23353123664856,lanciò
814968,6.865320205688477,palla
881118,6.09295129776001,siepe
955792,6.493480682373047,andò
972405,3.1352241039276123,cercarla
1015182,6.571176052093506,trovò
1087506,6.856766700744629,Cerca
1113525,3.051173686981201,cerca
1158948,7.976506233215332,palla
1188054,2.9690515995025635,era
1246266,6.618996620178223,bambina
1268757,4.328446865081787,stupita
1343286,3.7879021167755127,spaventata
1449126,3.9478509426116943,tratto
1464561,3.953046321868897,sentì
1492344,5.87421989440918,vocina
1645371,6.310184478759766,bella
1659042,4.222047805786133,palla
1676241,4.977332592010498,piccolina
1759590,7.510263442993164,bambina
1778112,3.633565187454224,guardò
1850436,7.234317779541016,vide
1868076,2.825993537902832,omettino
1893213,6.376611232757568,magro
1935549,8.199939727783203,seduto
1965537,6.373214721679688,cavallo
1997730,5.641303539276123,ramo
2062116,7.62328577041626,aveva
2082402,5.66338586807251,palla
2111949,4.083963394165039,mani
2267622,6.305567264556885,Dammela
2317455,6.82567024230957,disse
2339064,3.911841630935669,bambina
2447991,7.552370071411133,dai
2465631,5.42022180557251,cambio
2514141,3.830976009368897,disse
2533104,5.13799524307251,ometto
2648205,5.552851676940918,palla
2698479,5.56730318069458,ribatté
2728026,5.536911964416504,bambina
2822841,2.5617451667785645,ho
2892960,7.013376712799072,ho
2923389,4.104403972625732,darti
2957787,8.377288818359375,disse
2974986,4.360629081726074,bambina
3081267,4.0071306228637695,hai
3113901,7.913240909576416,dammi
3140802,6.003657341003418,nome
3216654,4.486180305480957,Pensando
3243996,1.486838698387146,ometto
3260313,3.5570125579833984,scherzasse
3323376,7.013123035430908,bambina
3346749,5.144200801849365,disse
3388203,2.470586061477661,va
3419955,8.223800659179688,do
3432744,7.874223709106445,butta
3451707,2.961589813232422,palla
3530646,3.412791967391968,sorrise
3580038,7.543871879577637,lasciò
3599442,4.0693535804748535,cadere
3621933,4.9540181159973145,palla
3688965,7.803178310394287,prese
3711897,6.933878421783447,tornò
3733947,3.402925968170166,casa
3813768,8.360124588012695,sentiva
3835818,6.182300090789795,strana
3923136,6.285680770874023,strana
3953565,4.693515300750732,sentì
4017951,4.241871356964111,accorse
4052790,3.6128201484680176,salutavano
4121586,7.318705081939697,dire
4162158,1.7809951305389404,nome
4306365,4.320001602172852,accorse
4368105,5.493621349334717,ricordava
4457628,5.538404941558838,Mamma
4518927,6.829545021057129,chiamo
4578462,4.922916889190674,disse
4618593,2.0611183643341064,bambina
4652550,2.613184690475464,madre
4761918,6.447862148284912,hai
4790142,2.1618800163269043,nome
4830714,4.401311874389648,disse
4851882,3.459646701812744,mamma
4937877,4.478342533111572,bambina
4955958,6.964548110961914,andò
4978890,5.468520164489746,guardare
5026959,4.5596699714660645,libri
5082966,2.644911289215088,quaderni
5149116,6.602895736694336,vide
5179986,0.6487821936607361,era
5208210,4.304430961608887,nome
5310081,6.3931097984313965,scendi
5329485,4.656332969665527,fare
5341833,5.48460054397583,merenda
5393430,6.577733516693115,gridò
5416362,4.562954902648926,mamma
5509854,8.29246711730957,mamma
5565861,7.128639221191406,detto
5594967,6.504974365234375,chiamare
5755050,8.084863662719727,nome
5784597,3.434532880783081,ho
5821200,3.247199058532715,pensò
5848983,5.409173965454102,tristezza
5969817,4.699315071105957,piangendo
6015240,5.428282260894775,bambina
6034644,5.89794921875,prese
6053166,5.735495567321777,palla
6103881,8.002615928649902,andò
6125490,4.762364387512207,giardino
6170472,7.901981830596924,arrivò
6208398,2.927177906036377,albero
6261318,3.471646308898926,omettino
6386121,6.486296653747559,mano
6402438,6.400732040405273,chiusa
6438159,4.580751419067383,sorrideva
6517098,7.206589698791504,Ridammi
6550614,3.392972946166992,nome
6591627,5.577752590179443,gridò
6612795,3.4423627853393555,bambina
6685119,4.991827011108398,darò
6700995,5.745815277099609,palla
6741567,5.906368255615234,vuoi
6821388,7.169033050537109,Tieniti
6844761,4.583950996398926,palla
6861519,4.334778308868408,piccolina
6947073,4.702190399169922,nome
7007049,7.768043518066406,altra
7018956,7.320720672607422,volta
7042770,4.91810417175293,darlo
7090839,6.785834312438965,capito
7173747,3.1604104042053223,Aprì
7193151,7.582465171813965,mano
7235928,5.284865379333496,improvviso
7263711,5.295284271240234,bambina
7280028,5.547492027282715,ricordò
7308693,4.817444801330566,chiamarsi
7330302,8.172565460205078,Antonella
7384986,7.289468765258789,mise
7399098,5.7188029289245605,saltare
7441434,5.285694599151611,gioia
7504497,3.5738749504089355,Corse
7524342,6.013609886169434,casa
7569324,7.19650936126709,mamma
7584759,6.000040054321289,chiese
7636797,4.321661949157715,andata
7654878,5.457526206970215,Antonella
7738227,6.953938007354736,perso
7758954,6.487077713012695,cosa
7769097,4.997136116027832,importante
7804818,8.25191593170166,mamma
7840098,6.168657779693604,disse
7863030,4.804616928100586,bambina
7932267,8.531333923339844,disse
7963578,5.013267517089844,seria
8006355,5.562604904174805,mamma
8025318,6.4895100593566895,diede
8042076,7.6015777587890625,bacio
8100729,7.659755229949951,fanno
8116164,6.369189262390137,rumore
