token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;ciuccio;(ROOT (f3 (sn (DET Il) (NOUN ciuccio) (spd (ADP di) (sn (PROPN Nina) (PUNCT .))))));;7,039560886;function
2;0;ciuccio;ciuccio;NOUN;root;ROOT;(ROOT (f3 (sn (DET Il) (NOUN ciuccio) (spd (ADP di) (sn (PROPN Nina) (PUNCT .))))));2.96 ± 1.57;2,858376183;content
3;0;di;di;ADP;case;Nina;(ROOT (f3 (sn (DET Il) (NOUN ciuccio) (spd (ADP di) (sn (PROPN Nina) (PUNCT .))))));;7,232814475;function
4;0;nina;Nina;PROPN;nmod;ciuccio;(ROOT (f3 (sn (DET Il) (NOUN ciuccio) (spd (ADP di) (sn (PROPN Nina) (PUNCT .))))));;1,668044485;content
5;1;quando;quando;SCONJ;mark;smetterai;(ROOT (dirsp (PUNCT “) (fs (SCONJ Quando) (f (ir_infl (VERB smetterai)) (compt (sv2 (ADP di) (VERB tenere) (compt (savv (ADV sempre)) (sn (sa (DET quel)) (NOUN ciuccio))))))) (PUNCT ?) (PUNCT ”) (fp (PUNCT ,) (f (ibar (VERB chiede)) (compt (sn (DET la) (NOUN mamma)) (sp (ADP a) (sn (PROPN Nina) (PUNCT .))))))));;6,212844009;function
6;1;smetterai;smettere;VERB;root;ROOT;(ROOT (dirsp (PUNCT “) (fs (SCONJ Quando) (f (ir_infl (VERB smetterai)) (compt (sv2 (ADP di) (VERB tenere) (compt (savv (ADV sempre)) (sn (sa (DET quel)) (NOUN ciuccio))))))) (PUNCT ?) (PUNCT ”) (fp (PUNCT ,) (f (ibar (VERB chiede)) (compt (sn (DET la) (NOUN mamma)) (sp (ADP a) (sn (PROPN Nina) (PUNCT .))))))));;3,447400436;content
7;1;di;di;ADP;mark;tenere;(ROOT (dirsp (PUNCT “) (fs (SCONJ Quando) (f (ir_infl (VERB smetterai)) (compt (sv2 (ADP di) (VERB tenere) (compt (savv (ADV sempre)) (sn (sa (DET quel)) (NOUN ciuccio))))))) (PUNCT ?) (PUNCT ”) (fp (PUNCT ,) (f (ibar (VERB chiede)) (compt (sn (DET la) (NOUN mamma)) (sp (ADP a) (sn (PROPN Nina) (PUNCT .))))))));;7,232814475;function
8;1;tenere;tenere;VERB;xcomp;smetterai;(ROOT (dirsp (PUNCT “) (fs (SCONJ Quando) (f (ir_infl (VERB smetterai)) (compt (sv2 (ADP di) (VERB tenere) (compt (savv (ADV sempre)) (sn (sa (DET quel)) (NOUN ciuccio))))))) (PUNCT ?) (PUNCT ”) (fp (PUNCT ,) (f (ibar (VERB chiede)) (compt (sn (DET la) (NOUN mamma)) (sp (ADP a) (sn (PROPN Nina) (PUNCT .))))))));4.40 ± 1.89;4,891020935;content
9;1;sempre;sempre;ADV;advmod;tenere;(ROOT (dirsp (PUNCT “) (fs (SCONJ Quando) (f (ir_infl (VERB smetterai)) (compt (sv2 (ADP di) (VERB tenere) (compt (savv (ADV sempre)) (sn (sa (DET quel)) (NOUN ciuccio))))))) (PUNCT ?) (PUNCT ”) (fp (PUNCT ,) (f (ibar (VERB chiede)) (compt (sn (DET la) (NOUN mamma)) (sp (ADP a) (sn (PROPN Nina) (PUNCT .))))))));;5,921350175;content
10;1;quel;quello;DET;det;ciuccio;(ROOT (dirsp (PUNCT “) (fs (SCONJ Quando) (f (ir_infl (VERB smetterai)) (compt (sv2 (ADP di) (VERB tenere) (compt (savv (ADV sempre)) (sn (sa (DET quel)) (NOUN ciuccio))))))) (PUNCT ?) (PUNCT ”) (fp (PUNCT ,) (f (ibar (VERB chiede)) (compt (sn (DET la) (NOUN mamma)) (sp (ADP a) (sn (PROPN Nina) (PUNCT .))))))));;5,90824416;function
