BEGIN,entropy,type_of_words,word
93933.0,10.500298500061035,content,Giacomo
118629.0,9.120349884033203,function,di
124803.0,8.779806137084961,content,cristallo
225351.0,3.0647566318511963,function,Una
237258.0,8.971640586853027,content,volta
272979.0,8.667972564697266,function,in
276507.0,7.305747985839844,function,una
287973.0,8.193416595458984,content,città
299880.0,5.889055252075195,content,lontana
354564.0,8.28976821899414,content,venne
366912.0,9.28911590576172,function,al
375291.0,7.249947547912598,content,mondo
388842.0,7.423847675323486,function,un
394254.0,8.411482810974121,content,bambino
413217.0,5.60039758682251,content,trasparente
498771.0,7.593230724334717,function,Attraverso
522585.0,4.603997707366943,function,le
526995.0,6.238937854766846,function,sue
537124.0,8.444968223571777,content,membra
569772.0,6.55407190322876,function,si
579474.0,9.39227294921875,function,poteva
595350.0,7.8830885887146,content,vedere
626661.0,6.607146263122559,content,come
639450.0,6.446245193481445,function,attraverso
668556.0,2.191636323928833,function,l'
671643.0,6.393568992614746,content,aria
688842.0,7.334867000579834,function,e
691488.0,3.058276653289795,function,l'
698544.0,5.483257293701172,content,acqua
774837.0,7.516023635864258,function,Era
782334.0,7.393362045288086,function,di
787185.0,6.789879322052002,content,carne
810999.0,5.9927496910095215,function,e
814086.0,2.45080304145813,function,d'
817614.0,3.4941670894622803,content,ossa
850248.0,4.978200435638428,function,e
857745.0,8.396611213684082,content,pareva
872298.0,7.152768135070801,function,di
879772.0,5.12818717956543,content,vetro
921690.0,7.294180870056152,function,e
923013.0,7.81067419052124,function,se
932715.0,4.746285438537598,content,cadeva
946827.0,7.013152599334717,content,non
953883.0,6.551565647125244,content,andava
977211.0,6.309438705444336,function,in
983871.0,5.245388031005859,content,pezzi
1031499.0,6.43878984451294,function,ma
1036350.0,7.949260711669922,function,al
1042524.0,5.7202324867248535,content,più
1053549.0,5.120110511779785,function,si
1063692.0,8.644676208496094,content,faceva
1080009.0,8.442010879516602,function,sulla
1096767.0,5.834456443786621,content,fronte
1135575.0,5.134881496429443,function,un
1143072.0,5.985929012298584,content,bernoccolo
1176588.0,4.706815719604492,content,trasparente
1280205.0,7.379176139831543,function,Si
1287376.0,8.649513244628906,content,vedeva
1304919.0,6.246271133422852,function,il
1311093.0,5.757743835449219,function,suo
1323000.0,4.881534099578857,content,cuore
1341522.0,7.042792320251465,content,battere
1397881.0,6.663510799407959,function,si
1405467.0,6.112773895263672,content,vedevano
1425312.0,5.312142848968506,function,i
1432368.0,5.1541008949279785,function,suoi
1442952.0,4.03814697265625,content,pensieri
1471617.0,6.534790992736816,content,guizzare
1511831.0,5.3106560707092285,function,come
1524978.0,6.699416637420654,content,pesci
1542618.0,7.243885040283203,content,colorati
1582749.0,4.7922468185424805,function,nella
1594656.0,7.398899078369141,function,loro
1606122.0,6.461212158203125,content,vasca
1704465.0,7.23134708404541,function,Una
1715931.0,5.093932151794434,content,volta
1737099.0,7.413268089294434,function,per
1747242.0,4.158713817596436,content,sbaglio
1790019.0,7.465499401092529,function,il
1795311.0,4.535117149353027,content,bambino
1812951.0,7.944635391235352,content,disse
1828386.0,4.088901519775391,function,una
1835001.0,3.993415355682373,content,bugia
1887921.0,6.764745235443115,function,e
1889244.0,7.239668846130371,content,subito
1908207.0,6.7714152336120605,function,la
1915263.0,8.007758140563965,content,gente
1944810.0,7.113041877746582,function,poté
1956717.0,6.1426496505737305,content,vedere
1970388.0,5.659261226654053,function,come
1982295.0,6.938706874847412,function,una
1992438.0,8.627584457397461,content,palla
2006550.0,7.620893478393555,function,di
2015370.0,6.43862771987915,content,fuoco
2047563.0,8.0529203414917,function,dietro
2067849.0,4.829336166381836,function,la
2072700.0,5.912549018859863,function,sua
2084607.0,4.920192241668701,content,fronte
2145906.0,5.5064473152160645,content,ridisse
2167515.0,6.833341121673584,function,la
2172807.0,6.326171398162842,content,verità
2218671.0,4.164300918579102,function,e
2219994.0,7.600621223449707,function,la
2226609.0,9.297104835510254,content,palla
2237193.0,7.573872566223144,function,di
2244690.0,0.4594504237174988,content,fuoco
2256597.0,8.000177383422852,function,si
2263653.0,4.963542461395264,content,dissolse
2341269.0,7.18425989151001,function,Per
2348766.0,7.601248741149902,function,tutto
2361996.0,3.5468909740448,function,il
2366847.0,3.9632253646850586,content,resto
2382723.0,5.053239822387695,function,della
2392425.0,2.7894649505615234,function,sua
2401686.0,0.4669811427593231,content,vita
2430792.0,5.852019309997559,content,non
2440935.0,5.408784866333008,content,disse
2456811.0,3.0829966068267822,content,più
2465631.0,3.693244695663452,content,bugie
2554713.0,6.705116271972656,function,Un'
2561442.0,4.113092422485352,content,altra
2574999.0,6.1441521644592285,content,volta
2615130.0,3.365225553512573,function,un
2622186.0,5.798880100250244,content,amico
2636739.0,5.869034290313721,function,gli
2642031.0,3.5474119186401367,content,confidò
2665845.0,3.90391206741333,function,un
2671137.0,6.242181777954102,content,segreto
2729349.0,5.82450532913208,function,e
2730672.0,6.888742923736572,content,subito
2769105.0,6.608533382415772,function,tutti
2781828.0,5.103885173797607,content,videro
2797263.0,5.323858737945557,function,come
2808729.0,5.980001449584961,function,una
2819754.0,8.179132461547852,content,palla
2833425.0,1.8981709480285645,content,nera
2848419.0,7.734451293945312,function,che
2855916.0,3.342956781387329,content,rotolava
2878407.0,6.142835140228272,function,senza
2894724.0,8.945113182067871,content,pace
2907954.0,5.064043998718262,function,nel
2918538.0,5.642506122589111,function,suo
2925153.0,4.994339942932129,content,petto
2977191.0,7.183763980865479,function,e
2978514.0,6.917738914489746,function,il
2987334.0,5.670736312866211,content,segreto
3010707.0,6.120155334472656,content,non
3022173.0,6.105963706970215,function,fu
3027465.0,6.014601230621338,content,più
3036726.0,5.293472766876221,content,tale
3114783.0,7.311448097229004,function,Il
3119634.0,5.926837921142578,content,bambino
3140361.0,6.938233375549316,content,crebbe
3184461.0,6.687551021575928,content,diventò
3204747.0,6.552063465118408,function,un
3211362.0,4.216651439666748,content,giovanotto
3262959.0,5.8113789558410645,content,poi
3274425.0,6.658084392547607,function,un
3280158.0,7.14769172668457,content,uomo
3332637.0,5.441212177276611,function,e
3334842.0,6.68242073059082,function,ognuno
