token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;orso;orso;NOUN;root;ROOT;(ROOT (f3 (sn (NOUN Orso) (sn (NOUN buco)) (PUNCT .))));4.48 ± 1.53;4,192007611;content
2;0;buco;buco;NOUN;compound;Orso;(ROOT (f3 (sn (NOUN Orso) (sn (NOUN buco)) (PUNCT .))));;4,52628082;content
3;1;orso;Orso;PROPN;nsubj;perso;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;4,192007611;content
4;1;si;si;PRON;expl;perso;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;6,553884221;function
5;1;è;essere;AUX;aux;perso;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;7,249521761;function
6;1;perso;perdere;VERB;root;ROOT;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;5,292824891;content
7;1;nel;in;ADP;case;bosco;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;6,069364593;function
8;1;bosco;bosco;NOUN;obl;perso;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));4.52 ± 1.26;4,24188269;content
9;1;e;e;CCONJ;cc;trova;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;2,741151583;function
10;1;non;non;ADV;advmod;trova;(ROOT (fc (f (sn (PROPN Orso)) (ibar (PRON si) (AUX è) (VERB perso)) (compin (sp (ADP in) (sn (DET il) (NOUN bosco))))) (CCONJ e) (f (ibar (ADV non) (VERB trova)) (compt (savv (ADV più)) (sn (DET la) (sa (DET sua)) (NOUN tana) (PUNCT .))))));;7,259198169;content
