token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;i;il;DET;det;affamati;(ROOT (f3 (sn (DET I) (NUM tre) (NOUN affamati) (PUNCT .))));;6,584780852;function
2;0;tre;tre;NUM;nummod;affamati;(ROOT (f3 (sn (DET I) (NUM tre) (NOUN affamati) (PUNCT .))));;5,607871462;NaN
3;0;affamati;affamato;NOUN;root;ROOT;(ROOT (f3 (sn (DET I) (NUM tre) (NOUN affamati) (PUNCT .))));4.84 ± 2.15;3,59746341;content
4;1;c;ci;PRON;expl;erano;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;6,166704172;function
5;1;erano;essere;VERB;root;ROOT;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;5,476165392;content
6;1;tre;tre;NUM;nummod;affamati;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;5,607871462;NaN
7;1;affamati;affamato;NOUN;nsubj;erano;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));4.84 ± 2.15;3,59746341;content
8;1;uno;uno;DET;det;cappello;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;6,015055575;function
9;1;col;col;ADJ;amod;cappello;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;5,300586131;content
10;1;cappello;cappello;NOUN;appos;affamati;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));4.04 ± 1.21;4,50214714;content
11;1;rosso;rosso;ADJ;amod;cappello;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));3.12 ± 1.36;4,705072364;content
12;1;uno;uno;DET;det;cappello;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;6,015055575;function
13;1;col;col;ADJ;amod;cappello;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));;5,300586131;content
14;1;cappello;cappello;NOUN;conj;cappello;(ROOT (f (ibar (PRON C') (VERB erano)) (compc (sn (NUM tre) (NOUN affamati)) (dirsp (PUNCT :) (coord (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ rosso))) (PUNCT ,) (sn (DET uno) (sa (ADJ col)) (NOUN cappello) (sa (ADJ giallo))) (CCONJ e) (sn (DET uno) (ADJ col) (NOUN cappello) (sa (ADJ azzurro)))))) (PUNCT .)));4.04 ± 1.21;4,50214714;content
