BEGIN,entropy,type_of_words,word
89082.0,10.201748847961426,function,L'
92169.0,7.16001558303833,content,Apollonia
123921.0,8.3685941696167,function,della
134505.0,6.055429935455322,content,marmellata
223146.0,8.135725975036621,function,A
224910.0,5.218791484832764,content,Sant'
239022.0,5.3881683349609375,content,Antonio
275184.0,7.702052116394043,function,sul
287973.0,7.1164751052856445,content,Lago
297234.0,2.6220946311950684,content,Maggiore
334278.0,7.353569984436035,content,viveva
354564.0,6.788527011871338,function,una
365148.0,6.346627712249756,content,donnina
390726.0,7.34459114074707,content,tanto
408366.0,8.571590423583984,content,brava
423360.0,3.528505325317383,function,a
433062.0,9.869468688964844,content,fare
452025.0,7.507152080535889,function,la
457317.0,3.4927945137023926,content,marmellata
505112.0,4.309333801269531,content,così
523026.0,6.3272480964660645,content,brava
567694.0,4.272167205810547,function,che
572418.0,7.735622406005859,function,i
577710.0,6.741260528564453,function,suoi
588294.0,7.536807537078857,content,servigi
632835.0,7.744846343994141,function,erano
647829.0,8.60438346862793,content,richiesti
676053.0,5.850918292999268,function,in
680022.0,5.987254619598389,content,Valcuvia
725445.0,7.428536415100098,function,in
732501.0,4.895749092102051,content,Valtravaglia
779247.0,5.55207109451294,function,in
786744.0,7.793870449066162,content,Val
793359.0,7.101631164550781,content,Dumentina
837900.0,2.446366786956787,function,e
841476.0,4.959141731262207,function,in
848925.0,5.904375076293945,content,Val
859950.0,5.961190700531006,content,Poverina
938448.0,6.836142063140869,function,La
946827.0,7.661526679992676,content,gente
972846.0,3.4226248264312744,function,quand'
986958.0,1.958603382110596,function,era
994896.0,9.150429725646973,function,la
1001070.0,7.345922470092773,content,stagione
1045611.0,7.080880641937256,content,arrivava
1065456.0,5.627801418304443,function,da
1071189.0,8.438283920288086,function,tutte
1085742.0,0.4970132410526275,function,le
1090593.0,5.780567169189453,content,valli
1130931.0,7.701624870300293,function,si
1138662.0,4.224916458129883,content,sedeva
1155420.0,5.616213798522949,function,sul
1163799.0,5.733532905578613,content,muricciolo
,4.740434169769287,function,a
1202607.0,8.927183151245117,content,guardare
1222011.0,4.730647087097168,function,il
1227744.0,5.24522066116333,content,panorama
1250676.0,5.178883075714111,function,del
1256409.0,4.510562419891357,content,lago
1293453.0,4.4139251708984375,content,coglieva
1318590.0,5.138085842132568,function,qualche
1333143.0,5.033184051513672,content,lampone
1355193.0,5.118460655212402,function,dai
1363131.0,3.08427095413208,content,cespugli
1408554.0,8.27553653717041,content,poi
1417374.0,6.702883243560791,content,chiamava
1438542.0,7.063826560974121,function,la
1443393.0,2.8819472789764404,content,donnina
1464120.0,6.733395099639893,function,della
1473822.0,2.3830270767211914,content,marmellata
1567755.0,4.03795337677002,content,Apollonia
1620675.0,7.3977274894714355,function,Che
1628613.0,4.356851100921631,function,c'
1635669.0,4.560736179351807,content,è
1685061.0,7.530919075012207,function,Me
1689030.0,5.66232967376709,function,la
1694322.0,8.352481842041016,content,fareste
1716813.0,7.888467788696289,function,una
1722105.0,2.9801371097564697,content,marmellata
1749006.0,4.766746997833252,function,di
1752534.0,5.597605705261231,content,mirtilli
1807659.0,5.062333106994629,function,Eccomi
1868076.0,8.127058029174805,function,Mi
1871163.0,5.990190029144287,content,aiutereste
1902474.0,6.202030181884766,function,a
1905120.0,9.76115608215332,content,fare
1915263.0,5.267251491546631,function,una
1921878.0,8.468120574951172,content,buona
1934667.0,2.813937187194824,content,marmellata
1961568.0,4.092938423156738,function,di
1967742.0,4.724802017211914,content,prugne
2006550.0,6.416921615600586,content,Subito
2068290.0,2.5237224102020264,function,L'
2070936.0,2.783408641815185,content,Apollonia
2106216.0,8.585803031921387,function,quella
2118123.0,2.8837156295776367,content,donnina
2160900.0,7.655827522277832,content,aveva
2172366.0,7.9206767082214355,content,proprio
2192211.0,6.544738292694092,function,le
2196621.0,7.85913610458374,content,mani
2208969.0,4.073780059814453,function,d'
2211174.0,5.415428638458252,content,oro
2236752.0,7.294941425323486,function,e
2241395.0,7.789916515350342,content,faceva
2258802.0,6.975480556488037,function,le
2263653.0,8.573551177978516,content,migliori
2287026.0,3.441599130630493,content,marmellate
2318778.0,5.010579109191895,function,del
2324952.0,3.688566446304321,content,Varesotto
2355822.0,3.3133225440979004,function,e
2358909.0,5.333057880401611,function,del
2365524.0,7.507274627685547,content,Canton
2385810.0,1.4112701416015625,content,Ticino
2459898.0,6.72826099395752,function,Una
2470482.0,8.042662620544434,content,volta
1500994.0,6.732858657836914,content,capitò
2515905.0,5.61005449295044,function,da
2521197.0,8.691692352294922,function,lei
2530017.0,5.657684326171875,function,una
2538396.0,3.032522201538086,content,donnetta
2561328.0,6.2680840492248535,function,di
2564613.0,7.059585571289063,content,Arcumeggia
2615130.0,7.181844234466553,content,così
2633211.0,7.584218502044678,content,povera
2653938.0,4.501931190490723,function,che
2660112.0,7.350349426269531,function,per
2668050.0,7.503269672393799,content,fare
2679075.0,4.535463809967041,function,la
2684367.0,1.8522624969482424,content,marmellata
2727144.0,6.735520839691162,content,non
2734076.0,6.339456558227539,content,aveva
2748753.0,6.797371864318848,content,neanche
2770362.0,5.598187446594238,function,un
2776977.0,5.23510217666626,content,cartoccio
2804760.0,4.623198509216309,function,di
2808729.0,6.7679762840271,content,ghiande
2826810.0,4.843109130859375,function,di
2832543.0,6.567836761474609,content,pesca
2884140.0,6.424469470977783,function,e
2888109.0,8.144306182861328,content,allora
2911482.0,8.466723442077637,content,strada
2928681.0,6.670687198638916,content,facendo
2971854.0,8.538288116455078,function,si
2978073.0,8.731256484985352,function,era
2988216.0,4.86893892288208,content,riempito
3017763.0,3.347498655319214,function,il
3023496.0,3.635148286819458,content,grembiule
3056571.0,4.704580783843994,function,di
3065391.0,6.623006820678711,content,ricci
