token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;bianco;Bianco;ADJ;root;ROOT;(ROOT (f3 (sa (coord (ADJ Bianco) (CCONJ e) (ADJ nero))) (PUNCT .)));;4,744381459;content
2;0;e;e;CCONJ;cc;nero;(ROOT (f3 (sa (coord (ADJ Bianco) (CCONJ e) (ADJ nero))) (PUNCT .)));;2,741151583;function
3;0;nero;nero;ADJ;conj;Bianco;(ROOT (f3 (sa (coord (ADJ Bianco) (CCONJ e) (ADJ nero))) (PUNCT .)));4.24 ± 1.74;4,823329902;content
4;1;c;ci;PRON;expl;era;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));;6,166704172;function
5;1;era;essere;VERB;root;ROOT;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));;6,283626334;content
6;1;una;uno;DET;det;gallina;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));;6,801817508;function
7;1;gallina;gallina;NOUN;nsubj;era;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));3.64 ± 1.29;3,788069718;content
8;1;bianca;bianco;ADJ;amod;gallina;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));3.64 ± 1.52;4,577778759;content
9;1;contenta;contento;ADJ;amod;gallina;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));4.12 ± 3.55;4,560510121;content
10;1;di;di;ADP;mark;bianca;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));;7,232814475;function
11;1;essere;essere;AUX;cop;bianca;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));;6,225206681;function
12;1;bianca;bianco;ADJ;advcl;contenta;(ROOT (dirsp (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)));3.64 ± 1.52;4,577778759;content
