TOKEN;BEGIN;ORT
1;89964;Il
2;100989;contadino
3;134505;astrologo
4;236817;Un
5;245196;Re
6;270774;aveva
7;287532;perduto
8;321489;un
9;327663;anello
10;345744;prezioso
11;404397;Cerca
12;419391;qua
13;430416;cerca
14;447615;l?†
15;460845;non
16;469665;si
17;477603;trova
18;516411;Mise
19;544635;fuori
20;556542;un
21;564480;bando
22;597996;che
23;602847;se
24;612108;un
25;616959;astrologo
26;650475;gli
27;659295;sa
28;665910;dire
29;679140;dov'
30;686637;è
31;700749;lo
32;709128;fa
33;715302;ricco
34;734706;per
35;743085;tutta
36;754110;la
37;761166;vita
38;822465;c'
39;837316;era
40;836577;un
41;838782;contadino
42;864801;senza
43;882441;un
44;889056;soldo
45;925218;che
46;930951;non
47;938448;sapeva
48;953442;n?©
49;959175;leggere
50;977697;n?©
51;984753;scrivere
52;1009008;e
53;1010772;si
54;1027530;chiamava
55;1050903;G?†mbara
56;1078686;Sar?†
57;1120140;tanto
58;1132488;difficile
59;1160712;far
60;1167327;l
61;1169973;astrologo
62;1207899;si
63;1218924;disse
64;1262583;Mi
65;1267434;ci
66;1271844;voglio
67;1283310;provare
68;1329615;E
69;1335789;and??
70;1347696;dal
71;1356957;Re
72;1389591;che
73;1395324;lo
74;1401057;prese
75;1414287;in
76;1421343;parola
77;1440306;e
78;1454859;lo
79;1461915;chiuse
80;1479555;a
81;1482642;studiare
82;1509543;in
83;1515717;una
84;1521009;stanza
85;1579662;Dove
86;1591128;c'
87;1594656;era
88;1607445;solo
89;1625967;un
90;1633905;letto
91;1660365;e
92;1671390;un
93;1681533;tavolo
94;1709757;con
95;1719018;un
96;1725192;gran
97;1737981;libraccio
98;1760031;d
99;1761795;astrologia
100;1821771;e
101;1832355;penna
102;1850877;carta
103;1880865;e
104;1882188;calamaio
105;1963332;G?†mbara
106;1982295;si
107;1990233;sedette
108;2005668;al
109;2014929;tavolo
110;2046240;e
111;2048445;cominci??
112;2074464;a
113;2077551;scartabellare
114;2116800;il
115;2126061;libro
116;2137527;senza
117;2154726;capirci
118;2176776;niente
119;2204118;e
120;2208969;a
121;2216025;farci
122;2234988;dei
123;2244249;segni
124;2258361;con
125;2267181;la
126;2273355;penna
127;2330244;Siccome
128;2358909;non
129;2366847;sapeva
130;2384487;scrivere
131;2424618;venivano
132;2447550;fuori
133;2459016;dei
134;2469159;segni
135;2481948;ben
136;2489886;strani
137;2541924;e
138;2545452;i
139;2553831;servi
140;2572353;che
141;2575881;entravano
142;2603223;due
143;2611161;volte
144;2623068;al
145;2631888;giorno
146;2650410;a
147;2658348;portargli
148;2680398;da
149;2684808;mangiare
150;2721411;si
151;2730231;fecero
152;2746989;l
153;2749194;idea
154;2768157;che
155;2784033;fosse
156;2797704;un
157;2802114;astrologo
158;2826810;sapiente
159;2892519;Questi
160;2921625;servi
161;2939265;erano
162;2949408;stati
163;2966607;loro
164;2988216;a
165;2989980;rubare
166;3008502;l
167;3011148;anello
168;3042900;e
169;3047751;con
170;3054807;la
171;3059658;coscienza
172;3083031;sporca
173;3103317;che
174;3108609;avevano
175;3148740;le
176;3153591;occhiatacce
177;3188871;che
178;3194163;rivolgeva
179;3219741;loro
180;3231648;G?†mbara
181;3258990;ogni
182;3266046;volta
183;3279717;che
184;3282804;entravano
185;3329550;per
186;3337929;darsi
187;3352482;aria
188;3364830;d
189;3366594;uomo
190;3377178;d
191;3378942;autorit?†
192;3429216;parevano
193;3449061;loro
194;3473316;occhiate
195;3490956;di
196;3498012;sospetto
197;3561516;Cominciarono
198;3589299;ad
199;3594150;aver
200;3605175;paura
201;3621492;d
202;3623256;essere
203;3638250;scoperti
204;3669120;e
205;3670443;non
206;3673971;la
207;3681027;finivano
208;3700872;pi??
209;3709692;con
210;3715425;le
211;3721158;riverenze
212;3799656;G?†mbara
213;3825675;che
214;3833613;astrologo
215;3856986;non
216;3859632;era
217;3874185;ma
218;3878154;contadino
219;3920931;e
220;3924018;perci??
221;3938130;malizioso
222;3974733;subito
223;4007808;aveva
224;4021479;pensato
225;4047057;che
226;4050585;i
227;4054995;servi
228;4083660;dovessero
229;4105269;saperne
230;4125555;qualcosa
231;4165686;E
232;4172742;pens??
233;4188618;di
234;4193469;farli
235;4206258;cascare
236;4225662;in
237;4231395;un
238;4233600;inganno
239;4298868;Un
240;4308570;giorno
241;4336353;all'
242;4346055;ora
243;4351347;in
244;4354434;cui
245;4362372;gli
246;4367664;portavano
247;4396770;il
248;4413087;pranzo
249;4436460;si
250;4445280;nascose
251;4464243;sotto
252;4479678;il
253;4484970;letto
254;4538772;Entr??
255;4552443;il
256;4558176;primo
257;4570083;dei
258;4578903;servi
259;4605363;e
260;4610655;non
261;4614624;vide
262;4629177;nessuno
263;4674600;Di
264;4680774;sotto
265;4690476;il
266;4694886;letto
267;4708998;G?†mbara
268;4726197;disse
269;4739868;forte
270;4769415;E
271;4772061;uno
272;4811751;il
273;4818807;servo
274;4831155;lasci??
275;4843062;il
276;4847031;piatto
277;4859820;e
278;4861143;si
279;4870845;ritir??
280;4885398;spaventato
281;4966101;Entr??
282;4979772;il
283;4983741;secondo
284;5005350;servo
285;5039748;E
286;5045481;due
287;5081643;e
288;5082966;scapp??
289;5103693;via
290;5110308;anche
291;5120010;lui
292;5176899;Entr??
293;5192334;il
294;5199390;terzo
295;5237757;E
296;5256720;tre
297;5304789;I
298;5309640;servi
299;5325075;si
300;5327721;consultarono
301;5379318;Ormai
302;5393871;siamo
303;5407983;scoperti
304;5444145;se
305;5476338;l
306;5478543;astrologo
307;5502798;ci
308;5505444;accusa
309;5520879;al
310;5528817;Re
311;5535873;siamo
312;5551749;spacciati
313;5623191;Cos?¨
314;5637303;decisero
315;5659794;d
316;5661558;andare
317;5676993;dall'
318;5684931;astrologo
319;5723739;e
320;5725503;confessargli
321;5757255;il
322;5770485;furto
323;5824728;Noi
324;5832666;siamo
325;5846778;povera
326;5864859;gente
327;5896611;gli
328;5902785;fecero
329;5932773;e
330;5937183;se
331;5946444;dite
332;5954823;al
333;5963643;Re
334;5971140;quel
335;5983929;che
336;5988780;avete
337;6000246;scoperto
338;6036408;siamo
339;6051402;perduti
340;6113583;Io
341;6129900;non
342;6138279;vi
343;6143130;tradir??
344;6181938;per??
345;6193845;voi
346;6207957;fate
347;6218541;quel
348;6226920;che
349;6230448;vi
350;6233535;dico
351;6282486;Prendete
352;6302772;l
353;6304977;anello
354;6333642;e
355;6338052;fatelo
356;6352605;inghiottire
357;;a
358;6378183;quel
359;6389649;tacchino
360;6410817;che
361;6416550;c'
362;6420960;è
363;6422283;laggi??
364;6434190;in
365;6439482;cortile
366;6477849;Poi
367;6485787;lasciate
368;6506073;fare
369;6516657;a
370;6522390;me
371;6586776;Il
372;6595596;giorno
373;6608826;dopo
374;6623820;G?†mbara
375;6645429;si
376;6664833;present??
377;6689088;al
378;6696144;Re
379;6728337;e
380;6734511;gli
381;6741126;disse
382;6755238;che
383;6760089;dopo
384;6782580;lunghi
385;6801543;studi
386;6837264;era
387;6845643;riuscito
388;6866811;a
389;6870780;sapere
390;6895917;dov'
391;6902532;era
392;6914880;l
393;6917085;anello
394;6948396;E
395;6955452;dov'
396;6962508;è
397;6965595;L
398;6989850;ha
399;6996906;inghiottito
400;7018515;un
401;7025130;tacchino
402;7059969;Fu
403;7096572;sventrato
404;7122150;il
405;7126119;tacchino
406;7160517;e
407;7165368;si
408;7175070;trov??
409;7186977;l
410;7190505;anello
411;7249158;Il
412;7260183;Re
413;7290171;colm??
414;7310457;di
415;7316190;ricchezze
416;7337799;l
417;7340004;astrologo
418;7380576;e
419;7383222;diede
420;7396893;un
421;7403067;pranzo
422;7425999;in
423;7432173;suo
424;7443639;onore
425;7466130;Tra
426;7515081;le
427;7520373;tante
428;7534044;pietanze
429;7574175;fu
430;7580790;portato
431;7599753;in
432;7606809;tavola
433;7625772;un
434;7627095;piatto
435;7642971;di
436;7648704;gamberi
437;7691481;Bisogna
438;7705152;sapere
439;7721028;che
440;7723233;in
441;7728084;quel
442;7736904;paese
443;7752780;era
444;7761600;la
445;7767333;prima
446;7779681;volta
447;7797762;che
448;7802172;se
449;7810551;ne
450;7815402;vedevano
451;7844508;regalo
452;7872732;d
453;7874055;un
454;7875378;Re
455;7878024;d
456;7879347;altro
457;7901397;paese
458;7926093;Tu
459;7978131;che
460;7983864;sei
461;7995771;astrologo
462;8049132;disse
463;8064567;il
464;8069418;Re
465;8073828;al
466;8084853;contadino
467;8143506;dovresti
468;8165556;sapermi
469;8184960;dire
470;8196426;come
471;8206569;si
472;8214948;chiamano
473;8230824;questi
474;8247582;che
475;8251110;sono
476;8265222;qui
477;8271396;nel
478;8281539;piatto
479;8342838;Il
480;8352981;poveretto
481;8375913;di
482;8381646;bestie
483;8397081;cos?¨
484;8422659;non
485;8428392;ne
486;8433684;aveva
487;8446914;mai
488;8460144;viste
489;8508654;E
490;8516592;disse
491;8532909;tra
492;8539083;s?©
493;8549226;a
494;8556282;mezza
495;8571717;voce
496;8614494;Ah
497;8627283;G?†mbara
498;8655948;G?†mbara
499;8684172;Sei
500;8701371;finito
501;8716806;male
502;8763993;Bravo
503;8800155;disse
504;8817354;il
505;8822205;Re
506;8851752;Hai
507;8863659;indovinato
508;8902026;quello
509;8919225;?®
510;8922312;il
511;8925399;nome
512;8957151;gamberi
513;8994636;Sei
514;9007866;il
515;9009189;pi??
516;9014481;grande
517;9032562;astrologo
518;9062109;del
519;9069165;mondo
